"","RAL","wolb","Code","trt","day","glucose","weight.5.flies"
"551","RAL_852","y","25CB","b","c",17.1254276680369,1.06666666666667
"552","RAL_852","y","25CA","a","c",18.5782479451152,0.993333333333333
"553","RAL_852","y","25CB","b","c",16.7901614502496,1.06666666666667
"554","RAL_852","y","25CB","b","c",14.4432979257386,1.06666666666667
"555","RAL_852","y","25CA","a","c",23.0484641822791,0.993333333333333
"556","RAL_855","y","19CB","b","c",17.4606938858242,1.251
"557","RAL_855","y","19CA","a","c",22.6014425585627,1.307
"558","RAL_855","y","19CA","a","c",20.0310682221935,1.307
"559","RAL_855","y","19CB","b","c",16.9019168561787,1.251
"560","RAL_855","y","19CA","a","c",18.8017587569734,1.307
"561","RAL_855","y","19CB","b","c",18.2429817273279,1.251
"562","RAL_857","y","38DA","a","d",29.6420331320959,1.270444445
"563","RAL_857","y","38DA","a","d",17.0136722621078,1.270444445
"564","RAL_857","y","38DA","a","d",23.0484641822791,1.270444445
"565","RAL_857","y","38DB","b","d",15.5608519850295,1.33033333333333
"566","RAL_857","y","38DB","b","d",22.3779317467045,1.33033333333333
"567","RAL_857","y","38DB","b","d",14.1080317079513,1.33033333333333
"568","RAL_861","y","11AB","b","a",7.51446275813448,1.203
"569","RAL_861","y","11AB","b","a",8.40850600556726,1.203
"570","RAL_861","y","11AB","b","a",8.18499519370907,1.203
"571","RAL_879","y","18DB","b","d",36.3473574878418,1.244
"572","RAL_879","y","18DA","a","d",33.7769831514725,1.199
"573","RAL_879","y","18DB","b","d",27.1834142016557,1.244
"574","RAL_879","y","18DB","b","d",26.8481479838685,1.244
"575","RAL_88","n","18CB","b","c",13.6610100842349,NA
"576","RAL_88","n","18CB","b","c",11.537657371582,NA
"577","RAL_88","n","18CA","a","c",19.8075574103353,NA
"578","RAL_88","n","18CA","a","c",22.8249533704209,NA
"579","RAL_88","n","18CB","b","c",14.1080317079513,NA
"580","RAL_88","n","18CA","a","c",19.5840465984771,NA
"582","RAL_882","y","26AA","a","a",28.636234478734,1.07866666666667
"584","RAL_882","y","26AA","a","a",26.7363925779394,1.07866666666667
"585","RAL_882","y","26AA","a","a",28.9715006965213,1.07866666666667
"587","RAL_884","y","3BA","a","b",8.96728303521275,0.894666666666667
"588","RAL_884","y","3BB","b","b",8.07323978777997,1.052
"589","RAL_884","y","3BA","a","b",10.1965925004328,0.894666666666667
"590","RAL_884","y","3BA","a","b",13.5492546783058,0.894666666666667
"591","RAL_884","y","3BB","b","b",7.51446275813448,1.052
"592","RAL_884","y","3BB","b","b",4.72057760990702,1.052
"594","RAL_890","y","31BB","b","b",15.4490965791004,1.18166666666667
"595","RAL_890","y","31BA","a","b",10.6436141241492,1.11233333333333
"596","RAL_890","y","31BB","b","b",15.3373411731713,1.18166666666667
"597","RAL_890","y","31BA","a","b",14.7785641435259,1.11233333333333
"598","RAL_890","y","31BA","a","b",15.6726073909586,1.11233333333333
"599","RAL_890","y","31BB","b","b",15.2255857672423,1.18166666666667
"600","RAL_897","y","33BA","a","b",8.52026141149636,1.027
"601","RAL_897","y","33BB","b","b",7.62621816406358,1.02966666666667
"602","RAL_897","y","33BA","a","b",7.96148438185087,1.027
"603","RAL_897","y","33BA","a","b",9.07903844114185,1.027
"604","RAL_897","y","33BB","b","b",7.73797356999267,1.02966666666667
"605","RAL_897","y","33BB","b","b",9.41430465892915,1.02966666666667
"606","RAL_900","n","35DB","b","d",15.4490965791004,NA
"607","RAL_900","n","35DA","a","d",23.0484641822791,1.12066666666667
"608","RAL_900","n","35DB","b","d",25.9541047364357,NA
"609","RAL_900","n","35DA","a","d",20.7016006577681,1.12066666666667
"610","RAL_900","n","35DA","a","d",30.871342597316,1.12066666666667
"611","RAL_900","n","35DB","b","d",16.119629014675,NA
"612","RAL_907","n","15BB","b","b",33.6652277455434,1.23166666666667
"613","RAL_907","n","15BB","b","b",32.4359182803234,1.23166666666667
"614","RAL_907","n","15BB","b","b",21.5956439052008,1.23166666666667
"615","RAL_908","n","12CA","a","c",17.7959601036115,1.291
"616","RAL_908","n","12CA","a","c",11.9846789952984,1.291
"617","RAL_908","n","12CB","b","c",10.5318587182201,1.295
"618","RAL_908","n","12CB","b","c",9.63781547078734,1.295
"619","RAL_908","n","12CB","b","c",10.3083479063619,1.295
"620","RAL_908","n","12CA","a","c",14.1080317079513,1.291
"621","RAL_91","n","1CB","b","c",13.9962763020222,1.298
"622","RAL_91","n","1CB","b","c",11.6494127775111,1.298
"623","RAL_91","n","1CA","a","c",40.4823075072184,1.26466666666667
"624","RAL_91","n","1CA","a","c",18.2429817273279,1.26466666666667
"625","RAL_91","n","1CA","a","c",40.3705521012893,1.26466666666667
"626","RAL_91","n","1CB","b","c",15.4490965791004,1.298
"627","RAL_911","n","24EB","b","e",8.29675059963817,1.18066666666667
"628","RAL_911","n","24EB","b","e",8.07323978777997,1.18066666666667
"629","RAL_911","n","24EB","b","e",8.85552762928365,1.18066666666667
"630","RAL_913","y","20CA","a","c",13.3257438664476,NA
"631","RAL_913","y","20CB","b","c",4.60882220397793,NA
"632","RAL_913","y","20CA","a","c",9.97308168857464,NA
"633","RAL_913","y","20CA","a","c",13.6610100842349,NA
"634","RAL_913","y","20CB","b","c",16.0078736087459,NA
"635","RAL_93","n","23DA","a","d",17.9077155095406,NA
"636","RAL_93","n","23DA","a","d",13.772765490164,NA
"637","RAL_93","n","23DA","a","d",12.7669668368021,NA
"638","RAL_93","n","23DB","b","d",18.5782479451152,NA
"639","RAL_93","n","23DB","b","d",19.6958020044062,NA
"640","RAL_93","n","23DB","b","d",16.4548952324623,NA
