"","RAL","wolb","bycol","Code","trt","day","weight.5.flies","glycogen","PC1","PC2","PC3"
"255","RAL_765","n","14CAg7","14CA","a","c",1.235,60.2199880071038,3.6560375013,-1.3564602806,4.4175729184
"256","RAL_765","n","14CAg8","14CA","a","c",1.235,50.5335194650532,3.6560375013,-1.3564602806,4.4175729184
"257","RAL_765","n","14CAg9","14CA","a","c",1.235,60.6153426520151,3.6560375013,-1.3564602806,4.4175729184
"258","RAL_783","y","29ABg3","29AB","b","a",1.382,133.95650373435,2.9144060696,4.7484506571,2.2920821543
"259","RAL_783","y","29ABg1","29AB","b","a",1.382,138.888567019429,2.9144060696,4.7484506571,2.2920821543
"260","RAL_783","y","29ABg2","29AB","b","a",1.382,152.767100927101,2.9144060696,4.7484506571,2.2920821543
"264","RAL_786","y","10AAh2","10AA","a","a",1.08333333333333,88.8223952932989,1.6910489495,-0.8501415822,8.1702237221
"265","RAL_786","y","10AAh3","10AA","a","a",1.08333333333333,118.241009778528,1.6910489495,-0.8501415822,8.1702237221
"266","RAL_786","y","10ABe11","10AB","b","a",1.141,89.7728049618142,1.6910489495,-0.8501415822,8.1702237221
"267","RAL_786","y","10AAh1","10AA","a","a",1.08333333333333,96.4188305877709,1.6910489495,-0.8501415822,8.1702237221
"268","RAL_786","y","10ABe10","10AB","b","a",1.141,83.8949317306855,1.6910489495,-0.8501415822,8.1702237221
"269","RAL_786","y","10ABe9","10AB","b","a",1.141,62.4520292389742,1.6910489495,-0.8501415822,8.1702237221
"270","RAL_801","y","10EAg1","10EA","a","e",1.16333333333333,148.591486752792,7.9911918698,14.4953033165,-18.3997831704
"271","RAL_801","y","10EAg2","10EA","a","e",1.16333333333333,165.134845143246,7.9911918698,14.4953033165,-18.3997831704
"272","RAL_801","y","10EAg3","10EA","a","e",1.16333333333333,144.808292705772,7.9911918698,14.4953033165,-18.3997831704
"273","RAL_801","y","10EBe4","10EB","b","e",1.23366666666667,111.790455995012,7.9911918698,14.4953033165,-18.3997831704
"274","RAL_801","y","10EBe5","10EB","b","e",1.23366666666667,119.672052198991,7.9911918698,14.4953033165,-18.3997831704
"275","RAL_801","y","10EBe6","10EB","b","e",1.23366666666667,125.772545404796,7.9911918698,14.4953033165,-18.3997831704
"276","RAL_808","n","13DAd1","13DA","a","d",1.32766666666667,100.924547325298,2.735389254,-2.3841874052,8.774746273
"277","RAL_808","n","13DBf10","13DB","b","d",1.37966666666667,102.496773560331,2.735389254,-2.3841874052,8.774746273
"278","RAL_808","n","13DBf11","13DB","b","d",1.37966666666667,141.456808269742,2.735389254,-2.3841874052,8.774746273
"279","RAL_808","n","13DAd2","13DA","a","d",1.32766666666667,104.587057405548,2.735389254,-2.3841874052,8.774746273
"280","RAL_808","n","13DAd3","13DA","a","d",1.32766666666667,92.4241417391717,2.735389254,-2.3841874052,8.774746273
"281","RAL_808","n","13DBf12","13DB","b","d",1.37966666666667,116.442223834392,2.735389254,-2.3841874052,8.774746273
"282","RAL_810","n","14AAd2","14AA","a","a",1.17466666666667,1.3756473938632,4.8934112944,6.9363770538,-13.7821258075
"283","RAL_810","n","14AAd3","14AA","a","a",1.17466666666667,5.5097710195052,4.8934112944,6.9363770538,-13.7821258075
"284","RAL_810","n","14ABd4","14AB","b","a",1.07233333333333,117.096194936929,4.8934112944,6.9363770538,-13.7821258075
"285","RAL_810","n","14AAd1","14AA","a","a",1.17466666666667,5.0048139856585,4.8934112944,6.9363770538,-13.7821258075
"286","RAL_810","n","14ABd6","14AB","b","a",1.07233333333333,100.256286764118,4.8934112944,6.9363770538,-13.7821258075
"287","RAL_810","n","14ABd5","14AB","b","a",1.07233333333333,111.776541182516,4.8934112944,6.9363770538,-13.7821258075
"288","RAL_819","y","4AAg1","4AA","a","a",0.8465,16.5603098163243,7.2699886948,26.2570070392,-32.7007731994
"289","RAL_819","y","4AAg2","4AA","a","a",0.8465,24.8852535648262,7.2699886948,26.2570070392,-32.7007731994
"290","RAL_819","y","4AAg3","4AA","a","a",0.8465,21.843815076388,7.2699886948,26.2570070392,-32.7007731994
"291","RAL_819","y","4ABe10","4AB","b","a",0.9355,23.4937840859575,7.2699886948,26.2570070392,-32.7007731994
"292","RAL_819","y","4ABe11","4AB","b","a",0.9355,0.0375936141268696,7.2699886948,26.2570070392,-32.7007731994
"293","RAL_819","y","4ABe12","4AB","b","a",0.9355,27.8990007947486,7.2699886948,26.2570070392,-32.7007731994
"294","RAL_821","y","21AAg11","21AA","a","a",1.232,94.0776823968431,2.5663742999,9.6774044868,-9.3859303504
"295","RAL_821","y","21AAg12","21AA","a","a",1.232,102.877590325022,2.5663742999,9.6774044868,-9.3859303504
"296","RAL_821","y","21AAg10","21AA","a","a",1.232,100.364016234659,2.5663742999,9.6774044868,-9.3859303504
"297","RAL_821","y","21ABf7","21AB","b","a",1.308,137.871289261346,2.5663742999,9.6774044868,-9.3859303504
"298","RAL_821","y","21ABf5","21AB","b","a",1.308,161.440126043179,2.5663742999,9.6774044868,-9.3859303504
"299","RAL_821","y","21ABf6","21AB","b","a",1.308,132.80006502013,2.5663742999,9.6774044868,-9.3859303504
"300","RAL_822","y","16AAf4","16AA","a","a",1.12933333333333,87.5392226446884,2.5139055633,1.1847035669,8.4997258529
"301","RAL_822","y","16ABf1","16AB","b","a",1.07966666666667,108.010686324261,2.5139055633,1.1847035669,8.4997258529
"302","RAL_822","y","16ABf2","16AB","b","a",1.07966666666667,88.9068189988461,2.5139055633,1.1847035669,8.4997258529
"303","RAL_822","y","16AAf5","16AA","a","a",1.12933333333333,92.4418655849157,2.5139055633,1.1847035669,8.4997258529
"304","RAL_822","y","16AAf6","16AA","a","a",1.12933333333333,83.1988360606281,2.5139055633,1.1847035669,8.4997258529
"305","RAL_822","y","16ABf3","16AB","b","a",1.07966666666667,104.658024146388,2.5139055633,1.1847035669,8.4997258529
"306","RAL_837","y","36ABg1","36AB","b","a",1.23633333333333,134.391758794633,2.7947291424,-3.3437203427,5.4419956868
"307","RAL_837","y","36AAf2","36AA","a","a",1.25766666666667,118.402465131477,2.7947291424,-3.3437203427,5.4419956868
"308","RAL_837","y","36AAf3","36AA","a","a",1.25766666666667,115.199726537399,2.7947291424,-3.3437203427,5.4419956868
"309","RAL_837","y","36ABg2","36AB","b","a",1.23633333333333,138.569917224652,2.7947291424,-3.3437203427,5.4419956868
"310","RAL_837","y","36ABg3","36AB","b","a",1.23633333333333,154.968713566643,2.7947291424,-3.3437203427,5.4419956868
"311","RAL_837","y","36AAf1","36AA","a","a",1.25766666666667,96.7773891644993,2.7947291424,-3.3437203427,5.4419956868
"312","RAL_849","n","16DAh2","16DA","a","d",1.28,108.739830938736,-1.1419650464,4.5099906577,-1.463001417
"313","RAL_849","n","16DAh3","16DA","a","d",1.28,97.8704507733456,-1.1419650464,4.5099906577,-1.463001417
"314","RAL_849","n","16DAh1","16DA","a","d",1.28,55.7220393564324,-1.1419650464,4.5099906577,-1.463001417
"315","RAL_85","n","25DAe9","25DA","a","d",1.15033333333333,37.7057276007278,1.2031659615,2.4263672572,3.9782525431
"316","RAL_85","n","25DBf10","25DB","b","d",1.219444445,75.6061046974181,1.2031659615,2.4263672572,3.9782525431
"317","RAL_85","n","25DAe7","25DA","a","d",1.15033333333333,68.2186408942292,1.2031659615,2.4263672572,3.9782525431
"318","RAL_85","n","25DAe8","25DA","a","d",1.15033333333333,49.1398259670337,1.2031659615,2.4263672572,3.9782525431
"319","RAL_85","n","25DBf12","25DB","b","d",1.219444445,70.1219898514769,1.2031659615,2.4263672572,3.9782525431
"320","RAL_85","n","25DBf11","25DB","b","d",1.219444445,51.8466104712669,1.2031659615,2.4263672572,3.9782525431
"321","RAL_852","y","25CAe8","25CA","a","c",0.993333333333333,118.593781976441,3.2082513753,5.2874343459,0.2307454943
"322","RAL_852","y","25CAe9","25CA","a","c",0.993333333333333,76.5419880392048,3.2082513753,5.2874343459,0.2307454943
"323","RAL_852","y","25CAe7","25CA","a","c",0.993333333333333,103.382342246926,3.2082513753,5.2874343459,0.2307454943
"327","RAL_857","y","38DBg4","38DB","b","d",1.33033333333333,155.540386253382,3.172737548,0.4200480204,2.0701527465
"328","RAL_857","y","38DAd1","38DA","a","d",1.270444445,167.164807916051,3.172737548,0.4200480204,2.0701527465
"329","RAL_857","y","38DAd2","38DA","a","d",1.270444445,128.254353321024,3.172737548,0.4200480204,2.0701527465
"330","RAL_857","y","38DAd3","38DA","a","d",1.270444445,100.408432058349,3.172737548,0.4200480204,2.0701527465
"331","RAL_857","y","38DBg6","38DB","b","d",1.33033333333333,143.094227571006,3.172737548,0.4200480204,2.0701527465
"332","RAL_857","y","38DBg5","38DB","b","d",1.33033333333333,141.946245569356,3.172737548,0.4200480204,2.0701527465
"333","RAL_861","y","11ABg10","11AB","b","a",1.203,126.303313958951,4.2013440414,9.996137336,-16.6464840574
"334","RAL_861","y","11ABg9","11AB","b","a",1.203,121.825628963141,4.2013440414,9.996137336,-16.6464840574
"335","RAL_861","y","11ABg11","11AB","b","a",1.203,81.4541826262437,4.2013440414,9.996137336,-16.6464840574
"336","RAL_879","y","18DAh7","18DA","a","d",1.199,95.5157360067695,1.8859677927,-151.2286738142,-52.6378971667
"337","RAL_879","y","18DBd10","18DB","b","d",1.244,105.752667617124,1.8859677927,-151.2286738142,-52.6378971667
"338","RAL_879","y","18DBd11","18DB","b","d",1.244,119.552506585997,1.8859677927,-151.2286738142,-52.6378971667
"339","RAL_879","y","18DBd12","18DB","b","d",1.244,95.3038371957955,1.8859677927,-151.2286738142,-52.6378971667
"340","RAL_882","y","26AAe1","26AA","a","a",1.07866666666667,103.500903680029,6.7197979,-25.1609323718,-12.5010260213
"341","RAL_882","y","26AAe2","26AA","a","a",1.07866666666667,58.3545681025698,6.7197979,-25.1609323718,-12.5010260213
"342","RAL_882","y","26AAe3","26AA","a","a",1.07866666666667,98.066064342327,6.7197979,-25.1609323718,-12.5010260213
"343","RAL_882","y","26ABh8","26AB","b","a",1.14933333333333,69.8230726887358,6.7197979,-25.1609323718,-12.5010260213
"344","RAL_882","y","26ABh9","26AB","b","a",1.14933333333333,107.012171327182,6.7197979,-25.1609323718,-12.5010260213
"345","RAL_882","y","26ABh7","26AB","b","a",1.14933333333333,127.058066629952,6.7197979,-25.1609323718,-12.5010260213
"346","RAL_900","n","35DAg7","35DA","a","d",1.12066666666667,85.0207595039509,-0.3228803747,11.1517367761,-17.0422769571
"347","RAL_900","n","35DAg9","35DA","a","d",1.12066666666667,93.5843375615989,-0.3228803747,11.1517367761,-17.0422769571
"348","RAL_900","n","35DAg8","35DA","a","d",1.12066666666667,110.692016532757,-0.3228803747,11.1517367761,-17.0422769571
"349","RAL_908","n","12CBf4","12CB","b","c",1.295,132.426285965924,4.5644905823,3.8193845993,-10.4645666986
"350","RAL_908","n","12CBf6","12CB","b","c",1.295,106.025890861942,4.5644905823,3.8193845993,-10.4645666986
"351","RAL_908","n","12CBf5","12CB","b","c",1.295,121.915739616147,4.5644905823,3.8193845993,-10.4645666986
"352","RAL_91","n","1CBe7","1CB","b","c",1.298,164.115350366357,2.0298810396,-0.5176971821,2.5402740284
"353","RAL_91","n","1CBe8","1CB","b","c",1.298,140.519511560258,2.0298810396,-0.5176971821,2.5402740284
"354","RAL_91","n","1CBe9","1CB","b","c",1.298,136.45945505231,2.0298810396,-0.5176971821,2.5402740284
"355","RAL_911","n","24EBg6","24EB","b","e",1.18066666666667,62.1524882148157,4.4433522474,-0.8078640077,-1.9896549814
"356","RAL_911","n","24EBg4","24EB","b","e",1.18066666666667,71.6377307254047,4.4433522474,-0.8078640077,-1.9896549814
"357","RAL_911","n","24EBg5","24EB","b","e",1.18066666666667,66.3828242454815,4.4433522474,-0.8078640077,-1.9896549814
