"","bycol","Code","trt","day","RAL","weight.5.flies","TAG_glycerol"
"421","5AAh5","5AA","a","a","RAL_228",1.025,48.5987826952938
"422","5AAh6","5AA","a","a","RAL_228",1.025,25.0600811313079
"423","5AAh7","5AA","a","a","RAL_228",1.025,43.2161097852828
"424","5ABe10","5AB","b","a","RAL_228",1.153,19.0149408671654
"425","5ABe11","5AB","b","a","RAL_228",1.153,17.7342376666137
"426","5ABe9","5AB","b","a","RAL_228",1.153,21.3348331835494
"427","5BBh4","5BB","b","b","RAL_26",1.23866666666667,66.9716330787876
"428","5BBh5","5BB","b","b","RAL_26",1.23866666666667,63.4462201466334
"429","5BBh6","5BB","b","b","RAL_26",1.23866666666667,89.3792513306723
"430","5CBg7","5CB","b","c","RAL_365",1.24766666666667,67.540274490765
"431","5CBg8","5CB","b","c","RAL_365",1.24766666666667,63.5520153699507
"432","5CBg9","5CB","b","c","RAL_365",1.24766666666667,53.1045597127635
"433","5EAe10","5EA","a","e","RAL_350",1.04133333333333,81.4073922021379
"434","5EAe11","5EA","a","e","RAL_350",1.04133333333333,78.9141546858156
"435","5EAe9","5EA","a","e","RAL_350",1.04133333333333,75.3976696116614
"436","5EBe10","5EB","b","e","RAL_350",1.124,67.6210114178212
"437","5EBe11","5EB","b","e","RAL_350",1.124,59.0148637862143
"438","5EBe12","5EB","b","e","RAL_350",1.124,81.9823994029593
"439","6ABh7","6AB","b","a","RAL_399",1.261,13.6527746341261
"440","6ABh8","6AB","b","a","RAL_399",1.261,16.0998255989376
"441","6ABh9","6AB","b","a","RAL_399",1.261,52.1614907454416
"442","6BBe1","6BB","b","b","RAL_109",1.11433333333333,77.6198444427998
"443","6BBe2","6BB","b","b","RAL_109",1.11433333333333,50.1573237400768
"444","6BBe3","6BB","b","b","RAL_109",1.11433333333333,66.0731685771755
"448","6CBg1","6CB","b","c","RAL_361",1.05933333333333,27.0452652747905
"449","6CBg2","6CB","b","c","RAL_361",1.05933333333333,29.789721954253
"450","6CBg3","6CB","b","c","RAL_361",1.05933333333333,30.5316814457071
"451","7AAg1","7AA","a","a","RAL_714",1.00266666666667,62.9582308541779
"452","7AAg2","7AA","a","a","RAL_714",1.00266666666667,119.009637490122
"453","7AAg3","7AA","a","a","RAL_714",1.00266666666667,130.264030262004
"454","7ABe1","7AB","b","a","RAL_714",1.023,68.769556836066
"455","7ABe2","7AB","b","a","RAL_714",1.023,51.753072071771
"456","7ABe3","7AB","b","a","RAL_714",1.023,59.0118220973251
"457","7BAg10","7BA","a","b","RAL_83",1.136,100.267939253219
"458","7BAg11","7BA","a","b","RAL_83",1.136,121.00689719774
"459","7BAg12","7BA","a","b","RAL_83",1.136,108.584650094797
"460","7BBh10","7BB","b","b","RAL_83",1.221,127.690532021815
"461","7BBh11","7BB","b","b","RAL_83",1.221,82.4936621345578
"462","7BBh12","7BB","b","b","RAL_83",1.221,96.6228615808438
"463","7CAe1","7CA","a","c","RAL_176",0.965666666666667,142.130507123519
"464","7CAe2","7CA","a","c","RAL_176",0.965666666666667,90.5110957863737
"465","7CAe3","7CA","a","c","RAL_176",0.965666666666667,83.6892680945932
"466","7CBh10","7CB","b","c","RAL_176",1.06733333333333,75.3601228367984
"467","7CBh11","7CB","b","c","RAL_176",1.06733333333333,81.5112257747176
"468","7CBh12","7CB","b","c","RAL_176",1.06733333333333,87.9112934694179
"469","8AAe5","8AA","a","a","RAL_239",1.19133333333333,95.2405170626975
"470","8AAe6","8AA","a","a","RAL_239",1.19133333333333,87.7907502073604
"471","8AAe7","8AA","a","a","RAL_239",1.19133333333333,77.9384751594454
"472","8ABe5","8AB","b","a","RAL_239",1.27022222166667,49.3859024802482
"473","8ABe6","8AB","b","a","RAL_239",1.27022222166667,47.442731925565
"474","8ABe7","8AB","b","a","RAL_239",1.27022222166667,79.0373481468673
"475","8BAg1","8BA","a","b","RAL_304",1.37033333333333,125.141093942127
"476","8BAg2","8BA","a","b","RAL_304",1.37033333333333,116.342406253571
"477","8BAg3","8BA","a","b","RAL_304",1.37033333333333,97.7483702476318
"478","8CAh4","8CA","a","c","RAL_357",1.29366666666667,157.113401180704
"479","8CAh5","8CA","a","c","RAL_357",1.29366666666667,181.240599581044
"480","8CAh6","8CA","a","c","RAL_357",1.29366666666667,189.365081675505
"481","8DAd4","8DA","a","d","RAL_272",1.053,123.500607527194
"482","8DAd5","8DA","a","d","RAL_272",1.053,109.523942420265
"483","8DAd6","8DA","a","d","RAL_272",1.053,100.058711637208
"484","8DBd7","8DB","b","d","RAL_272",1.11433333333333,58.9758691228409
"485","8DBd8","8DB","b","d","RAL_272",1.11433333333333,54.5270539059828
"486","8DBd9","8DB","b","d","RAL_272",1.11433333333333,47.8204342236218
"487","9BAf7","9BA","a","b","RAL_381",1.34566666666667,126.429903003375
"488","9BAf8","9BA","a","b","RAL_381",1.34566666666667,107.0400153412
"489","9BAf9","9BA","a","b","RAL_381",1.34566666666667,112.808424322763
"490","9BBd7","9BB","b","b","RAL_381",1.31233333333333,83.6388611776234
"491","9BBd8","9BB","b","b","RAL_381",1.31233333333333,75.9348416891944
"492","9BBd9","9BB","b","b","RAL_381",1.31233333333333,69.5919017826684
"493","9EAf7","9EA","a","e","RAL_737",1.30566666666667,222.870076184635
"494","9EAf8","9EA","a","e","RAL_737",1.30566666666667,127.566372088816
"495","9EAf9","9EA","a","e","RAL_737",1.30566666666667,282.690652085745
