dgrpline,stage,rep,n,alive,s_male,s_female,dead,prop_alive,f_male,f_female
208,A,4,20,19,10,10,1,0.95,9,10
208,A,5,19,19,9,10,0,1,9,10
301,A,1,17,10,7,10,7,0.588235294,7,3
301,A,2,19,17,10,9,2,0.894736842,10,7
301,A,3,19,15,10,9,4,0.789473684,10,5
301,A,4,19,14,10,9,5,0.736842105,10,4
301,A,5,18,16,10,8,2,0.888888889,10,6
303,A,1,20,20,10,10,0,1,10,10
303,A,2,18,18,8,10,0,1,8,10
303,A,3,17,17,9,8,0,1,9,8
303,A,4,20,20,10,10,0,1,10,10
303,A,5,20,20,10,10,0,1,10,10
304,A,1,18,17,9,9,1,0.944444444,9,8
304,A,2,11,10,4,7,1,0.909090909,4,6
304,A,3,12,12,6,6,0,1,6,6
304,A,4,16,16,9,7,0,1,9,7
304,A,5,14,14,5,9,0,1,5,9
307,A,1,14,9,10,4,5,0.642857143,7,2
307,A,2,19,8,9,10,11,0.421052632,5,3
307,A,3,16,12,8,8,4,0.75,7,5
307,A,4,20,13,10,10,7,0.65,10,3
307,A,5,17,13,9,8,4,0.764705882,8,5
313,A,1,8,8,7,1,0,1,7,1
313,A,2,14,8,8,6,6,0.571428571,7,1
313,A,3,19,19,9,10,0,1,9,10
313,A,4,13,13,10,3,0,1,10,3
313,A,5,9,9,7,2,0,1,7,2
315,A,1,17,17,8,9,0,1,8,9
315,A,2,16,16,9,7,0,1,9,7
315,A,4,19,19,9,10,0,1,9,10
315,A,5,19,19,9,10,0,1,9,10
335,A,1,19,15,10,9,4,0.789473684,6,9
335,A,2,16,16,7,9,0,1,7,9
335,A,3,15,14,8,7,1,0.933333333,7,7
335,A,4,20,18,10,10,2,0.9,9,9
335,A,5,20,20,10,10,0,1,10,10
356,A,1,17,13,8,9,4,0.764705882,8,5
356,A,2,20,17,10,10,3,0.85,9,8
356,A,3,17,15,10,7,2,0.882352941,10,5
356,A,4,14,11,9,5,3,0.785714286,9,2
356,A,5,19,14,9,10,5,0.736842105,6,8
357,A,1,20,17,10,10,3,0.85,8,9
357,A,2,18,17,10,8,1,0.944444444,10,7
357,A,3,16,14,8,8,2,0.875,6,8
357,A,4,17,17,8,9,0,1,8,9
357,A,5,20,19,10,10,1,0.95,9,10
358,A,1,15,14,10,5,1,0.933333333,9,5
358,A,2,20,18,10,10,2,0.9,10,8
358,A,3,20,18,10,10,2,0.9,10,8
358,A,4,20,19,10,10,1,0.95,10,9
358,A,5,19,19,9,10,0,1,9,10
360,A,1,20,20,10,10,0,1,10,10
360,A,2,20,18,10,10,2,0.9,10,8
360,A,3,19,19,9,10,0,1,9,10
360,A,4,20,20,10,10,0,1,10,10
360,A,5,19,17,9,10,2,0.894736842,9,8
362,A,1,19,19,9,10,0,1,9,10
362,A,2,18,18,9,9,0,1,9,9
362,A,3,20,20,10,10,0,1,10,10
362,A,4,19,18,9,10,1,0.947368421,8,10
362,A,5,19,19,10,9,0,1,10,9
365,A,1,20,20,10,10,0,1,10,10
365,A,2,18,18,9,9,0,1,9,9
365,A,3,20,20,10,10,0,1,10,10
365,A,4,20,20,10,10,0,1,10,10
365,A,5,19,19,9,10,0,1,9,10
375,A,1,19,19,9,10,0,1,9,10
375,A,2,18,18,9,9,0,1,9,9
375,A,3,20,20,10,10,0,1,10,10
375,A,4,20,19,10,10,1,0.95,10,9
375,A,5,20,20,10,10,0,1,10,10
380,A,1,18,13,8,10,5,0.722222222,3,10
380,A,2,20,20,10,10,0,1,10,10
380,A,3,19,18,9,10,1,0.947368421,8,10
380,A,4,20,20,10,10,0,1,10,10
380,A,5,20,20,10,10,0,1,10,10
391,A,1,18,16,9,9,2,0.888888889,9,7
391,A,2,18,18,9,9,0,1,9,9
391,A,3,19,17,10,9,2,0.894736842,8,9
391,A,4,17,17,9,8,0,1,9,8
391,A,5,17,17,10,7,0,1,10,7
399,A,1,19,19,9,10,0,1,9,10
399,A,2,16,16,9,7,0,1,9,7
399,A,3,16,15,10,6,1,0.9375,9,6
399,A,4,20,20,10,10,0,1,10,10
399,A,5,20,20,10,10,0,1,10,10
427,A,1,19,18,9,10,1,0.947368421,9,9
427,A,2,19,19,10,9,0,1,10,9
427,A,3,19,16,9,10,3,0.842105263,8,8
427,A,4,18,17,9,9,1,0.944444444,9,8
427,A,5,18,17,8,10,1,0.944444444,8,9
437,A,1,18,18,9,9,0,1,9,9
437,A,2,17,16,7,10,1,0.941176471,6,10
437,A,3,13,9,4,9,4,0.692307692,1,8
437,A,4,11,11,1,10,0,1,1,10
437,A,5,19,17,9,10,2,0.894736842,8,9
441,A,1,17,15,8,9,2,0.882352941,7,8
441,A,2,11,10,2,9,1,0.909090909,2,8
441,A,3,20,19,10,10,1,0.95,9,10
441,A,4,20,15,10,10,5,0.75,10,5
441,A,5,20,18,10,10,2,0.9,9,9
486,A,1,18,18,8,10,0,1,8,10
486,A,2,20,19,10,10,1,0.95,9,10
486,A,3,20,18,10,10,2,0.9,10,8
486,A,4,18,18,9,9,0,1,9,9
486,A,5,19,19,9,10,0,1,9,10
517,A,1,16,12,7,9,4,0.75,7,5
517,A,2,19,12,9,10,7,0.631578947,9,3
517,A,3,19,18,10,9,1,0.947368421,10,8
517,A,4,17,14,9,8,3,0.823529412,7,7
517,A,5,18,14,9,9,4,0.777777778,9,5
555,A,1,20,19,10,10,1,0.95,10,9
555,A,2,20,19,10,10,1,0.95,10,9
555,A,3,19,18,10,9,1,0.947368421,10,8
555,A,4,18,18,10,8,0,1,10,8
555,A,5,16,16,6,10,0,1,6,10
705,A,1,18,14,8,10,4,0.777777778,8,6
705,A,2,20,20,10,10,0,1,10,10
705,A,3,20,19,10,10,1,0.95,9,10
705,A,4,20,17,10,10,3,0.85,8,9
705,A,5,17,17,8,9,0,1,8,9
707,A,1,18,16,8,10,2,0.888888889,8,8
707,A,2,15,13,8,7,2,0.866666667,8,5
707,A,3,17,17,9,8,0,1,9,8
707,A,4,19,19,10,9,0,1,10,9
707,A,5,13,13,8,5,0,1,8,5
712,A,1,20,16,10,10,4,0.8,7,9
712,A,2,20,16,10,10,4,0.8,9,7
712,A,3,20,18,10,10,2,0.9,8,10
712,A,4,18,17,8,10,1,0.944444444,7,10
712,A,5,19,15,10,9,4,0.789473684,8,7
714,A,1,17,15,10,7,2,0.882352941,8,7
714,A,2,12,12,4,8,0,1,4,8
714,A,3,6,6,3,3,0,1,3,3
714,A,4,8,8,6,2,0,1,6,2
714,A,5,11,11,2,9,0,1,2,9
730,A,1,6,6,3,3,0,1,3,3
730,A,2,7,7,2,5,0,1,2,5
730,A,3,2,2,1,1,0,1,1,1
730,A,5,6,6,3,3,0,1,3,3
732,A,1,15,15,7,8,0,1,7,8
732,A,2,18,18,9,9,0,1,9,9
732,A,3,13,12,5,8,1,0.923076923,4,8
732,A,4,18,18,9,9,0,1,9,9
732,A,5,19,19,9,10,0,1,9,10
786,A,1,18,13,9,9,5,0.722222222,7,6
786,A,2,15,10,7,8,5,0.666666667,5,5
786,A,3,13,9,6,7,4,0.692307692,5,4
786,A,4,18,18,9,9,0,1,9,9
786,A,5,20,18,10,10,2,0.9,9,9
799,A,1,17,13,8,9,4,0.764705882,7,6
799,A,1,20,11,10,10,9,0.55,7,4
799,A,2,16,13,6,10,3,0.8125,6,7
799,A,3,8,6,1,7,2,0.75,1,5
799,A,3,9,9,6,3,0,1,6,3
799,A,4,11,9,4,7,2,0.818181818,4,5
799,A,5,7,6,3,4,1,0.857142857,3,3
799,A,5,9,7,3,6,2,0.777777778,3,4
820,A,1,16,14,8,8,2,0.875,6,8
820,A,2,16,15,7,9,1,0.9375,7,8
820,A,3,9,9,2,7,0,1,2,7
820,A,4,16,15,7,9,1,0.9375,6,9
820,A,5,20,19,10,10,1,0.95,10,9
832,A,1,18,18,9,9,0,1,9,9
832,A,2,19,19,9,10,0,1,9,10
832,A,3,19,19,9,10,0,1,9,10
832,A,4,20,19,10,10,1,0.95,10,9
832,A,5,20,20,10,10,0,1,10,10
852,A,1,19,14,9,10,5,0.736842105,8,6
852,A,2,19,19,10,9,0,1,10,9
852,A,3,20,19,10,10,1,0.95,10,9
852,A,4,10,7,2,8,3,0.7,2,5
852,A,5,16,15,7,9,1,0.9375,6,9
859,A,1,19,19,9,10,0,1,9,10
859,A,2,14,13,4,10,1,0.928571429,3,10
859,A,3,17,17,8,9,0,1,8,9
859,A,4,15,14,10,5,1,0.933333333,10,4
859,A,5,17,16,8,9,1,0.941176471,7,9
908,A,1,16,16,8,8,0,1,8,8
908,A,2,15,14,9,6,1,0.933333333,8,6
908,A,3,10,10,7,3,0,1,7,3
908,A,4,8,6,4,4,2,0.75,3,3
908,A,5,11,11,7,4,0,1,7,4
913,A,1,20,19,10,10,1,0.95,9,10
913,A,2,20,18,10,10,2,0.9,9,9
913,A,3,19,18,9,10,1,0.947368421,9,9
913,A,4,18,16,10,8,2,0.888888889,8,8
913,A,5,15,15,10,5,0,1,10,5
