dgrpline,stage,rep,n,alive,s_male,s_female,dead,prop_alive,f_male,f_female
307,A,1,20,9,10,10,11,0.45,1,8
307,A,2,19,7,10,9,12,0.368421053,2,5
307,A,3,18,6,9,9,12,0.333333333,0,6
307,A,4,20,5,10,10,15,0.25,0,5
307,A,5,20,6,10,10,14,0.3,1,5
313,A,1,19,16,9,10,3,0.842105263,7,9
313,A,2,19,13,10,9,6,0.684210526,5,8
313,A,3,20,17,10,10,3,0.85,7,10
313,A,4,19,15,10,9,4,0.789473684,6,9
313,A,5,19,16,10,9,3,0.842105263,7,9
315,A,1,20,12,10,10,8,0.6,6,6
315,A,2,18,6,9,9,12,0.333333333,0,6
315,A,3,18,8,10,8,10,0.444444444,2,6
315,A,4,20,14,10,10,6,0.7,5,9
315,A,5,20,7,10,10,13,0.35,0,7
335,A,1,20,6,10,10,14,0.3,1,5
335,A,2,20,3,10,10,17,0.15,0,3
335,A,3,20,8,10,10,12,0.4,1,7
335,A,4,20,6,10,10,14,0.3,0,6
335,A,5,20,8,10,10,12,0.4,2,6
356,A,1,17,9,9,8,8,0.529411765,2,7
356,A,2,18,9,10,8,9,0.5,7,2
356,A,3,20,2,10,10,18,0.1,1,1
356,A,4,19,5,10,9,14,0.263157895,5,0
356,A,5,20,6,10,10,14,0.3,1,5
357,A,1,18,6,9,9,12,0.333333333,4,2
357,A,2,20,4,10,10,16,0.2,3,1
357,A,3,20,7,10,10,13,0.35,4,3
357,A,4,19,8,10,9,11,0.421052632,4,4
357,A,5,20,7,10,10,13,0.35,3,4
358,A,1,20,4,10,10,16,0.2,0,4
358,A,2,15,1,7,8,14,0.066666667,0,1
358,A,3,20,0,10,10,20,0,0,0
358,A,4,20,6,10,10,14,0.3,0,6
358,A,5,20,3,10,10,17,0.15,0,3
360,A,1,18,8,8,10,10,0.444444444,0,8
360,A,2,18,10,8,10,8,0.555555556,0,10
360,A,3,20,5,10,10,15,0.25,0,5
360,A,4,20,0,10,10,20,0,0,0
360,A,5,20,2,10,10,18,0.1,0,2
362,A,1,20,6,11,9,14,0.3,1,5
362,A,2,20,0,10,10,20,0,0,0
362,A,3,20,2,10,10,18,0.1,0,2
362,A,4,20,1,10,10,19,0.05,0,1
362,A,5,20,0,10,10,20,0,0,0
365,A,1,20,10,10,10,10,0.5,1,9
365,A,2,20,8,10,10,12,0.4,0,8
365,A,3,20,5,10,10,15,0.25,0,5
365,A,4,20,1,10,10,19,0.05,1,0
365,A,5,20,2,10,10,18,0.1,1,1
375,A,1,19,15,10,9,4,0.789473684,7,8
375,A,2,20,12,10,10,8,0.6,4,8
375,A,3,19,7,10,9,12,0.368421053,3,4
375,A,4,20,12,10,10,8,0.6,5,7
375,A,5,16,8,8,8,8,0.5,1,7
380,A,1,18,12,8,10,6,0.666666667,5,7
380,A,2,19,8,9,10,11,0.421052632,1,7
380,A,3,20,10,10,10,10,0.5,5,5
380,A,4,20,9,10,10,11,0.45,5,4
380,A,5,20,10,10,10,10,0.5,5,5
391,A,1,20,15,10,10,5,0.75,6,9
391,A,2,14,3,9,5,11,0.214285714,0,3
391,A,3,20,9,10,10,11,0.45,0,9
391,A,4,18,8,10,8,10,0.444444444,1,7
391,A,5,20,8,10,10,12,0.4,1,7
399,A,1,17,9,9,8,8,0.529411765,4,5
399,A,2,19,5,9,10,14,0.263157895,0,5
399,A,3,20,7,10,10,13,0.35,2,5
399,A,4,20,7,10,10,13,0.35,0,7
399,A,5,19,7,9,10,12,0.368421053,0,7
427,A,1,19,13,9,10,6,0.684210526,4,9
427,A,2,20,14,10,10,6,0.7,4,10
427,A,3,20,13,10,10,7,0.65,3,10
427,A,4,20,11,10,10,9,0.55,1,10
427,A,5,20,12,10,10,8,0.6,2,10
437,A,1,20,11,10,10,9,0.55,3,8
437,A,2,20,5,10,10,15,0.25,0,5
437,A,3,20,9,10,10,11,0.45,1,8
437,A,4,20,2,10,10,18,0.1,0,2
437,A,5,20,7,10,10,13,0.35,0,7
441,A,1,18,16,8,10,2,0.888888889,7,9
441,A,2,19,17,9,10,2,0.894736842,7,10
441,A,3,20,17,10,10,3,0.85,7,10
441,A,4,20,17,10,10,3,0.85,7,10
441,A,5,20,17,10,10,3,0.85,7,10
486,A,1,20,16,10,10,4,0.8,7,9
486,A,2,18,3,8,10,15,0.166666667,0,3
486,A,3,19,4,9,10,15,0.210526316,0,4
486,A,4,20,4,10,10,16,0.2,0,4
486,A,5,19,4,9,10,15,0.210526316,0,4
517,A,1,19,4,10,9,15,0.210526316,0,4
517,A,2,20,6,10,10,14,0.3,0,6
517,A,3,19,4,10,9,15,0.210526316,0,4
517,A,4,20,3,10,10,17,0.15,0,3
517,A,5,20,3,10,10,17,0.15,0,3
555,A,1,19,17,10,9,2,0.894736842,9,8
555,A,2,20,10,10,10,10,0.5,1,9
555,A,3,20,15,10,10,5,0.75,7,8
555,A,4,20,12,10,10,8,0.6,7,5
555,A,5,20,13,10,10,7,0.65,5,8
705,A,1,20,17,10,10,3,0.85,8,9
705,A,2,20,20,10,10,0,1,10,10
705,A,3,20,16,10,10,4,0.8,6,10
705,A,4,20,18,10,10,2,0.9,8,10
705,A,5,20,19,10,10,1,0.95,9,10
707,A,1,18,9,9,9,9,0.5,1,8
707,A,2,20,4,10,10,16,0.2,0,4
707,A,3,20,2,10,10,18,0.1,0,2
707,A,4,18,2,8,10,16,0.111111111,0,2
707,A,5,19,3,10,9,16,0.157894737,0,3
712,A,1,20,3,10,10,17,0.15,1,2
712,A,2,20,5,10,10,15,0.25,0,5
712,A,3,20,5,10,10,15,0.25,0,5
712,A,4,20,4,10,10,16,0.2,0,4
712,A,5,20,4,10,10,16,0.2,0,4
714,A,1,13,9,3,10,4,0.692307692,2,7
714,A,2,20,10,10,10,10,0.5,1,9
714,A,3,19,9,10,9,10,0.473684211,1,8
714,A,4,19,9,10,9,10,0.473684211,2,7
714,A,5,20,10,10,10,10,0.5,2,8
730,A,1,19,16,10,9,3,0.842105263,9,7
730,A,2,20,13,10,10,7,0.65,5,8
730,A,3,17,14,8,9,3,0.823529412,6,8
730,A,4,20,16,10,10,4,0.8,7,9
730,A,5,20,16,10,10,4,0.8,8,8
732,A,1,18,14,8,10,4,0.777777778,6,8
732,A,2,20,10,10,10,10,0.5,3,7
732,A,3,18,5,10,8,13,0.277777778,5,0
732,A,4,20,12,10,10,8,0.6,4,8
732,A,5,20,9,10,10,11,0.45,2,7
786,A,1,17,11,9,8,6,0.647058824,3,8
786,A,2,20,6,10,10,14,0.3,0,6
786,A,3,20,6,10,10,14,0.3,0,6
786,A,4,20,9,10,10,11,0.45,1,8
786,A,5,20,8,10,10,12,0.4,1,7
799,A,1,19,10,9,10,9,0.526315789,2,8
799,A,2,20,2,10,10,18,0.1,0,2
799,A,3,20,0,10,10,20,0,0,0
799,A,4,20,2,10,10,18,0.1,0,2
799,A,5,20,1,10,10,19,0.05,0,1
820,A,1,20,9,10,10,11,0.45,1,8
820,A,2,20,4,10,10,16,0.2,0,4
820,A,3,20,2,10,10,18,0.1,0,2
820,A,4,19,5,9,10,14,0.263157895,0,5
820,A,5,20,4,10,10,16,0.2,0,4
832,A,1,18,12,9,9,6,0.666666667,4,8
832,A,2,18,6,8,10,12,0.333333333,0,6
832,A,3,20,7,10,10,13,0.35,1,6
832,A,4,17,8,9,8,9,0.470588235,1,7
832,A,5,20,9,10,10,11,0.45,1,8
852,A,1,19,15,10,9,4,0.789473684,9,6
852,A,2,18,11,8,10,7,0.611111111,2,9
852,A,3,19,4,9,10,15,0.210526316,0,4
852,A,4,20,8,10,10,12,0.4,6,2
852,A,5,20,9,10,10,11,0.45,2,7
859,A,1,19,3,10,9,16,0.157894737,2,1
859,A,2,20,1,10,10,19,0.05,0,1
859,A,3,20,2,10,10,18,0.1,2,0
859,A,4,20,5,10,10,15,0.25,1,4
859,A,5,20,3,10,10,17,0.15,0,3
908,A,1,20,2,10,10,18,0.1,1,1
908,A,2,20,0,10,10,20,0,0,0
908,A,3,19,1,9,10,18,0.052631579,0,1
908,A,4,17,2,8,9,15,0.117647059,0,2
908,A,5,20,2,10,10,18,0.1,0,2
913,A,1,18,14,9,9,4,0.777777778,7,7
913,A,2,19,15,9,10,4,0.789473684,7,8
913,A,3,20,16,10,10,4,0.8,7,9
913,A,4,20,15,10,10,5,0.75,6,9
913,A,5,20,16,10,10,4,0.8,8,8
