line,Trait,trait_value
492,"Aspergillus.terreus,Malassezia globosa.f",7.8735
502,"Aspergillus.terreus,Malassezia globosa.f",8.326
505,"Aspergillus.terreus,Malassezia globosa.f",8.251000000000001
508,"Aspergillus.terreus,Malassezia globosa.f",8.5755
509,"Aspergillus.terreus,Malassezia globosa.f",8.263
513,"Aspergillus.terreus,Malassezia globosa.f",9.237
517,"Aspergillus.terreus,Malassezia globosa.f",8.32
528,"Aspergillus.terreus,Malassezia globosa.f",8.8245
530,"Aspergillus.terreus,Malassezia globosa.f",7.9495
531,"Aspergillus.terreus,Malassezia globosa.f",7.6475
535,"Aspergillus.terreus,Malassezia globosa.f",8.398499999999999
551,"Aspergillus.terreus,Malassezia globosa.f",6.6895
555,"Aspergillus.terreus,Malassezia globosa.f",7.9864999999999995
559,"Aspergillus.terreus,Malassezia globosa.f",7.9625
563,"Aspergillus.terreus,Malassezia globosa.f",8.3475
566,"Aspergillus.terreus,Malassezia globosa.f",9.136
57,"Aspergillus.terreus,Malassezia globosa.f",8.5095
584,"Aspergillus.terreus,Malassezia globosa.f",8.413
589,"Aspergillus.terreus,Malassezia globosa.f",7.157
59,"Aspergillus.terreus,Malassezia globosa.f",7.669
595,"Aspergillus.terreus,Malassezia globosa.f",7.6850000000000005
596,"Aspergillus.terreus,Malassezia globosa.f",8.5185
627,"Aspergillus.terreus,Malassezia globosa.f",8.327
630,"Aspergillus.terreus,Malassezia globosa.f",7.9675
634,"Aspergillus.terreus,Malassezia globosa.f",9.342500000000001
639,"Aspergillus.terreus,Malassezia globosa.f",8.112
642,"Aspergillus.terreus,Malassezia globosa.f",8.496
69,"Aspergillus.terreus,Malassezia globosa.f",7.214
703,"Aspergillus.terreus,Malassezia globosa.f",7.8955
705,"Aspergillus.terreus,Malassezia globosa.f",7.9885
707,"Aspergillus.terreus,Malassezia globosa.f",7.8525
712,"Aspergillus.terreus,Malassezia globosa.f",9.185500000000001
714,"Aspergillus.terreus,Malassezia globosa.f",8.175
716,"Aspergillus.terreus,Malassezia globosa.f",8.744
721,"Aspergillus.terreus,Malassezia globosa.f",8.1095
727,"Aspergillus.terreus,Malassezia globosa.f",9.022
73,"Aspergillus.terreus,Malassezia globosa.f",6.76
730,"Aspergillus.terreus,Malassezia globosa.f",7.5075
732,"Aspergillus.terreus,Malassezia globosa.f",8.945
737,"Aspergillus.terreus,Malassezia globosa.f",8.776499999999999
738,"Aspergillus.terreus,Malassezia globosa.f",8.9835
748,"Aspergillus.terreus,Malassezia globosa.f",8.2675
75,"Aspergillus.terreus,Malassezia globosa.f",8.1615
757,"Aspergillus.terreus,Malassezia globosa.f",8.0555
761,"Aspergillus.terreus,Malassezia globosa.f",8.408999999999999
765,"Aspergillus.terreus,Malassezia globosa.f",7.51
774,"Aspergillus.terreus,Malassezia globosa.f",8.089
776,"Aspergillus.terreus,Malassezia globosa.f",7.8919999999999995
783,"Aspergillus.terreus,Malassezia globosa.f",8.0885
786,"Aspergillus.terreus,Malassezia globosa.f",8.303
787,"Aspergillus.terreus,Malassezia globosa.f",8.4545
790,"Aspergillus.terreus,Malassezia globosa.f",7.6545
796,"Aspergillus.terreus,Malassezia globosa.f",8.061
799,"Aspergillus.terreus,Malassezia globosa.f",7.553
801,"Aspergillus.terreus,Malassezia globosa.f",8.207
802,"Aspergillus.terreus,Malassezia globosa.f",7.7765
804,"Aspergillus.terreus,Malassezia globosa.f",8.4295
805,"Aspergillus.terreus,Malassezia globosa.f",8.4855
808,"Aspergillus.terreus,Malassezia globosa.f",8.3075
810,"Aspergillus.terreus,Malassezia globosa.f",8.747
812,"Aspergillus.terreus,Malassezia globosa.f",8.849499999999999
818,"Aspergillus.terreus,Malassezia globosa.f",8.2545
819,"Aspergillus.terreus,Malassezia globosa.f",7.8325
820,"Aspergillus.terreus,Malassezia globosa.f",8.1
821,"Aspergillus.terreus,Malassezia globosa.f",8.0695
822,"Aspergillus.terreus,Malassezia globosa.f",7.128
83,"Aspergillus.terreus,Malassezia globosa.f",8.137
832,"Aspergillus.terreus,Malassezia globosa.f",7.715
837,"Aspergillus.terreus,Malassezia globosa.f",7.6995
843,"Aspergillus.terreus,Malassezia globosa.f",8.126000000000001
849,"Aspergillus.terreus,Malassezia globosa.f",8.149000000000001
85,"Aspergillus.terreus,Malassezia globosa.f",8.3415
850,"Aspergillus.terreus,Malassezia globosa.f",8.784500000000001
852,"Aspergillus.terreus,Malassezia globosa.f",8.213000000000001
853,"Aspergillus.terreus,Malassezia globosa.f",8.866
855,"Aspergillus.terreus,Malassezia globosa.f",7.621
857,"Aspergillus.terreus,Malassezia globosa.f",7.441000000000001
861,"Aspergillus.terreus,Malassezia globosa.f",7.606
88,"Aspergillus.terreus,Malassezia globosa.f",7.6365
882,"Aspergillus.terreus,Malassezia globosa.f",8.0605
884,"Aspergillus.terreus,Malassezia globosa.f",8.3635
890,"Aspergillus.terreus,Malassezia globosa.f",7.5415
892,"Aspergillus.terreus,Malassezia globosa.f",7.4625
894,"Aspergillus.terreus,Malassezia globosa.f",8.3535
897,"Aspergillus.terreus,Malassezia globosa.f",8.975
900,"Aspergillus.terreus,Malassezia globosa.f",7.751
907,"Aspergillus.terreus,Malassezia globosa.f",8.234
908,"Aspergillus.terreus,Malassezia globosa.f",8.6035
91,"Aspergillus.terreus,Malassezia globosa.f",8.1615
911,"Aspergillus.terreus,Malassezia globosa.f",8.180499999999999
913,"Aspergillus.terreus,Malassezia globosa.f",9.5285
93,"Aspergillus.terreus,Malassezia globosa.f",7.6575
100,"Aspergillus.terreus,Malassezia globosa.m",6.92
101,"Aspergillus.terreus,Malassezia globosa.m",7.1850000000000005
105,"Aspergillus.terreus,Malassezia globosa.m",6.747
109,"Aspergillus.terreus,Malassezia globosa.m",5.8614999999999995
129,"Aspergillus.terreus,Malassezia globosa.m",6.8025
136,"Aspergillus.terreus,Malassezia globosa.m",6.9955
138,"Aspergillus.terreus,Malassezia globosa.m",5.597
142,"Aspergillus.terreus,Malassezia globosa.m",6.281000000000001
149,"Aspergillus.terreus,Malassezia globosa.m",7.019500000000001
153,"Aspergillus.terreus,Malassezia globosa.m",6.291499999999999
158,"Aspergillus.terreus,Malassezia globosa.m",5.7775
161,"Aspergillus.terreus,Malassezia globosa.m",6.5760000000000005
176,"Aspergillus.terreus,Malassezia globosa.m",6.6315
177,"Aspergillus.terreus,Malassezia globosa.m",5.7844999999999995
181,"Aspergillus.terreus,Malassezia globosa.m",7.068
189,"Aspergillus.terreus,Malassezia globosa.m",7.173
195,"Aspergillus.terreus,Malassezia globosa.m",6.5195
208,"Aspergillus.terreus,Malassezia globosa.m",6.3085
21,"Aspergillus.terreus,Malassezia globosa.m",6.9190000000000005
217,"Aspergillus.terreus,Malassezia globosa.m",7.1145
223,"Aspergillus.terreus,Malassezia globosa.m",6.428
227,"Aspergillus.terreus,Malassezia globosa.m",5.9555
228,"Aspergillus.terreus,Malassezia globosa.m",6.333
229,"Aspergillus.terreus,Malassezia globosa.m",7.281000000000001
233,"Aspergillus.terreus,Malassezia globosa.m",6.432499999999999
235,"Aspergillus.terreus,Malassezia globosa.m",6.577
237,"Aspergillus.terreus,Malassezia globosa.m",6.8205
239,"Aspergillus.terreus,Malassezia globosa.m",5.879
256,"Aspergillus.terreus,Malassezia globosa.m",6.1065
26,"Aspergillus.terreus,Malassezia globosa.m",7.4825
28,"Aspergillus.terreus,Malassezia globosa.m",6.934
280,"Aspergillus.terreus,Malassezia globosa.m",6.491
287,"Aspergillus.terreus,Malassezia globosa.m",6.798500000000001
301,"Aspergillus.terreus,Malassezia globosa.m",6.965
303,"Aspergillus.terreus,Malassezia globosa.m",6.633
304,"Aspergillus.terreus,Malassezia globosa.m",6.6925
306,"Aspergillus.terreus,Malassezia globosa.m",6.7155000000000005
309,"Aspergillus.terreus,Malassezia globosa.m",6.707000000000001
31,"Aspergillus.terreus,Malassezia globosa.m",6.6805
310,"Aspergillus.terreus,Malassezia globosa.m",5.9665
313,"Aspergillus.terreus,Malassezia globosa.m",6.0565
315,"Aspergillus.terreus,Malassezia globosa.m",6.65
317,"Aspergillus.terreus,Malassezia globosa.m",6.4215
318,"Aspergillus.terreus,Malassezia globosa.m",6.890000000000001
319,"Aspergillus.terreus,Malassezia globosa.m",6.789
32,"Aspergillus.terreus,Malassezia globosa.m",6.739
320,"Aspergillus.terreus,Malassezia globosa.m",6.7575
321,"Aspergillus.terreus,Malassezia globosa.m",6.7415
324,"Aspergillus.terreus,Malassezia globosa.m",6.4295
325,"Aspergillus.terreus,Malassezia globosa.m",6.1434999999999995
332,"Aspergillus.terreus,Malassezia globosa.m",6.281000000000001
335,"Aspergillus.terreus,Malassezia globosa.m",7.137499999999999
336,"Aspergillus.terreus,Malassezia globosa.m",6.5295000000000005
338,"Aspergillus.terreus,Malassezia globosa.m",6.1754999999999995
340,"Aspergillus.terreus,Malassezia globosa.m",6.789
348,"Aspergillus.terreus,Malassezia globosa.m",6.3309999999999995
350,"Aspergillus.terreus,Malassezia globosa.m",6.4544999999999995
352,"Aspergillus.terreus,Malassezia globosa.m",6.791499999999999
354,"Aspergillus.terreus,Malassezia globosa.m",5.9565
355,"Aspergillus.terreus,Malassezia globosa.m",5.323
356,"Aspergillus.terreus,Malassezia globosa.m",6.3915
357,"Aspergillus.terreus,Malassezia globosa.m",5.5595
358,"Aspergillus.terreus,Malassezia globosa.m",6.5725
359,"Aspergillus.terreus,Malassezia globosa.m",6.5954999999999995
360,"Aspergillus.terreus,Malassezia globosa.m",6.804
361,"Aspergillus.terreus,Malassezia globosa.m",6.698
362,"Aspergillus.terreus,Malassezia globosa.m",6.7490000000000006
365,"Aspergillus.terreus,Malassezia globosa.m",6.223000000000001
367,"Aspergillus.terreus,Malassezia globosa.m",6.6825
370,"Aspergillus.terreus,Malassezia globosa.m",7.220000000000001
371,"Aspergillus.terreus,Malassezia globosa.m",6.6025
373,"Aspergillus.terreus,Malassezia globosa.m",6.8475
374,"Aspergillus.terreus,Malassezia globosa.m",7.1434999999999995
375,"Aspergillus.terreus,Malassezia globosa.m",6.515499999999999
377,"Aspergillus.terreus,Malassezia globosa.m",6.688000000000001
379,"Aspergillus.terreus,Malassezia globosa.m",6.9595
38,"Aspergillus.terreus,Malassezia globosa.m",6.384
380,"Aspergillus.terreus,Malassezia globosa.m",6.077
381,"Aspergillus.terreus,Malassezia globosa.m",5.9985
382,"Aspergillus.terreus,Malassezia globosa.m",6.8774999999999995
383,"Aspergillus.terreus,Malassezia globosa.m",7.095000000000001
385,"Aspergillus.terreus,Malassezia globosa.m",7.0045
386,"Aspergillus.terreus,Malassezia globosa.m",6.3805
390,"Aspergillus.terreus,Malassezia globosa.m",6.3805
391,"Aspergillus.terreus,Malassezia globosa.m",6.8715
392,"Aspergillus.terreus,Malassezia globosa.m",6.263999999999999
395,"Aspergillus.terreus,Malassezia globosa.m",7.202
397,"Aspergillus.terreus,Malassezia globosa.m",7.4665
399,"Aspergillus.terreus,Malassezia globosa.m",6.391500000000001
40,"Aspergillus.terreus,Malassezia globosa.m",7.1675
405,"Aspergillus.terreus,Malassezia globosa.m",6.7035
406,"Aspergillus.terreus,Malassezia globosa.m",6.4325
409,"Aspergillus.terreus,Malassezia globosa.m",5.5545
41,"Aspergillus.terreus,Malassezia globosa.m",6.7315000000000005
42,"Aspergillus.terreus,Malassezia globosa.m",6.7035
426,"Aspergillus.terreus,Malassezia globosa.m",6.9405
427,"Aspergillus.terreus,Malassezia globosa.m",5.808999999999999
437,"Aspergillus.terreus,Malassezia globosa.m",6.1405
439,"Aspergillus.terreus,Malassezia globosa.m",6.6535
440,"Aspergillus.terreus,Malassezia globosa.m",6.842499999999999
441,"Aspergillus.terreus,Malassezia globosa.m",6.66
443,"Aspergillus.terreus,Malassezia globosa.m",7.202500000000001
45,"Aspergillus.terreus,Malassezia globosa.m",7.162000000000001
461,"Aspergillus.terreus,Malassezia globosa.m",7.418
48,"Aspergillus.terreus,Malassezia globosa.m",6.848000000000001
486,"Aspergillus.terreus,Malassezia globosa.m",6.5725
49,"Aspergillus.terreus,Malassezia globosa.m",6.665
491,"Aspergillus.terreus,Malassezia globosa.m",7.3855
492,"Aspergillus.terreus,Malassezia globosa.m",6.1579999999999995
502,"Aspergillus.terreus,Malassezia globosa.m",6.5995
505,"Aspergillus.terreus,Malassezia globosa.m",6.843500000000001
508,"Aspergillus.terreus,Malassezia globosa.m",6.569
509,"Aspergillus.terreus,Malassezia globosa.m",7.0285
513,"Aspergillus.terreus,Malassezia globosa.m",7.112
517,"Aspergillus.terreus,Malassezia globosa.m",6.629
528,"Aspergillus.terreus,Malassezia globosa.m",6.4215
530,"Aspergillus.terreus,Malassezia globosa.m",5.788
531,"Aspergillus.terreus,Malassezia globosa.m",6.3065
535,"Aspergillus.terreus,Malassezia globosa.m",6.759
551,"Aspergillus.terreus,Malassezia globosa.m",5.806
555,"Aspergillus.terreus,Malassezia globosa.m",6.5085
559,"Aspergillus.terreus,Malassezia globosa.m",7.1795
563,"Aspergillus.terreus,Malassezia globosa.m",6.7545
566,"Aspergillus.terreus,Malassezia globosa.m",6.6625
57,"Aspergillus.terreus,Malassezia globosa.m",7.771000000000001
584,"Aspergillus.terreus,Malassezia globosa.m",6.9085
589,"Aspergillus.terreus,Malassezia globosa.m",6.618
59,"Aspergillus.terreus,Malassezia globosa.m",6.5555
595,"Aspergillus.terreus,Malassezia globosa.m",6.090999999999999
596,"Aspergillus.terreus,Malassezia globosa.m",5.9235
627,"Aspergillus.terreus,Malassezia globosa.m",6.8245000000000005
630,"Aspergillus.terreus,Malassezia globosa.m",6.859500000000001
634,"Aspergillus.terreus,Malassezia globosa.m",7.2635
639,"Aspergillus.terreus,Malassezia globosa.m",6.5280000000000005
642,"Aspergillus.terreus,Malassezia globosa.m",7.417
69,"Aspergillus.terreus,Malassezia globosa.m",5.9585
703,"Aspergillus.terreus,Malassezia globosa.m",6.5565
705,"Aspergillus.terreus,Malassezia globosa.m",6.49
707,"Aspergillus.terreus,Malassezia globosa.m",5.9815000000000005
712,"Aspergillus.terreus,Malassezia globosa.m",7.135
714,"Aspergillus.terreus,Malassezia globosa.m",7.0115
716,"Aspergillus.terreus,Malassezia globosa.m",7.34
721,"Aspergillus.terreus,Malassezia globosa.m",6.1235
727,"Aspergillus.terreus,Malassezia globosa.m",6.7035
73,"Aspergillus.terreus,Malassezia globosa.m",6.444000000000001
730,"Aspergillus.terreus,Malassezia globosa.m",6.4239999999999995
732,"Aspergillus.terreus,Malassezia globosa.m",6.8365
737,"Aspergillus.terreus,Malassezia globosa.m",6.6445
738,"Aspergillus.terreus,Malassezia globosa.m",6.8985
748,"Aspergillus.terreus,Malassezia globosa.m",6.0885
75,"Aspergillus.terreus,Malassezia globosa.m",5.707000000000001
757,"Aspergillus.terreus,Malassezia globosa.m",5.8185
761,"Aspergillus.terreus,Malassezia globosa.m",6.099
765,"Aspergillus.terreus,Malassezia globosa.m",6.585
774,"Aspergillus.terreus,Malassezia globosa.m",6.9125
776,"Aspergillus.terreus,Malassezia globosa.m",6.088
783,"Aspergillus.terreus,Malassezia globosa.m",7.0285
786,"Aspergillus.terreus,Malassezia globosa.m",6.5175
787,"Aspergillus.terreus,Malassezia globosa.m",6.733
790,"Aspergillus.terreus,Malassezia globosa.m",5.2995
796,"Aspergillus.terreus,Malassezia globosa.m",6.736000000000001
799,"Aspergillus.terreus,Malassezia globosa.m",6.567
801,"Aspergillus.terreus,Malassezia globosa.m",6.8919999999999995
802,"Aspergillus.terreus,Malassezia globosa.m",6.551
804,"Aspergillus.terreus,Malassezia globosa.m",6.5825
805,"Aspergillus.terreus,Malassezia globosa.m",6.6545000000000005
808,"Aspergillus.terreus,Malassezia globosa.m",6.9975000000000005
810,"Aspergillus.terreus,Malassezia globosa.m",6.583
812,"Aspergillus.terreus,Malassezia globosa.m",6.891
818,"Aspergillus.terreus,Malassezia globosa.m",6.651
819,"Aspergillus.terreus,Malassezia globosa.m",5.5504999999999995
820,"Aspergillus.terreus,Malassezia globosa.m",6.489000000000001
821,"Aspergillus.terreus,Malassezia globosa.m",6.7330000000000005
822,"Aspergillus.terreus,Malassezia globosa.m",6.322
83,"Aspergillus.terreus,Malassezia globosa.m",6.2885
832,"Aspergillus.terreus,Malassezia globosa.m",6.323
837,"Aspergillus.terreus,Malassezia globosa.m",6.326499999999999
843,"Aspergillus.terreus,Malassezia globosa.m",6.3075
849,"Aspergillus.terreus,Malassezia globosa.m",6.4655000000000005
85,"Aspergillus.terreus,Malassezia globosa.m",6.593999999999999
850,"Aspergillus.terreus,Malassezia globosa.m",6.9505
852,"Aspergillus.terreus,Malassezia globosa.m",7.119
853,"Aspergillus.terreus,Malassezia globosa.m",6.9685
855,"Aspergillus.terreus,Malassezia globosa.m",7.1754999999999995
857,"Aspergillus.terreus,Malassezia globosa.m",6.7585
861,"Aspergillus.terreus,Malassezia globosa.m",6.2945
88,"Aspergillus.terreus,Malassezia globosa.m",6.9025
882,"Aspergillus.terreus,Malassezia globosa.m",7.54
884,"Aspergillus.terreus,Malassezia globosa.m",7.0715
890,"Aspergillus.terreus,Malassezia globosa.m",6.659
892,"Aspergillus.terreus,Malassezia globosa.m",6.5265
894,"Aspergillus.terreus,Malassezia globosa.m",6.890000000000001
897,"Aspergillus.terreus,Malassezia globosa.m",7.804
900,"Aspergillus.terreus,Malassezia globosa.m",6.1985
907,"Aspergillus.terreus,Malassezia globosa.m",6.659000000000001
908,"Aspergillus.terreus,Malassezia globosa.m",7.308999999999999
91,"Aspergillus.terreus,Malassezia globosa.m",6.089
911,"Aspergillus.terreus,Malassezia globosa.m",7.105
913,"Aspergillus.terreus,Malassezia globosa.m",6.484
93,"Aspergillus.terreus,Malassezia globosa.m",6.7135
100,Azospirillum.brasilense.f,-1.713
101,Azospirillum.brasilense.f,-2.021
105,Azospirillum.brasilense.f,-1.0979999999999999
109,Azospirillum.brasilense.f,0.2505
129,Azospirillum.brasilense.f,-0.8135000000000001
136,Azospirillum.brasilense.f,-1.1880000000000002
138,Azospirillum.brasilense.f,-0.9704999999999999
142,Azospirillum.brasilense.f,-1.3155
149,Azospirillum.brasilense.f,-0.5840000000000001
153,Azospirillum.brasilense.f,-1.6265
158,Azospirillum.brasilense.f,1.813
161,Azospirillum.brasilense.f,-5.4239999999999995
176,Azospirillum.brasilense.f,-0.3595
177,Azospirillum.brasilense.f,0.14600000000000002
181,Azospirillum.brasilense.f,-1.939
189,Azospirillum.brasilense.f,-1.4184999999999999
195,Azospirillum.brasilense.f,-2.367
208,Azospirillum.brasilense.f,-0.6134999999999999
21,Azospirillum.brasilense.f,-1.7205
217,Azospirillum.brasilense.f,-3.3064999999999998
223,Azospirillum.brasilense.f,-0.5215
227,Azospirillum.brasilense.f,-0.3065
228,Azospirillum.brasilense.f,-2.0524999999999998
229,Azospirillum.brasilense.f,-1.501
233,Azospirillum.brasilense.f,0.929
235,Azospirillum.brasilense.f,0.7475
237,Azospirillum.brasilense.f,-1.2590000000000001
239,Azospirillum.brasilense.f,-0.3785
256,Azospirillum.brasilense.f,-0.8685
26,Azospirillum.brasilense.f,-1.2550000000000001
28,Azospirillum.brasilense.f,-1.19
280,Azospirillum.brasilense.f,-1.385
287,Azospirillum.brasilense.f,-0.307
301,Azospirillum.brasilense.f,-0.358
303,Azospirillum.brasilense.f,-1.505
304,Azospirillum.brasilense.f,-1.944
306,Azospirillum.brasilense.f,-0.10849999999999999
309,Azospirillum.brasilense.f,-2.099
31,Azospirillum.brasilense.f,-1.9674999999999998
310,Azospirillum.brasilense.f,0.3175
313,Azospirillum.brasilense.f,-0.554
315,Azospirillum.brasilense.f,-0.884
317,Azospirillum.brasilense.f,-1.6965
318,Azospirillum.brasilense.f,-1.757
319,Azospirillum.brasilense.f,-1.1515
32,Azospirillum.brasilense.f,-2.6975
320,Azospirillum.brasilense.f,-2.0595
321,Azospirillum.brasilense.f,-1.5434999999999999
324,Azospirillum.brasilense.f,-1.222
325,Azospirillum.brasilense.f,0.0685
332,Azospirillum.brasilense.f,-1.3195
335,Azospirillum.brasilense.f,-0.9630000000000001
336,Azospirillum.brasilense.f,-1.274
338,Azospirillum.brasilense.f,-1.1195
340,Azospirillum.brasilense.f,-1.512
348,Azospirillum.brasilense.f,-0.7255
350,Azospirillum.brasilense.f,0.05449999999999999
352,Azospirillum.brasilense.f,-0.3215
354,Azospirillum.brasilense.f,-0.754
355,Azospirillum.brasilense.f,-0.24100000000000002
356,Azospirillum.brasilense.f,0.7450000000000001
357,Azospirillum.brasilense.f,-1.2
358,Azospirillum.brasilense.f,-0.3265
359,Azospirillum.brasilense.f,0.119
360,Azospirillum.brasilense.f,-3.238
361,Azospirillum.brasilense.f,-0.7825
362,Azospirillum.brasilense.f,-1.172
365,Azospirillum.brasilense.f,-0.9075
367,Azospirillum.brasilense.f,-1.6
370,Azospirillum.brasilense.f,-1.029
371,Azospirillum.brasilense.f,-2.247
373,Azospirillum.brasilense.f,-1.7265
374,Azospirillum.brasilense.f,0.012500000000000011
375,Azospirillum.brasilense.f,-0.7250000000000001
377,Azospirillum.brasilense.f,-0.5165
379,Azospirillum.brasilense.f,-1.186
38,Azospirillum.brasilense.f,-0.8335
380,Azospirillum.brasilense.f,-1.2885000000000002
381,Azospirillum.brasilense.f,2.223
382,Azospirillum.brasilense.f,-2.2800000000000002
383,Azospirillum.brasilense.f,-1.8935
385,Azospirillum.brasilense.f,-0.20600000000000002
386,Azospirillum.brasilense.f,-1.1915
390,Azospirillum.brasilense.f,-1.762
391,Azospirillum.brasilense.f,-1.6125
392,Azospirillum.brasilense.f,-0.7945
395,Azospirillum.brasilense.f,-0.7925
397,Azospirillum.brasilense.f,-1.666
399,Azospirillum.brasilense.f,-0.329
40,Azospirillum.brasilense.f,-0.615
405,Azospirillum.brasilense.f,-1.2675
406,Azospirillum.brasilense.f,0.265
409,Azospirillum.brasilense.f,0.464
41,Azospirillum.brasilense.f,-1.3305
42,Azospirillum.brasilense.f,-1.3635
426,Azospirillum.brasilense.f,-0.5965
427,Azospirillum.brasilense.f,0.22200000000000003
437,Azospirillum.brasilense.f,-0.843
439,Azospirillum.brasilense.f,-0.5245
440,Azospirillum.brasilense.f,-0.4805
441,Azospirillum.brasilense.f,-2.2785
443,Azospirillum.brasilense.f,-0.7995
45,Azospirillum.brasilense.f,-1.4505
461,Azospirillum.brasilense.f,-0.6915
48,Azospirillum.brasilense.f,-1.661
486,Azospirillum.brasilense.f,-2.7975000000000003
49,Azospirillum.brasilense.f,-0.8624999999999999
491,Azospirillum.brasilense.f,-2.6925
492,Azospirillum.brasilense.f,-0.26549999999999996
502,Azospirillum.brasilense.f,-0.6105
505,Azospirillum.brasilense.f,-1.0135
508,Azospirillum.brasilense.f,-1.597
509,Azospirillum.brasilense.f,-0.98
513,Azospirillum.brasilense.f,-0.9925
517,Azospirillum.brasilense.f,-5.493499999999999
528,Azospirillum.brasilense.f,-1.3945
530,Azospirillum.brasilense.f,0.505
531,Azospirillum.brasilense.f,1.1015000000000001
535,Azospirillum.brasilense.f,-1.8624999999999998
551,Azospirillum.brasilense.f,0.8155
555,Azospirillum.brasilense.f,0.515
559,Azospirillum.brasilense.f,-2.2744999999999997
563,Azospirillum.brasilense.f,0.258
566,Azospirillum.brasilense.f,0.11199999999999999
57,Azospirillum.brasilense.f,-3.1784999999999997
584,Azospirillum.brasilense.f,-0.8605
589,Azospirillum.brasilense.f,1.019
59,Azospirillum.brasilense.f,-0.601
595,Azospirillum.brasilense.f,0.7575000000000001
596,Azospirillum.brasilense.f,-0.66
627,Azospirillum.brasilense.f,-0.6715
630,Azospirillum.brasilense.f,-0.8825
634,Azospirillum.brasilense.f,-1.569
639,Azospirillum.brasilense.f,-0.389
642,Azospirillum.brasilense.f,-1.476
69,Azospirillum.brasilense.f,-0.6945000000000001
703,Azospirillum.brasilense.f,0.5525
705,Azospirillum.brasilense.f,0.13350000000000004
707,Azospirillum.brasilense.f,-0.3215
712,Azospirillum.brasilense.f,-1.682
714,Azospirillum.brasilense.f,-1.0154999999999998
716,Azospirillum.brasilense.f,-2.096
721,Azospirillum.brasilense.f,-2.0749999999999997
727,Azospirillum.brasilense.f,-0.1245
73,Azospirillum.brasilense.f,0.876
730,Azospirillum.brasilense.f,-0.0595
732,Azospirillum.brasilense.f,0.3675
737,Azospirillum.brasilense.f,-2.629
738,Azospirillum.brasilense.f,-1.106
748,Azospirillum.brasilense.f,-0.9065
75,Azospirillum.brasilense.f,-0.706
757,Azospirillum.brasilense.f,-0.36600000000000005
761,Azospirillum.brasilense.f,-1.383
765,Azospirillum.brasilense.f,1.3014999999999999
774,Azospirillum.brasilense.f,-0.7949999999999999
776,Azospirillum.brasilense.f,-0.5035000000000001
783,Azospirillum.brasilense.f,-1.5910000000000002
786,Azospirillum.brasilense.f,-0.6925
787,Azospirillum.brasilense.f,-1.8010000000000002
790,Azospirillum.brasilense.f,-0.5640000000000001
796,Azospirillum.brasilense.f,-0.29000000000000004
799,Azospirillum.brasilense.f,0.1945
801,Azospirillum.brasilense.f,-0.7629999999999999
802,Azospirillum.brasilense.f,0.17300000000000001
804,Azospirillum.brasilense.f,-2.2685
805,Azospirillum.brasilense.f,-5.9585
808,Azospirillum.brasilense.f,-0.7705000000000001
810,Azospirillum.brasilense.f,-1.8345
812,Azospirillum.brasilense.f,-0.6515
818,Azospirillum.brasilense.f,-0.8125
819,Azospirillum.brasilense.f,0.636
820,Azospirillum.brasilense.f,-1.1835
821,Azospirillum.brasilense.f,-2.1595
822,Azospirillum.brasilense.f,-0.245
83,Azospirillum.brasilense.f,-2.152
832,Azospirillum.brasilense.f,-0.806
837,Azospirillum.brasilense.f,0.44350000000000006
843,Azospirillum.brasilense.f,-0.38749999999999996
849,Azospirillum.brasilense.f,-0.7
85,Azospirillum.brasilense.f,-0.35600000000000004
850,Azospirillum.brasilense.f,-1.317
852,Azospirillum.brasilense.f,-1.08
853,Azospirillum.brasilense.f,-0.5984999999999999
855,Azospirillum.brasilense.f,0.3825
857,Azospirillum.brasilense.f,0.22499999999999998
861,Azospirillum.brasilense.f,-0.5555
88,Azospirillum.brasilense.f,-0.12349999999999994
882,Azospirillum.brasilense.f,-3.117
884,Azospirillum.brasilense.f,-1.341
890,Azospirillum.brasilense.f,0.2215
892,Azospirillum.brasilense.f,0.07300000000000001
894,Azospirillum.brasilense.f,-1.306
897,Azospirillum.brasilense.f,-2.923
900,Azospirillum.brasilense.f,0.653
907,Azospirillum.brasilense.f,0.048
908,Azospirillum.brasilense.f,-0.9455
91,Azospirillum.brasilense.f,-1.425
911,Azospirillum.brasilense.f,-2.915
913,Azospirillum.brasilense.f,-1.379
93,Azospirillum.brasilense.f,0.5165000000000001
100,Azospirillum.brasilense.m,-2.038
101,Azospirillum.brasilense.m,-0.994
105,Azospirillum.brasilense.m,-2.0549999999999997
109,Azospirillum.brasilense.m,0.23550000000000004
129,Azospirillum.brasilense.m,-1.711
136,Azospirillum.brasilense.m,-1.2165
138,Azospirillum.brasilense.m,0.12949999999999998
142,Azospirillum.brasilense.m,-1.7765
149,Azospirillum.brasilense.m,-0.8879999999999999
153,Azospirillum.brasilense.m,-1.1305
158,Azospirillum.brasilense.m,-0.8049999999999999
161,Azospirillum.brasilense.m,-0.5409999999999999
176,Azospirillum.brasilense.m,-1.8475
177,Azospirillum.brasilense.m,1.2285
181,Azospirillum.brasilense.m,-1.8965
189,Azospirillum.brasilense.m,-0.9794999999999999
195,Azospirillum.brasilense.m,-2.7664999999999997
208,Azospirillum.brasilense.m,-1.2075
21,Azospirillum.brasilense.m,-0.9635
217,Azospirillum.brasilense.m,-1.6855
223,Azospirillum.brasilense.m,-2.6955
227,Azospirillum.brasilense.m,0.023
