DGRP_id,day_id,plate_id,neighbour,treatment,arena_id,distance_cm,treatment_ingestion
383,311,D,1,0,31,670.173,0.993
383,311,D,1,0,32,525.244,0.993
383,311,D,1,0,33,727.815,0.993
383,311,D,1,0,34,535.106,0.993
383,311,D,1,0,35,596.565,0.993
383,311,D,1,0,36,526.024,0.993
383,511,A,1,0,13,529.287,1.125
383,511,A,1,0,14,570.39,1.125
383,511,A,2,0,15,529.242,1.125
383,511,A,2,0,16,626.841,1.125
383,411,C,1,0,13,617.732,1.229
383,411,C,1,0,14,569.472,1.229
383,411,C,2,0,15,652.438,1.229
383,411,C,2,0,16,573.434,1.229
383,411,C,2,0,17,655.708,1.229
383,411,C,1,0,18,538.339,1.229
383,511,A,2,0,17,481.234,0.958
383,511,A,1,0,18,402.76,0.958
383,511,A,1,0,19,478.083,0.958
383,411,C,1,0,19,570.555,1.174
383,411,C,2,0,20,342.255,1.174
383,411,C,2,0,21,651.42,1.174
383,411,C,2,0,22,659.213,1.174
383,411,C,2,0,23,682.119,1.174
383,411,C,1,0,24,301.836,1.174
383,411,C,1,0,25,459.061,1.146
383,411,C,2,0,26,532.399,1.146
383,411,C,2,0,27,411.025,1.146
383,411,C,2,0,28,164.647,1.146
383,411,C,2,0,29,187.274,1.146
383,511,A,1,1,25,498.613,0.653
383,511,A,2,1,26,581.063,0.653
383,511,A,2,1,27,504.448,0.653
383,511,A,2,1,28,493.63,0.653
383,511,A,2,1,29,528.526,0.653
383,511,A,1,1,30,596.639,0.653
383,411,C,1,1,31,497.979,0.424
383,411,C,1,1,32,312.251,0.424
383,411,C,1,1,33,347.776,0.424
383,411,C,1,1,34,311.88,0.424
383,411,C,1,1,35,490.535,0.424
383,411,C,1,1,36,558.099,0.424
383,311,E,1,1,1,442.114,0.479
383,311,E,1,1,2,534.843,0.479
383,411,D,1,1,1,123.071,0.59
383,411,D,1,1,2,554.489,0.59
383,411,D,1,1,3,557.983,0.59
383,411,D,1,1,4,545.17,0.59
383,411,D,1,1,5,281.04,0.59
383,411,D,1,1,6,380.449,0.59
383,411,D,2,1,10,643.586,0.646
383,411,D,2,1,11,358.622,0.646
383,411,D,1,1,12,504.604,0.646
383,411,D,1,1,7,461.928,0.646
383,411,D,2,1,8,635.338,0.646
383,411,D,2,1,9,571.385,0.646
383,411,D,1,1,13,505.765,0.344
383,411,D,1,1,14,570.529,0.344
383,411,D,2,1,15,391.083,0.344
383,411,D,2,1,16,16.8325,0.344
385,512,F,1,0,31,703.917,0.473
385,512,F,1,0,32,712.374,0.473
385,512,F,1,0,33,655.638,0.473
385,512,F,1,0,34,680.707,0.473
385,512,F,1,0,35,731.392,0.473
385,512,F,1,0,36,607.709,0.473
385,512,G,1,0,1,358.373,0.83
385,512,G,1,0,2,498.802,0.83
385,512,G,1,0,3,438.07,0.83
385,512,G,1,0,4,454.468,0.83
385,512,G,1,0,5,442.815,0.83
385,512,G,1,0,6,453.46,0.83
385,312,K,1,0,19,429.076,1.167
385,312,K,2,0,20,305.046,1.167
385,312,K,2,0,21,256.006,1.167
385,312,K,2,0,22,327.461,1.167
385,312,K,2,0,23,422.169,1.167
385,312,K,1,0,24,174.655,1.167
385,412,J,1,0,13,412.725,1.181
385,412,J,1,0,14,549.357,1.181
385,412,J,2,0,15,438.483,1.181
385,412,J,2,0,16,702.711,1.181
385,412,J,2,0,17,625.59,1.181
385,412,J,1,0,18,494.173,1.181
385,412,J,1,0,19,483.265,1.236
385,412,J,2,0,20,600.269,1.236
385,412,J,2,0,21,679.305,1.236
385,412,J,2,0,22,629.606,1.236
385,412,J,2,0,23,552.082,1.236
385,412,J,1,0,24,565.009,1.236
385,512,G,2,1,10,678.364,0.414
385,512,G,2,1,11,434.722,0.414
385,512,G,1,1,12,466.345,0.414
385,512,G,1,1,7,479.127,0.414
385,512,G,2,1,8,478.472,0.414
385,512,G,2,1,9,292.662,0.414
385,412,J,1,1,25,253.275,0.722
385,412,J,2,1,26,507.933,0.722
385,412,J,2,1,27,399.377,0.722
385,312,K,1,1,25,270.684,0.847
385,312,K,2,1,26,240.888,0.847
385,312,K,2,1,27,251.688,0.847
385,312,K,2,1,28,69.3836,0.847
385,312,K,2,1,29,17.9494,0.847
385,512,G,1,1,13,59.475,0.652
385,512,G,1,1,14,302.138,0.652
385,512,G,2,1,15,397.467,0.652
385,512,G,2,1,16,478.962,0.652
385,512,G,2,1,17,221.603,0.652
385,512,G,1,1,18,208.26,0.652
385,412,J,1,1,31,442.967,0.667
385,412,J,1,1,32,460.667,0.667
385,412,J,1,1,33,538.829,0.667
385,412,J,1,1,34,82.4109,0.667
385,312,K,1,1,31,318.928,0.667
385,312,K,1,1,32,295.689,0.667
385,312,K,1,1,33,350.037,0.667
386,3011,H,1,0,33,419.486,1.141
386,3011,H,1,0,34,359.952,1.141
386,3011,H,1,0,35,417.873,1.141
386,3011,H,1,0,36,408.037,1.141
386,2911,I,1,0,31,279.82,1.425
386,2911,I,1,0,32,101.692,1.425
386,2911,I,1,0,33,621.193,1.425
386,2911,I,1,0,34,510.564,1.425
386,2911,I,1,0,35,199.965,1.425
386,112,E,2,0,10,530.064,1.027
386,112,E,2,0,11,574.249,1.027
386,112,E,1,0,12,456.679,1.027
386,112,E,1,0,7,472.299,1.027
386,112,E,2,0,8,565.918,1.027
386,112,E,2,0,9,449.173,1.027
386,3011,I,1,0,1,449.577,0.927
386,3011,I,1,0,2,641.593,0.927
386,3011,I,1,0,3,538.194,0.927
386,3011,I,1,0,4,429.884,0.927
386,3011,I,1,0,5,288.291,0.927
386,3011,I,1,0,6,122.81,0.927
386,112,E,1,0,13,585.312,0.932
386,112,E,1,0,14,601.741,0.932
386,112,E,2,0,15,570.647,0.932
386,3011,I,2,0,10,141.715,0.76
386,3011,I,2,0,11,408.103,0.76
386,3011,I,1,0,12,265.44,0.76
386,3011,I,1,0,7,370.966,0.76
386,3011,I,2,0,8,55.2253,0.76
386,3011,I,2,0,9,441.576,0.76
386,2911,J,1,1,1,492.237,0.365
386,2911,J,1,1,2,232.091,0.365
386,2911,J,1,1,3,543.899,0.365
386,2911,J,1,1,4,463.889,0.365
386,112,E,2,1,16,683.905,0.241
386,112,E,2,1,17,506.295,0.241
386,112,E,1,1,18,530.855,0.241
386,3011,I,1,1,13,495.017,0.594
386,3011,I,1,1,14,396.148,0.594
386,3011,I,2,1,15,499.432,0.594
386,3011,I,2,1,16,500.241,0.594
386,3011,I,2,1,17,284.559,0.594
386,3011,I,1,1,18,177.153,0.594
386,112,E,1,1,19,579.647,0.313
386,112,E,2,1,20,634.844,0.313
386,112,E,2,1,21,641.535,0.313
386,112,E,2,1,22,693.746,0.313
386,112,E,2,1,23,552.745,0.313
386,112,E,1,1,24,551.62,0.313
386,3011,I,1,1,19,550.68,0.372
386,3011,I,2,1,20,261.878,0.372
386,3011,I,2,1,21,210.534,0.372
386,3011,I,2,1,22,705.305,0.372
386,3011,I,2,1,23,658.577,0.372
386,3011,I,1,1,24,599.646,0.372
386,3011,I,1,1,25,468.084,0.546
386,3011,I,2,1,26,436.722,0.546
386,3011,I,2,1,27,600.144,0.546
386,3011,I,2,1,28,570.67,0.546
386,3011,I,2,1,29,510.847,0.546
392,311,E,2,0,10,230.906,1.442
392,311,E,2,0,11,364.259,1.442
392,311,E,1,0,7,542.371,1.442
392,311,E,2,0,8,501.804,1.442
392,311,E,2,0,9,603.207,1.442
392,411,D,1,0,19,288.296,1.229
392,411,D,2,0,20,492.62,1.229
392,411,D,2,0,21,543.132,1.229
392,411,D,2,0,22,536.72,1.229
392,411,D,2,0,23,495.442,1.229
392,411,D,1,0,24,310.29,1.229
392,411,E,1,0,1,606.535,1.229
392,411,E,1,0,2,589.221,1.229
392,411,E,1,0,3,503.998,1.229
392,411,E,1,0,4,418.14,1.229
392,411,E,1,0,5,492.381,1.229
392,411,E,1,0,6,436.695,1.229
392,411,D,1,0,25,447.699,0.799
392,411,D,2,0,26,503.779,0.799
392,411,D,2,0,27,536.626,0.799
392,411,D,2,0,28,383.325,0.799
392,411,D,2,0,29,314.094,0.799
392,411,D,1,0,30,269.212,0.799
392,411,E,1,0,7,487.122,1.201
392,411,D,1,0,31,538.799,1.174
392,411,D,1,0,32,570.127,1.174
392,411,D,1,0,33,451.036,1.174
392,411,D,1,0,34,531.56,1.174
392,411,D,1,0,35,562.478,1.174
392,411,F,1,1,1,318.783,0.802
392,411,F,1,1,2,296.838,0.802
392,411,E,2,1,10,484.909,0.575
392,411,E,2,1,11,463.078,0.575
392,411,E,2,1,8,497.289,0.575
392,411,E,2,1,9,153.848,0.575
392,411,E,1,1,13,440.816,0.896
392,411,E,1,1,14,432.69,0.896
392,411,E,2,1,15,243.246,0.896
392,411,E,2,1,16,398.569,0.896
392,411,E,2,1,17,467.54,0.896
392,411,E,1,1,18,447.707,0.896
392,411,E,1,1,19,455.396,0.924
392,411,E,2,1,20,515.755,0.924
392,411,E,2,1,21,370.399,0.924
392,411,E,2,1,22,369.676,0.924
392,411,E,2,1,23,448.098,0.924
392,411,E,1,1,24,572.329,0.924
392,411,E,1,1,25,557.418,0.924
392,411,E,2,1,26,401.976,0.924
392,411,E,2,1,27,442.002,0.924
392,411,E,2,1,28,474.143,0.924
392,411,E,2,1,29,390.813,0.924
392,411,E,1,1,30,450.439,0.924
392,411,E,1,1,31,407.337,0.785
392,411,E,1,1,32,511.997,0.785
392,411,E,1,1,33,478.215,0.785
392,411,E,1,1,34,337.841,0.785
392,411,E,1,1,35,191.964,0.785
392,411,E,1,1,36,483.058,0.785
426,411,F,2,0,10,413.309,1.146
426,411,F,2,0,11,247.798,1.146
426,411,F,1,0,12,151.797,1.146
426,411,F,1,0,7,247.208,1.146
426,411,F,2,0,8,318.541,1.146
426,411,F,2,0,9,147.263,1.146
426,311,E,1,0,13,483.067,1.104
426,311,E,1,0,14,628.997,1.104
426,311,E,2,0,15,689.194,1.104
426,311,E,2,0,16,595.764,1.104
426,311,E,2,0,17,657.825,1.104
426,311,E,1,0,18,367.721,1.104
426,311,E,1,0,19,529.446,1.021
426,311,E,2,0,20,608.347,1.021
426,311,E,2,0,21,736.606,1.021
426,311,E,2,0,22,660.802,1.021
426,311,E,2,0,23,451.095,1.021
426,311,E,1,0,24,557.144,1.021
426,311,E,1,0,25,545.635,1.188
426,311,E,2,0,26,710.765,1.188
426,311,E,2,0,27,780.173,1.188
426,311,E,2,0,28,574.583,1.188
426,311,E,2,0,29,465.967,1.188
426,311,E,1,0,30,651.23,1.188
426,311,E,1,0,31,530.4,1.132
426,311,E,1,0,32,583.81,1.132
426,311,E,1,0,33,537.326,1.132
426,311,E,1,0,34,569.837,1.132
426,311,E,1,0,35,619.198,1.132
426,311,E,1,0,36,612.066,1.132
426,311,F,1,1,1,444.156,0.438
426,311,F,1,1,2,452.57,0.438
426,311,F,1,1,3,457.844,0.438
426,311,F,1,1,4,512.794,0.438
426,311,F,1,1,5,441.505,0.438
426,311,F,1,1,6,506.76,0.438
426,411,F,1,1,13,176.928,0.313
426,411,F,1,1,14,172.463,0.313
426,411,F,2,1,15,438.746,0.313
426,411,F,2,1,16,468.275,0.313
426,411,F,2,1,17,338.224,0.313
426,411,F,1,1,18,134.762,0.313
426,311,F,2,1,10,465.275,0.215
426,311,F,2,1,11,494.292,0.215
426,311,F,1,1,7,447.985,0.215
426,311,F,2,1,8,453.476,0.215
426,311,F,2,1,9,497.73,0.215
426,411,F,1,1,19,316.804,0.368
426,411,F,2,1,20,495.351,0.368
426,411,F,2,1,21,608.026,0.368
426,411,F,2,1,22,359.709,0.368
426,411,F,2,1,23,216.069,0.368
426,411,F,1,1,24,118.69,0.368
426,311,F,1,1,13,476.286,0.198
426,311,F,1,1,14,346.969,0.198
426,311,F,2,1,15,626.759,0.198
426,311,F,2,1,16,478.772,0.198
426,411,F,1,1,25,224.859,0.313
426,411,F,2,1,26,288.56,0.313
426,411,F,2,1,27,337.636,0.313
443,311,F,1,0,19,559.641,1.16
443,311,F,2,0,20,569.677,1.16
443,311,F,2,0,21,566.678,1.16
443,311,F,2,0,22,403.157,1.16
443,311,F,2,0,23,457.308,1.16
443,311,F,1,0,24,541.955,1.16
443,311,G,1,0,1,625.426,1.271
443,311,G,1,0,2,562.691,1.271
443,311,G,1,0,3,491.249,1.271
443,311,G,1,0,4,391.466,1.271
443,311,G,1,0,5,481.776,1.271
443,311,G,1,0,6,642.661,1.271
443,311,F,1,0,25,487.265,1.354
443,311,F,2,0,26,512.494,1.354
443,311,F,2,0,27,549.316,1.354
443,311,F,2,0,28,540.354,1.354
443,311,F,2,0,29,456.81,1.354
443,311,F,1,0,30,571.626,1.354
443,311,G,2,0,10,698.256,1.021
443,311,G,2,0,11,406.486,1.021
443,311,G,1,0,12,545.782,1.021
443,311,G,1,0,7,574.288,1.021
443,311,G,2,0,8,651.592,1.021
443,311,G,2,0,9,564.608,1.021
443,311,F,1,0,31,472.132,0.771
443,311,F,1,0,32,481.101,0.771
443,311,F,1,0,33,411.056,0.771
443,311,F,1,0,34,487.669,0.771
443,311,F,1,0,35,512.187,0.771
443,311,F,1,0,36,463.074,0.771
443,311,H,1,1,1,455.105,0.799
443,311,H,1,1,2,536.097,0.799
443,311,H,1,1,3,484.323,0.799
443,311,H,1,1,4,516.349,0.799
443,311,H,1,1,5,553.146,0.799
443,311,H,1,1,6,530.079,0.799
443,311,G,1,1,13,567.696,0.965
443,311,G,1,1,14,477.26,0.965
443,311,G,2,1,15,570.691,0.965
443,311,G,2,1,16,571.259,0.965
443,311,G,2,1,17,617.018,0.965
443,311,G,1,1,18,620.92,0.965
443,311,G,1,1,19,492.297,0.91
443,311,G,2,1,20,679.692,0.91
443,311,G,2,1,21,445.325,0.91
443,311,G,2,1,22,664.469,0.91
443,311,G,2,1,23,593.897,0.91
443,311,G,1,1,24,655.903,0.91
443,311,G,1,1,25,642.085,0.743
443,311,G,2,1,26,749.588,0.743
443,311,G,2,1,27,568.922,0.743
443,311,G,2,1,28,696.429,0.743
443,311,G,2,1,29,641.126,0.743
443,311,G,1,1,30,642.799,0.743
443,311,G,1,1,31,480.313,1.16
443,311,G,1,1,32,522.562,1.16
443,311,G,1,1,33,722.771,1.16
443,311,G,1,1,34,672.783,1.16
443,311,G,1,1,35,678.863,1.16
443,311,G,1,1,36,582.569,1.16
461,511,A,2,0,20,305.187,0.917
461,511,A,2,0,21,274.311,0.917
461,211,F,1,0,19,436.406,0.986
461,211,F,2,0,20,73.3076,0.986
461,211,F,2,0,21,358.291,0.986
461,411,G,1,0,1,305.09,0.943
461,411,G,1,0,2,251.56,0.943
461,411,G,1,0,3,494.074,0.943
461,411,G,1,0,4,169.221,0.943
461,411,G,1,0,5,306.286,0.943
461,411,G,1,0,6,350.768,0.943
461,411,G,1,0,7,207.492,0.943
461,411,G,2,0,8,133.054,0.943
461,311,H,2,0,10,103.072,1.292
461,311,H,2,0,11,332.337,1.292
461,311,H,1,0,7,327.585,1.292
461,311,H,2,0,8,108.607,1.292
461,311,H,2,0,9,38.5665,1.292
461,311,H,1,0,13,398.52,0.965
461,311,H,1,0,14,346.383,0.965
461,311,H,2,0,15,377.507,0.965
461,311,H,2,0,16,263.161,0.965
461,311,H,2,0,17,245.449,0.965
461,311,H,1,0,18,377.125,0.965
461,311,H,1,0,19,461.823,1.021
461,311,H,2,0,20,361.94,1.021
461,311,H,2,0,21,37.4981,1.021
461,311,H,2,0,22,330.52,1.021
461,311,H,2,0,23,255.861,1.021
461,311,H,1,0,24,367.405,1.021
461,411,F,1,1,31,358.059,0.979
461,411,F,1,1,32,349.136,0.979
461,411,F,1,1,33,415.955,0.979
461,411,F,1,1,34,426.529,0.979
461,411,F,1,1,35,398.798,0.979
461,411,F,1,1,36,400.336,0.979
461,311,H,1,1,25,383.199,0.382
461,311,H,2,1,26,406.595,0.382
461,311,H,2,1,27,383.91,0.382
461,311,H,2,1,28,458.341,0.382
461,311,H,2,1,29,416.471,0.382
461,311,H,1,1,30,446.871,0.382
461,311,I,1,1,1,298.359,0.465
461,311,I,1,1,2,70.8156,0.465
461,311,I,1,1,3,346.997,0.465
461,311,I,1,1,4,67.0155,0.465
461,311,I,1,1,5,205.31,0.465
461,311,I,1,1,6,325.667,0.465
461,311,H,1,1,31,562.073,0.41
461,311,H,1,1,32,508.531,0.41
461,311,H,1,1,33,302.715,0.41
461,311,H,1,1,34,357.59,0.41
461,311,H,1,1,35,401.39,0.41
461,311,H,1,1,36,322.023,0.41
461,311,I,2,1,10,377.904,0.576
461,311,I,2,1,11,269.351,0.576
461,311,I,1,1,12,345.214,0.576
461,311,I,1,1,7,315.686,0.576
461,311,I,2,1,8,264.049,0.576
461,311,I,2,1,9,426.62,0.576
491,211,F,1,0,25,554.019,0.74
491,211,F,2,0,26,380.888,0.74
491,211,F,2,0,27,231.847,0.74
491,211,F,2,0,28,497.636,0.74
491,311,J,1,0,1,278.782,0.938
491,311,J,1,0,2,301.285,0.938
491,311,J,1,0,3,233.088,0.938
491,311,I,1,0,13,479.813,0.965
491,311,I,1,0,14,447.583,0.965
491,311,I,2,0,15,502.977,0.965
491,311,I,2,0,16,527.803,0.965
491,311,I,2,0,17,481.662,0.965
491,311,I,1,0,18,334.668,0.965
491,311,I,1,0,19,417.432,0.91
491,311,I,2,0,20,547.751,0.91
491,311,I,2,0,21,501.919,0.91
491,311,I,2,0,22,392.881,0.91
491,311,I,2,0,23,518.417,0.91
491,311,I,1,0,24,470.505,0.91
491,311,I,1,0,25,411.691,1.049
491,311,I,2,0,26,596.253,1.049
491,311,I,2,0,27,500.834,1.049
491,311,I,2,0,28,520.196,1.049
491,311,I,2,0,29,571.777,1.049
491,311,I,1,0,30,573.658,1.049
491,311,I,1,0,31,533.243,1.16
491,311,I,1,0,32,560.769,1.16
491,311,I,1,0,33,566.177,1.16
491,311,I,1,0,34,542.68,1.16
491,311,I,1,0,35,553.744,1.16
491,311,J,2,1,10,91.7469,0.604
491,311,J,2,1,11,334.694,0.604
491,311,J,1,1,12,183.369,0.604
491,311,J,1,1,7,293.725,0.604
491,311,J,2,1,8,377.187,0.604
491,311,J,2,1,9,261.387,0.604
491,311,J,1,1,13,302.687,0.465
491,311,J,1,1,14,311.05,0.465
491,311,J,2,1,15,394.344,0.465
491,311,J,2,1,16,259.659,0.465
491,311,J,2,1,17,448.105,0.465
491,311,J,1,1,18,413.992,0.465
491,311,J,1,1,19,406.082,0.521
491,311,J,2,1,20,469.178,0.521
491,311,J,2,1,21,301.474,0.521
491,311,J,2,1,22,275.533,0.521
491,311,J,2,1,23,360.376,0.521
491,311,J,1,1,24,425.568,0.521
491,311,J,1,1,25,484.931,0.715
491,311,J,2,1,26,529.562,0.715
491,311,J,2,1,27,469.549,0.715
491,311,J,2,1,28,426.522,0.715
491,311,J,2,1,29,459.845,0.715
491,311,J,1,1,30,388.152,0.715
491,311,J,1,1,31,526.954,0.604
491,311,J,1,1,32,513.414,0.604
491,311,J,1,1,33,516.722,0.604
491,311,J,1,1,34,526.052,0.604
491,311,J,1,1,35,490.206,0.604
491,311,J,1,1,36,501.188,0.604
357,2910,A,1,0,19,264.303,0.903
357,2910,A,2,0,20,195.978,0.903
357,2810,B,1,0,13,320.472,0.514
357,2810,B,1,0,14,254.134,0.514
357,2810,B,2,0,15,249.133,0.514
357,2810,B,2,0,16,233.691,0.514
357,2810,B,2,0,17,193.697,0.514
357,2810,B,1,0,18,250.676,0.514
357,2610,C,1,0,19,428.65,1.012
357,2610,C,2,0,20,436.814,1.012
357,2610,C,2,0,21,519.067,1.012
357,2610,C,2,0,22,164.76,1.012
357,2610,C,2,0,23,492.384,1.012
357,2610,C,1,0,24,62.2046,1.012
357,2610,C,1,0,25,138.429,1.012
357,2710,C,2,0,10,400.503,0.375
357,2710,C,2,0,11,310.767,0.375
357,2710,C,1,0,12,347.193,0.375
357,2710,C,1,0,7,279.956,0.375
357,2710,C,2,0,8,385.003,0.375
357,2710,C,2,0,9,392.151,0.375
357,2710,C,1,0,13,203.41,0.653
357,2710,C,1,0,14,449.506,0.653
357,2710,C,2,0,15,291.756,0.653
357,2710,C,2,0,16,373.933,0.653
357,2710,C,2,0,17,370.459,0.653
357,2710,C,1,0,18,181.253,0.653
357,2710,C,1,0,19,404.314,0.694
357,2710,C,2,0,20,413.516,0.694
357,2710,C,2,0,21,346.343,0.694
357,2610,C,2,1,26,498.727,0.321
357,2610,C,1,1,31,441.327,0.321
357,2610,C,1,1,32,490.109,0.321
357,2610,C,1,1,33,617.556,0.321
357,2610,C,1,1,34,366.886,0.321
357,2610,C,1,1,35,498.848,0.321
357,2610,C,1,1,36,509.283,0.321
357,2610,D,1,1,1,176.811,0.458
357,2610,D,1,1,2,381.118,0.458
357,2910,A,2,1,21,240.098,0.236
357,2910,A,2,1,22,242.451,0.236
357,2910,A,2,1,23,470.59,0.236
357,2910,A,1,1,24,237.923,0.236
357,2910,A,1,1,25,289.511,0.236
357,2910,A,2,1,26,161.014,0.236
357,2710,C,1,1,25,360.902,0.181
357,2710,C,2,1,26,489.994,0.181
357,2710,C,2,1,27,360.365,0.181
357,2710,C,2,1,28,409.423,0.181
357,2710,C,2,1,29,326.864,0.181
357,2710,C,1,1,30,77.9839,0.181
357,2910,A,2,1,27,130.129,0.236
357,2910,A,2,1,28,196.512,0.236
357,2910,A,2,1,29,405.515,0.236
357,2710,C,1,1,31,282.501,0.153
357,2710,C,1,1,32,369.224,0.153
357,2710,C,1,1,33,297.147,0.153
357,2710,C,1,1,34,371.875,0.153
357,2710,C,1,1,35,472.215,0.153
357,2710,C,1,1,36,386.274,0.153
492,212,A,2,0,29,96.6662,1.255
492,212,A,1,0,30,277.067,1.255
492,212,A,1,0,31,466.731,1.255
492,212,A,1,0,32,238.42,1.255
492,312,A,1,0,24,349.687,1.107
492,312,A,1,0,31,345.566,1.107
492,312,A,1,0,32,466.834,1.107
492,312,A,1,0,33,456.359,1.107
492,312,A,1,0,34,339.235,1.107
492,312,A,1,0,35,450.839,1.107
492,312,A,1,0,36,499.35,1.107
492,412,A,1,0,5,312.565,1.083
492,112,E,1,0,25,568.778,1.422
492,112,E,2,0,26,526.827,1.422
492,112,E,2,0,27,497.503,1.422
492,112,E,2,0,28,587.538,1.422
492,2911,I,2,0,10,346.752,1.375
492,2911,I,2,0,11,374.36,1.375
492,2911,I,1,0,12,300.923,1.375
492,3011,I,1,0,31,423.696,0.872
492,3011,I,1,0,32,466.724,0.872
492,3011,I,1,0,33,429.143,0.872
492,3011,I,1,0,34,511.378,0.872
492,3011,I,1,0,35,454.217,0.872
492,3011,I,1,0,36,330.65,0.872
492,2911,J,2,0,10,196.312,1.285
492,2911,J,2,0,11,438.981,1.285
492,2911,J,1,0,7,392.675,1.285
492,2911,J,2,0,8,324.388,1.285
492,2911,J,2,0,9,403.471,1.285
492,212,A,1,1,33,361.778,0.13
492,212,A,1,1,34,282.44,0.13
492,212,A,1,1,35,490.095,0.13
492,212,A,1,1,36,76.225,0.13
492,412,A,1,1,6,335.015,0.139
492,312,B,1,1,1,162.184,0.181
492,312,B,1,1,2,412.8,0.181
492,312,B,1,1,3,59.0813,0.181
492,312,B,1,1,4,89.8944,0.181
492,312,B,1,1,5,362.007,0.181
492,312,B,1,1,6,422.399,0.181
492,112,D,1,1,5,482.675,0.422
492,112,D,1,1,6,488.765,0.422
492,112,D,1,1,7,505.926,0.422
492,112,D,2,1,8,482.918,0.422
492,2911,D,2,1,15,424.333,0.24
492,2911,D,2,1,16,400.013,0.24
492,2911,D,2,1,17,488.304,0.24
492,2911,D,1,1,18,351.576,0.24
492,2911,J,1,1,13,352.3,0.299
492,2911,J,1,1,14,270.17,0.299
492,2911,J,2,1,15,505.29,0.299
492,2911,J,2,1,16,382.958,0.299
492,2911,J,2,1,17,290.936,0.299
492,2911,J,1,1,18,255.136,0.299
492,3011,J,1,1,1,39.1894,0.316
492,3011,J,1,1,2,216.172,0.316
492,3011,J,1,1,3,405.681,0.316
492,3011,J,1,1,4,333.386,0.316
492,3011,J,1,1,5,213.585,0.316
508,1212,A,1,0,13,210.249,1.74
508,1212,A,1,0,14,310.399,1.74
508,1212,A,2,0,15,237.485,1.74
508,1212,A,2,0,16,126.549,1.74
508,1312,C,1,0,14,581.787,1.55
508,1312,C,2,0,15,446.498,1.55
508,1312,C,2,0,16,597.765,1.55
508,1312,C,2,0,17,451.946,1.55
508,1312,C,1,0,18,511.788,1.55
508,1512,F,1,0,12,519.049,1.917
508,912,H,1,0,13,135.305,1.174
508,912,H,1,0,14,242.152,1.174
508,912,H,2,0,15,262.067,1.174
508,912,H,2,0,16,86.3624,1.174
508,912,H,2,0,17,181.13,1.174
508,912,H,1,0,18,386.403,1.174
508,812,J,2,0,10,218.484,1.254
508,812,J,2,0,11,511.988,1.254
508,812,J,1,0,7,172.506,1.254
508,812,J,2,0,8,249.062,1.254
508,812,J,2,0,9,443.045,1.254
508,1112,G,2,0,28,647.87,2.257
508,1112,G,2,0,29,471.143,2.257
508,1112,G,1,0,30,325.281,2.257
508,1112,G,1,0,31,598.217,1.323
508,1112,G,1,0,32,645.645,1.323
508,1112,G,1,0,33,344.32,1.323
508,1112,G,1,0,34,471.591,1.323
508,1112,G,1,0,35,626.565,1.323
508,1112,G,1,0,36,488.219,1.323
508,1012,B,1,1,33,365.937,0.875
508,1012,B,1,1,34,364.699,0.875
508,1012,B,1,1,35,378.213,0.875
508,1012,B,1,1,36,446.509,0.875
508,1312,C,1,1,19,487.562,0.861
508,1312,C,2,1,20,567.516,0.861
508,1312,C,2,1,21,515.916,0.861
508,1312,C,2,1,22,501.901,0.861
508,1312,C,2,1,23,446.109,0.861
508,1312,C,1,1,24,315.504,0.861
508,1412,E,1,1,7,490.702,0.854
508,1412,E,2,1,8,476.258,0.854
508,912,H,1,1,19,168.41,1.132
508,912,H,2,1,20,376.343,1.132
508,912,H,2,1,21,365.081,1.132
508,912,H,2,1,22,440.967,1.132
508,912,H,2,1,23,477.475,1.132
508,912,H,1,1,24,154.66,1.132
508,1112,H,1,1,1,441.223,0.934
508,1112,H,1,1,2,342.472,0.934
508,1112,H,1,1,3,111.223,0.934
508,1112,H,1,1,4,514.076,0.934
508,1112,H,1,1,5,474.752,0.934
508,1112,H,1,1,6,254.116,0.934
508,812,J,1,1,13,492.824,1.267
508,812,J,1,1,14,554.282,1.267
508,812,J,2,1,15,519.11,1.267
508,812,J,2,1,16,358.934,1.267
508,812,J,2,1,17,592.415,1.267
508,812,J,1,1,18,278.648,1.267
509,312,L,1,0,1,424.301,1.292
509,312,L,1,0,2,77.7269,1.292
509,312,L,1,0,3,361.588,1.292
509,312,L,1,0,4,362.149,1.292
509,312,L,1,0,5,265.37,1.292
509,312,L,1,0,6,412.846,1.292
509,512,G,1,0,19,135.308,0.807
509,512,G,2,0,20,571.211,0.807
509,512,G,2,0,21,447.228,0.807
509,512,G,2,0,22,576.375,0.807
509,512,G,2,0,23,520.37,0.807
509,512,G,1,0,24,564.028,0.807
509,412,K,1,0,1,105.58,1.292
509,412,K,1,0,2,32.8543,1.292
509,412,K,1,0,3,314.211,1.292
509,412,K,1,0,4,82.4414,1.292
509,412,K,1,0,5,335.068,1.292
509,412,K,1,0,6,453.272,1.292
509,512,G,1,0,25,335.16,0.771
509,512,G,2,0,26,511.551,0.771
509,512,G,2,0,27,514.406,0.771
509,512,G,2,0,28,558.78,0.771
509,512,G,2,0,29,524.914,0.771
509,512,G,1,0,30,600.97,0.771
509,412,K,2,0,10,422.427,1.236
509,412,K,2,0,11,52.1206,1.236
509,412,K,1,0,12,346.594,1.236
509,412,K,1,0,7,195.475,1.236
509,412,K,2,0,8,25.2854,1.236
509,412,K,2,0,9,42.6401,1.236
509,512,G,1,1,31,382.636,0.461
509,512,G,1,1,32,376.048,0.461
