Line,Sex,value,trait.column,Injection.date,trait.column.sex
535,Female,0.6176751,titre,2-May,Female_titre
535,Female,1.66963365,titre,2-Aug,Female_titre
535,Female,2.43868442,titre,2-Jul,Female_titre
555,Female,2.94681494,titre,2-May,Female_titre
555,Female,1.29513096,titre,2-Jun,Female_titre
555,Female,1.99674499,titre,2-Jul,Female_titre
555,Female,1.68820056,titre,2-Jul,Female_titre
555,Female,1.20521378,titre,2-Aug,Female_titre
559,Female,3.68588475,titre,2-May,Female_titre
559,Female,2.13693672,titre,2-Jul,Female_titre
559,Female,1.23932086,titre,2-Aug,Female_titre
559,Female,1.55956255,titre,2-Jul,Female_titre
563,Female,3.61060471,titre,2-May,Female_titre
563,Female,2.23524567,titre,2-Jun,Female_titre
563,Female,2.31992643,titre,2-Jul,Female_titre
563,Female,0.91207085,titre,2-Jul,Female_titre
563,Female,1.36577243,titre,2-Aug,Female_titre
566,Female,3.68974618,titre,2-May,Female_titre
566,Female,1.90305379,titre,2-Jul,Female_titre
566,Female,1.89931767,titre,2-Jun,Female_titre
566,Female,1.81750288,titre,2-Jul,Female_titre
566,Female,1.25773848,titre,2-Aug,Female_titre
584,Female,2.04762671,titre,2-May,Female_titre
584,Female,3.02860476,titre,2-Jul,Female_titre
584,Female,1.80118269,titre,2-Jul,Female_titre
589,Female,2.49352418,titre,2-May,Female_titre
589,Female,2.50402286,titre,2-Jul,Female_titre
589,Female,2.38014357,titre,2-Jun,Female_titre
589,Female,1.44629477,titre,2-Aug,Female_titre
589,Female,1.81224636,titre,2-Jul,Female_titre
627,Female,2.31428407,titre,2-Sep,Female_titre
627,Female,2.4720781,titre,2-Sep,Female_titre
627,Female,2.50318171,titre,2-Sep,Female_titre
627,Female,1.88959096,titre,2-Sep,Female_titre
627,Female,2.01865816,titre,2-Sep,Female_titre
634,Female,3.39995483,titre,2-May,Female_titre
634,Female,2.39369655,titre,2-Jun,Female_titre
634,Female,2.35111961,titre,2-Jul,Female_titre
634,Female,2.29140315,titre,2-Jul,Female_titre
634,Female,1.20623264,titre,2-Aug,Female_titre
703,Female,2.10102875,titre,2-Sep,Female_titre
703,Female,2.31927762,titre,2-Sep,Female_titre
703,Female,2.17663621,titre,2-Sep,Female_titre
703,Female,2.06024064,titre,2-Sep,Female_titre
703,Female,1.04494135,titre,2-Sep,Female_titre
712,Female,2.94109822,titre,2-Jul,Female_titre
712,Female,1.77058637,titre,2-Jul,Female_titre
712,Female,1.87859419,titre,2-Sep,Female_titre
716,Female,2.34139692,titre,2-Sep,Female_titre
716,Female,2.79536806,titre,2-Sep,Female_titre
716,Female,2.47823233,titre,2-Sep,Female_titre
716,Female,2.13390022,titre,2-Sep,Female_titre
716,Female,1.57112747,titre,2-Sep,Female_titre
730,Female,3.46159117,titre,2-May,Female_titre
730,Female,1.76519234,titre,2-Jul,Female_titre
730,Female,2.05135422,titre,2-Jun,Female_titre
730,Female,2.15485223,titre,2-Jul,Female_titre
730,Female,1.62080056,titre,2-Sep,Female_titre
732,Female,1.7615788,titre,2-Sep,Female_titre
732,Female,1.91112259,titre,2-Sep,Female_titre
732,Female,1.21826349,titre,2-Sep,Female_titre
732,Female,1.54042291,titre,2-Sep,Female_titre
732,Female,1.08078041,titre,2-Sep,Female_titre
737,Female,1.05276526,titre,2-Aug,Female_titre
737,Female,3.65565001,titre,2-Jul,Female_titre
737,Female,2.19912727,titre,2-Jul,Female_titre
738,Female,1.74328089,titre,2-May,Female_titre
738,Female,2.08873751,titre,2-Jul,Female_titre
738,Female,2.32509826,titre,2-Jun,Female_titre
738,Female,1.48149966,titre,2-Sep,Female_titre
738,Female,1.14836156,titre,2-Sep,Female_titre
765,Female,0.50862401,titre,2-Jul,Female_titre
765,Female,1.06441688,titre,2-Jul,Female_titre
765,Female,-0.8936024,titre,2-Aug,Female_titre
774,Female,2.81977858,titre,2-May,Female_titre
774,Female,2.11382411,titre,2-Jun,Female_titre
774,Female,0.8804594,titre,2-Jul,Female_titre
774,Female,1.41334665,titre,2-Jul,Female_titre
774,Female,1.48477961,titre,2-Aug,Female_titre
776,Female,3.34333385,titre,2-May,Female_titre
776,Female,2.66346705,titre,2-Jul,Female_titre
776,Female,2.02298108,titre,2-Jun,Female_titre
776,Female,1.19709445,titre,2-Aug,Female_titre
776,Female,2.15237297,titre,2-Jul,Female_titre
783,Female,2.61117201,titre,2-May,Female_titre
783,Female,2.26728431,titre,2-Jun,Female_titre
783,Female,1.9188133,titre,2-Jul,Female_titre
783,Female,0.8311532,titre,2-Aug,Female_titre
783,Female,1.47391259,titre,2-Jul,Female_titre
786,Female,2.8079217,titre,2-May,Female_titre
786,Female,2.56357999,titre,2-Jun,Female_titre
786,Female,2.74942104,titre,2-Jul,Female_titre
786,Female,1.66217261,titre,2-Jul,Female_titre
786,Female,0.56901742,titre,2-Aug,Female_titre
790,Female,3.24426039,titre,2-May,Female_titre
790,Female,2.36591423,titre,2-Jul,Female_titre
790,Female,1.63532963,titre,2-Jun,Female_titre
790,Female,2.19078517,titre,2-Jul,Female_titre
790,Female,1.88936302,titre,2-Aug,Female_titre
796,Female,2.71713034,titre,2-Sep,Female_titre
796,Female,2.41242623,titre,2-Sep,Female_titre
796,Female,2.28589887,titre,2-Sep,Female_titre
796,Female,2.75975465,titre,2-Sep,Female_titre
796,Female,2.4612154,titre,2-Sep,Female_titre
801,Female,1.50377886,titre,2-May,Female_titre
801,Female,2.3149369,titre,2-Jul,Female_titre
801,Female,1.34027214,titre,2-Jul,Female_titre
801,Female,1.51007635,titre,2-Sep,Female_titre
802,Female,2.76967543,titre,2-May,Female_titre
802,Female,1.54339567,titre,2-Jul,Female_titre
802,Female,2.13518837,titre,2-Jun,Female_titre
802,Female,2.09699378,titre,2-Jul,Female_titre
802,Female,0.41879209,titre,2-Aug,Female_titre
805,Female,3.77793741,titre,2-May,Female_titre
805,Female,2.67469694,titre,2-Jul,Female_titre
805,Female,2.59444733,titre,2-Jul,Female_titre
805,Female,1.26274954,titre,2-Aug,Female_titre
808,Female,2.48524323,titre,2-Sep,Female_titre
808,Female,2.83589091,titre,2-Sep,Female_titre
808,Female,2.50132743,titre,2-Sep,Female_titre
808,Female,2.32098434,titre,2-Sep,Female_titre
808,Female,2.1387864,titre,2-Sep,Female_titre
818,Female,3.96022435,titre,2-May,Female_titre
818,Female,1.99319146,titre,2-Jun,Female_titre
818,Female,2.3985078,titre,2-Jul,Female_titre
818,Female,1.50662818,titre,2-Jul,Female_titre
820,Female,2.78072991,titre,2-May,Female_titre
820,Female,2.0423656,titre,2-Jun,Female_titre
820,Female,2.46833567,titre,2-Jul,Female_titre
820,Female,2.02419487,titre,2-Jul,Female_titre
820,Female,1.82967297,titre,2-Sep,Female_titre
821,Female,2.97979291,titre,2-May,Female_titre
821,Female,1.85056669,titre,2-Jul,Female_titre
821,Female,1.93023611,titre,2-Jun,Female_titre
821,Female,1.31474458,titre,2-Jul,Female_titre
821,Female,1.52376339,titre,2-Aug,Female_titre
822,Female,3.11756164,titre,2-May,Female_titre
822,Female,2.44696308,titre,2-Jul,Female_titre
822,Female,2.04105162,titre,2-Jun,Female_titre
822,Female,1.61402738,titre,2-Jul,Female_titre
822,Female,2.07414673,titre,2-Aug,Female_titre
832,Female,2.98959398,titre,2-May,Female_titre
832,Female,1.9713403,titre,2-Jun,Female_titre
832,Female,1.12625719,titre,2-Jul,Female_titre
832,Female,1.56094286,titre,2-Jul,Female_titre
832,Female,0.43213061,titre,2-Sep,Female_titre
843,Female,1.21826091,titre,2-May,Female_titre
843,Female,0.92675265,titre,2-Jun,Female_titre
843,Female,1.71033478,titre,2-Jul,Female_titre
843,Female,0.8495958,titre,2-Aug,Female_titre
843,Female,1.17812648,titre,2-Jul,Female_titre
853,Female,1.67205751,titre,2-May,Female_titre
853,Female,2.26729321,titre,2-Jul,Female_titre
853,Female,2.04237077,titre,2-Jul,Female_titre
853,Female,0.69889592,titre,2-Sep,Female_titre
855,Female,2.15467711,titre,2-May,Female_titre
855,Female,1.72003049,titre,2-Jul,Female_titre
855,Female,0.84196308,titre,2-Jul,Female_titre
855,Female,1.57953388,titre,2-Sep,Female_titre
859,Female,3.449554,titre,2-May,Female_titre
859,Female,1.63092001,titre,2-Jul,Female_titre
859,Female,2.13872181,titre,2-Jun,Female_titre
859,Female,1.7726617,titre,2-Sep,Female_titre
859,Female,1.2989578,titre,2-Aug,Female_titre
879,Female,3.16650066,titre,2-May,Female_titre
879,Female,1.81472017,titre,2-Jun,Female_titre
879,Female,2.57009882,titre,2-Jul,Female_titre
879,Female,0.86387653,titre,2-Aug,Female_titre
879,Female,1.71973163,titre,2-Jul,Female_titre
897,Female,1.94609236,titre,2-Jun,Female_titre
897,Female,1.70917381,titre,2-Jul,Female_titre
897,Female,1.30776756,titre,2-Jul,Female_titre
897,Female,1.49873306,titre,2-Aug,Female_titre
907,Female,2.253421,titre,2-Jul,Female_titre
907,Female,1.58430063,titre,2-Jul,Female_titre
907,Female,1.0552563,titre,2-Sep,Female_titre
913,Female,2.32956903,titre,2-Jul,Female_titre
913,Female,2.42132614,titre,2-Jul,Female_titre
913,Female,1.32034129,titre,2-Sep,Female_titre
