ID,MappingPanel,line,Genotype Bloomington,RepVial,CaffeineResistance
31048,DGRP,306,37525,1,73.21666667
31049,DGRP,306,37525,1,97.61666667
31050,DGRP,306,37525,1,104.8666667
31051,DGRP,306,37525,1,33.18333333
31052,DGRP,306,37525,1,53.68333333
31053,DGRP,306,37525,1,86.65
31054,DGRP,306,37525,1,81.96666667
31055,DGRP,306,37525,1,38.98333333
31056,DGRP,306,37525,1,103.1333333
31057,DGRP,306,37525,1,86.8
28468,DGRP,307,25179,1,83.63333333
28469,DGRP,307,25179,1,74.88333333
28470,DGRP,307,25179,1,78.11666667
28471,DGRP,307,25179,1,76.83333333
28472,DGRP,307,25179,1,88.3
28473,DGRP,307,25179,1,80.48333333
28474,DGRP,307,25179,1,49.33333333
28475,DGRP,307,25179,1,97.88333333
28476,DGRP,307,25179,1,75.71666667
28477,DGRP,307,25179,1,75.75
28478,DGRP,307,25179,1,75.93333333
28479,DGRP,307,25179,1,38.45
28480,DGRP,307,25179,1,90.26666667
28481,DGRP,307,25179,1,89.71666667
28482,DGRP,307,25179,1,82.71666667
28483,DGRP,307,25179,1,92.5
29461,DGRP,309,28166,1,134.3333333
29462,DGRP,309,28166,1,99.48333333
29463,DGRP,309,28166,1,78.1
29464,DGRP,309,28166,1,45.38333333
29465,DGRP,309,28166,1,59.13333333
29466,DGRP,309,28166,1,89.51666667
29467,DGRP,309,28166,1,47.36666667
29468,DGRP,309,28166,1,84.65
29469,DGRP,309,28166,1,83.16666667
29470,DGRP,309,28166,1,106.3
29471,DGRP,309,28166,1,79.58333333
29472,DGRP,309,28166,1,105.5166667
29473,DGRP,309,28166,1,80.03333333
29474,DGRP,309,28166,1,77.33333333
29475,DGRP,309,28166,1,56.18333333
29476,DGRP,309,28166,1,104.85
30857,DGRP,310,28276,1,20.8
30858,DGRP,310,28276,1,33.45
30859,DGRP,310,28276,1,85.13333333
30860,DGRP,310,28276,1,37.91666667
30861,DGRP,310,28276,1,120.3166667
30862,DGRP,310,28276,1,90.98333333
30863,DGRP,310,28276,1,114.2833333
30864,DGRP,310,28276,1,138.9833333
30865,DGRP,310,28276,1,62.96666667
30866,DGRP,310,28276,1,19.93333333
30867,DGRP,310,28276,1,20.21666667
30868,DGRP,310,28276,1,47.96666667
30869,DGRP,310,28276,1,50.25
30870,DGRP,310,28276,1,23.46666667
30871,DGRP,310,28276,1,87.71666667
30872,DGRP,310,28276,1,59.85
28484,DGRP,315,25181,1,50.81666667
28485,DGRP,315,25181,1,75.41666667
28486,DGRP,315,25181,1,53.3
28487,DGRP,315,25181,1,36.93333333
28488,DGRP,315,25181,1,46.88333333
28489,DGRP,315,25181,1,63.86666667
28490,DGRP,315,25181,1,44.68333333
28491,DGRP,315,25181,1,29.11666667
28492,DGRP,315,25181,1,76.23333333
28493,DGRP,315,25181,1,19.58333333
28494,DGRP,315,25181,1,13.08333333
28495,DGRP,315,25181,1,61.63333333
28496,DGRP,315,25181,1,40.71666667
28497,DGRP,315,25181,1,72.11666667
28498,DGRP,315,25181,1,68.11666667
28499,DGRP,315,25181,1,64.46666667
29477,DGRP,317,28167,1,57.68333333
29478,DGRP,317,28167,1,32.16666667
29479,DGRP,317,28167,1,33.35
29480,DGRP,317,28167,1,55.13333333
29481,DGRP,317,28167,1,57.31666667
29482,DGRP,317,28167,1,70.5
29483,DGRP,317,28167,1,40.18333333
29484,DGRP,317,28167,1,54.48333333
29485,DGRP,317,28167,1,74.61666667
29486,DGRP,317,28167,1,100.1166667
29487,DGRP,317,28167,1,40.53333333
29488,DGRP,317,28167,1,16.6
29489,DGRP,317,28167,1,97.45
29490,DGRP,317,28167,1,43.58333333
29491,DGRP,317,28167,1,54.9
29492,DGRP,317,28167,1,39.68333333
29493,DGRP,318,28168,1,83.21666667
29494,DGRP,318,28168,1,117.6666667
29495,DGRP,318,28168,1,118.3666667
29496,DGRP,318,28168,1,93.06666667
29497,DGRP,318,28168,1,90.7
29498,DGRP,318,28168,1,76.51666667
29499,DGRP,318,28168,1,108.2333333
29500,DGRP,318,28168,1,97.46666667
29501,DGRP,318,28168,1,125.9666667
29502,DGRP,318,28168,1,87.53333333
29503,DGRP,318,28168,1,139.4
29504,DGRP,318,28168,1,89.85
29505,DGRP,318,28168,1,20.61666667
29506,DGRP,318,28168,1,136.0166667
29507,DGRP,318,28168,1,116.3333333
29508,DGRP,318,28168,1,114.9833333
30921,DGRP,320,29654,1,81.13333333
30922,DGRP,320,29654,1,86.11666667
30923,DGRP,320,29654,1,92.91666667
30924,DGRP,320,29654,1,102.1166667
30925,DGRP,320,29654,1,103.3333333
30926,DGRP,320,29654,1,85.36666667
30927,DGRP,320,29654,1,97.96666667
30928,DGRP,320,29654,1,80.21666667
30929,DGRP,320,29654,1,71.48333333
30930,DGRP,320,29654,1,99.08333333
30931,DGRP,320,29654,1,85.86666667
30932,DGRP,320,29654,1,81.26666667
30933,DGRP,320,29654,1,97.83333333
30934,DGRP,320,29654,1,100.8166667
30935,DGRP,320,29654,1,80.43333333
30936,DGRP,320,29654,1,79.35
30937,DGRP,321,29655,1,47.8
30938,DGRP,321,29655,1,70.1
30939,DGRP,321,29655,1,59.05
30940,DGRP,321,29655,1,42.6
30941,DGRP,321,29655,1,60.6
30942,DGRP,321,29655,1,56.1
30943,DGRP,321,29655,1,42.96666667
30944,DGRP,321,29655,1,44.4
30945,DGRP,321,29655,1,28.23333333
30946,DGRP,321,29655,1,49.71666667
30947,DGRP,321,29655,1,24.3
30948,DGRP,321,29655,1,61.46666667
30949,DGRP,321,29655,1,46.61666667
30950,DGRP,321,29655,1,54.85
30951,DGRP,321,29655,1,46.63333333
30952,DGRP,321,29655,1,59.86666667
28500,DGRP,324,25182,1,67.91666667
28501,DGRP,324,25182,1,77.53333333
28502,DGRP,324,25182,1,18.68333333
28503,DGRP,324,25182,1,29.86666667
28504,DGRP,324,25182,1,24.71666667
28505,DGRP,324,25182,1,76.46666667
28506,DGRP,324,25182,1,64.08333333
28507,DGRP,324,25182,1,75.4
28508,DGRP,324,25182,1,77.91666667
28509,DGRP,324,25182,1,55.75
28510,DGRP,324,25182,1,87.41666667
28511,DGRP,324,25182,1,72.1
28512,DGRP,324,25182,1,48.75
28513,DGRP,324,25182,1,81.91666667
28514,DGRP,324,25182,1,55.56666667
28515,DGRP,324,25182,1,19.8
29509,DGRP,325,28170,1,52.13333333
29510,DGRP,325,28170,1,58.1
29511,DGRP,325,28170,1,68.4
29512,DGRP,325,28170,1,67.91666667
29513,DGRP,325,28170,1,39.46666667
29514,DGRP,325,28170,1,46.86666667
29515,DGRP,325,28170,1,36.03333333
29516,DGRP,325,28170,1,49.63333333
29517,DGRP,325,28170,1,65.7
29518,DGRP,325,28170,1,64.45
29519,DGRP,325,28170,1,56.13333333
29520,DGRP,325,28170,1,30.53333333
29521,DGRP,325,28170,1,74.05
29522,DGRP,325,28170,1,68.38333333
29523,DGRP,332,28171,1,49.75
29524,DGRP,332,28171,1,50.25
29525,DGRP,332,28171,1,47.28333333
29526,DGRP,332,28171,1,37.93333333
29527,DGRP,332,28171,1,43.21666667
29528,DGRP,332,28171,1,48.11666667
29529,DGRP,332,28171,1,55.41666667
29530,DGRP,332,28171,1,16.26666667
29531,DGRP,332,28171,1,50.51666667
29532,DGRP,332,28171,1,46.78333333
28516,DGRP,335,25183,1,65.68333333
28517,DGRP,335,25183,1,61.45
28518,DGRP,335,25183,1,59.85
28519,DGRP,335,25183,1,83.3
28520,DGRP,335,25183,1,62.25
28521,DGRP,335,25183,1,67.95
28522,DGRP,335,25183,1,42.21666667
28523,DGRP,335,25183,1,61.6
28524,DGRP,335,25183,1,69.5
28525,DGRP,335,25183,1,52.03333333
28526,DGRP,335,25183,1,68.31666667
28527,DGRP,335,25183,1,75.38333333
28528,DGRP,335,25183,1,83.93333333
28529,DGRP,335,25183,1,67.13333333
28530,DGRP,335,25183,1,73.98333333
28531,DGRP,335,25183,1,83.86666667
29533,DGRP,338,28173,1,20.66666667
29534,DGRP,338,28173,1,66.66666667
29535,DGRP,338,28173,1,75.56666667
29536,DGRP,338,28173,1,30.35
29537,DGRP,338,28173,1,50.26666667
29538,DGRP,338,28173,1,40.18333333
29539,DGRP,338,28173,1,78.23333333
29540,DGRP,338,28173,1,65.21666667
29541,DGRP,338,28173,1,52.91666667
29542,DGRP,338,28173,1,50.28333333
29543,DGRP,338,28173,1,67.76666667
29544,DGRP,338,28173,1,16.65
29545,DGRP,338,28173,1,54.7
29546,DGRP,338,28173,1,53.65
29547,DGRP,338,28173,1,87.03333333
29548,DGRP,338,28173,1,44.83333333
29549,DGRP,340,28174,1,70.18333333
29550,DGRP,340,28174,1,65.81666667
29551,DGRP,340,28174,1,70.91666667
29552,DGRP,340,28174,1,65.53333333
29553,DGRP,340,28174,1,70.38333333
29554,DGRP,340,28174,1,63.23333333
29555,DGRP,340,28174,1,72.58333333
29556,DGRP,340,28174,1,62.3
29557,DGRP,340,28174,1,75.85
29558,DGRP,340,28174,1,57
29559,DGRP,340,28174,1,58.45
29560,DGRP,340,28174,1,71.21666667
29561,DGRP,340,28174,1,84.68333333
29562,DGRP,340,28174,1,80.35
29563,DGRP,340,28174,1,78.95
29564,DGRP,340,28174,1,57.25
29565,DGRP,350,28176,1,89.06666667
29566,DGRP,350,28176,1,41.96666667
29567,DGRP,350,28176,1,139.3
29568,DGRP,350,28176,1,76.95
29569,DGRP,350,28176,1,120.7666667
29570,DGRP,350,28176,1,18.3
29571,DGRP,350,28176,1,16.83333333
29572,DGRP,350,28176,1,68.71666667
29573,DGRP,350,28176,1,57.16666667
29574,DGRP,350,28176,1,73.5
29575,DGRP,350,28176,1,23.9
29576,DGRP,350,28176,1,43.9
29577,DGRP,350,28176,1,69.41666667
29578,DGRP,350,28176,1,78.43333333
29579,DGRP,350,28176,1,130.25
29580,DGRP,350,28176,1,53.3
29581,DGRP,352,28177,1,15.21666667
29582,DGRP,352,28177,1,104.35
29583,DGRP,352,28177,1,20.78333333
29584,DGRP,352,28177,1,15.8
29585,DGRP,352,28177,1,77.01666667
29586,DGRP,352,28177,1,24.73333333
29587,DGRP,352,28177,1,39.26666667
29588,DGRP,352,28177,1,9.283333333
29589,DGRP,352,28177,1,31.53333333
29590,DGRP,352,28177,1,39.63333333
29591,DGRP,352,28177,1,9.683333333
29592,DGRP,352,28177,1,34.13333333
29593,DGRP,352,28177,1,15.75
29594,DGRP,352,28177,1,12.61666667
29595,DGRP,352,28177,1,22.55
29596,DGRP,352,28177,1,23.08333333
29597,DGRP,356,28178,1,46.9
29598,DGRP,356,28178,1,39.03333333
29599,DGRP,356,28178,1,30.11666667
29600,DGRP,356,28178,1,34.2
29601,DGRP,356,28178,1,37.11666667
29602,DGRP,356,28178,1,28.13333333
29603,DGRP,356,28178,1,33.56666667
29604,DGRP,356,28178,1,62.65
29605,DGRP,356,28178,1,22.46666667
29606,DGRP,356,28178,1,19.25
28532,DGRP,357,25184,1,43.11666667
28533,DGRP,357,25184,1,38.96666667
28534,DGRP,357,25184,1,62.88333333
28535,DGRP,357,25184,1,44.63333333
28536,DGRP,357,25184,1,66.61666667
28537,DGRP,357,25184,1,47.88333333
28538,DGRP,357,25184,1,37.26666667
28539,DGRP,357,25184,1,37.23333333
28540,DGRP,357,25184,1,32.3
28541,DGRP,357,25184,1,24.03333333
28542,DGRP,357,25184,1,48.71666667
28543,DGRP,357,25184,1,44.75
28544,DGRP,357,25184,1,46.36666667
28545,DGRP,357,25184,1,34.93333333
28546,DGRP,357,25184,1,70.51666667
28547,DGRP,357,25184,1,46.11666667
28548,DGRP,358,25185,1,62.45
28549,DGRP,358,25185,1,97.36666667
28550,DGRP,358,25185,1,80.51666667
28551,DGRP,358,25185,1,70.36666667
28552,DGRP,358,25185,1,78.23333333
28553,DGRP,358,25185,1,49.25
28554,DGRP,358,25185,1,84.38333333
28555,DGRP,358,25185,1,67.08333333
28556,DGRP,358,25185,1,67.83333333
28557,DGRP,358,25185,1,54.93333333
28558,DGRP,358,25185,1,74.06666667
28559,DGRP,358,25185,1,104.7166667
28560,DGRP,358,25185,1,54.86666667
28561,DGRP,358,25185,1,74.85
28562,DGRP,358,25185,1,83.98333333
29607,DGRP,359,28179,1,56.45
29608,DGRP,359,28179,1,62.4
29609,DGRP,359,28179,1,71.3
29610,DGRP,359,28179,1,89.51666667
29611,DGRP,359,28179,1,74.85
29612,DGRP,359,28179,1,61.55
29613,DGRP,359,28179,1,58.01666667
29614,DGRP,359,28179,1,70.03333333
29615,DGRP,359,28179,1,53.13333333
29616,DGRP,359,28179,1,44.95
29617,DGRP,359,28179,1,73.56666667
29618,DGRP,359,28179,1,86.28333333
29619,DGRP,359,28179,1,82.96666667
29620,DGRP,359,28179,1,45.93333333
29621,DGRP,359,28179,1,78.5
29622,DGRP,359,28179,1,39.53333333
28563,DGRP,360,25186,1,76.23333333
28564,DGRP,360,25186,1,63.48333333
28565,DGRP,360,25186,1,60.96666667
28566,DGRP,360,25186,1,103.9333333
28567,DGRP,360,25186,1,82.23333333
28568,DGRP,360,25186,1,87.11666667
28569,DGRP,360,25186,1,27.21666667
28570,DGRP,360,25186,1,77.48333333
28571,DGRP,360,25186,1,22.86666667
28572,DGRP,360,25186,1,97.51666667
28573,DGRP,360,25186,1,102.2
28574,DGRP,360,25186,1,80.81666667
28575,DGRP,360,25186,1,79.45
28576,DGRP,360,25186,1,18.16666667
28577,DGRP,360,25186,1,83.91666667
28578,DGRP,360,25186,1,18.36666667
29623,DGRP,361,28180,1,88.75
29624,DGRP,361,28180,1,16.8
29625,DGRP,361,28180,1,7.116666667
29626,DGRP,361,28180,1,13.05
29627,DGRP,361,28180,1,13.05
29628,DGRP,361,28180,1,16.7
29629,DGRP,361,28180,1,21.93333333
29630,DGRP,361,28180,1,22.11666667
29631,DGRP,361,28180,1,8.9
29632,DGRP,361,28180,1,82.16666667
29633,DGRP,361,28180,1,35.28333333
29634,DGRP,361,28180,1,10.68333333
29635,DGRP,361,28180,1,6.766666667
29636,DGRP,361,28180,1,16.36666667
29637,DGRP,361,28180,1,13.35
29638,DGRP,361,28180,1,21.38333333
29639,DGRP,361,28180,2,58.28333333
29640,DGRP,361,28180,2,13.6
29641,DGRP,361,28180,2,12.16666667
29642,DGRP,361,28180,2,52.95
29643,DGRP,361,28180,2,16.4
29644,DGRP,361,28180,2,21.95
29645,DGRP,361,28180,2,40.01666667
29646,DGRP,361,28180,2,13.68333333
29647,DGRP,361,28180,2,58.85
29648,DGRP,361,28180,2,45.28333333
29649,DGRP,361,28180,2,18.63333333
29650,DGRP,361,28180,2,54.98333333
29651,DGRP,361,28180,2,48.15
29652,DGRP,361,28180,2,51.05
29653,DGRP,361,28180,2,26.06666667
29654,DGRP,361,28180,2,32.3
28579,DGRP,362,25187,1,89.73333333
28580,DGRP,362,25187,1,98.05
28581,DGRP,362,25187,1,79.36666667
28582,DGRP,362,25187,1,118.0333333
28583,DGRP,362,25187,1,100.2833333
28584,DGRP,362,25187,1,99.68333333
28585,DGRP,362,25187,1,90.93333333
28586,DGRP,362,25187,1,64.2
28587,DGRP,362,25187,1,88.38333333
28588,DGRP,362,25187,1,133.85
28589,DGRP,362,25187,1,139.1666667
28590,DGRP,362,25187,1,110.6666667
28591,DGRP,362,25187,1,78.28333333
28592,DGRP,362,25187,1,111.7333333
28593,DGRP,362,25187,1,91.28333333
28842,DGRP,365,25445,1,74.96666667
28843,DGRP,365,25445,1,66.48333333
28844,DGRP,365,25445,1,67.65
28845,DGRP,365,25445,1,73.58333333
28846,DGRP,365,25445,1,73.38333333
28847,DGRP,365,25445,1,70.83333333
28848,DGRP,365,25445,1,74.03333333
28849,DGRP,365,25445,1,82.15
28850,DGRP,365,25445,1,72.96666667
28851,DGRP,365,25445,1,74.28333333
28852,DGRP,365,25445,1,65.81666667
28853,DGRP,365,25445,1,71.38333333
28854,DGRP,365,25445,1,80.15
28855,DGRP,365,25445,1,61.75
28856,DGRP,365,25445,1,64.9
28857,DGRP,365,25445,1,75.35
29655,DGRP,370,28182,1,27.58333333
29656,DGRP,370,28182,1,64.5
29657,DGRP,370,28182,1,64.15
29658,DGRP,370,28182,1,41.58333333
29659,DGRP,370,28182,1,62.9
29660,DGRP,370,28182,1,88.95
29661,DGRP,370,28182,1,77.93333333
29662,DGRP,370,28182,1,97.81666667
29663,DGRP,370,28182,1,44.23333333
29664,DGRP,370,28182,1,66.11666667
29665,DGRP,370,28182,1,66.51666667
29666,DGRP,370,28182,1,23.8
29667,DGRP,370,28182,1,38.6
29668,DGRP,370,28182,1,78.05
29669,DGRP,370,28182,1,53.55
29670,DGRP,370,28182,1,37.15
29671,DGRP,371,28183,1,18.3
29672,DGRP,371,28183,1,10.43333333
29673,DGRP,371,28183,1,21.8
29674,DGRP,371,28183,1,37.28333333
29675,DGRP,371,28183,1,32.23333333
29676,DGRP,371,28183,1,13.26666667
29677,DGRP,371,28183,1,35.81666667
29678,DGRP,371,28183,1,21.95
29679,DGRP,371,28183,1,20.98333333
29680,DGRP,371,28183,1,38.75
29681,DGRP,371,28183,1,43.63333333
29682,DGRP,371,28183,1,47.81666667
29683,DGRP,371,28183,1,42.4
29684,DGRP,371,28183,1,37.66666667
29685,DGRP,371,28183,1,33.9
29686,DGRP,371,28183,1,33.33333333
29687,DGRP,373,28184,1,101.8
29688,DGRP,373,28184,1,82.11666667
29689,DGRP,373,28184,1,30.33333333
29690,DGRP,373,28184,1,95.95
29691,DGRP,373,28184,1,85.9
29692,DGRP,373,28184,1,91.65
29693,DGRP,373,28184,1,93.63333333
29694,DGRP,373,28184,1,79.76666667
29695,DGRP,373,28184,1,70.61666667
29696,DGRP,373,28184,1,96.48333333
29697,DGRP,373,28184,1,40.66666667
29698,DGRP,373,28184,1,94.85
29699,DGRP,373,28184,1,81.25
29700,DGRP,373,28184,1,58.83333333
29701,DGRP,373,28184,1,74.83333333
29702,DGRP,373,28184,1,73.98333333
29703,DGRP,374,28185,1,87.46666667
29704,DGRP,374,28185,1,101.5
29705,DGRP,374,28185,1,97.01666667
29706,DGRP,374,28185,1,103.5666667
29707,DGRP,374,28185,1,76.58333333
29708,DGRP,374,28185,1,90.65
29709,DGRP,374,28185,1,105.9333333
29710,DGRP,374,28185,1,39.41666667
29711,DGRP,374,28185,1,100.3
29712,DGRP,374,28185,1,106.2166667
29713,DGRP,374,28185,1,98.9
29714,DGRP,374,28185,1,73.38333333
29715,DGRP,374,28185,1,112.2166667
29716,DGRP,374,28185,1,98.25
29717,DGRP,374,28185,1,71.86666667
29718,DGRP,377,28186,1,51.85
29719,DGRP,377,28186,1,75.46666667
29720,DGRP,377,28186,1,107.25
29721,DGRP,377,28186,1,69.08333333
29722,DGRP,377,28186,1,99.76666667
29723,DGRP,377,28186,1,76.35
29724,DGRP,377,28186,1,87.06666667
29725,DGRP,377,28186,1,80.91666667
29726,DGRP,377,28186,1,106.4166667
29727,DGRP,377,28186,1,39.95
29728,DGRP,377,28186,1,68.65
29729,DGRP,377,28186,1,99.38333333
29730,DGRP,377,28186,1,115.2666667
29731,DGRP,377,28186,1,81.65
29732,DGRP,377,28186,1,104.9166667
29733,DGRP,377,28186,1,73.95
29734,DGRP,378,28187,1,79.85
29735,DGRP,378,28187,1,75.23333333
29736,DGRP,378,28187,1,85.06666667
29737,DGRP,378,28187,1,83.21666667
29738,DGRP,378,28187,1,109.5833333
29739,DGRP,378,28187,1,61.66666667
29740,DGRP,378,28187,1,82.68333333
29741,DGRP,378,28187,1,76.6
29742,DGRP,378,28187,1,88.43333333
29743,DGRP,378,28187,1,94.9
29744,DGRP,378,28187,1,100.9833333
29745,DGRP,378,28187,1,40.36666667
29746,DGRP,378,28187,1,76.58333333
29747,DGRP,378,28187,1,72.7
29748,DGRP,378,28187,1,105.5
29749,DGRP,378,28187,1,95.28333333
28594,DGRP,379,25189,1,87.1
28595,DGRP,379,25189,1,103.3166667
28596,DGRP,379,25189,1,96.45
28597,DGRP,379,25189,1,77.18333333
28598,DGRP,379,25189,1,76.98333333
28599,DGRP,379,25189,1,61.36666667
28600,DGRP,379,25189,1,101.4833333
28601,DGRP,379,25189,1,40.81666667
28602,DGRP,379,25189,1,121.55
28603,DGRP,379,25189,1,99.2
28604,DGRP,379,25189,1,103.7666667
28605,DGRP,379,25189,1,66.85
28606,DGRP,379,25189,1,85.3
28607,DGRP,379,25189,1,79.31666667
28608,DGRP,379,25189,1,84.83333333
28609,DGRP,380,25190,1,58.38333333
28610,DGRP,380,25190,1,49.9
28611,DGRP,380,25190,1,71.06666667
28612,DGRP,380,25190,1,53.76666667
28613,DGRP,380,25190,1,78.81666667
28614,DGRP,380,25190,1,50.5
28615,DGRP,380,25190,1,46.9
28616,DGRP,380,25190,1,65.51666667
28617,DGRP,380,25190,1,69.66666667
28618,DGRP,380,25190,1,41.61666667
28619,DGRP,380,25190,1,61.28333333
28620,DGRP,380,25190,1,49.63333333
28621,DGRP,380,25190,1,63.2
28622,DGRP,380,25190,1,58.91666667
28623,DGRP,380,25190,1,58.7
28624,DGRP,380,25190,1,57.86666667
29750,DGRP,381,28188,1,40.55
29751,DGRP,381,28188,1,26.61666667
29752,DGRP,381,28188,1,32.85
29753,DGRP,381,28188,1,37.1
29754,DGRP,381,28188,1,39.93333333
29755,DGRP,381,28188,1,35.21666667
29756,DGRP,381,28188,1,44.15
29757,DGRP,381,28188,1,30.21666667
29758,DGRP,381,28188,1,31.98333333
29759,DGRP,381,28188,1,45.3
29760,DGRP,381,28188,1,24.41666667
29761,DGRP,381,28188,1,44.93333333
29762,DGRP,381,28188,1,60.36666667
29763,DGRP,381,28188,1,53.81666667
29764,DGRP,381,28188,1,40.46666667
29765,DGRP,381,28188,1,62.58333333
29766,DGRP,382,28189,1,20.4
29767,DGRP,382,28189,1,23.8
29768,DGRP,382,28189,1,17.38333333
29769,DGRP,382,28189,1,21.63333333
29770,DGRP,382,28189,1,57.13333333
29771,DGRP,382,28189,1,19.95
29772,DGRP,382,28189,1,69.8
29773,DGRP,382,28189,1,24.33333333
29774,DGRP,382,28189,1,13.85
29775,DGRP,382,28189,1,9.633333333
29776,DGRP,382,28189,1,43.08333333
29777,DGRP,382,28189,1,44.55
29778,DGRP,382,28189,1,32.23333333
29779,DGRP,383,28190,1,78.9
29780,DGRP,383,28190,1,88.11666667
29781,DGRP,383,28190,1,80.2
29782,DGRP,383,28190,1,74.53333333
29783,DGRP,383,28190,1,51.43333333
29784,DGRP,383,28190,1,47.68333333
29785,DGRP,383,28190,1,68.26666667
29786,DGRP,383,28190,1,81.05
29787,DGRP,383,28190,1,68.13333333
29788,DGRP,383,28190,1,91.01666667
29789,DGRP,383,28190,1,67.55
29790,DGRP,383,28190,1,56.58333333
29791,DGRP,383,28190,1,58.53333333
29792,DGRP,383,28190,1,72.98333333
29793,DGRP,385,28191,1,68.05
29794,DGRP,385,28191,1,59.38333333
29795,DGRP,385,28191,1,71.45
29796,DGRP,385,28191,1,63.06666667
29797,DGRP,385,28191,1,77.7
29798,DGRP,385,28191,1,57.66666667
29799,DGRP,385,28191,1,63.41666667
29800,DGRP,385,28191,1,74.65
29801,DGRP,385,28191,1,48.68333333
29802,DGRP,385,28191,1,76.85
29803,DGRP,385,28191,1,67.45
29804,DGRP,385,28191,1,79.15
29805,DGRP,385,28191,1,68.61666667
29806,DGRP,385,28191,1,77.18333333
29807,DGRP,385,28191,1,75.73333333
29808,DGRP,385,28191,1,73.5
29809,DGRP,386,28192,1,29.01666667
29810,DGRP,386,28192,1,53.83333333
29811,DGRP,386,28192,1,40.76666667
29812,DGRP,386,28192,1,52.43333333
29813,DGRP,386,28192,1,43.8
29814,DGRP,386,28192,1,54.28333333
29815,DGRP,386,28192,1,72.76666667
29816,DGRP,386,28192,1,58.26666667
29817,DGRP,386,28192,1,58.23333333
29818,DGRP,386,28192,1,53.21666667
29819,DGRP,386,28192,1,49.3
29820,DGRP,386,28192,1,47.28333333
29821,DGRP,386,28192,1,55.71666667
29822,DGRP,386,28192,1,33.96666667
29823,DGRP,386,28192,1,59.13333333
29824,DGRP,386,28192,1,44.16666667
29825,DGRP,387,28193,1,89.65
29826,DGRP,387,28193,1,49.33333333
29827,DGRP,387,28193,1,72.7
29828,DGRP,387,28193,1,75.45
29829,DGRP,387,28193,1,70.56666667
29830,DGRP,387,28193,1,89.73333333
29831,DGRP,387,28193,1,115.55
29832,DGRP,387,28193,1,73.8
29833,DGRP,387,28193,1,84.96666667
29834,DGRP,387,28193,1,84.23333333
29835,DGRP,387,28193,1,82.9
29836,DGRP,387,28193,1,62.56666667
29837,DGRP,387,28193,1,30.5
29838,DGRP,387,28193,1,78.51666667
29839,DGRP,387,28193,1,78.16666667
29840,DGRP,387,28193,1,57.38333333
29841,DGRP,387,28193,2,75.55
29842,DGRP,387,28193,2,84.58333333
29843,DGRP,387,28193,2,106.3833333
29844,DGRP,387,28193,2,83.93333333
29845,DGRP,387,28193,2,76.8
29846,DGRP,387,28193,2,91.36666667
29847,DGRP,387,28193,2,73.45
29848,DGRP,387,28193,2,73.68333333
29849,DGRP,387,28193,2,77.65
29850,DGRP,387,28193,2,87.63333333
29851,DGRP,387,28193,2,72.4
29852,DGRP,387,28193,2,74.61666667
29853,DGRP,387,28193,2,98.28333333
29854,DGRP,387,28193,2,79.71666667
29855,DGRP,387,28193,2,90.36666667
29856,DGRP,387,28193,2,76.65
28625,DGRP,391,25191,1,46.9
28626,DGRP,391,25191,1,58.78333333
28627,DGRP,391,25191,1,37.56666667
28628,DGRP,391,25191,1,72.81666667
28629,DGRP,391,25191,1,62.2
28630,DGRP,391,25191,1,58.83333333
28631,DGRP,391,25191,1,23.86666667
28632,DGRP,391,25191,1,55.13333333
28633,DGRP,391,25191,1,55.2
28634,DGRP,391,25191,1,65.1
28635,DGRP,391,25191,1,73.46666667
28636,DGRP,391,25191,1,76.71666667
28637,DGRP,391,25191,1,57.66666667
28638,DGRP,391,25191,1,69.93333333
28639,DGRP,391,25191,1,60.93333333
28640,DGRP,391,25191,1,19.91666667
29857,DGRP,392,28194,1,32.01666667
29858,DGRP,392,28194,1,27.01666667
29859,DGRP,392,28194,1,12.83333333
29860,DGRP,392,28194,1,15.61666667
29861,DGRP,392,28194,1,24.98333333
29862,DGRP,392,28194,1,30.71666667
29863,DGRP,392,28194,1,38.25
29864,DGRP,392,28194,1,33.41666667
29865,DGRP,392,28194,1,29.81666667
29866,DGRP,392,28194,1,2.95
29867,DGRP,392,28194,1,36.45
29868,DGRP,392,28194,1,21.76666667
29869,DGRP,392,28194,1,38.56666667
29870,DGRP,392,28194,1,34.73333333
29871,DGRP,392,28194,1,26.83333333
29872,DGRP,392,28194,1,29.38333333
29873,DGRP,398,28195,1,78.58333333
29874,DGRP,398,28195,1,47.93333333
29875,DGRP,398,28195,1,58.2
29876,DGRP,398,28195,1,42.1
29877,DGRP,398,28195,1,53.65
29878,DGRP,398,28195,1,87.65
29879,DGRP,398,28195,1,62.1
29880,DGRP,398,28195,1,30.2
29881,DGRP,398,28195,1,57.26666667
29882,DGRP,398,28195,1,54.96666667
29883,DGRP,398,28195,1,60.71666667
28641,DGRP,399,25192,1,79.85
28642,DGRP,399,25192,1,104.1833333
28643,DGRP,399,25192,1,78.28333333
28644,DGRP,399,25192,1,66.48333333
28645,DGRP,399,25192,1,71.86666667
28646,DGRP,399,25192,1,87.5
28647,DGRP,399,25192,1,63.31666667
28648,DGRP,399,25192,1,36.41666667
28649,DGRP,399,25192,1,80.86666667
28650,DGRP,399,25192,1,81.38333333
28651,DGRP,399,25192,1,32.4
28652,DGRP,399,25192,1,46.58333333
28653,DGRP,399,25192,1,37.05
28654,DGRP,399,25192,1,84.55
28655,DGRP,399,25192,1,97.06666667
28656,DGRP,399,25192,1,79.05
