ID,MappingPanel,line,Genotype Bloomington,RepVial,CaffeineResistance
30953,DGRP,405,29656,1,121.0166667
30954,DGRP,405,29656,1,83.18333333
30955,DGRP,405,29656,1,128.2166667
30956,DGRP,405,29656,1,21.58333333
30957,DGRP,405,29656,1,112.2333333
30958,DGRP,405,29656,1,108.15
30959,DGRP,405,29656,1,52.41666667
30960,DGRP,405,29656,1,87.78333333
30961,DGRP,405,29656,1,125.2833333
30962,DGRP,405,29656,1,103.75
30963,DGRP,405,29656,1,102.75
30964,DGRP,405,29656,1,87.26666667
30965,DGRP,405,29656,1,95.88333333
30966,DGRP,405,29656,1,129.9166667
30967,DGRP,405,29656,1,94.18333333
30968,DGRP,405,29656,1,115.7
30969,DGRP,406,29657,1,82.25
30970,DGRP,406,29657,1,72.28333333
30971,DGRP,406,29657,1,88.68333333
30972,DGRP,406,29657,1,81.93333333
30973,DGRP,406,29657,1,77.9
30974,DGRP,406,29657,1,75.51666667
30975,DGRP,406,29657,1,81.23333333
30976,DGRP,406,29657,1,60.63333333
30977,DGRP,406,29657,1,83.68333333
30978,DGRP,406,29657,1,58.4
30979,DGRP,406,29657,1,91.23333333
30980,DGRP,406,29657,1,65.2
30981,DGRP,406,29657,1,60.85
30982,DGRP,406,29657,1,75.38333333
30983,DGRP,406,29657,1,90.48333333
30984,DGRP,406,29657,1,75.26666667
30873,DGRP,409,28278,1,20.88333333
30874,DGRP,409,28278,1,69.6
30875,DGRP,409,28278,1,15.83333333
30876,DGRP,409,28278,1,91.05
30877,DGRP,409,28278,1,52.75
30878,DGRP,409,28278,1,55.85
30879,DGRP,409,28278,1,19.3
30880,DGRP,409,28278,1,26.08333333
30881,DGRP,409,28278,1,16.38333333
30882,DGRP,409,28278,1,18.36666667
30883,DGRP,409,28278,1,63.16666667
30884,DGRP,409,28278,1,55.48333333
30885,DGRP,409,28278,1,33.25
30886,DGRP,409,28278,1,21.23333333
30887,DGRP,409,28278,1,16.06666667
30888,DGRP,409,28278,1,26.56666667
29884,DGRP,426,28196,1,84.76666667
29885,DGRP,426,28196,1,34.61666667
29886,DGRP,426,28196,1,83.91666667
29887,DGRP,426,28196,1,57.43333333
29888,DGRP,426,28196,1,76.91666667
29889,DGRP,426,28196,1,59.5
29890,DGRP,426,28196,1,34.58333333
29891,DGRP,426,28196,1,74.18333333
29892,DGRP,426,28196,1,33.45
29893,DGRP,426,28196,1,41.18333333
29894,DGRP,426,28196,1,65.03333333
29895,DGRP,426,28196,1,51.11666667
29896,DGRP,426,28196,1,63.05
29897,DGRP,426,28196,1,69.91666667
29898,DGRP,426,28196,1,54.65
29899,DGRP,426,28196,1,67.68333333
28657,DGRP,427,25193,1,31.95
28658,DGRP,427,25193,1,62.66666667
28659,DGRP,427,25193,1,33.26666667
28660,DGRP,427,25193,1,54.25
28661,DGRP,427,25193,1,41.06666667
28662,DGRP,427,25193,1,40.8
28663,DGRP,427,25193,1,62.51666667
28664,DGRP,427,25193,1,38.61666667
28665,DGRP,427,25193,1,41.1
28666,DGRP,427,25193,1,63.13333333
28667,DGRP,427,25193,1,52.21666667
28668,DGRP,427,25193,1,44.26666667
28669,DGRP,427,25193,1,40.38333333
28670,DGRP,427,25193,1,46.43333333
28671,DGRP,427,25193,1,64.45
28672,DGRP,427,25193,1,86.36666667
28673,DGRP,437,25194,1,80.68333333
28674,DGRP,437,25194,1,42.25
28675,DGRP,437,25194,1,62.38333333
28676,DGRP,437,25194,1,102.4666667
28677,DGRP,437,25194,1,25.2
28678,DGRP,437,25194,1,46.61666667
28679,DGRP,437,25194,1,66.15
28680,DGRP,437,25194,1,41.75
28681,DGRP,437,25194,1,88.3
28682,DGRP,437,25194,1,38.46666667
28683,DGRP,437,25194,1,49.55
28684,DGRP,437,25194,1,95.8
28685,DGRP,437,25194,1,62.53333333
28686,DGRP,437,25194,1,61.71666667
28687,DGRP,437,25194,1,66.18333333
28688,DGRP,437,25194,1,70.03333333
30985,DGRP,439,29658,1,67.13333333
30986,DGRP,439,29658,1,16.15
30987,DGRP,439,29658,1,53.23333333
30988,DGRP,439,29658,1,63.66666667
30989,DGRP,439,29658,1,60.11666667
30990,DGRP,439,29658,1,56.55
30991,DGRP,439,29658,1,49.88333333
30992,DGRP,439,29658,1,76.08333333
30993,DGRP,439,29658,1,55.61666667
30994,DGRP,439,29658,1,65.4
30995,DGRP,439,29658,1,53.21666667
30996,DGRP,439,29658,1,68.08333333
30997,DGRP,439,29658,1,54.36666667
30998,DGRP,439,29658,1,80.53333333
30999,DGRP,439,29658,1,44.36666667
31000,DGRP,439,29658,1,70.51666667
29900,DGRP,440,28197,1,119.15
29901,DGRP,440,28197,1,115.8
29902,DGRP,440,28197,1,93.21666667
29903,DGRP,440,28197,1,109.5166667
29904,DGRP,440,28197,1,99.08333333
29905,DGRP,440,28197,1,98.06666667
29906,DGRP,440,28197,1,111.5166667
29907,DGRP,440,28197,1,73.7
29908,DGRP,440,28197,1,93.48333333
29909,DGRP,440,28197,1,88.13333333
29910,DGRP,440,28197,1,104.1666667
29911,DGRP,440,28197,1,118.25
29912,DGRP,440,28197,1,92.48333333
29913,DGRP,440,28197,1,95.08333333
29914,DGRP,440,28197,1,110.0333333
29915,DGRP,440,28197,1,48.46666667
29916,DGRP,443,28199,1,74.98333333
29917,DGRP,443,28199,1,57.06666667
29918,DGRP,443,28199,1,49.56666667
29919,DGRP,443,28199,1,61.46666667
29920,DGRP,443,28199,1,77.06666667
29921,DGRP,443,28199,1,59.56666667
29922,DGRP,443,28199,1,67.53333333
29923,DGRP,443,28199,1,19.51666667
29924,DGRP,443,28199,1,35.96666667
29925,DGRP,443,28199,1,95.05
29926,DGRP,443,28199,1,63.81666667
29927,DGRP,443,28199,1,61.5
29928,DGRP,443,28199,1,24.88333333
29929,DGRP,443,28199,1,26.38333333
29930,DGRP,443,28199,1,76.03333333
29931,DGRP,443,28199,1,89.41666667
29932,DGRP,461,28200,1,67.03333333
29933,DGRP,461,28200,1,61.98333333
29934,DGRP,461,28200,1,52.21666667
29935,DGRP,461,28200,1,84.3
29936,DGRP,461,28200,1,76.65
29937,DGRP,461,28200,1,77.51666667
29938,DGRP,461,28200,1,75.28333333
29939,DGRP,461,28200,1,79.66666667
29940,DGRP,461,28200,1,90.71666667
29941,DGRP,461,28200,1,72.76666667
29942,DGRP,461,28200,1,71.41666667
29943,DGRP,461,28200,1,86.31666667
29944,DGRP,461,28200,1,62.38333333
29945,DGRP,461,28200,1,82.76666667
29946,DGRP,461,28200,1,66.46666667
29947,DGRP,461,28200,1,82.88333333
29948,DGRP,476,28201,1,33.3
29949,DGRP,476,28201,1,10.41666667
29950,DGRP,476,28201,1,32.28333333
29951,DGRP,476,28201,1,30.86666667
29952,DGRP,476,28201,1,51.11666667
29953,DGRP,476,28201,1,90.41666667
29954,DGRP,476,28201,1,61.01666667
29955,DGRP,476,28201,1,75.03333333
29956,DGRP,476,28201,1,14.9
29957,DGRP,476,28201,1,44.38333333
29958,DGRP,476,28201,1,33.25
29959,DGRP,476,28201,1,64.71666667
29960,DGRP,476,28201,1,94.11666667
29961,DGRP,476,28201,1,46.33333333
29962,DGRP,476,28201,1,60.23333333
29963,DGRP,476,28201,1,51.18333333
28689,DGRP,486,25195,1,61.61666667
28690,DGRP,486,25195,1,24.46666667
28691,DGRP,486,25195,1,85.36666667
28692,DGRP,486,25195,1,31.18333333
28693,DGRP,486,25195,1,48.61666667
28694,DGRP,486,25195,1,73.18333333
28695,DGRP,486,25195,1,55.71666667
28696,DGRP,486,25195,1,69.6
28697,DGRP,486,25195,1,75.75
28698,DGRP,486,25195,1,48.11666667
28699,DGRP,486,25195,1,78.45
28700,DGRP,486,25195,1,35.63333333
28701,DGRP,486,25195,1,31.55
28702,DGRP,486,25195,1,89.98333333
28703,DGRP,486,25195,1,17.65
28704,DGRP,486,25195,1,49.66666667
29964,DGRP,491,28202,1,104.5333333
29965,DGRP,491,28202,1,139.0333333
29966,DGRP,491,28202,1,119.95
29967,DGRP,491,28202,1,99
29968,DGRP,491,28202,1,90.18333333
29969,DGRP,491,28202,1,131.1666667
29970,DGRP,491,28202,1,115.0166667
29971,DGRP,491,28202,1,121.5166667
29972,DGRP,491,28202,1,62.65
29973,DGRP,491,28202,1,93.1
29974,DGRP,491,28202,1,99.36666667
29975,DGRP,491,28202,1,126.7
29976,DGRP,491,28202,1,132.1333333
29977,DGRP,491,28202,1,142.85
29978,DGRP,491,28202,1,142.25
29979,DGRP,491,28202,1,83.46666667
29980,DGRP,502,28204,1,77.23333333
29981,DGRP,502,28204,1,79.6
29982,DGRP,502,28204,1,75.13333333
29983,DGRP,502,28204,1,71.58333333
29984,DGRP,502,28204,1,97.36666667
29985,DGRP,502,28204,1,84.16666667
29986,DGRP,502,28204,1,93.2
29987,DGRP,502,28204,1,83.21666667
29988,DGRP,502,28204,1,93.45
29989,DGRP,502,28204,1,99.58333333
29990,DGRP,502,28204,1,82.13333333
29991,DGRP,502,28204,1,87.48333333
29992,DGRP,502,28204,1,103.3833333
29993,DGRP,502,28204,1,77.01666667
29994,DGRP,502,28204,1,130.0666667
29995,DGRP,502,28204,1,82.95
31001,DGRP,513,29659,1,38.41666667
31002,DGRP,513,29659,1,22.3
31003,DGRP,513,29659,1,39.95
31004,DGRP,513,29659,1,7.4
31005,DGRP,513,29659,1,31.81666667
31006,DGRP,513,29659,1,14.23333333
31007,DGRP,513,29659,1,29.3
31008,DGRP,513,29659,1,46.3
31009,DGRP,513,29659,1,40.8
31010,DGRP,513,29659,1,38.08333333
31011,DGRP,513,29659,1,11.91666667
31012,DGRP,513,29659,1,28.76666667
31013,DGRP,513,29659,1,15.48333333
31014,DGRP,513,29659,1,37.96666667
31015,DGRP,513,29659,1,20.38333333
31016,DGRP,513,29659,1,15.28333333
31017,DGRP,530,29660,1,59.7
31018,DGRP,530,29660,1,51.3
31019,DGRP,530,29660,1,38.83333333
31020,DGRP,530,29660,1,57.5
31021,DGRP,530,29660,1,58.38333333
31022,DGRP,530,29660,1,64.56666667
31023,DGRP,530,29660,1,51.05
31024,DGRP,530,29660,1,62.3
31025,DGRP,530,29660,1,48.1
31026,DGRP,530,29660,1,55.83333333
31027,DGRP,530,29660,1,50.88333333
31028,DGRP,530,29660,1,53.61666667
31029,DGRP,530,29660,1,60.33333333
31030,DGRP,530,29660,1,62.45
31031,DGRP,530,29660,1,58.73333333
31032,DGRP,530,29660,1,50.65
29996,DGRP,531,28207,1,23.4
29997,DGRP,531,28207,1,106.0166667
29998,DGRP,531,28207,1,89.5
29999,DGRP,531,28207,1,89.51666667
30000,DGRP,531,28207,1,83.5
30001,DGRP,531,28207,1,20.51666667
30002,DGRP,531,28207,1,8.416666667
30003,DGRP,531,28207,1,80.43333333
30004,DGRP,531,28207,1,86.96666667
30005,DGRP,531,28207,1,23.4
30006,DGRP,531,28207,1,94.86666667
30007,DGRP,531,28207,1,69.7
30008,DGRP,535,28208,1,107.45
30009,DGRP,535,28208,1,81.25
30010,DGRP,535,28208,1,104.1333333
30011,DGRP,535,28208,1,8.866666667
30012,DGRP,535,28208,1,87.2
30013,DGRP,535,28208,1,78.43333333
30014,DGRP,535,28208,1,52.2
30015,DGRP,535,28208,1,98.96666667
30016,DGRP,535,28208,1,106.5666667
30017,DGRP,535,28208,1,104.9
30018,DGRP,535,28208,1,28.1
30019,DGRP,535,28208,1,105.7166667
30020,DGRP,535,28208,1,113.9666667
30021,DGRP,535,28208,1,102.6666667
30022,DGRP,535,28208,1,87.96666667
30023,DGRP,535,28208,1,88.48333333
30024,DGRP,554,28209,1,96.93333333
30025,DGRP,554,28209,1,41.7
30026,DGRP,554,28209,1,31.5
30027,DGRP,554,28209,1,48.98333333
30028,DGRP,554,28209,1,62.75
30029,DGRP,554,28209,1,55.81666667
30030,DGRP,554,28209,1,38.8
30031,DGRP,554,28209,1,43.66666667
30032,DGRP,554,28209,1,94.28333333
30033,DGRP,554,28209,1,47.31666667
30034,DGRP,554,28209,1,40.48333333
30035,DGRP,554,28209,1,62.9
30036,DGRP,554,28209,1,40.4
30037,DGRP,554,28209,1,28.73333333
30038,DGRP,554,28209,1,15.91666667
30039,DGRP,554,28209,1,40.26666667
28705,DGRP,555,25198,1,45.08333333
28706,DGRP,555,25198,1,43.75
28707,DGRP,555,25198,1,41.18333333
28708,DGRP,555,25198,1,48.45
28709,DGRP,555,25198,1,37.25
28710,DGRP,555,25198,1,68.1
28711,DGRP,555,25198,1,33.28333333
28712,DGRP,555,25198,1,49.25
28713,DGRP,555,25198,1,42.16666667
28714,DGRP,555,25198,1,37.31666667
28715,DGRP,555,25198,1,21.9
28716,DGRP,555,25198,1,36.11666667
28717,DGRP,555,25198,1,18.9
28718,DGRP,555,25198,1,38.43333333
28719,DGRP,555,25198,1,24.45
30040,DGRP,563,28211,1,89
30041,DGRP,563,28211,1,65.43333333
30042,DGRP,563,28211,1,86.2
30043,DGRP,563,28211,1,94.1
30044,DGRP,563,28211,1,102.4
30045,DGRP,563,28211,1,51.43333333
30046,DGRP,563,28211,1,70.4
30047,DGRP,563,28211,1,102.9666667
30048,DGRP,563,28211,1,32.81666667
30049,DGRP,563,28211,1,97.6
30050,DGRP,563,28211,1,101.4166667
30051,DGRP,563,28211,1,35.35
30052,DGRP,563,28211,1,25.4
30053,DGRP,563,28211,1,123.65
30054,DGRP,563,28211,1,76.66666667
30055,DGRP,563,28211,1,54.58333333
30056,DGRP,584,28212,1,37.35
30057,DGRP,584,28212,1,32.7
30058,DGRP,584,28212,1,114.8666667
30059,DGRP,584,28212,1,50.53333333
30060,DGRP,584,28212,1,129.9666667
30061,DGRP,584,28212,1,60.61666667
30062,DGRP,584,28212,1,118.1166667
30063,DGRP,584,28212,1,94.93333333
30064,DGRP,584,28212,1,93.33333333
30065,DGRP,584,28212,1,76.61666667
30066,DGRP,584,28212,1,65.23333333
30067,DGRP,584,28212,1,121.3333333
30068,DGRP,584,28212,1,77
30069,DGRP,584,28212,1,109.65
30070,DGRP,584,28212,1,71.33333333
30071,DGRP,584,28212,1,64.9
30072,DGRP,589,28213,1,81.96666667
30073,DGRP,589,28213,1,89.53333333
30074,DGRP,589,28213,1,82.06666667
30075,DGRP,589,28213,1,68.41666667
30076,DGRP,589,28213,1,83.85
30077,DGRP,589,28213,1,77
30078,DGRP,589,28213,1,96.85
30079,DGRP,589,28213,1,87.46666667
30080,DGRP,589,28213,1,69.68333333
30081,DGRP,589,28213,1,61.85
30082,DGRP,589,28213,1,69.5
30083,DGRP,589,28213,1,93.16666667
30084,DGRP,589,28213,1,69.75
30085,DGRP,589,28213,1,77.9
30086,DGRP,589,28213,1,77.33333333
30087,DGRP,589,28213,1,52.18333333
30088,DGRP,595,28215,1,90
30089,DGRP,595,28215,1,86.81666667
30090,DGRP,595,28215,1,75.45
30091,DGRP,595,28215,1,49.81666667
30092,DGRP,595,28215,1,76.83333333
30093,DGRP,595,28215,1,77.5
30094,DGRP,595,28215,1,85.28333333
30095,DGRP,595,28215,1,64.83333333
30096,DGRP,595,28215,1,87.51666667
30097,DGRP,595,28215,1,94.9
30098,DGRP,595,28215,1,63.76666667
30099,DGRP,595,28215,1,74.93333333
30100,DGRP,595,28215,1,88.98333333
30101,DGRP,595,28215,1,82.26666667
30102,DGRP,595,28215,1,84.13333333
30103,DGRP,595,28215,1,91.45
30104,DGRP,595,28215,2,60.15
30105,DGRP,595,28215,2,79.81666667
30106,DGRP,595,28215,2,89.08333333
30107,DGRP,595,28215,2,77.96666667
30108,DGRP,595,28215,2,77.5
30109,DGRP,595,28215,2,41.58333333
30110,DGRP,595,28215,2,79.1
30111,DGRP,595,28215,2,94.63333333
30112,DGRP,595,28215,2,76.36666667
30113,DGRP,595,28215,2,86.73333333
30114,DGRP,595,28215,2,38.05
30115,DGRP,595,28215,2,73.3
30116,DGRP,595,28215,2,59.15
30117,DGRP,595,28215,2,50.3
30118,DGRP,595,28215,2,89.1
30119,DGRP,642,28216,1,29.46666667
30120,DGRP,642,28216,1,70.11666667
30121,DGRP,642,28216,1,27
30122,DGRP,642,28216,1,54.35
30123,DGRP,642,28216,1,40.6
30124,DGRP,642,28216,1,32.31666667
30125,DGRP,642,28216,1,52.93333333
30126,DGRP,642,28216,1,64.15
30127,DGRP,642,28216,1,32.83333333
30128,DGRP,642,28216,1,37.88333333
30129,DGRP,642,28216,1,25.26666667
30130,DGRP,642,28216,1,88.3
30131,DGRP,642,28216,1,35.51666667
30132,DGRP,642,28216,1,42.46666667
30133,DGRP,642,28216,1,30.45
30134,DGRP,642,28216,1,24.43333333
30135,DGRP,646,28217,1,20.28333333
30136,DGRP,646,28217,1,29.75
30137,DGRP,646,28217,1,23.21666667
30138,DGRP,646,28217,1,85.8
30139,DGRP,646,28217,1,92.03333333
30140,DGRP,646,28217,1,107.65
30141,DGRP,646,28217,1,60.71666667
30142,DGRP,646,28217,1,46.21666667
30143,DGRP,646,28217,1,43.2
30144,DGRP,646,28217,1,54.58333333
30145,DGRP,646,28217,1,78.96666667
30146,DGRP,646,28217,1,18.68333333
30147,DGRP,646,28217,1,75.36666667
30148,DGRP,646,28217,1,57.26666667
30149,DGRP,646,28217,1,26.4
30150,DGRP,646,28217,1,101.55
30151,DGRP,703,28218,1,85.63333333
30152,DGRP,703,28218,1,95
30153,DGRP,703,28218,1,31.23333333
30154,DGRP,703,28218,1,88.15
30155,DGRP,703,28218,1,77.88333333
30156,DGRP,703,28218,1,19.68333333
30157,DGRP,703,28218,1,38.55
30158,DGRP,703,28218,1,102.0166667
30159,DGRP,703,28218,1,91.55
30160,DGRP,703,28218,1,75.45
30161,DGRP,703,28218,1,98.61666667
30162,DGRP,703,28218,1,79.38333333
30163,DGRP,703,28218,1,62.63333333
30164,DGRP,703,28218,1,67.68333333
30165,DGRP,703,28218,1,45.98333333
28720,DGRP,707,25200,1,77.38333333
28721,DGRP,707,25200,1,56.73333333
28722,DGRP,707,25200,1,20.61666667
28723,DGRP,707,25200,1,78.71666667
28724,DGRP,707,25200,1,139.8666667
28725,DGRP,707,25200,1,71.35
28726,DGRP,707,25200,1,131.4666667
28727,DGRP,707,25200,1,115.35
28728,DGRP,707,25200,1,138.2833333
28729,DGRP,707,25200,1,54.95
28730,DGRP,707,25200,1,46.86666667
28731,DGRP,707,25200,1,118.7833333
28732,DGRP,707,25200,1,30
28733,DGRP,707,25200,1,44.8
28734,DGRP,707,25200,1,142.4666667
28735,DGRP,707,25200,1,12.45
28736,DGRP,712,25201,1,12.86666667
28737,DGRP,712,25201,1,15.98333333
28738,DGRP,712,25201,1,14.88333333
28739,DGRP,712,25201,1,12.88333333
28740,DGRP,712,25201,1,11.3
28741,DGRP,712,25201,1,14.16666667
28742,DGRP,712,25201,1,20.36666667
28743,DGRP,712,25201,1,55.48333333
28744,DGRP,712,25201,1,19.16666667
28745,DGRP,712,25201,1,12.15
28746,DGRP,712,25201,1,75.35
28747,DGRP,712,25201,1,54.75
28748,DGRP,712,25201,1,14.75
28749,DGRP,712,25201,1,20.93333333
28750,DGRP,712,25201,1,20.46666667
28751,DGRP,712,25201,1,68.46666667
28858,DGRP,714,25745,1,98.65
28859,DGRP,714,25745,1,74.4
28860,DGRP,714,25745,1,98.75
28861,DGRP,714,25745,1,85.48333333
28862,DGRP,714,25745,1,35.95
28863,DGRP,714,25745,1,14.85
28864,DGRP,714,25745,1,78.51666667
28865,DGRP,714,25745,1,103.7
28866,DGRP,714,25745,1,89.4
28867,DGRP,714,25745,1,74.96666667
28868,DGRP,714,25745,1,8.566666667
28869,DGRP,714,25745,1,94.23333333
28870,DGRP,714,25745,1,57.41666667
28871,DGRP,714,25745,1,68.21666667
28872,DGRP,714,25745,1,79.21666667
28873,DGRP,714,25745,1,65.75
30166,DGRP,716,28219,1,22.05
30167,DGRP,716,28219,1,48.25
30168,DGRP,716,28219,1,49.58333333
30169,DGRP,716,28219,1,77.33333333
30170,DGRP,716,28219,1,38
30171,DGRP,716,28219,1,47.13333333
30172,DGRP,716,28219,1,79.96666667
30173,DGRP,716,28219,1,82.66666667
30174,DGRP,716,28219,1,90.18333333
30175,DGRP,716,28219,1,66.28333333
30176,DGRP,716,28219,1,70.6
30177,DGRP,716,28219,1,68.56666667
30178,DGRP,716,28219,1,59.03333333
30179,DGRP,716,28219,1,78.98333333
30180,DGRP,716,28219,1,71.8
30181,DGRP,716,28219,1,90.33333333
30182,DGRP,721,28220,1,84.26666667
30183,DGRP,721,28220,1,117.8
30184,DGRP,721,28220,1,94.96666667
30185,DGRP,721,28220,1,91.01666667
30186,DGRP,721,28220,1,94.05
30187,DGRP,721,28220,1,21.15
30188,DGRP,721,28220,1,86.28333333
30189,DGRP,721,28220,1,92.95
30190,DGRP,721,28220,1,90.85
30191,DGRP,721,28220,1,81.18333333
30192,DGRP,721,28220,1,133.2666667
30193,DGRP,721,28220,1,78.71666667
30194,DGRP,721,28220,1,94.28333333
30195,DGRP,721,28220,1,82.31666667
30196,DGRP,721,28220,1,92.58333333
30197,DGRP,721,28220,1,117.6166667
30198,DGRP,727,28221,1,12.2
30199,DGRP,727,28221,1,14.06666667
30200,DGRP,727,28221,1,14.86666667
30201,DGRP,727,28221,1,13.85
30202,DGRP,727,28221,1,35.66666667
30203,DGRP,727,28221,1,37.3
30204,DGRP,727,28221,1,32.4
30205,DGRP,727,28221,1,91.46666667
30206,DGRP,727,28221,1,8.466666667
30207,DGRP,727,28221,1,59.66666667
30208,DGRP,727,28221,1,41.56666667
30209,DGRP,727,28221,1,22.81666667
30210,DGRP,727,28221,1,74.88333333
28752,DGRP,730,25202,1,75.63333333
28753,DGRP,730,25202,1,68.61666667
28754,DGRP,730,25202,1,93.31666667
28755,DGRP,730,25202,1,103.2833333
28756,DGRP,730,25202,1,79.33333333
28757,DGRP,730,25202,1,73.45
28758,DGRP,730,25202,1,97.43333333
28759,DGRP,730,25202,1,110.75
28760,DGRP,730,25202,1,93.08333333
28761,DGRP,730,25202,1,81.6
28762,DGRP,730,25202,1,73.5
28763,DGRP,730,25202,1,68.96666667
28764,DGRP,730,25202,1,73.98333333
28765,DGRP,730,25202,1,82.65
28766,DGRP,730,25202,1,71
28767,DGRP,730,25202,1,85.45
28768,DGRP,732,25203,1,62.41666667
28769,DGRP,732,25203,1,78.78333333
28770,DGRP,732,25203,1,53.5
28771,DGRP,732,25203,1,44.96666667
28772,DGRP,732,25203,1,83.03333333
28773,DGRP,732,25203,1,60.78333333
28774,DGRP,732,25203,1,46.68333333
28775,DGRP,732,25203,1,76.86666667
28776,DGRP,732,25203,1,95.73333333
28777,DGRP,732,25203,1,86.6
28778,DGRP,732,25203,1,43.38333333
28779,DGRP,732,25203,1,64.1
28780,DGRP,732,25203,1,37.46666667
28781,DGRP,732,25203,1,68.7
28782,DGRP,732,25203,1,20.31666667
28783,DGRP,732,25203,1,92.68333333
30211,DGRP,737,28222,1,87.26666667
30212,DGRP,737,28222,1,57.88333333
30213,DGRP,737,28222,1,60.28333333
30214,DGRP,737,28222,1,75.7
30215,DGRP,737,28222,1,80.9
30216,DGRP,737,28222,1,69.98333333
30217,DGRP,737,28222,1,60.58333333
30218,DGRP,737,28222,1,70.6
30219,DGRP,737,28222,1,100.5666667
30220,DGRP,737,28222,1,75.08333333
30221,DGRP,737,28222,1,85.25
30222,DGRP,737,28222,1,37.21666667
30223,DGRP,737,28222,1,102.75
30224,DGRP,737,28222,1,38.16666667
30225,DGRP,737,28222,1,91.6
30226,DGRP,737,28222,1,35.7
30227,DGRP,738,28223,1,9.5
30228,DGRP,738,28223,1,27.68333333
30229,DGRP,738,28223,1,29.13333333
30230,DGRP,738,28223,1,12.4
30231,DGRP,738,28223,1,32.6
30232,DGRP,738,28223,1,11.7
30233,DGRP,738,28223,1,25.7
30234,DGRP,738,28223,1,6.633333333
30235,DGRP,738,28223,1,16.66666667
30236,DGRP,738,28223,1,30.11666667
30237,DGRP,738,28223,1,13.26666667
30238,DGRP,748,28224,1,103.6833333
30239,DGRP,748,28224,1,131.6166667
30240,DGRP,748,28224,1,103.15
30241,DGRP,748,28224,1,129.65
30242,DGRP,748,28224,1,123.4833333
30243,DGRP,748,28224,1,105.95
30244,DGRP,748,28224,1,80.43333333
30245,DGRP,748,28224,1,112.7833333
30246,DGRP,748,28224,1,87.5
30247,DGRP,748,28224,1,129.6
30248,DGRP,748,28224,1,109.4833333
30249,DGRP,748,28224,1,126.9833333
30250,DGRP,748,28224,1,116.9666667
30251,DGRP,748,28224,1,71.33333333
30252,DGRP,748,28224,1,122.95
30253,DGRP,748,28224,1,89.43333333
30254,DGRP,748,28224,2,76.93333333
30255,DGRP,748,28224,2,72.85
30256,DGRP,748,28224,2,91.23333333
30257,DGRP,748,28224,2,99.88333333
30258,DGRP,748,28224,2,101.1666667
30259,DGRP,748,28224,2,75.5
30260,DGRP,748,28224,2,79.65
30261,DGRP,748,28224,2,99.16666667
30262,DGRP,748,28224,2,89.23333333
30263,DGRP,748,28224,2,47.55
30264,DGRP,748,28224,2,80.06666667
30265,DGRP,748,28224,2,72.63333333
30266,DGRP,748,28224,2,81.83333333
30267,DGRP,748,28224,2,99.78333333
30268,DGRP,748,28224,2,74.65
30269,DGRP,748,28224,2,84.95
30270,DGRP,757,28226,1,56.3
30271,DGRP,757,28226,1,87.46666667
30272,DGRP,757,28226,1,73.6
30273,DGRP,757,28226,1,45.33333333
30274,DGRP,757,28226,1,42.73333333
30275,DGRP,757,28226,1,73.2
30276,DGRP,757,28226,1,57.96666667
30277,DGRP,757,28226,1,63.01666667
30278,DGRP,757,28226,1,67.88333333
30279,DGRP,757,28226,1,52.23333333
30280,DGRP,757,28226,1,43.08333333
30281,DGRP,757,28226,1,36.88333333
30282,DGRP,757,28226,1,53.46666667
30283,DGRP,757,28226,1,78.26666667
30284,DGRP,757,28226,1,72.93333333
30285,DGRP,757,28226,1,76.23333333
30286,DGRP,761,28227,1,55.46666667
30287,DGRP,761,28227,1,38.85
30288,DGRP,761,28227,1,57.33333333
30289,DGRP,761,28227,1,32.33333333
30290,DGRP,761,28227,1,29.88333333
30291,DGRP,761,28227,1,44.85
30292,DGRP,761,28227,1,11.68333333
30293,DGRP,761,28227,1,38.13333333
30294,DGRP,761,28227,1,13.1
30295,DGRP,761,28227,1,36.48333333
30296,DGRP,761,28227,1,70.93333333
30297,DGRP,761,28227,1,74.93333333
30298,DGRP,761,28227,1,19.85
30299,DGRP,761,28227,1,30.23333333
30300,DGRP,761,28227,1,28.88333333
30301,DGRP,761,28227,1,51.28333333
28784,DGRP,774,25205,1,36.06666667
28785,DGRP,774,25205,1,56.31666667
28786,DGRP,774,25205,1,19.05
28787,DGRP,774,25205,1,32.26666667
28788,DGRP,774,25205,1,22.66666667
28789,DGRP,774,25205,1,10.43333333
28790,DGRP,774,25205,1,13.43333333
28791,DGRP,774,25205,1,50.78333333
28792,DGRP,774,25205,1,15.83333333
28793,DGRP,774,25205,1,21.31666667
28794,DGRP,774,25205,1,46.51666667
30302,DGRP,783,28230,1,55.51666667
30303,DGRP,783,28230,1,52.01666667
30304,DGRP,783,28230,1,37.88333333
30305,DGRP,783,28230,1,54.38333333
30306,DGRP,783,28230,1,33.58333333
30307,DGRP,783,28230,1,62.8
30308,DGRP,783,28230,1,27.08333333
30309,DGRP,783,28230,1,57.13333333
30310,DGRP,783,28230,1,38.03333333
30311,DGRP,783,28230,1,87.13333333
30312,DGRP,783,28230,1,48.51666667
30313,DGRP,783,28230,1,37.21666667
30314,DGRP,783,28230,1,53.61666667
30315,DGRP,783,28230,1,41.08333333
30316,DGRP,783,28230,1,69.11666667
28795,DGRP,786,25206,1,36.06666667
28796,DGRP,786,25206,1,70.46666667
28797,DGRP,786,25206,1,52
28798,DGRP,786,25206,1,15.3
28799,DGRP,786,25206,1,21.95
