Block,Day,Assay,Chamber,Line,Subject,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,SUM,no_move,move,orient_female,approach,wing,genital_lick,attempt_cop,copulate,sum_court,sum_copulate
3,32,4,10,392,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,219,2,1,0,0,0,0,1,26,27,27
3,36,2,1,392,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,1,2,1,2,2,187,4,4,0,0,0,0,1,21,22,22
3,27,3,10,392,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,33,2,3,392,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,2,4,6,399,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,1,2,2,3,195,3,3,1,0,0,0,1,22,23,23
3,33,1,10,405,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,197,6,0,0,0,0,0,1,23,24,24
3,38,1,9,406,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,33,4,3,409,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,36,2,8,409,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,38,1,7,426,11,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,211,4,0,0,0,0,0,1,25,26,26
1,14,4,6,427,11,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,1,2,1,2,1,2,6,4,2,2,2,1,149,6,7,0,1,0,1,1,14,16,15
1,12,3,9,427,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,5,2,1,1,2,204,2,3,0,0,1,0,1,23,25,24
3,36,2,5,439,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,215,0,4,0,0,0,0,1,25,26,26
3,37,2,8,439,10,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,38,1,5,440,11,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,232,1,0,0,0,0,0,1,28,29,29
3,39,2,1,440,12,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,2,2,214,1,3,0,0,0,0,1,25,26,26
3,33,1,3,441,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,225,2,0,0,0,0,0,1,27,28,28
3,39,3,1,443,11,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,30,4,5,461,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,232,1,0,0,0,0,0,1,28,29,29
3,33,3,3,461,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,225,2,0,0,0,0,0,1,27,28,28
3,36,4,8,461,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,232,1,0,0,0,0,0,1,28,29,29
3,34,3,3,461,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,35,4,9,461,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
3,38,1,2,461,10,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,231,0,0,0,0,0,0,1,28,29,29
3,27,2,5,491,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,48,2,2,502,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,5,5,6,5,201,3,1,0,0,3,1,1,21,26,22
4,40,2,3,509,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,41,1,7,509,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,45,4,10,509,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,46,3,8,509,7,7,8,8,8,8,8,8,1,1,1,1,1,1,2,1,1,1,1,1,7,8,8,8,8,8,8,8,8,8,8,155,11,1,0,0,0,0,2,16,18,18
4,48,3,6,509,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,41,1,9,531,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,1,1,1,1,2,2,1,179,6,3,0,0,0,0,1,20,21,21
4,42,4,2,531,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,232,1,0,0,0,0,0,1,28,29,29
4,40,3,1,531,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,226,1,1,0,0,0,0,1,27,28,28
4,46,3,9,535,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,48,3,9,563,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,48,3,8,595,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,40,4,3,642,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,46,4,10,642,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,14,2,10,707,13,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,12,3,10,714,11,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,44,2,7,716,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,5,2,5,220,1,1,0,0,2,0,1,25,28,26
4,40,2,7,721,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,5,1,2,2,1,1,1,2,190,4,3,0,0,1,0,1,21,23,22
4,44,3,2,721,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,191,0,8,0,0,0,0,1,21,22,22
4,43,2,4,721,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,12,4,9,732,11,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,41,2,10,737,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,48,4,6,737,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,40,4,2,738,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,9,4,9,765,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,40,4,7,790,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,169,10,0,0,0,0,0,1,19,20,20
4,41,3,7,790,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,1,2,1,1,1,1,1,1,1,159,8,4,0,0,0,0,1,17,18,18
4,46,2,7,796,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,190,7,0,0,0,0,0,1,22,23,23
4,48,4,4,796,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,138,11,4,0,0,0,0,1,14,15,15
4,40,2,6,796,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,2,2,2,2,182,4,5,0,0,0,0,0,21,21,21
4,41,3,8,796,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,2,2,2,2,2,2,189,2,6,0,0,0,0,1,21,22,22
4,41,3,9,801,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,48,4,5,801,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,42,1,9,805,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,1,1,5,210,2,2,0,0,1,0,1,24,26,25
4,41,4,4,810,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,48,1,1,810,8,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,44,3,9,812,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,1,1,207,2,3,0,0,0,0,1,24,25,25
4,40,3,3,812,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,46,4,9,812,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,48,2,4,812,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,41,4,6,818,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,48,1,5,818,9,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,8,3,4,820,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,41,4,7,822,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,42,1,4,822,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,45,4,2,822,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
4,46,2,8,837,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,1,219,2,1,0,0,0,0,1,26,27,27
4,41,4,9,837,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
1,7,4,7,852,7,7,8,8,8,8,8,8,8,1,2,1,1,2,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,199,3,3,0,0,0,0,2,22,24,24
5,50,2,7,882,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,239,0,0,0,0,0,0,1,29,30,30
5,50,4,9,884,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,3,1,1,2,1,201,3,2,1,0,0,0,1,23,24,24
5,49,3,10,884,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,5,2,2,2,2,2,2,2,158,0,13,0,0,1,0,1,15,17,16
5,50,1,8,884,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,2,2,2,2,1,2,2,2,2,2,158,3,10,0,0,0,0,1,16,17,17
5,50,3,7,887,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,3,2,2,2,2,1,2,2,1,1,165,4,6,2,0,0,0,1,17,18,18
5,50,1,9,892,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,6,1,217,2,1,0,0,0,1,1,25,27,26
5,50,1,10,907,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,2,219,2,1,0,0,0,0,1,26,27,27
5,49,4,8,911,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,1,2,6,2,6,2,1,191,2,5,0,0,0,2,1,20,23,21
5,50,1,6,911,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,218,3,0,0,0,0,0,1,26,27,27
5,50,2,5,911,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,2,3,2,1,187,5,2,1,0,0,0,1,21,22,22
1,12,3,3,21,10,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,232,1,0,0,0,0,0,1,28,29,29
2,20,4,8,28,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,20,2,10,40,5,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,232,1,0,0,0,0,0,1,28,29,29
2,20,4,5,41,6,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
2,22,3,9,49,8,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,5,5,202,4,0,0,0,3,0,1,22,26,23
2,24,1,9,49,9,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,5,5,6,6,5,5,210,1,1,0,0,4,2,1,21,28,22
2,18,1,8,59,4,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,2,213,2,2,0,0,0,0,1,25,26,26
2,20,1,8,59,6,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,28,2,2,59,12,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,237,0,0,0,0,0,1,1,28,30,29
2,19,2,8,69,5,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
2,16,4,4,73,2,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,220,1,2,0,0,0,0,1,26,27,27
2,18,2,10,73,4,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
2,24,1,2,73,7,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,24,3,9,75,9,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,5,1,1,2,1,199,4,1,0,0,2,0,1,22,25,23
2,26,3,2,75,11,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,221,1,1,1,0,0,0,1,26,27,27
2,17,1,6,75,3,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,5,1,6,196,5,0,0,0,2,1,1,21,25,22
2,16,1,8,83,2,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
2,26,4,9,83,9,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,237,0,0,0,0,0,1,1,28,30,29
2,15,3,2,85,1,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,1,2,1,1,196,4,2,0,0,1,0,1,22,24,23
2,21,2,9,85,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
2,16,2,1,91,1,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,234,0,0,1,0,0,0,1,28,29,29
2,17,4,8,91,2,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,18,2,2,91,3,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,235,0,0,0,1,0,0,1,28,29,29
2,20,3,6,91,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,21,2,7,91,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,237,0,0,0,0,0,1,1,28,30,29
2,24,4,4,91,9,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,28,2,1,91,12,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
2,26,1,7,93,10,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,2,1,1,1,1,1,2,168,8,2,0,0,1,0,1,18,20,19
2,18,3,2,101,3,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
2,24,4,10,101,8,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
2,25,2,2,101,9,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
2,25,3,9,105,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,5,1,6,1,186,6,1,0,0,1,1,1,20,23,21
2,25,1,1,129,9,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,215,2,1,0,1,0,0,1,25,26,26
2,16,1,1,129,2,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,1,1,2,202,3,2,0,1,0,0,1,23,24,24
2,18,4,8,129,4,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,18,4,6,136,4,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,1,1,1,1,1,188,5,2,0,1,0,0,1,21,22,22
2,22,1,2,136,7,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
2,24,1,3,138,7,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,237,0,0,0,0,0,1,1,28,30,29
2,22,1,5,142,7,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,2,1,2,1,190,4,3,0,0,1,0,1,21,23,22
2,19,3,10,142,5,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,3,223,0,1,2,0,0,0,1,26,27,27
2,15,3,8,142,1,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,18,2,5,142,4,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,20,4,4,149,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,18,2,7,153,3,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,6,5,2,5,2,2,2,2,2,2,2,167,1,9,0,0,3,1,1,15,20,16
2,20,2,8,153,5,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,223,1,1,0,0,1,0,1,26,28,27
2,21,1,9,153,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,5,1,2,2,2,2,192,2,5,0,0,1,0,1,21,23,22
2,23,2,10,153,8,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,1,1,1,2,1,2,2,177,5,4,0,0,1,0,1,19,21,20
2,24,3,1,153,9,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
2,28,1,7,158,10,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,16,3,1,176,2,5,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,236,0,0,0,0,1,0,1,28,30,29
2,16,3,9,177,2,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
2,20,4,2,177,5,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,232,1,0,0,0,0,0,1,28,29,29
2,21,1,8,177,6,1,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,232,1,0,0,0,0,0,1,28,29,29
2,20,1,3,189,6,1,2,7,8,8,8,8,8,8,8,8,8,8,1,7,8,8,8,8,8,8,8,8,8,8,8,1,2,2,1,192,4,3,0,0,0,0,2,21,23,23
2,21,4,9,189,7,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,221,2,0,0,1,0,0,1,26,27,27
2,24,4,1,195,9,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,226,1,1,0,0,0,0,1,27,28,28
1,8,1,5,208,7,3,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,227,1,0,1,0,0,0,1,27,28,28
1,9,4,10,208,8,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
1,12,1,6,208,12,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
2,25,4,4,227,11,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,181,8,0,0,0,0,1,1,20,22,21
2,21,3,4,233,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,2,2,1,2,198,3,3,0,0,0,1,1,22,24,23
3,32,4,3,237,5,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
3,33,4,8,237,6,2,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,233,0,1,0,0,0,0,1,28,29,29
