Block,Day,Assay,Chamber,Line,Subject,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,SUM,no_move,move,orient_female,approach,wing,genital_lick,attempt_cop,copulate,sum_court,sum_copulate
1,3,2,5,324,3,2,2,5,4,4,4,2,5,5,4,2,6,2,5,5,5,5,2,5,2,5,4,4,2,2,5,4,2,7,5,116,0,10,0,7,11,1,1,0,13,1
1,5,1,8,324,5,2,5,5,2,2,2,3,4,2,1,2,2,2,1,2,7,2,4,2,2,2,2,2,2,2,2,5,2,2,5,80,2,20,1,2,4,0,1,0,5,1
3,29,1,7,325,2,2,2,2,2,2,7,6,6,1,2,2,2,2,7,2,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,68,10,16,0,0,0,2,2,0,4,2
3,34,1,8,325,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,57,4,25,1,0,0,0,0,0,0,0
3,31,1,9,325,3,2,7,2,6,5,2,2,5,1,5,5,6,5,2,2,1,5,6,6,2,5,5,2,5,5,1,2,5,6,6,119,3,9,0,0,11,6,1,0,18,1
3,31,2,9,332,3,1,5,5,2,1,3,5,5,3,1,1,3,5,4,1,1,3,5,3,5,1,3,5,3,2,5,4,5,5,1,96,8,2,7,2,11,0,0,0,11,0
3,33,4,4,332,5,1,2,5,6,5,1,5,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,54,19,7,0,0,3,1,0,0,4,0
3,36,1,7,332,8,2,2,2,1,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,4,1,1,2,2,2,1,1,2,2,1,54,9,19,1,1,0,0,0,0,0,0
3,38,3,7,332,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,30,0,0,0,0,0,0,0,0,0
3,39,3,8,332,11,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,29,1,0,0,0,0,0,0,0,0
3,34,4,4,332,6,1,1,1,5,5,5,6,6,5,5,5,5,5,3,5,5,5,5,7,7,5,7,6,5,5,5,5,6,6,6,148,3,0,1,0,17,6,3,0,26,3
1,1,1,3,335,1,1,2,2,3,5,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,41,24,3,2,0,1,0,0,0,1,0
1,12,4,4,335,12,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,27,3,0,0,0,0,0,0,0,0
1,13,1,6,335,13,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,27,2,0,0,1,0,0,0,1,0
1,5,1,7,335,5,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,4,2,1,2,2,2,2,3,1,2,1,2,2,2,58,5,23,1,1,0,0,0,0,0,0
1,3,4,2,335,3,1,1,2,1,2,4,1,1,1,1,2,2,1,4,1,1,1,2,1,3,2,1,2,1,2,1,1,1,1,4,49,18,8,1,3,0,0,0,0,0,0
3,35,2,5,338,6,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,24,6,0,0,0,0,0,0,0,0
3,31,2,2,350,4,1,1,2,2,2,1,1,5,5,5,6,5,1,1,3,1,5,7,5,5,5,7,5,5,5,5,2,5,5,5,113,7,4,1,0,15,1,2,0,18,2
3,29,1,9,350,2,6,5,5,5,7,5,5,5,2,3,5,5,5,7,1,1,1,7,1,1,5,1,1,1,5,2,1,5,5,7,115,9,2,1,0,13,1,4,0,18,4
3,32,2,8,352,5,2,3,2,1,2,7,5,7,6,7,6,7,5,7,5,6,2,1,2,1,2,1,1,1,1,1,7,1,1,1,101,11,6,1,0,3,3,6,0,12,6
3,31,4,1,352,4,1,5,7,6,4,5,2,5,5,5,5,4,7,5,5,2,5,5,4,6,5,2,1,3,2,5,5,1,3,2,122,3,5,2,3,13,2,2,0,17,2
3,37,2,1,352,9,2,5,2,1,6,2,2,2,2,1,1,1,2,6,5,5,6,2,5,2,7,5,5,5,6,6,2,2,2,5,105,4,12,0,0,8,5,1,0,14,1
3,33,1,6,356,6,2,2,4,5,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,63,3,24,1,1,1,0,0,0,1,0
3,36,4,6,356,9,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,53,8,21,1,0,0,0,0,0,0,0
3,31,3,6,356,4,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,52,9,20,1,0,0,0,0,0,0,0
1,4,2,3,357,6,2,2,4,2,1,5,3,3,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,4,2,5,4,2,60,14,9,2,3,2,0,0,0,2,0
1,5,4,9,357,7,2,2,2,2,2,2,1,3,2,1,1,2,2,2,2,2,2,2,5,3,2,2,1,2,2,1,1,1,2,2,58,7,20,2,0,1,0,0,0,1,0
3,35,2,9,357,18,2,1,5,5,5,5,5,5,5,1,5,5,5,5,5,3,5,5,5,5,6,5,2,6,2,2,6,5,2,2,125,2,6,1,0,18,3,0,0,21,0
3,36,3,6,357,19,4,5,2,5,2,2,6,6,6,5,5,5,5,5,2,1,5,2,2,6,2,2,1,2,6,6,5,2,1,2,110,3,11,0,1,9,6,0,0,15,0
1,1,1,6,357,1,1,1,2,2,2,1,1,4,2,7,4,5,3,4,4,2,1,1,5,4,5,4,3,5,5,5,4,3,6,4,100,6,5,3,8,6,1,1,0,8,1
1,3,1,10,357,4,5,5,2,2,2,5,4,2,5,7,2,5,4,5,2,2,5,5,2,4,5,2,2,2,2,2,2,5,2,5,104,0,15,0,3,11,0,1,0,12,1
1,9,3,5,357,10,2,2,1,2,2,3,5,2,2,5,2,2,2,2,7,5,5,6,5,5,5,5,2,6,6,7,6,5,6,5,120,1,11,1,0,10,5,2,0,17,2
1,13,3,3,357,13,5,4,6,3,3,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,5,5,5,145,0,0,3,2,22,3,0,0,25,0
3,33,4,10,357,16,2,2,2,1,1,1,2,1,1,1,6,5,6,5,7,2,5,5,6,5,5,5,7,2,2,6,7,5,5,5,115,6,7,0,0,10,4,3,0,17,3
3,38,3,2,357,21,2,2,2,2,3,3,5,5,5,5,5,5,3,3,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,126,0,4,6,0,20,0,0,0,20,0
1,4,4,4,358,4,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,45,15,15,0,0,0,0,0,0,0,0
1,3,4,3,358,3,2,4,4,5,2,2,1,2,5,6,4,4,4,4,4,5,5,2,2,2,5,5,4,2,4,5,2,5,4,5,110,1,9,0,10,9,1,0,0,10,0
4,45,2,7,359,9,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,42,18,12,0,0,0,0,0,0,0,0
3,36,4,3,359,3,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,61,1,28,0,1,0,0,0,0,0,0
1,10,2,8,360,9,2,2,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,40,21,8,1,0,0,0,0,0,0,0
1,3,2,2,360,3,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,5,2,2,2,55,8,21,0,0,1,0,0,0,1,0
1,6,1,1,360,6,5,7,4,3,2,2,2,6,6,2,5,5,5,7,3,5,7,5,2,5,3,7,7,5,5,6,2,1,2,2,128,1,8,3,1,9,3,5,0,17,5
1,4,3,2,365,3,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,3,1,1,1,1,49,12,17,1,0,0,0,0,0,0,0
3,31,1,6,367,4,2,3,2,2,5,7,1,2,2,2,2,1,2,1,5,5,1,2,1,5,2,1,1,1,5,5,2,4,4,7,85,8,11,1,2,6,0,2,0,8,2
3,27,2,10,370,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,26,4,0,0,0,0,0,0,0,0
3,30,1,8,371,3,2,2,5,6,5,2,6,2,2,6,5,2,6,5,5,6,5,2,1,2,6,6,6,2,2,2,2,2,2,1,108,2,14,0,0,6,8,0,0,14,0
3,38,2,7,373,9,2,2,2,1,2,1,2,1,1,1,1,3,5,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,45,19,9,1,0,1,0,0,0,1,0
3,31,4,10,373,3,2,5,5,2,3,5,4,5,5,5,1,5,5,2,1,2,1,2,2,5,1,3,2,5,2,2,5,5,4,5,101,4,9,2,2,13,0,0,0,13,0
3,32,4,1,374,5,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,27,3,0,0,0,0,0,0,0,0
3,31,4,3,374,4,1,5,4,5,5,5,5,5,5,5,5,2,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,99,11,2,0,1,16,0,0,0,16,0
1,2,4,7,375,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,47,15,13,2,0,0,0,0,0,0,0
1,13,4,5,375,13,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,28,2,0,0,0,0,0,0,0,0
1,7,4,2,375,7,7,3,5,3,2,7,5,5,1,2,5,2,7,5,7,2,2,6,5,2,6,2,7,2,2,6,2,2,2,2,116,1,13,2,0,6,3,5,0,14,5
1,9,3,2,375,10,2,2,2,7,3,3,3,1,1,2,1,3,3,3,3,3,3,3,5,3,5,5,5,6,5,3,5,3,5,5,103,3,4,13,0,8,1,1,0,10,1
3,27,2,8,377,1,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92,15,0,0,0,14,0,1,0,15,1
1,4,4,10,379,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,33,27,3,0,0,0,0,0,0,0,0
1,5,3,4,379,5,2,2,2,2,1,2,5,2,1,1,1,1,2,1,1,1,5,6,2,3,5,5,2,6,2,6,5,5,7,2,88,8,11,1,0,6,3,1,0,10,1
1,1,4,5,379,1,2,2,1,2,2,4,3,3,3,7,3,7,5,7,5,5,4,3,6,7,5,5,5,5,3,3,3,5,3,6,124,1,4,9,2,8,2,4,0,14,4
1,7,1,10,380,7,2,2,2,2,5,2,2,2,1,2,2,2,4,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,62,3,25,0,1,1,0,0,0,1,0
1,5,3,9,380,5,2,2,2,2,2,2,2,2,5,6,5,5,5,6,2,1,1,2,1,2,1,1,2,2,1,1,2,3,3,3,76,7,14,3,0,4,2,0,0,6,0
1,11,2,10,380,11,2,2,2,2,3,6,7,2,3,5,3,6,4,5,3,3,3,5,6,3,3,3,3,5,3,5,5,6,5,5,118,0,5,11,1,8,4,1,0,13,1
1,3,4,1,380,3,2,2,2,2,2,2,2,2,2,4,2,2,3,1,4,2,1,3,3,3,3,3,3,3,3,3,3,3,3,7,80,2,12,13,2,0,0,1,0,1,1
3,36,4,9,381,9,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,36,27,2,0,0,1,0,0,0,1,0
3,30,1,1,381,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,2,43,20,9,0,0,1,0,0,0,1,0
3,32,1,6,381,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,58,2,28,0,0,0,0,0,0,0,0
3,37,2,10,381,10,2,5,5,5,5,5,5,5,5,5,6,5,5,5,7,6,5,6,5,7,6,6,5,2,6,6,2,7,6,5,155,0,3,0,0,16,8,3,0,27,3
3,39,2,5,386,12,1,2,7,5,6,6,6,6,3,3,6,3,2,1,5,7,2,6,2,5,2,5,2,2,3,7,7,3,7,2,124,2,8,5,0,4,6,5,0,15,5
1,1,1,5,391,1,1,1,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,1,3,1,1,1,1,1,55,10,17,2,0,1,0,0,0,1,0
1,10,2,5,391,10,4,4,2,2,4,2,4,2,4,4,5,4,5,4,4,4,2,4,5,2,4,5,4,4,2,5,4,5,4,2,110,0,8,0,16,6,0,0,0,6,0
1,3,2,7,391,3,2,5,2,5,2,4,4,2,2,2,2,2,2,4,5,7,5,2,5,2,4,2,5,2,1,5,2,4,5,3,99,1,14,1,5,8,0,1,0,9,1
1,5,1,10,391,5,2,2,2,2,2,2,2,4,2,2,5,2,5,2,2,2,2,5,4,4,7,4,2,2,2,7,2,2,2,5,90,0,20,0,4,4,0,2,0,6,2
3,31,3,3,392,4,3,4,4,5,4,5,4,6,5,5,2,5,2,7,5,2,2,5,5,4,7,2,5,5,5,5,5,5,5,5,133,0,5,1,5,16,1,2,0,19,2
1,4,3,5,399,4,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,3,1,2,2,2,1,1,1,2,1,48,13,16,1,0,0,0,0,0,0,0
3,29,3,8,405,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,30,0,0,0,0,0,0,0,0,0
3,31,3,1,405,4,2,1,2,2,4,5,2,5,2,2,5,1,1,5,5,5,2,2,2,1,5,5,5,1,5,1,5,1,2,1,87,8,10,0,1,11,0,0,0,11,0
3,35,4,1,405,7,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,24,6,0,0,0,0,0,0,0,0
3,31,3,5,406,2,2,5,2,2,5,2,2,5,5,2,2,4,2,2,2,5,5,2,2,2,1,2,2,5,5,2,2,2,2,5,88,1,19,0,1,9,0,0,0,9,0
3,39,1,3,406,8,2,2,2,2,6,7,6,5,5,6,7,6,6,1,2,5,7,7,6,6,6,6,5,7,6,6,6,3,7,6,154,1,5,1,0,4,13,6,0,23,6
3,34,4,3,409,7,5,5,2,5,2,2,2,5,2,5,5,6,4,5,6,5,2,2,5,2,1,2,5,5,6,5,2,5,5,5,118,1,10,0,1,15,3,0,0,18,0
3,36,4,10,426,9,4,4,5,4,1,5,5,2,7,5,5,2,2,1,1,3,1,1,1,1,1,5,3,3,5,3,1,1,1,1,84,12,3,4,3,7,0,1,0,8,1
3,30,1,2,426,3,4,6,2,2,2,5,6,2,4,5,1,1,1,4,5,5,2,5,5,5,5,2,5,2,2,5,5,4,2,4,108,3,9,0,5,11,2,0,0,13,0
3,31,4,6,426,4,1,4,1,2,5,5,1,1,1,5,5,5,5,5,5,7,5,5,5,5,5,5,5,4,2,6,5,5,5,5,125,5,2,0,2,19,1,1,0,21,1
3,35,4,4,426,8,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,2,2,2,1,5,5,5,5,5,5,122,4,4,0,0,22,0,0,0,22,0
1,5,3,3,427,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,6,5,2,1,2,3,2,2,5,2,2,2,2,2,2,77,1,22,1,2,3,1,0,0,4,0
1,4,3,8,437,4,2,1,1,4,2,6,1,2,2,2,1,5,2,2,2,1,1,2,1,1,2,2,1,2,4,3,3,3,2,1,64,10,13,3,2,1,1,0,0,2,0
1,3,2,10,437,3,2,2,2,2,2,2,4,2,2,5,5,2,2,1,2,2,1,2,2,2,1,1,1,1,4,2,2,2,2,2,64,6,20,0,2,2,0,0,0,2,0
3,29,3,3,439,2,5,5,2,2,1,2,1,1,1,1,2,3,5,1,1,1,1,1,1,1,1,1,1,1,5,3,5,6,1,1,63,18,4,2,0,5,1,0,0,6,0
3,30,1,10,439,3,4,5,5,2,5,2,2,5,6,5,6,5,2,5,2,5,6,2,2,2,5,5,2,5,2,2,5,5,5,2,116,0,12,0,1,14,3,0,0,17,0
3,35,4,5,439,8,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,56,4,26,0,0,0,0,0,0,0,0
3,39,1,1,439,12,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,5,2,3,2,5,1,3,1,1,1,2,2,1,1,2,61,8,17,3,0,2,0,0,0,2,0
3,33,2,4,440,6,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,25,5,0,0,0,0,0,0,0,0
3,31,4,2,440,4,3,5,3,5,5,5,5,5,5,3,3,5,6,5,5,2,3,5,5,3,5,5,5,4,1,3,3,3,5,3,123,1,1,10,1,16,1,0,0,17,0
3,31,4,4,441,2,3,4,3,6,2,2,6,5,1,5,5,5,5,6,5,3,2,3,5,2,2,5,2,2,1,3,5,2,5,5,110,2,8,5,1,11,3,0,0,14,0
3,30,2,9,443,3,1,2,3,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,39,22,7,1,0,0,0,0,0,0,0
3,29,4,4,461,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,55,5,25,0,0,0,0,0,0,0,0
3,37,3,6,491,10,2,2,5,2,5,5,5,5,2,2,2,2,5,2,2,5,7,5,2,2,2,1,1,5,5,7,5,7,7,5,114,2,12,0,0,12,0,4,0,16,4
4,46,3,7,492,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,27,3,0,0,0,0,0,0,0,0
4,40,2,4,492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,3,3,44,25,0,3,0,2,0,0,0,2,0
4,42,4,6,502,2,4,2,2,3,3,3,3,3,3,7,3,3,5,3,5,5,7,3,3,7,5,3,7,7,7,5,6,5,7,3,132,0,2,13,1,6,1,7,0,14,7
4,45,4,9,502,5,2,5,7,5,3,6,5,7,3,5,5,2,6,6,7,7,7,6,7,6,7,7,7,5,5,6,7,5,6,5,167,0,2,2,0,9,7,10,0,26,10
4,42,4,4,509,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,29,1,0,0,0,0,0,0,0,0
4,46,4,3,513,6,4,5,3,2,2,7,1,1,1,1,1,1,1,1,1,5,3,1,1,1,1,2,1,1,1,2,1,1,1,1,55,20,4,2,1,2,0,1,0,3,1
4,47,3,7,513,7,1,2,2,6,5,5,3,3,3,5,5,3,3,5,7,2,2,1,2,2,1,2,2,2,1,1,3,2,1,5,87,6,10,6,0,6,1,1,0,8,1
1,4,1,6,517,3,2,2,4,3,4,2,3,4,2,2,2,2,3,1,2,1,1,2,4,2,4,1,1,2,1,2,1,1,1,1,63,10,12,3,5,0,0,0,0,0,0
1,3,1,2,517,2,2,2,2,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,59,3,26,0,1,0,0,0,0,0,0
1,5,3,7,517,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,60,1,28,1,0,0,0,0,0,0,0
1,10,1,10,517,8,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,60,1,28,1,0,0,0,0,0,0,0
1,13,4,9,517,11,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,54,6,24,0,0,0,0,0,0,0,0
1,12,2,3,517,10,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,3,3,3,3,55,12,13,4,0,1,0,0,0,1,0
4,47,3,6,531,7,2,3,6,6,5,5,7,7,5,7,2,3,3,3,7,5,5,7,5,5,5,3,5,7,5,2,7,6,5,5,148,0,3,5,0,12,3,7,0,22,7
4,43,1,6,535,3,2,2,3,5,4,2,3,5,6,7,6,5,3,6,5,2,2,5,5,5,6,2,7,6,5,4,4,2,5,3,127,0,7,4,3,9,5,2,0,16,2
4,47,4,8,535,7,5,5,2,2,5,5,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,5,5,5,5,4,4,5,78,15,3,0,3,9,0,0,0,9,0
1,1,1,4,555,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,27,3,0,0,0,0,0,0,0,0
1,5,1,6,555,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,29,1,0,0,0,0,0,0,0,0
1,13,4,1,555,12,3,1,1,5,3,3,3,3,3,5,7,3,5,3,1,5,4,3,5,7,5,5,5,3,3,3,2,1,1,1,102,6,1,12,1,8,0,2,0,10,2
1,3,3,4,555,3,4,5,4,4,2,4,4,1,2,4,2,5,5,2,4,5,2,5,4,5,5,4,7,4,3,2,2,4,4,2,110,1,8,1,12,7,0,1,0,8,1
1,14,2,6,555,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,57,3,27,0,0,0,0,0,0,0,0
1,2,2,7,555,2,2,2,4,2,2,3,5,5,3,6,5,7,5,5,5,5,5,5,5,5,5,5,6,2,2,2,5,6,5,6,130,0,7,2,1,15,4,1,0,20,1
4,46,3,5,589,5,1,5,2,6,2,1,6,2,2,1,1,1,1,1,2,1,2,2,2,1,5,5,6,2,2,5,2,5,5,3,82,9,11,1,0,6,3,0,0,9,0
4,47,4,9,589,6,5,5,2,6,5,5,6,5,2,1,6,5,6,5,5,6,5,5,6,5,1,5,5,5,5,6,5,5,5,5,143,2,2,0,0,19,7,0,0,26,0
4,45,1,10,595,6,5,4,6,4,2,4,7,7,4,2,4,4,4,4,6,5,4,4,2,6,4,4,4,4,4,1,2,4,4,4,123,1,4,0,18,2,3,2,0,7,2
4,44,3,7,595,5,5,3,2,2,2,2,2,2,1,2,3,3,7,2,7,3,5,7,5,5,2,3,2,7,3,5,5,7,5,5,114,1,10,6,0,8,0,5,0,13,5
1,1,2,3,639,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,46,14,16,0,0,0,0,0,0,0,0
1,3,4,9,639,3,2,2,2,2,2,5,4,2,6,5,5,5,5,6,5,5,5,6,2,7,6,3,5,4,5,4,5,5,5,4,129,0,7,1,4,13,4,1,0,18,1
1,8,3,8,639,8,2,5,5,2,4,5,2,2,2,2,7,6,5,6,5,4,2,2,1,2,1,5,5,2,2,6,6,7,5,6,116,2,11,0,2,8,5,2,0,15,2
4,44,3,6,646,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,5,3,3,3,5,1,1,1,1,50,19,6,3,0,2,0,0,0,2,0
4,43,2,5,646,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,5,53,10,19,0,0,1,0,0,0,1,0
4,45,1,9,646,3,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,4,2,2,2,5,1,2,2,2,1,3,2,5,61,8,18,1,1,2,0,0,0,2,0
4,40,2,9,703,1,1,5,6,2,2,2,1,5,3,5,6,5,5,6,6,6,5,2,5,6,5,5,5,5,5,5,1,1,2,1,119,5,5,1,0,13,6,0,0,19,0
4,41,2,6,703,2,5,5,5,5,6,7,5,7,5,5,5,5,6,6,5,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,103,9,6,0,0,10,3,2,0,15,2
4,43,3,10,703,4,2,5,3,5,5,5,2,6,3,3,6,3,3,3,3,6,5,6,3,3,3,3,3,3,5,6,3,7,3,2,118,0,3,15,0,6,5,1,0,12,1
4,47,2,8,703,8,2,2,2,2,1,2,2,1,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,2,124,2,7,0,0,19,1,1,0,21,1
4,48,3,4,703,9,3,5,3,5,5,6,5,5,7,5,5,5,5,6,6,6,5,6,7,3,5,5,7,5,5,7,5,5,6,5,158,0,0,3,0,17,6,4,0,27,4
1,4,2,9,705,4,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,7,2,2,2,1,1,1,2,1,1,1,1,1,1,47,18,11,0,0,0,0,1,0,1,1
1,12,3,6,705,7,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,51,9,21,0,0,0,0,0,0,0,0
1,1,3,2,705,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,53,7,23,0,0,0,0,0,0,0,0
1,3,2,3,705,3,4,2,3,3,5,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,63,4,22,2,1,1,0,0,0,1,0
1,14,4,3,705,9,2,2,2,5,1,2,2,2,2,2,2,2,3,3,1,3,3,3,1,3,3,1,3,3,5,1,3,3,3,3,74,5,10,13,0,2,0,0,0,2,0
1,10,4,5,707,10,2,1,1,2,1,2,1,1,1,1,1,1,2,3,4,2,2,1,5,2,4,3,1,1,2,1,1,2,1,1,53,16,9,2,2,1,0,0,0,1,0
1,3,3,9,707,3,2,2,6,2,4,2,2,2,5,5,4,5,2,2,5,2,5,5,5,5,4,6,2,5,2,2,2,2,2,2,101,0,16,0,3,9,2,0,0,11,0
1,14,1,4,712,11,2,2,2,1,1,1,1,2,5,3,2,5,3,6,7,6,6,5,2,5,7,1,7,1,2,1,6,5,5,5,107,7,7,2,0,7,4,3,0,14,3
1,1,2,8,714,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,38,22,8,0,0,0,0,0,0,0,0
1,13,4,4,714,12,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,26,3,1,0,0,0,0,0,0,0
1,3,3,7,714,3,2,1,1,2,5,7,4,2,2,2,1,1,7,2,5,2,5,2,7,1,5,2,2,6,2,2,5,2,2,2,91,5,15,0,1,5,1,3,0,9,3
1,5,2,8,714,5,4,2,2,2,2,4,6,5,5,2,2,2,2,5,5,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,80,1,21,1,2,4,1,0,0,5,0
1,14,1,1,714,13,1,3,3,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,3,5,1,3,1,1,1,3,55,19,1,8,0,2,0,0,0,2,0
1,4,2,1,730,4,1,1,2,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,2,5,2,2,2,2,1,1,47,16,13,0,0,1,0,0,0,1,0
