line,Sex,Lifespan_hrs
RAL-712,Male,64.8166667
RAL-712,Male,76.525
RAL-712,Male,88.525
RAL-712,Male,88.525
RAL-712,Male,88.525
RAL-712,Male,88.525
RAL-712,Male,88.525
RAL-712,Male,88.525
RAL-310,Male,76.7166667
RAL-310,Male,76.7166667
RAL-310,Male,88.7166667
RAL-310,Male,102
RAL-310,Male,102
RAL-310,Male,114.016667
RAL-310,Male,114.016667
RAL-310,Male,114.016667
RAL-310,Male,114.016667
RAL-310,Male,125.158333
RAL-315,Female,101.883333
RAL-315,Female,113.9
RAL-315,Female,113.9
RAL-315,Female,125.041667
RAL-315,Female,125.041667
RAL-315,Female,125.041667
RAL-315,Female,136.933333
RAL-315,Female,136.933333
RAL-315,Female,136.933333
RAL-315,Female,136.933333
RAL-229,Female,88.5666667
RAL-229,Female,113.875
RAL-229,Female,125.008333
RAL-229,Female,125.008333
RAL-229,Female,136.908333
RAL-229,Female,149.941667
RAL-229,Female,162.891667
RAL-229,Female,162.891667
RAL-229,Female,188.908333
RAL-850,Female,124.95
RAL-850,Female,136.85
RAL-850,Female,136.85
RAL-850,Female,149.883333
RAL-850,Female,149.883333
RAL-850,Female,149.883333
RAL-850,Female,162.833333
RAL-850,Female,173.525
RAL-850,Female,173.525
RAL-818,Female,163.083333
RAL-818,Female,163.083333
RAL-818,Female,163.083333
RAL-818,Female,179.575
RAL-818,Female,189.125
RAL-818,Female,189.125
RAL-818,Female,189.125
RAL-818,Female,210.466667
RAL-818,Female,220.808333
RAL-338,Female,136.933333
RAL-338,Female,136.933333
RAL-338,Female,149.966667
RAL-338,Female,149.966667
RAL-338,Female,149.966667
RAL-338,Female,149.966667
RAL-338,Female,149.966667
RAL-338,Female,162.925
RAL-338,Female,173.616667
RAL-338,Female,188.958333
RAL-913,Male,113.916667
RAL-913,Male,125.058333
RAL-913,Male,136.95
RAL-913,Male,136.95
RAL-913,Male,136.95
RAL-913,Male,149.975
RAL-913,Male,149.975
RAL-913,Male,149.975
RAL-913,Male,149.975
RAL-913,Male,149.975
RAL-153,Male,88.75
RAL-153,Male,88.75
RAL-153,Male,102.041667
RAL-153,Male,102.041667
RAL-153,Male,102.041667
RAL-153,Male,114.066667
RAL-153,Male,114.066667
RAL-153,Male,125.2
RAL-153,Male,137.125
RAL-385,Female,135.883333
RAL-385,Female,160.55
RAL-385,Female,173.433333
RAL-385,Female,173.433333
RAL-385,Female,185.991667
RAL-385,Female,185.991667
RAL-385,Female,185.991667
RAL-385,Female,185.991667
RAL-385,Female,198.116667
RAL-385,Female,209.783333
RAL-41,Male,123.083333
RAL-41,Male,123.083333
RAL-41,Male,135.833333
RAL-41,Male,148.216667
RAL-41,Male,148.216667
RAL-41,Male,148.216667
RAL-41,Male,148.216667
RAL-41,Male,148.216667
RAL-41,Male,173.375
RAL-41,Male,185.933333
RAL-362,Male,135.966667
RAL-362,Male,135.966667
RAL-362,Male,148.441667
RAL-362,Male,148.441667
RAL-362,Male,148.441667
RAL-362,Male,148.441667
RAL-362,Male,148.441667
RAL-362,Male,160.516667
RAL-362,Male,160.516667
RAL-362,Male,173.408333
RAL-380,Female,88.0416667
RAL-380,Female,123.191667
RAL-380,Female,148.45
RAL-380,Female,148.45
RAL-380,Female,160.425
RAL-380,Female,160.425
RAL-380,Female,160.425
RAL-380,Female,160.425
RAL-380,Female,160.425
RAL-380,Female,186.225
RAL-399,Male,111.258333
RAL-399,Male,111.258333
RAL-399,Male,111.258333
RAL-399,Male,123.016667
RAL-399,Male,135.766667
RAL-399,Male,135.766667
RAL-399,Male,135.766667
RAL-399,Male,135.766667
RAL-399,Male,148.191667
RAL-399,Male,160.475
RAL-805,Male,122.975
RAL-805,Male,135.725
RAL-805,Male,135.725
RAL-805,Male,148.158333
RAL-805,Male,148.158333
RAL-805,Male,148.158333
RAL-805,Male,160.433333
RAL-805,Male,160.433333
RAL-805,Male,173.308333
RAL-805,Male,185.825
RAL-318,Male,111.183333
RAL-318,Male,111.183333
RAL-318,Male,111.183333
RAL-318,Male,111.183333
RAL-318,Male,111.183333
RAL-318,Male,123.05
RAL-318,Male,123.05
RAL-318,Male,135.991667
RAL-318,Male,135.991667
RAL-318,Male,148.408333
RAL-375,Female,160.591667
RAL-375,Female,173.475
RAL-375,Female,173.475
RAL-375,Female,173.475
RAL-375,Female,186.016667
RAL-375,Female,186.016667
RAL-375,Female,186.016667
RAL-375,Female,186.016667
RAL-375,Female,209.816667
RAL-375,Female,209.816667
RAL-799,Male,111.358333
RAL-799,Male,111.358333
RAL-799,Male,111.358333
RAL-799,Male,111.358333
RAL-799,Male,111.358333
RAL-799,Male,111.358333
RAL-799,Male,123.116667
RAL-799,Male,123.116667
RAL-799,Male,123.116667
RAL-799,Male,135.866667
RAL-911,Male,27.2583333
RAL-911,Male,122.941667
RAL-911,Male,122.941667
RAL-911,Male,135.7
RAL-911,Male,148.175
RAL-911,Male,148.175
RAL-911,Male,148.175
RAL-911,Male,160.45
RAL-911,Male,160.45
RAL-911,Male,173.333333
RAL-161,Female,111.258333
RAL-161,Female,123.016667
RAL-161,Female,123.016667
RAL-161,Female,135.775
RAL-161,Female,135.775
RAL-161,Female,135.775
RAL-161,Female,148.225
RAL-161,Female,160.5
RAL-161,Female,160.5
RAL-161,Female,173.383333
RAL-375,Male,135.916667
RAL-375,Male,135.916667
RAL-375,Male,148.325
RAL-375,Male,148.325
RAL-375,Male,160.6
RAL-375,Male,160.6
RAL-375,Male,160.6
RAL-375,Male,173.483333
RAL-375,Male,173.483333
RAL-375,Male,186.016667
RAL-439,Male,75.775
RAL-439,Male,75.775
RAL-439,Male,75.775
RAL-439,Male,75.775
RAL-439,Male,75.775
RAL-439,Male,87.9666667
RAL-439,Male,87.9666667
RAL-439,Male,87.9666667
RAL-439,Male,111.175
RAL-439,Male,123.05
RAL-161,Male,87.9333333
RAL-161,Male,87.9333333
RAL-161,Male,87.9333333
RAL-161,Male,87.9333333
RAL-161,Male,87.9333333
RAL-161,Male,87.9333333
RAL-161,Male,100.458333
RAL-161,Male,111.15
RAL-161,Male,122.85
RAL-161,Male,135.775
RAL-907,Male,87.8583333
RAL-907,Male,100.408333
RAL-907,Male,111.216667
RAL-907,Male,111.216667
RAL-907,Male,122.966667
RAL-907,Male,135.716667
RAL-907,Male,135.716667
RAL-907,Male,160.441667
RAL-907,Male,160.441667
RAL-907,Male,185.825
RAL-405,Female,123.033333
RAL-405,Female,135.966667
RAL-405,Female,135.966667
RAL-405,Female,135.966667
RAL-405,Female,148.441667
RAL-405,Female,148.441667
RAL-405,Female,160.525
RAL-405,Female,160.525
RAL-405,Female,173.425
RAL-405,Female,209.675
RAL-332,Male,87.8916667
RAL-332,Male,87.8916667
RAL-332,Male,87.8916667
RAL-332,Male,100.441667
RAL-332,Male,111.25
RAL-332,Male,111.25
RAL-332,Male,111.25
RAL-332,Male,123.008333
RAL-332,Male,123.008333
RAL-332,Male,123.008333
RAL-335,Female,160.575
RAL-335,Female,173.466667
RAL-335,Female,173.466667
RAL-335,Female,186.033333
RAL-335,Female,186.033333
RAL-335,Female,198.175
RAL-335,Female,198.175
RAL-335,Female,209.833333
RAL-805,Female,148.166667
RAL-805,Female,160.441667
RAL-805,Female,160.441667
RAL-805,Female,160.441667
RAL-805,Female,160.441667
RAL-805,Female,160.441667
RAL-805,Female,185.825
RAL-805,Female,197.925
RAL-805,Female,197.925
RAL-805,Female,209.608333
RAL-332,Female,87.8916667
RAL-332,Female,135.75
RAL-332,Female,135.75
RAL-332,Female,135.75
RAL-332,Female,135.75
RAL-332,Female,135.75
RAL-332,Female,148.183333
RAL-332,Female,148.183333
RAL-332,Female,160.458333
RAL-332,Female,173.341667
RAL-907,Female,160.433333
RAL-907,Female,160.433333
RAL-907,Female,160.433333
RAL-907,Female,160.433333
RAL-907,Female,173.316667
RAL-907,Female,173.316667
RAL-907,Female,185.833333
RAL-907,Female,197.958333
RAL-907,Female,197.958333
RAL-907,Female,197.958333
RAL-639,Female,88.0416667
RAL-639,Female,148.283333
RAL-639,Female,160.558333
RAL-639,Female,160.558333
RAL-639,Female,186.008333
RAL-639,Female,186.008333
RAL-639,Female,198.141667
RAL-639,Female,198.141667
RAL-639,Female,198.141667
RAL-639,Female,221.416667
RAL-852,Female,198.091667
RAL-852,Female,198.091667
RAL-852,Female,198.091667
RAL-852,Female,198.091667
RAL-852,Female,209.766667
RAL-852,Female,209.766667
RAL-852,Female,221.366667
RAL-852,Female,221.366667
RAL-852,Female,245.05
RAL-852,Female,245.05
RAL-837,Female,160.55
RAL-837,Female,186.008333
RAL-837,Female,186.008333
RAL-837,Female,198.158333
RAL-837,Female,198.158333
RAL-837,Female,198.158333
RAL-837,Female,209.816667
RAL-837,Female,221.416667
RAL-837,Female,221.416667
RAL-837,Female,232.816667
RAL-837,Male,88.0333333
RAL-837,Male,111.408333
RAL-837,Male,135.916667
RAL-837,Male,135.916667
RAL-837,Male,135.916667
RAL-837,Male,135.916667
RAL-837,Male,135.916667
RAL-837,Male,148.266667
RAL-837,Male,160.616667
RAL-837,Male,160.616667
RAL-799,Female,148.275
RAL-799,Female,148.275
RAL-799,Female,148.275
RAL-799,Female,160.558333
RAL-799,Female,160.558333
RAL-799,Female,160.558333
RAL-799,Female,160.558333
RAL-799,Female,160.558333
RAL-799,Female,160.558333
RAL-799,Female,173.45
RAL-837,Male,135.891667
RAL-837,Male,148.3
RAL-837,Male,148.3
RAL-837,Male,160.575
RAL-837,Male,160.575
RAL-837,Male,173.458333
RAL-837,Male,173.458333
RAL-837,Male,173.458333
RAL-837,Male,185.975
RAL-837,Male,185.975
RAL-440,Male,111.341667
RAL-440,Male,123.108333
RAL-440,Male,123.108333
RAL-440,Male,135.858333
RAL-440,Male,135.858333
RAL-440,Male,135.858333
RAL-440,Male,135.858333
RAL-440,Male,160.533333
RAL-440,Male,160.533333
RAL-440,Male,160.533333
RAL-318,Female,135.983333
RAL-318,Female,148.45
RAL-318,Female,160.533333
RAL-318,Female,160.533333
RAL-318,Female,160.533333
RAL-318,Female,160.533333
RAL-318,Female,173.433333
RAL-318,Female,173.433333
RAL-318,Female,186.083333
RAL-318,Female,186.083333
RAL-313,Female,160.616667
RAL-313,Female,198.158333
RAL-313,Female,198.158333
RAL-313,Female,198.158333
RAL-313,Female,209.833333
RAL-313,Female,209.833333
RAL-313,Female,209.833333
RAL-313,Female,209.833333
RAL-313,Female,221.416667
RAL-313,Female,221.416667
RAL-75,Male,111.358333
RAL-75,Male,111.358333
RAL-75,Male,111.358333
RAL-75,Male,111.358333
RAL-75,Male,111.358333
RAL-75,Male,123.116667
RAL-75,Male,135.866667
RAL-75,Male,135.866667
RAL-75,Male,148.291667
RAL-75,Male,160.566667
RAL-41,Female,135.833333
RAL-41,Female,148.216667
RAL-41,Female,148.216667
RAL-41,Female,160.491667
RAL-41,Female,173.383333
RAL-41,Female,185.933333
RAL-41,Female,185.933333
RAL-41,Female,198.05
RAL-41,Female,209.725
RAL-41,Female,209.725
RAL-313,Male,88.0666667
RAL-313,Male,111.425
RAL-313,Male,111.425
RAL-313,Male,111.425
RAL-313,Male,123.183333
RAL-313,Male,123.183333
RAL-313,Male,135.941667
RAL-313,Male,135.941667
RAL-313,Male,135.941667
RAL-313,Male,135.941667
RAL-849,Female,160.5
RAL-849,Female,160.5
RAL-849,Female,185.958333
RAL-849,Female,185.958333
RAL-849,Female,198.075
RAL-849,Female,198.075
RAL-849,Female,198.075
RAL-849,Female,198.075
RAL-849,Female,209.741667
RAL-849,Female,221.358333
RAL-75,Female,135.866667
RAL-75,Female,135.866667
RAL-75,Female,135.866667
RAL-75,Female,148.283333
RAL-75,Female,148.283333
RAL-75,Female,148.283333
RAL-75,Female,160.558333
RAL-75,Female,160.558333
RAL-75,Female,173.441667
RAL-75,Female,173.441667
RAL-639,Male,88.05
RAL-639,Male,100.6
RAL-639,Male,111.408333
RAL-639,Male,111.408333
RAL-639,Male,111.408333
RAL-639,Male,123.166667
RAL-639,Male,123.166667
RAL-639,Male,148.3
RAL-639,Male,148.3
RAL-639,Male,160.575
RAL-849,Male,123.083333
RAL-849,Male,135.833333
RAL-849,Male,135.833333
RAL-849,Male,135.833333
RAL-849,Male,148.225
RAL-849,Male,160.5
RAL-849,Male,160.5
RAL-849,Male,160.5
RAL-849,Male,160.5
RAL-849,Male,209.733333
RAL-427,Male,111.35
RAL-427,Male,111.35
RAL-427,Male,123.108333
RAL-427,Male,123.108333
RAL-427,Male,123.108333
RAL-427,Male,135.858333
RAL-427,Male,135.858333
RAL-427,Male,135.858333
RAL-427,Male,148.25
RAL-427,Male,160.525
RAL-161,Female,111.208333
RAL-161,Female,111.208333
RAL-161,Female,122.966667
RAL-161,Female,122.966667
RAL-161,Female,122.966667
RAL-161,Female,135.716667
RAL-161,Female,135.716667
RAL-161,Female,135.716667
RAL-161,Female,148.158333
RAL-161,Female,160.441667
RAL-639,Male,100.775
RAL-639,Male,123.183333
RAL-639,Male,123.183333
RAL-639,Male,135.883333
RAL-639,Male,135.883333
RAL-639,Male,135.883333
RAL-639,Male,135.883333
RAL-639,Male,135.883333
RAL-639,Male,135.883333
RAL-639,Male,160.808333
RAL-21,Female,160.466667
RAL-21,Female,185.916667
RAL-21,Female,185.916667
RAL-21,Female,185.916667
RAL-21,Female,185.916667
RAL-21,Female,198.041667
RAL-21,Female,198.041667
RAL-21,Female,198.041667
RAL-21,Female,198.041667
RAL-21,Female,198.041667
RAL-849,Male,135.858333
RAL-849,Male,135.858333
RAL-849,Male,135.858333
RAL-849,Male,148.25
RAL-849,Male,160.525
RAL-849,Male,160.525
RAL-849,Male,160.525
RAL-849,Male,185.958333
RAL-849,Male,185.958333
RAL-849,Male,185.958333
RAL-849,Male,198.066667
RAL-40,Female,173.408333
RAL-40,Female,185.875
RAL-40,Female,185.875
RAL-40,Female,185.875
RAL-40,Female,185.875
RAL-40,Female,185.875
RAL-40,Female,197.966667
RAL-40,Female,197.966667
RAL-40,Female,197.966667
RAL-40,Female,197.966667
RAL-380,Male,88.075
RAL-380,Male,100.625
RAL-380,Male,123.208333
RAL-380,Male,148.325
RAL-380,Male,160.6
RAL-380,Male,160.6
RAL-380,Male,160.6
RAL-380,Male,160.6
RAL-380,Male,173.483333
RAL-380,Male,186.058333
RAL-563,Female,100.483333
RAL-563,Female,135.975
RAL-563,Female,135.975
RAL-563,Female,148.45
RAL-563,Female,148.45
RAL-563,Female,160.525
RAL-563,Female,160.525
RAL-563,Female,160.525
RAL-563,Female,198.016667
RAL-563,Female,198.016667
RAL-440,Female,123.075
RAL-440,Female,135.816667
RAL-440,Female,148.166667
RAL-440,Female,148.166667
RAL-440,Female,160.516667
RAL-440,Female,160.516667
RAL-440,Female,160.516667
RAL-440,Female,160.516667
RAL-440,Female,173.483333
RAL-563,Male,100.483333
RAL-563,Male,111.166667
RAL-563,Male,111.166667
RAL-563,Male,111.166667
RAL-563,Male,123.041667
RAL-563,Male,123.041667
RAL-563,Male,123.041667
RAL-563,Male,123.041667
RAL-563,Male,123.041667
RAL-563,Male,135.983333
RAL-439,Female,100.491667
RAL-439,Female,100.491667
RAL-439,Female,123.016667
RAL-439,Female,123.016667
RAL-439,Female,135.8
RAL-439,Female,135.8
RAL-439,Female,135.8
RAL-439,Female,160.5
RAL-439,Female,160.5
RAL-439,Female,185.908333
RAL-399,Female,135.958333
RAL-399,Female,148.425
RAL-399,Female,148.425
RAL-399,Female,148.425
RAL-399,Female,160.508333
RAL-399,Female,160.508333
RAL-399,Female,160.508333
RAL-399,Female,173.408333
RAL-399,Female,173.408333
RAL-399,Female,173.408333
RAL-208,Female,100.533333
RAL-208,Female,111.766667
RAL-208,Female,111.766667
RAL-208,Female,111.766667
RAL-208,Female,111.766667
RAL-208,Female,123.158333
RAL-208,Female,123.158333
RAL-208,Female,148.375
RAL-208,Female,160.441667
RAL-208,Female,186.216667
RAL-911,Female,160.425
RAL-911,Female,160.425
RAL-911,Female,160.425
RAL-911,Female,160.425
RAL-911,Female,173.308333
RAL-911,Female,173.308333
RAL-911,Female,185.8
RAL-911,Female,185.8
RAL-911,Female,185.8
RAL-911,Female,185.8
RAL-907,Female,148.366667
RAL-907,Female,160.458333
RAL-907,Female,173.358333
RAL-907,Female,173.358333
RAL-907,Female,185.983333
RAL-907,Female,185.983333
RAL-907,Female,197.95
RAL-907,Female,209.608333
RAL-907,Female,209.608333
RAL-907,Female,209.608333
RAL-907,Male,122.983333
RAL-907,Male,122.983333
RAL-907,Male,135.733333
RAL-907,Male,135.733333
RAL-907,Male,135.733333
RAL-907,Male,135.733333
RAL-907,Male,173.325
RAL-907,Male,185.833333
RAL-907,Male,185.833333
RAL-907,Male,221.216667
RAL-69,Female,53.1583333
RAL-69,Female,65.275
RAL-69,Female,88.125
RAL-69,Female,88.125
RAL-69,Female,100.825
RAL-69,Female,100.825
RAL-69,Female,111.891667
RAL-69,Female,111.891667
RAL-69,Female,123.258333
RAL-69,Female,135.883333
RAL-208,Male,88.0416667
RAL-208,Male,88.0416667
RAL-208,Male,88.0416667
RAL-208,Male,88.0416667
RAL-208,Male,100.716667
RAL-208,Male,100.716667
RAL-208,Male,111.775
RAL-208,Male,111.775
RAL-208,Male,135.858333
RAL-440,Male,123.066667
RAL-440,Male,135.816667
RAL-440,Male,135.816667
RAL-440,Male,135.816667
RAL-440,Male,135.816667
RAL-440,Male,148.2
RAL-440,Male,160.466667
RAL-440,Male,173.35
RAL-440,Male,173.35
RAL-440,Male,173.35
RAL-373,Male,87.9166667
RAL-373,Male,111.141667
RAL-373,Male,135.925
RAL-373,Male,148.4
RAL-373,Male,160.5
RAL-373,Male,160.5
RAL-373,Male,160.5
RAL-373,Male,160.5
RAL-373,Male,173.408333
RAL-373,Male,186.025
RAL-837,Female,135.883333
RAL-837,Female,185.983333
RAL-837,Female,221.375
RAL-837,Female,221.375
RAL-837,Female,221.375
RAL-837,Female,232.775
RAL-837,Female,232.775
RAL-837,Female,245.066667
RAL-837,Female,257.066667
RAL-837,Female,257.066667
RAL-69,Male,65.2916667
RAL-69,Male,65.2916667
RAL-69,Male,75.975
RAL-69,Male,75.975
RAL-69,Male,88.1333333
RAL-69,Male,88.1333333
RAL-69,Male,88.1333333
RAL-69,Male,88.1333333
RAL-69,Male,88.1333333
RAL-69,Male,111.641667
RAL-318,Female,135.816667
RAL-318,Female,160.45
RAL-318,Female,160.45
RAL-318,Female,160.45
RAL-318,Female,160.45
RAL-318,Female,173.333333
RAL-318,Female,173.333333
RAL-318,Female,173.333333
RAL-318,Female,198.05
RAL-318,Female,209.716667
RAL-161,Male,52.8583333
RAL-161,Male,75.6833333
RAL-161,Male,87.8583333
RAL-161,Male,87.8583333
RAL-161,Male,100.408333
RAL-161,Male,100.408333
RAL-161,Male,111.216667
RAL-161,Male,111.216667
RAL-161,Male,122.966667
RAL-161,Male,135.716667
RAL-385,Male,160.575
RAL-385,Male,173.466667
RAL-385,Male,173.466667
RAL-385,Male,173.466667
RAL-385,Male,185.991667
RAL-385,Male,185.991667
RAL-385,Male,185.991667
RAL-385,Male,198.1
RAL-385,Male,198.1
RAL-385,Male,198.1
RAL-335,Male,160.508333
RAL-335,Male,160.508333
RAL-335,Male,160.508333
RAL-335,Male,160.508333
RAL-335,Male,160.508333
RAL-335,Male,173.616667
RAL-335,Male,173.616667
RAL-335,Male,186.3
RAL-335,Male,186.3
RAL-335,Male,186.3
RAL-21,Male,87.9416667
RAL-21,Male,100.491667
RAL-21,Male,111.308333
RAL-21,Male,111.308333
RAL-21,Male,123.075
RAL-21,Male,123.075
RAL-21,Male,123.075
RAL-21,Male,135.825
RAL-21,Male,148.183333
RAL-21,Male,160.525
RAL-40,Male,111.266667
RAL-40,Male,135.775
RAL-40,Male,135.775
RAL-40,Male,148.241667
RAL-40,Male,148.241667
RAL-40,Male,160.516667
RAL-40,Male,160.516667
RAL-40,Male,160.516667
RAL-40,Male,160.516667
RAL-40,Male,160.516667
RAL-852,Male,148.266667
RAL-852,Male,160.541667
RAL-852,Male,160.541667
RAL-852,Male,173.433333
RAL-852,Male,173.433333
RAL-852,Male,185.975
RAL-852,Male,185.975
RAL-852,Male,185.975
RAL-852,Male,198.091667
RAL-852,Male,209.766667
RAL-336,Male,53.1416667
RAL-336,Male,65.2583333
RAL-336,Male,75.9583333
RAL-336,Male,75.9583333
RAL-336,Male,87.925
RAL-336,Male,87.925
RAL-336,Male,87.925
RAL-336,Male,100.575
RAL-336,Male,100.575
RAL-336,Male,100.575
RAL-362,Female,148.375
RAL-362,Female,173.466667
RAL-362,Female,185.9
RAL-362,Female,185.9
RAL-362,Female,185.9
RAL-362,Female,197.991667
RAL-362,Female,197.991667
RAL-362,Female,197.991667
RAL-362,Female,209.691667
RAL-362,Female,209.691667
RAL-405,Male,87.9416667
RAL-405,Male,87.9416667
RAL-405,Male,111.166667
RAL-405,Male,123.008333
RAL-405,Male,123.008333
RAL-405,Male,123.008333
RAL-405,Male,123.008333
RAL-405,Male,135.783333
RAL-405,Male,173.433333
RAL-405,Male,185.891667
RAL-804,Male,65.0166667
RAL-804,Male,111.225
RAL-804,Male,111.225
RAL-804,Male,122.983333
RAL-804,Male,122.983333
RAL-804,Male,122.983333
RAL-804,Male,122.983333
RAL-804,Male,135.741667
RAL-804,Male,135.741667
RAL-804,Male,135.741667
RAL-318,Male,100.5
RAL-318,Male,111.308333
RAL-318,Male,111.308333
RAL-318,Male,111.308333
RAL-318,Male,111.308333
RAL-318,Male,111.308333
RAL-318,Male,123.066667
RAL-318,Male,123.066667
RAL-318,Male,135.816667
RAL-461,Male,27.15
RAL-461,Male,52.7333333
RAL-461,Male,52.7333333
RAL-461,Male,64.875
RAL-461,Male,64.875
RAL-461,Male,75.55
RAL-461,Male,75.55
RAL-461,Male,87.7166667
RAL-461,Male,111.075
RAL-461,Male,135.591667
RAL-303,Male,110.75
RAL-303,Male,122.633333
RAL-303,Male,135.591667
RAL-303,Male,135.591667
RAL-303,Male,148
RAL-303,Male,148
RAL-303,Male,148
RAL-303,Male,159.958333
RAL-303,Male,159.958333
RAL-303,Male,159.958333
RAL-796,Female,135.6
RAL-796,Female,135.6
RAL-796,Female,148.008333
RAL-796,Female,159.991667
RAL-796,Female,159.991667
RAL-796,Female,159.991667
RAL-796,Female,159.991667
RAL-796,Female,159.991667
RAL-796,Female,172.883333
RAL-796,Female,172.883333
RAL-59,Female,111.458333
RAL-59,Female,111.458333
RAL-59,Female,122.875
RAL-59,Female,135.591667
RAL-59,Female,135.591667
RAL-59,Female,135.591667
RAL-59,Female,148.258333
RAL-59,Female,148.258333
RAL-59,Female,160.5
RAL-59,Female,160.5
RAL-405,Male,87.75
RAL-405,Male,111.483333
RAL-405,Male,122.85
RAL-405,Male,122.85
RAL-405,Male,135.483333
RAL-405,Male,135.483333
RAL-405,Male,135.483333
RAL-405,Male,135.483333
RAL-405,Male,160.116667
RAL-405,Male,160.116667
RAL-380,Female,122.683333
RAL-380,Female,135.441667
RAL-380,Female,160.183333
RAL-380,Female,173.058333
RAL-380,Female,173.058333
RAL-380,Female,173.058333
RAL-380,Female,173.058333
RAL-380,Female,185.541667
RAL-380,Female,197.65
RAL-380,Female,209.333333
RAL-21,Female,110.725
RAL-21,Female,148.033333
RAL-21,Female,160.108333
RAL-21,Female,160.108333
RAL-21,Female,172.991667
RAL-21,Female,172.991667
RAL-21,Female,172.991667
RAL-21,Female,185.633333
RAL-21,Female,185.633333
RAL-21,Female,185.633333
RAL-158,Female,148.183333
RAL-158,Female,148.183333
RAL-158,Female,160.15
RAL-158,Female,160.15
RAL-158,Female,160.15
RAL-158,Female,173.283333
RAL-158,Female,185.95
RAL-158,Female,185.95
RAL-158,Female,197.925
RAL-158,Female,221.183333
RAL-405,Female,135.75
RAL-405,Female,148.133333
RAL-405,Female,148.133333
RAL-405,Female,148.133333
RAL-405,Female,148.133333
RAL-405,Female,160.116667
RAL-405,Female,160.116667
RAL-405,Female,173.141667
RAL-405,Female,173.141667
RAL-405,Female,197.883333
RAL-705,Female,197.583333
RAL-705,Female,197.583333
RAL-705,Female,209.283333
RAL-705,Female,220.866667
RAL-705,Female,220.866667
RAL-705,Female,220.866667
RAL-705,Female,220.866667
RAL-705,Female,220.866667
RAL-705,Female,220.866667
RAL-705,Female,232.275
RAL-796,Male,110.783333
RAL-796,Male,122.65
RAL-796,Male,122.65
RAL-796,Male,135.583333
RAL-796,Male,135.583333
RAL-796,Male,135.583333
RAL-796,Male,148.058333
RAL-796,Male,160.133333
RAL-796,Male,160.133333
RAL-796,Male,173.025
RAL-367,Female,122.916667
RAL-367,Female,173.283333
RAL-367,Female,185.766667
RAL-367,Female,185.766667
RAL-367,Female,185.766667
RAL-367,Female,185.766667
RAL-367,Female,185.766667
RAL-367,Female,209.575
RAL-367,Female,209.575
RAL-367,Female,209.575
RAL-900,Female,111.141667
RAL-900,Female,111.141667
RAL-900,Female,111.141667
RAL-900,Female,111.141667
RAL-900,Female,111.141667
RAL-900,Female,122.9
RAL-900,Female,122.9
RAL-900,Female,135.65
RAL-900,Female,173.258333
RAL-367,Female,135.516667
RAL-367,Female,160.2
RAL-367,Female,160.2
RAL-367,Female,160.2
RAL-367,Female,173.083333
RAL-367,Female,185.541667
RAL-367,Female,185.541667
RAL-367,Female,185.541667
RAL-367,Female,185.541667
RAL-367,Female,197.641667
RAL-235,Male,100.425
RAL-235,Male,111.3
RAL-235,Male,135.8
RAL-235,Male,135.8
RAL-235,Male,148.183333
RAL-235,Male,160.166667
RAL-235,Male,160.166667
RAL-235,Male,185.958333
RAL-235,Male,197.941667
RAL-235,Male,209.558333
RAL-861,Female,100.041667
RAL-861,Female,110.716667
RAL-861,Female,122.6
RAL-861,Female,135.558333
RAL-861,Female,135.558333
RAL-861,Female,147.966667
RAL-861,Female,147.966667
RAL-861,Female,147.966667
RAL-45,Female,100.091667
RAL-45,Female,100.091667
RAL-45,Female,122.65
RAL-45,Female,122.65
RAL-45,Female,122.65
RAL-45,Female,122.65
RAL-45,Female,135.6
RAL-45,Female,135.6
RAL-45,Female,135.6
RAL-45,Female,160.15
RAL-761,Male,87.625
RAL-761,Male,110.883333
RAL-761,Male,110.883333
RAL-761,Male,110.883333
RAL-761,Male,122.725
RAL-761,Male,135.558333
RAL-761,Male,135.558333
RAL-761,Male,135.558333
RAL-761,Male,135.558333
RAL-761,Male,147.966667
RAL-57,Male,100.258333
RAL-57,Male,100.258333
RAL-57,Male,100.258333
RAL-57,Male,110.991667
RAL-57,Male,110.991667
RAL-57,Male,122.666667
RAL-57,Male,122.666667
RAL-57,Male,135.575
RAL-57,Male,135.575
RAL-303,Female,122.641667
RAL-303,Female,122.641667
RAL-303,Female,135.591667
RAL-303,Female,135.591667
RAL-303,Female,135.591667
RAL-303,Female,148.05
RAL-303,Female,148.05
RAL-303,Female,160.125
RAL-303,Female,160.125
RAL-303,Female,160.125
RAL-727,Male,122.6
RAL-727,Male,135.533333
RAL-727,Male,135.533333
RAL-727,Male,148.008333
RAL-727,Male,148.008333
RAL-727,Male,148.008333
RAL-727,Male,148.008333
RAL-727,Male,160.075
RAL-727,Male,160.075
RAL-727,Male,185.616667
RAL-136,Male,110.95
RAL-136,Male,135.45
RAL-136,Male,135.45
RAL-136,Male,135.45
RAL-136,Male,147.9
RAL-136,Male,147.9
RAL-136,Male,147.9
RAL-136,Male,173.058333
RAL-136,Male,185.55
RAL-595,Female,111.008333
RAL-595,Female,135.608333
RAL-595,Female,135.608333
RAL-595,Female,135.608333
RAL-595,Female,135.608333
RAL-595,Female,148.241667
RAL-595,Female,160.358333
RAL-595,Female,160.358333
RAL-595,Female,160.358333
RAL-595,Female,173.283333
RAL-41,Male,110.758333
RAL-41,Male,110.758333
RAL-41,Male,122.65
