line,sex,time
820,female,3.36
820,female,27.35
820,female,31.88
820,female,0
820,female,33.67
820,female,14.98
820,female,7.31
820,female,3.25
821,female,27
821,female,57.7
821,female,67.53
821,female,0
821,female,43.02
821,female,13.68
821,female,0
821,female,7.4
821,female,13.05
821,female,24.65
821,female,64.92
821,female,54.75
821,female,11.23
821,female,58.14
821,female,68.88
821,female,0
821,female,75.68
821,female,108.4
821,female,8.78
821,female,20.84
822,female,28.99
822,female,23.37
822,female,81.18
822,female,15.03
822,female,20.52
822,female,17.21
822,female,60.04
822,female,35.27
822,female,41.87
822,female,29.76
822,female,9.24
822,female,38.91
822,female,44.62
822,female,0
822,female,87.52
822,female,144.43
822,female,58.58
822,female,40.07
822,female,3.6
822,female,101.24
832,female,16.33
832,female,36.92
832,female,57.37
832,female,9.34
832,female,46.23
832,female,18.58
832,female,7.19
832,female,17.93
832,female,49.15
832,female,107.1
832,female,17.19
832,female,16.12
832,female,22.91
832,female,38.4
832,female,9.51
832,female,31.96
832,female,30.13
832,female,8.84
832,female,20.88
832,female,12.67
837,female,51.37
837,female,26.89
837,female,46.72
837,female,41.56
837,female,32.6
837,female,36.92
837,female,15.8
837,female,20.87
837,female,30.27
837,female,64.97
837,female,38.21
837,female,47.42
837,female,37.23
837,female,54.79
837,female,47.91
837,female,65.51
837,female,52.35
837,female,57.41
837,female,54.01
837,female,41.82
843,female,18.18
843,female,31.43
843,female,46.17
843,female,11.64
843,female,9.57
843,female,32.9
843,female,20.81
843,female,19.07
843,female,56.95
843,female,14.65
843,female,56.04
843,female,5.86
843,female,10.08
843,female,67.92
843,female,6.68
843,female,14.96
843,female,14.32
843,female,31.49
843,female,0
843,female,7.29
849,female,69.6
849,female,19.97
849,female,47.23
849,female,51.1
849,female,22.96
849,female,7.79
849,female,1.99
849,female,37.87
849,female,36.66
849,female,62.27
849,female,24.27
849,female,28.69
849,female,19.9
849,female,0
849,female,36.59
849,female,13.2
849,female,14.12
849,female,23.86
849,female,45.93
849,female,50.93
850,female,56.59
850,female,14.66
850,female,53.36
850,female,0
850,female,0
850,female,5.5
850,female,0
850,female,69.99
850,female,44.73
850,female,86.13
850,female,14.22
850,female,0
850,female,0
850,female,93.46
850,female,0
850,female,23.12
850,female,103.66
850,female,34.44
850,female,43.09
850,female,11.1
852,female,22.46
852,female,27.48
852,female,10.98
852,female,45.98
852,female,39.13
852,female,16.53
852,female,22.96
852,female,89.28
852,female,23.22
852,female,11.48
852,female,2.01
852,female,13.83
852,female,46.44
852,female,31.9
852,female,39.48
852,female,5.64
852,female,41.12
852,female,7.05
852,female,23.91
852,female,65.74
853,female,21.55
853,female,18.8
853,female,0
853,female,0
853,female,17.58
853,female,35.66
853,female,15.73
853,female,18.17
853,female,41.44
853,female,13.78
853,female,7.76
853,female,25.96
853,female,0
853,female,13.29
853,female,68.75
853,female,15.12
853,female,69.19
853,female,5.82
853,female,34.05
853,female,24.1
855,female,26.53
855,female,80.04
855,female,77.89
855,female,77.92
855,female,21.39
855,female,43.44
855,female,61.76
855,female,72.64
855,female,8.62
855,female,56.99
855,female,81.01
855,female,99.01
855,female,103.76
855,female,4.69
855,female,63.02
855,female,0
855,female,58.54
855,female,0
855,female,121.54
855,female,67.69
855,female,30.01
855,female,34.34
855,female,34.37
855,female,37.72
855,female,31.74
855,female,38.19
855,female,17.38
855,female,83.09
855,female,115.56
855,female,25.76
857,female,56.41
857,female,89.04
857,female,35.25
857,female,52.68
857,female,63.43
857,female,0
857,female,49.05
857,female,21.11
857,female,85.25
857,female,30.74
857,female,92.57
857,female,113.5
857,female,128.94
857,female,80.77
857,female,132.68
861,female,14.62
861,female,62.02
861,female,40.91
861,female,40.39
861,female,20.34
861,female,31.49
861,female,54.59
861,female,63.11
861,female,16.19
861,female,65.59
861,female,54.58
861,female,61.38
861,female,0
861,female,22.77
861,female,38.72
861,female,0
861,female,56.19
861,female,6.36
861,female,47.25
861,female,7.72
879,female,64.67
879,female,49.76
879,female,0
879,female,11.57
879,female,29.1
879,female,63.82
879,female,12.28
879,female,0
879,female,113.18
879,female,34.83
879,female,71
879,female,48.07
879,female,19.82
879,female,97.1
879,female,5.37
879,female,70.74
879,female,47.06
879,female,51.62
879,female,3.2
879,female,6.54
882,female,31.11
882,female,0
882,female,0
882,female,42.14
882,female,20.55
882,female,3.62
882,female,48.3
882,female,51.05
882,female,120.75
882,female,67.78
882,female,27.94
882,female,18.57
882,female,0
882,female,28.12
882,female,82.57
882,female,0
882,female,26.97
882,female,39.36
882,female,18.01
882,female,32.73
884,female,29.01
884,female,79.68
884,female,9.83
884,female,36.62
884,female,74.81
884,female,52.1
884,female,41.92
884,female,21.7
884,female,0
884,female,26.93
884,female,120.61
884,female,78.08
884,female,33.84
884,female,52.29
884,female,9.6
884,female,57.39
884,female,89.51
884,female,6.92
884,female,72.14
884,female,72.64
887,female,168.36
887,female,166.93
887,female,108.65
887,female,16.27
887,female,149.28
887,female,3.37
887,female,24.6
887,female,67.37
887,female,18.67
887,female,71.03
887,female,48.66
887,female,27.52
887,female,63.64
887,female,3.79
887,female,73.79
887,female,6.3
887,female,43.25
887,female,43.55
887,female,36.74
887,female,28.55
890,female,12.14
890,female,29.21
890,female,23.09
890,female,5.05
890,female,0
890,female,31.36
890,female,11.25
890,female,9.98
890,female,19.51
890,female,4.87
890,female,60.61
890,female,6.18
890,female,28.06
890,female,23.16
890,female,23.93
890,female,38.5
890,female,26.8
890,female,0
890,female,12.67
890,female,23.08
892,female,70.72
892,female,34.39
892,female,59.45
892,female,36.51
892,female,21.68
892,female,38.43
892,female,15.05
892,female,45.51
892,female,23.06
892,female,62.91
892,female,72.24
892,female,14.51
892,female,10.27
892,female,32.85
892,female,49.87
892,female,53.57
892,female,13.65
892,female,16.73
892,female,44.4
892,female,23.51
894,female,7.94
894,female,29.04
894,female,70.57
894,female,11.57
894,female,40.47
894,female,37.44
894,female,64.2
894,female,15.87
894,female,3.68
894,female,22.05
894,female,15.34
894,female,20.61
894,female,43.03
894,female,108.42
894,female,2.8
894,female,28.05
894,female,8.59
894,female,17.8
894,female,46.4
894,female,3.94
897,female,28.36
897,female,37.45
897,female,22.29
897,female,25.35
897,female,31.24
897,female,41.64
897,female,50.19
897,female,5.05
897,female,17.65
897,female,39.97
897,female,19.08
897,female,42.73
897,female,65.12
897,female,86.61
897,female,68.72
897,female,119.83
897,female,83.92
897,female,65.39
897,female,70.13
897,female,105.54
900,female,31.69
900,female,76.75
900,female,0
900,female,0
900,female,82.93
900,female,64.89
900,female,17.39
900,female,88.73
900,female,65.44
900,female,28.38
900,female,11.21
900,female,118.91
900,female,26.39
900,female,10.82
900,female,40.25
900,female,5.8
900,female,0
900,female,7.2
900,female,8.15
900,female,7.62
907,female,51.76
907,female,0
907,female,102.92
907,female,4.14
907,female,34.24
907,female,116.8
907,female,10.32
907,female,111.63
907,female,0
907,female,17.9
907,female,6.23
907,female,20.04
907,female,0
907,female,136.14
907,female,13.9
907,female,17.65
907,female,55.91
907,female,0
907,female,0
907,female,17.2
908,female,44.62
908,female,50.69
908,female,16.06
908,female,18.59
908,female,47.69
908,female,20.91
908,female,0
908,female,75.54
908,female,25.45
908,female,51.89
908,female,28.91
908,female,34.02
908,female,0
908,female,49.71
908,female,34.85
908,female,25.15
908,female,18.89
908,female,1.59
908,female,100.03
908,female,53.28
911,female,49.53
911,female,29.57
911,female,27.83
911,female,35.57
911,female,50.06
911,female,17.7
911,female,57.32
911,female,6.97
911,female,23.34
911,female,52.07
911,female,14.35
911,female,29.8
911,female,9.22
911,female,34.79
911,female,44.37
911,female,32.29
911,female,13.67
911,female,65.53
911,female,32.71
911,female,13.94
913,female,83.39
913,female,94.55
913,female,41.3
913,female,58.81
913,female,102.07
913,female,34.66
913,female,87.5
913,female,150.32
913,female,63.18
913,female,15.07
913,female,83.76
913,female,144.96
913,female,159.83
913,female,22.46
913,female,55.53
913,female,34.52
913,female,79.39
913,female,84.1
913,female,26.47
913,female,81.03
101,male,43.73
101,male,6.48
101,male,6.1
101,male,37.12
101,male,81.22
101,male,65.77
101,male,72.27
101,male,70.23
101,male,44.83
101,male,35.66
101,male,100.75
101,male,58.95
101,male,56.89
101,male,42.18
101,male,35.36
101,male,43.05
101,male,32.02
101,male,41.64
101,male,50.28
101,male,36.71
101,male,60.4
105,male,95.06
105,male,30.18
105,male,33.13
105,male,38.57
105,male,28.76
105,male,111.56
105,male,45.55
105,male,56.67
105,male,61.17
105,male,30.83
105,male,77.56
105,male,20.8
105,male,84.99
105,male,37.31
105,male,57.98
105,male,10.06
105,male,41.74
105,male,39.26
105,male,75.38
105,male,42.63
109,male,39.65
109,male,21.21
109,male,22.7
109,male,18.77
109,male,0
109,male,2.72
109,male,0.9
109,male,31.97
109,male,2.91
109,male,58.62
109,male,4.37
109,male,2.07
109,male,14.05
109,male,26.04
109,male,66.36
109,male,53.2
109,male,9.78
109,male,39.64
109,male,1.31
109,male,8.55
129,male,53.9
129,male,33.91
129,male,38.14
129,male,39.74
129,male,88.09
129,male,90.02
129,male,104.9
129,male,121.54
129,male,73.73
129,male,16.03
129,male,68.43
129,male,77.78
129,male,62.39
129,male,73.62
129,male,51.29
129,male,60.28
129,male,70.04
129,male,47.84
129,male,55.34
129,male,24.83
136,male,14.81
136,male,52.22
136,male,43.33
136,male,17.85
136,male,58.74
136,male,24.61
136,male,10.21
136,male,37.93
136,male,52.29
136,male,8.23
136,male,24.35
136,male,11.75
136,male,20.35
136,male,9.44
136,male,30.72
136,male,10.43
136,male,26.4
136,male,30.34
136,male,29.13
136,male,15.76
138,male,21.95
138,male,94.91
138,male,9.65
138,male,85.54
138,male,0
138,male,0.91
138,male,0
138,male,124.23
138,male,51.41
138,male,85.18
138,male,95.92
138,male,99.51
138,male,75.52
138,male,79.53
138,male,70.27
138,male,80.88
138,male,2.06
138,male,0
138,male,33.1
138,male,13.87
138,male,41.12
142,male,15.79
142,male,21.81
142,male,46.71
142,male,35.14
142,male,24.07
142,male,52.8
142,male,42.55
142,male,52.52
142,male,51.06
142,male,21.87
142,male,37.85
142,male,44.49
142,male,44.49
142,male,20
142,male,23.03
142,male,15.02
142,male,18.37
142,male,11.82
142,male,77.71
142,male,35.13
149,male,59.45
149,male,30.66
149,male,22.27
149,male,15.5
149,male,114.86
149,male,126.68
149,male,27.39
149,male,39.13
149,male,21.26
149,male,45.59
149,male,7.78
149,male,138.29
149,male,66.93
149,male,31.21
149,male,70.32
149,male,3.46
149,male,19.01
149,male,64.39
149,male,23.95
149,male,54.9
153,male,28.44
153,male,15.76
153,male,38.4
153,male,41.43
153,male,9.22
153,male,63.18
153,male,24.06
153,male,29.96
153,male,19.32
153,male,15.7
153,male,4.02
153,male,61.74
153,male,6.6
153,male,30
153,male,83.98
153,male,58.49
153,male,35.24
153,male,25.48
153,male,24.79
153,male,62.04
158,male,52.42
158,male,7.33
158,male,13.34
158,male,15.98
158,male,37.01
158,male,13.88
158,male,20.32
158,male,19.59
158,male,35.03
158,male,0
158,male,2.44
158,male,80
158,male,12.33
158,male,39.54
158,male,14.66
158,male,3.58
158,male,79.47
158,male,44.88
158,male,6.39
158,male,12.37
161,male,111.76
161,male,46.04
161,male,35.42
161,male,66.66
161,male,40.36
161,male,59.2
161,male,12.85
161,male,88.76
161,male,22.81
161,male,50.55
161,male,51.11
161,male,23.82
161,male,23.98
161,male,12.22
161,male,7.09
161,male,26.65
161,male,44.75
161,male,50.24
161,male,47.05
161,male,6.47
176,male,22.49
176,male,8.18
176,male,103.42
176,male,162.26
176,male,12.02
176,male,25.5
176,male,65.99
176,male,90.81
176,male,126.62
176,male,54.52
176,male,70.19
176,male,5.56
176,male,15.33
176,male,65.72
176,male,56.74
176,male,83.86
176,male,70.34
176,male,90
176,male,19.09
176,male,21.54
177,male,57.62
177,male,58.01
177,male,84.81
177,male,15.81
177,male,45.42
177,male,0
177,male,62.8
177,male,56.96
177,male,20.89
177,male,47.53
177,male,63.67
177,male,49.93
177,male,74.14
177,male,56.49
177,male,29.89
177,male,5.92
177,male,3.85
177,male,17.72
177,male,0
177,male,68.92
181,male,0
181,male,104.8
181,male,107.97
181,male,2.82
181,male,0
181,male,138.07
181,male,0
181,male,47.39
181,male,66.84
181,male,29.17
181,male,0
181,male,57.2
181,male,0
181,male,73.59
181,male,129.21
181,male,3
181,male,27.87
181,male,65.4
181,male,17.93
181,male,0
189,male,91.94
189,male,0
189,male,115.61
189,male,83.93
189,male,41.59
189,male,0
189,male,55.61
189,male,50.54
189,male,77.32
189,male,127.19
189,male,124.14
189,male,35.6
189,male,20.12
189,male,50.21
189,male,34.73
189,male,54.14
189,male,102.29
189,male,69.96
189,male,88.51
189,male,76.58
195,male,14.38
195,male,68.53
195,male,0
195,male,40.25
195,male,0.75
195,male,52
195,male,61.78
195,male,53.71
195,male,9.72
195,male,23.01
195,male,107.52
195,male,7.45
195,male,36.08
195,male,14.34
195,male,53.6
195,male,66.8
195,male,60.23
195,male,0
195,male,49.16
195,male,14.06
208,male,23.42
208,male,0
208,male,20.47
208,male,0
208,male,7.46
208,male,0
208,male,15.07
208,male,40.29
208,male,0
208,male,15.32
208,male,0
208,male,4.31
208,male,2.2
208,male,0
195,male,30.32
208,male,20.23
208,male,0
208,male,13.56
208,male,3.84
208,male,0
217,male,34.56
217,male,65.04
217,male,48
217,male,42.44
217,male,29.29
217,male,0
217,male,59.89
217,male,51.04
217,male,16.01
217,male,33.24
217,male,66.48
217,male,0
217,male,15.87
217,male,29.36
217,male,41.69
217,male,43.22
217,male,69.19
217,male,3.7
217,male,23.41
217,male,12
223,male,0
223,male,41.27
223,male,8.58
223,male,10.57
223,male,4.48
223,male,0
223,male,5.32
223,male,15.5
223,male,1.82
223,male,0
223,male,8.01
223,male,0
223,male,0
223,male,40.77
223,male,15.2
223,male,59.69
223,male,0
223,male,67.01
223,male,30.75
223,male,19.17
227,male,0
227,male,36.41
227,male,60.48
227,male,52.75
227,male,38.72
227,male,66.91
227,male,78.61
227,male,77.23
227,male,65.88
227,male,34.49
227,male,62.64
227,male,9.26
227,male,52.54
227,male,21.84
227,male,2.51
227,male,61.46
227,male,72.54
227,male,0
227,male,51.27
227,male,0
228,male,31.71
228,male,32.09
228,male,43.6
228,male,9.74
228,male,16.16
228,male,42.61
228,male,46.42
228,male,69.71
228,male,49.31
228,male,51.06
228,male,45.32
228,male,61.99
228,male,0
228,male,17.2
228,male,34.86
228,male,43.99
228,male,6.36
228,male,42.82
228,male,18.16
228,male,71.4
229,male,106.36
229,male,54.94
229,male,14.49
229,male,25.06
229,male,28.58
229,male,13.34
229,male,37.72
229,male,36.5
229,male,23.04
229,male,20.77
229,male,41.36
229,male,54.18
229,male,37.69
229,male,42.44
229,male,88.24
229,male,45.04
229,male,34.83
229,male,28.73
229,male,19.45
229,male,31.94
233,male,19.63
233,male,38.32
233,male,56.9
233,male,85.11
233,male,99.3
233,male,72.06
233,male,57.31
233,male,18.48
233,male,108.36
233,male,11.88
233,male,65.54
233,male,14.63
233,male,23.4
233,male,17.56
233,male,17.83
233,male,30.16
233,male,94.48
233,male,37.33
233,male,14.41
233,male,74.94
235,male,41.13
235,male,1.81
235,male,71.26
235,male,78.76
235,male,33.42
235,male,31.44
235,male,89.01
235,male,73.23
235,male,44.46
235,male,67.6
235,male,64.51
235,male,52.1
235,male,78.45
235,male,24.17
235,male,37.45
235,male,62.89
235,male,60.39
235,male,54.88
235,male,76.88
235,male,81.45
237,male,34.58
237,male,139.53
237,male,14.89
237,male,47.81
237,male,77.43
237,male,90.62
237,male,26.73
237,male,49.98
237,male,51.64
237,male,17.3
237,male,20.37
237,male,115.62
237,male,29.16
237,male,28.66
237,male,57.46
237,male,96.7
237,male,100.85
237,male,6.52
237,male,50.17
237,male,8.19
239,male,25.14
239,male,20.45
239,male,37.79
239,male,42.47
239,male,61.56
239,male,60.53
239,male,17.01
239,male,32.44
239,male,57.89
239,male,49.23
239,male,1.24
239,male,10.94
239,male,44.57
239,male,25.2
239,male,55.16
239,male,41.84
239,male,79.09
239,male,27.45
239,male,59.04
239,male,68.01
256,male,46.99
256,male,3.98
256,male,3.09
256,male,0
256,male,19.6
256,male,11.63
256,male,0
256,male,104.21
256,male,15.06
256,male,32.89
256,male,5.79
256,male,0
256,male,35.68
256,male,32.58
256,male,9.6
256,male,110.42
256,male,31.75
256,male,0
256,male,52.79
256,male,29.88
280,male,51.27
280,male,16.04
280,male,0
280,male,31.53
280,male,8.97
280,male,47.07
280,male,0
280,male,32.07
280,male,25.05
280,male,75.06
280,male,18.44
280,male,27.85
280,male,32.67
280,male,36.75
280,male,51.9
280,male,17.56
280,male,27.24
280,male,36.13
280,male,28.15
280,male,14.42
287,male,79.99
287,male,44.59
287,male,60.24
287,male,52.01
287,male,37.2
287,male,47.27
287,male,44.74
287,male,74.54
287,male,25.87
287,male,102.08
287,male,71.58
287,male,69.81
287,male,64.23
287,male,66.62
287,male,3.61
287,male,46.18
287,male,5.55
287,male,35.76
287,male,32.6
287,male,29.36
21,male,50.01
21,male,69.68
21,male,56.26
21,male,56.03
21,male,47.15
21,male,83.16
21,male,35.24
21,male,15.53
21,male,60.48
21,male,84.45
21,male,51.26
21,male,77.16
21,male,44.11
21,male,38.14
21,male,72.34
21,male,42.42
21,male,49.91
21,male,72.5
21,male,12.04
21,male,64.26
26,male,91.43
26,male,17.88
26,male,0
26,male,13.42
26,male,0
26,male,34.02
26,male,22.33
26,male,46.27
26,male,0
26,male,29.87
26,male,100.38
26,male,47.95
26,male,3.5
26,male,43.54
26,male,27.43
26,male,0
26,male,70.64
26,male,6.64
26,male,32.06
26,male,17.53
28,male,82.58
28,male,31.69
28,male,90.54
28,male,40.63
28,male,94.29
28,male,90.68
28,male,48.59
28,male,77.32
28,male,23.08
28,male,43.73
28,male,21.99
28,male,15.69
28,male,4.86
28,male,16.05
28,male,22.86
28,male,9.35
28,male,34.5
28,male,11.62
28,male,16.64
28,male,28.68
31,male,124.74
31,male,66.82
31,male,84.78
31,male,21.03
31,male,4.73
31,male,29.44
31,male,42.39
31,male,79.89
31,male,85.98
31,male,17.2
31,male,56.75
31,male,102.68
31,male,101.57
31,male,100.03
31,male,0
31,male,65.5
31,male,55.79
31,male,0
31,male,87.75
32,male,8.8
32,male,12.87
32,male,0.26
32,male,3.09
32,male,19.02
32,male,11.3
32,male,0
32,male,0
32,male,13.15
32,male,11.67
32,male,15.86
32,male,101.73
32,male,0
32,male,26.31
32,male,30.76
32,male,9.9
32,male,6.88
32,male,0
32,male,15.98
32,male,26.17
38,male,83.84
38,male,26.02
38,male,61.96
38,male,26.44
38,male,47.2
38,male,109.3
38,male,65.69
38,male,98.72
38,male,78.01
38,male,102.03
38,male,60.68
38,male,51.56
38,male,89.89
38,male,31.19
38,male,32.64
38,male,31.9
38,male,107.52
38,male,64.35
38,male,89.97
38,male,53.93
40,male,95.01
40,male,81.81
40,male,129.4
40,male,88.92
40,male,150.28
40,male,121.3
40,male,124.74
40,male,44.98
40,male,3.05
40,male,65.01
40,male,44.82
40,male,22.13
40,male,59.05
40,male,97.98
40,male,26.4
40,male,0
40,male,51.33
40,male,47.14
40,male,26.01
40,male,109.75
40,male,77.97
40,male,107.23
40,male,44.83
40,male,27.84
40,male,22.21
41,male,95.39
41,male,50.87
41,male,105.88
41,male,95.23
41,male,85.33
41,male,110.98
41,male,66.87
41,male,75.03
41,male,101.97
41,male,121.69
41,male,48.16
41,male,125.73
41,male,125.67
41,male,132.9
41,male,107.38
41,male,4.1
41,male,58.03
41,male,53.08
41,male,100.31
41,male,65.62
42,male,76.43
42,male,119.17
42,male,36.03
42,male,5.52
42,male,111.24
42,male,29.19
42,male,52.07
42,male,12.27
42,male,19.36
42,male,3
42,male,33.5
42,male,14.18
42,male,5.97
42,male,37.92
42,male,6.39
42,male,0
42,male,0
42,male,0
42,male,31.3
42,male,8.13
45,male,111.14
45,male,92.26
45,male,49.67
45,male,136.82
45,male,15.38
45,male,4.86
45,male,41.53
45,male,111.67
45,male,36.57
45,male,43.05
45,male,58.44
45,male,49.72
45,male,52.92
45,male,14.45
45,male,52.29
45,male,25.42
45,male,0
45,male,0
45,male,0
45,male,27.64
48,male,1.52
48,male,0
48,male,0
48,male,0
48,male,137.02
48,male,4.21
48,male,0
48,male,0
48,male,8.67
48,male,0
48,male,56.34
48,male,0
48,male,35.3
48,male,0
48,male,0
48,male,37.68
48,male,16.68
48,male,18.73
48,male,65.51
48,male,89.85
49,male,37.63
49,male,40.6
49,male,84.86
49,male,2.42
49,male,86.27
49,male,24.33
49,male,38.37
49,male,0.51
49,male,0.67
49,male,108.53
49,male,119.56
49,male,9.09
49,male,40.49
49,male,0
49,male,91.15
49,male,3.35
49,male,42.44
49,male,0
49,male,66.26
49,male,90.5
57,male,43.41
57,male,69.35
57,male,97.78
57,male,40.16
57,male,31.92
57,male,51.14
57,male,6.4
57,male,81.91
57,male,102.37
57,male,58.66
57,male,110.74
57,male,19.54
57,male,24.29
57,male,19.99
57,male,138.75
57,male,53.02
57,male,34.59
57,male,50.99
57,male,46.32
57,male,128.49
59,male,0
59,male,0
59,male,15.88
59,male,0
59,male,0
59,male,0
59,male,0
59,male,0
59,male,0
59,male,22.88
59,male,0
59,male,31.82
59,male,0
59,male,0
59,male,10.85
59,male,24.34
59,male,1.54
59,male,0
59,male,0
59,male,0
69,male,1.69
69,male,3.43
69,male,3.35
69,male,7.85
69,male,131.54
69,male,46.87
69,male,22.52
69,male,24.88
69,male,76.73
69,male,57.04
69,male,70.05
69,male,33.33
69,male,52.92
69,male,30.94
69,male,64.52
69,male,82.62
69,male,112.72
69,male,0
69,male,16.47
69,male,1.33
69,male,14.32
69,male,25.7
69,male,14.63
69,male,5.01
73,male,9.01
73,male,9.02
73,male,29.57
73,male,4.48
73,male,44.31
73,male,56.59
73,male,58.7
73,male,41.18
73,male,33.29
73,male,0
73,male,79.73
73,male,0
73,male,0
73,male,0
73,male,0
73,male,17.96
73,male,41.42
73,male,62.61
73,male,26.37
75,male,26.24
75,male,48.47
75,male,8.23
75,male,24.09
75,male,16.98
75,male,6.87
75,male,22.29
75,male,14.85
75,male,28.51
75,male,34.36
75,male,19.65
75,male,0
75,male,39.24
75,male,39.16
75,male,4.34
75,male,16.52
75,male,47.13
75,male,66.4
75,male,62.14
75,male,65.25
83,male,137.92
83,male,132.86
83,male,128.56
83,male,92.12
83,male,98.3
83,male,56.85
83,male,79.43
83,male,37.38
83,male,109.05
83,male,62.73
83,male,47.52
83,male,38.54
83,male,10.77
83,male,7.78
83,male,0.46
83,male,7.12
83,male,22.92
83,male,20.41
83,male,23.15
83,male,23.26
83,male,56.47
83,male,55.56
83,male,8.63
83,male,12.01
83,male,47.05
85,male,0
85,male,0
85,male,0
85,male,0
85,male,0
85,male,7.9
85,male,0
85,male,0
85,male,0
85,male,0
85,male,30.52
85,male,7.72
85,male,0
85,male,28.56
85,male,59.5
88,male,124.66
88,male,120.88
88,male,82.27
88,male,15.33
88,male,121.28
88,male,151.03
88,male,77.5
88,male,72.21
88,male,98.03
88,male,52.17
88,male,89.19
88,male,88.67
88,male,95.07
88,male,112.42
88,male,84.89
88,male,118.83
88,male,74.84
88,male,56.96
88,male,106.29
88,male,138.84
91,male,25.52
91,male,60.67
91,male,156.81
91,male,72.99
91,male,58.13
91,male,26.45
91,male,89.63
91,male,18.45
91,male,25.31
91,male,126.23
91,male,69.38
91,male,17
91,male,0
91,male,50.17
91,male,44.12
91,male,4.15
91,male,36.18
91,male,47.87
91,male,3.5
91,male,28.14
93,male,134.21
93,male,32.49
93,male,1.76
93,male,50.35
93,male,36.87
93,male,67.36
93,male,55.62
93,male,50.35
93,male,144.46
93,male,43.76
93,male,56.57
93,male,87.09
93,male,89.6
93,male,136.35
93,male,23.87
93,male,54.7
93,male,40.33
93,male,5.82
93,male,11.81
93,male,39.66
100,male,9.75
100,male,43.1
100,male,63.72
100,male,42.3
100,male,25.02
100,male,25.24
100,male,30.47
100,male,105.84
100,male,19.46
100,male,60.52
100,male,19.02
100,male,80.91
100,male,5.84
100,male,19.57
100,male,39.14
100,male,30.02
100,male,9.72
100,male,36.23
301,male,60.46
301,male,81.35
301,male,58.81
301,male,87.14
301,male,79.74
301,male,47.58
301,male,83.96
301,male,89.84
301,male,91.38
301,male,63.49
301,male,51.6
301,male,24.86
301,male,13.18
301,male,86.03
301,male,85.84
301,male,65.62
301,male,46.35
301,male,33.38
301,male,49.6
301,male,59.23
303,male,75.7
303,male,57.45
303,male,48.27
303,male,38.3
303,male,154.26
303,male,0
303,male,58.28
303,male,21.92
303,male,62.82
303,male,0
303,male,72.96
303,male,0
303,male,8.13
303,male,145.5
303,male,132.46
303,male,0
303,male,59.68
303,male,115.58
303,male,0
303,male,5.84
304,male,24.13
304,male,39.26
304,male,0
304,male,12.7
304,male,5.37
304,male,0
304,male,23.54
304,male,0
304,male,28.43
304,male,24.13
304,male,85.64
304,male,2.86
304,male,0
304,male,17.66
304,male,40.66
304,male,61.44
304,male,51.18
304,male,0
304,male,29.2
304,male,14.47
306,male,20.29
306,male,29.68
306,male,2.17
306,male,28.19
306,male,58.98
306,male,40.38
306,male,10.89
306,male,48.28
306,male,49.77
306,male,14.7
306,male,47.79
306,male,5.19
306,male,22.25
306,male,10.5
306,male,27.7
306,male,20.93
306,male,34.27
306,male,19.91
306,male,0
306,male,0
307,male,8.07
307,male,50.66
307,male,13.64
307,male,41.68
307,male,35.78
307,male,39.81
307,male,11.79
307,male,46.33
307,male,5.5
307,male,67.64
307,male,25.15
307,male,17.96
307,male,78.42
307,male,35.84
307,male,72.33
307,male,0
307,male,0
307,male,66.22
307,male,15.9
307,male,91.42
309,male,24.71
309,male,75.42
309,male,13.86
309,male,38.58
309,male,38.46
309,male,31.43
309,male,14.08
309,male,17.88
309,male,5.94
309,male,9.75
309,male,31.25
309,male,37.91
309,male,29.43
309,male,12.11
309,male,20.03
309,male,13.17
309,male,6.86
309,male,21.14
309,male,7
309,male,15.03
310,male,119.81
310,male,25.8
310,male,9.35
310,male,75.35
310,male,17.87
310,male,51.37
310,male,32.41
310,male,115.86
310,male,104.61
310,male,115.84
310,male,76.2
310,male,155.49
310,male,61.92
310,male,23.04
310,male,67.41
310,male,0
310,male,132.11
310,male,22.09
310,male,19.68
310,male,77.78
313,male,15.92
313,male,100.3
313,male,19.39
313,male,34.29
313,male,14.57
313,male,40.24
313,male,26.12
313,male,9.39
313,male,30.27
313,male,67.3
313,male,29.97
313,male,31.71
313,male,13.91
313,male,20.24
313,male,9.82
313,male,38.82
313,male,80.34
313,male,8.87
313,male,58.26
313,male,13.99
315,male,20.56
315,male,32.25
315,male,35.73
315,male,22.64
315,male,57.75
315,male,26.56
315,male,32.3
315,male,15.05
315,male,27.05
315,male,13.43
315,male,21.18
315,male,19.52
315,male,33.9
315,male,51.42
315,male,27.42
315,male,7.22
315,male,21.04
315,male,50.08
315,male,60.79
315,male,80.43
317,male,24.28
317,male,16.69
317,male,44.05
317,male,12.45
317,male,25.26
317,male,4.28
317,male,0
317,male,9.36
317,male,45.9
317,male,0
317,male,44.38
317,male,9.47
317,male,0
317,male,30.76
317,male,53.75
317,male,6.17
317,male,48.08
317,male,5.65
317,male,42.37
317,male,61.39
318,male,33.05
318,male,17.78
318,male,33.59
318,male,24.83
318,male,30.72
318,male,27.9
318,male,14.17
318,male,6.11
318,male,33.73
318,male,34.65
318,male,39.97
318,male,55.84
318,male,40.88
318,male,37.49
318,male,75.62
318,male,36.34
318,male,8.14
318,male,37.77
318,male,35.35
318,male,53.61
319,male,0
319,male,61.45
319,male,37.93
319,male,7.16
319,male,53.75
319,male,12.47
319,male,0
319,male,67.28
319,male,0
319,male,67.57
319,male,25.59
319,male,0
319,male,0
