line,sex,time
373,female,3.2
373,female,62.62
373,female,11.01
373,female,49.04
373,female,45.67
373,female,54.39
373,female,0
373,female,23.01
373,female,29.74
373,female,53.52
373,female,62.59
373,female,39.73
373,female,73.42
373,female,14.66
373,female,34.98
373,female,92.39
373,female,15.33
374,female,31.62
374,female,32.15
374,female,61.27
374,female,33.08
374,female,16.34
374,female,42.31
374,female,43.91
374,female,64.2
374,female,50.76
374,female,62.03
374,female,43.9
374,female,0
374,female,53.98
374,female,22
374,female,14.51
374,female,33.36
374,female,40.12
374,female,24.6
374,female,16.8
374,female,22.78
375,female,3.11
375,female,0
375,female,0
375,female,18.71
375,female,0
375,female,25.65
375,female,44.32
375,female,116.05
375,female,46.32
375,female,49.1
375,female,25.49
375,female,74.35
375,female,67.5
375,female,50.13
375,female,48.44
375,female,30.38
375,female,62.22
375,female,47.61
375,female,88.2
375,female,83.06
377,female,20.02
377,female,5.61
377,female,10.13
377,female,23.79
377,female,0
377,female,5.8
377,female,0
377,female,0
377,female,21.9
377,female,6.16
377,female,14.58
377,female,22.67
377,female,9.21
377,female,10.34
377,female,2.92
377,female,58.28
377,female,1.48
377,female,27.83
377,female,11.12
377,female,1.48
379,female,63.7
379,female,16.11
379,female,45.25
379,female,4.38
379,female,21.53
379,female,62.45
379,female,17.42
379,female,13.38
379,female,60.6
379,female,17.35
379,female,28.08
379,female,39.53
379,female,32.8
379,female,35.61
379,female,94.18
379,female,81.88
379,female,30.33
379,female,23.01
379,female,0
379,female,51.05
380,female,95.7
380,female,18.27
380,female,21.75
380,female,10.25
380,female,27.77
380,female,45.15
380,female,101.18
380,female,116.76
380,female,74.66
380,female,35.5
380,female,64.76
380,female,0
380,female,71.15
380,female,65.12
380,female,2.25
381,female,22.11
381,female,122.1
381,female,26.54
381,female,14.73
381,female,64.99
381,female,32.33
381,female,36.9
381,female,45.03
381,female,8.7
381,female,60.11
381,female,53.94
381,female,50.12
381,female,15.07
381,female,112.24
381,female,25.22
381,female,50.08
381,female,103.5
381,female,50.33
381,female,35.74
381,female,52.68
382,female,18.73
382,female,34.74
382,female,19.73
382,female,25.39
382,female,49.74
382,female,18.72
382,female,70.95
382,female,12.54
382,female,35.59
382,female,9.2
382,female,27.39
382,female,49.84
382,female,48.69
382,female,30.15
382,female,16.86
382,female,42.28
382,female,19.2
382,female,7.31
382,female,23.81
382,female,64.39
383,female,56.14
383,female,13.07
383,female,5.41
383,female,1.09
383,female,0
383,female,0
383,female,23.69
383,female,0
383,female,20.47
383,female,43.65
383,female,48.9
383,female,0
383,female,41.23
383,female,0
383,female,21.94
383,female,14.74
383,female,9.02
383,female,48.49
383,female,10.92
383,female,59.06
385,female,105.21
385,female,96.94
385,female,138.74
385,female,39.24
385,female,60
385,female,128.69
385,female,7.36
385,female,73.29
385,female,47.46
385,female,95.26
385,female,56.9
385,female,40.71
385,female,47.39
385,female,43.3
385,female,0
385,female,44.23
385,female,36.28
385,female,5.53
385,female,70.81
385,female,43.03
385,female,74.73
385,female,74.97
385,female,55.72
385,female,137.58
385,female,126.66
385,female,52.49
385,female,74.45
385,female,37.6
385,female,110.95
385,female,96.96
385,female,110.87
385,female,139.85
385,female,59.53
385,female,37.61
385,female,92.29
385,female,82.65
385,female,105.58
385,female,66.15
385,female,150.83
385,female,58.99
386,female,9.48
386,female,7.44
386,female,4.79
386,female,43.8
386,female,8.05
386,female,14.77
386,female,25.6
386,female,13.68
386,female,5.51
386,female,12.94
386,female,16.16
386,female,23.78
386,female,1.73
386,female,35.06
386,female,10.89
386,female,14.26
386,female,16.05
386,female,29.03
386,female,10.2
386,female,20.56
390,female,2.52
390,female,13.6
390,female,10.68
390,female,32.29
390,female,0
390,female,127.45
390,female,31.42
390,female,58
390,female,39.06
390,female,0
390,female,45.39
390,female,9.06
390,female,3.62
390,female,24.47
390,female,0
390,female,39.62
390,female,0
390,female,9.85
390,female,0
390,female,57.46
391,female,31.98
391,female,33.54
391,female,11.22
391,female,14.53
391,female,16.25
391,female,42.9
391,female,15.77
391,female,28.96
391,female,29.82
391,female,25.51
391,female,69.29
391,female,26.17
391,female,36.34
391,female,51.09
391,female,24.07
391,female,2.49
391,female,72.81
391,female,31.95
391,female,23.4
391,female,12.33
392,female,85.06
392,female,21.78
392,female,39.15
392,female,32.4
392,female,35.57
392,female,62.37
392,female,73.44
392,female,18.81
392,female,27
392,female,17.89
392,female,67.01
392,female,9.64
392,female,43.46
392,female,57.05
392,female,44.41
392,female,170.31
392,female,51.02
392,female,33.17
392,female,67.1
392,female,0
395,female,27.43
395,female,91.03
395,female,27.4
395,female,4.78
395,female,54.81
395,female,63.09
395,female,12.98
395,female,8.31
395,female,39.61
395,female,35.06
395,female,22.41
395,female,22.93
395,female,17.17
395,female,11.24
395,female,5.96
395,female,29.13
395,female,0
395,female,27.81
395,female,0
395,female,8.46
397,female,62.31
397,female,0
397,female,0
397,female,0
397,female,115.56
397,female,97.31
397,female,8.1
397,female,3.46
397,female,56.2
397,female,94.47
397,female,61.38
397,female,17.45
397,female,9.94
397,female,110.13
397,female,0
397,female,33.39
397,female,100.2
397,female,6.69
397,female,60.24
397,female,72.59
399,female,40.81
399,female,48.18
399,female,65.6
399,female,57.77
399,female,77.63
399,female,0
399,female,85.56
399,female,33.67
399,female,30.45
399,female,53.56
399,female,82.48
399,female,52.5
399,female,59.39
399,female,52.31
399,female,70.1
399,female,49.67
399,female,47.97
399,female,25.04
399,female,30.87
399,female,80.3
405,female,54.23
405,female,74.74
405,female,72.04
405,female,48.27
405,female,91.21
405,female,39.58
405,female,46.6
405,female,22.87
405,female,90.84
405,female,47.12
405,female,73.68
405,female,60.71
405,female,36.65
405,female,36.21
405,female,30.29
405,female,85.15
405,female,76.61
405,female,51.51
405,female,76.46
405,female,134.52
406,female,45
406,female,39.12
406,female,58.56
406,female,57.38
406,female,46.07
406,female,74.45
406,female,64.47
406,female,36.94
406,female,25.6
406,female,27.47
406,female,75.9
406,female,41.54
406,female,124.98
406,female,100.11
406,female,132.82
406,female,23.65
406,female,60.94
406,female,8.73
406,female,46.48
406,female,54.85
409,female,4.41
409,female,10.24
409,female,0
409,female,4.4
409,female,55.49
409,female,105.91
409,female,0
409,female,69.82
409,female,18.96
409,female,0
409,female,11.88
409,female,134.65
409,female,8.12
409,female,59.27
409,female,6.05
409,female,0
409,female,88.63
409,female,101.29
409,female,20.84
409,female,31.85
426,female,11.4
426,female,7.93
426,female,10.2
426,female,18.06
426,female,6.51
426,female,12.49
426,female,38.85
426,female,33.26
426,female,3.36
426,female,32.53
426,female,8.06
426,female,20.68
426,female,43.45
426,female,32.26
426,female,8.69
426,female,34.44
426,female,94.8
426,female,67.04
426,female,38.85
426,female,51.42
427,female,26.63
427,female,9.31
427,female,14.97
427,female,15.15
427,female,23.38
427,female,39.43
427,female,37.82
427,female,27.97
427,female,136.74
427,female,6.48
427,female,2.57
427,female,16.47
427,female,76.81
427,female,38.41
427,female,45.48
427,female,33.48
427,female,26.45
427,female,64.4
427,female,95.93
427,female,30.4
437,female,88.64
437,female,98.81
437,female,3.64
437,female,121.7
437,female,55.47
437,female,3.96
437,female,0
437,female,66.32
437,female,0
437,female,17.6
437,female,5.95
437,female,20.33
437,female,37.52
437,female,0
437,female,56.13
437,female,12.08
437,female,0
437,female,50.95
437,female,58.03
437,female,125.81
439,female,31.45
439,female,13.89
439,female,41.05
439,female,0
439,female,19.62
439,female,12.96
439,female,35.23
439,female,20.41
439,female,32.29
439,female,19.39
439,female,26.81
439,female,8.24
439,female,3.63
439,female,7.51
439,female,43.53
439,female,16.23
439,female,7.99
439,female,45.65
439,female,8.65
439,female,27.38
440,female,19.3
440,female,33.46
440,female,20.57
440,female,84.36
440,female,39.89
440,female,4.28
440,female,5
440,female,37.94
440,female,22.2
440,female,7.23
440,female,9.51
440,female,19.64
440,female,23.79
440,female,47.19
440,female,24.09
440,female,1.95
440,female,20.48
440,female,33.47
440,female,17.9
440,female,60.27
441,female,0
441,female,62.16
441,female,0
441,female,30.19
441,female,11.2
441,female,13.51
441,female,98.64
441,female,34.28
441,female,39.61
441,female,109.48
441,female,63.86
441,female,68.23
441,female,25.16
441,female,27.86
441,female,0
441,female,36.99
441,female,41.5
441,female,37.77
441,female,3.2
441,female,70.28
443,female,12.48
443,female,12.95
443,female,77.59
443,female,11.29
443,female,9.15
443,female,0
443,female,26.18
443,female,38.36
443,female,18.35
443,female,6.45
443,female,34.57
443,female,43.4
443,female,6.69
443,female,0
443,female,0
443,female,56.3
443,female,19
443,female,0
443,female,4.8
443,female,11.27
461,female,49.55
461,female,30.84
461,female,108.42
461,female,17.24
461,female,0
461,female,80.55
461,female,17.43
461,female,19.83
461,female,0
461,female,0
461,female,19.84
461,female,8.35
461,female,0
461,female,0
461,female,25.42
461,female,7.48
461,female,4.76
461,female,14.48
461,female,59.4
461,female,85.1
486,female,21.45
486,female,36.27
486,female,57.34
486,female,19.46
486,female,27.78
486,female,19.77
486,female,10
486,female,11.74
486,female,8.22
486,female,30.7
486,female,26.13
486,female,11.29
486,female,70.81
486,female,29.93
486,female,44
486,female,19.44
486,female,27.44
486,female,28.17
486,female,19.77
486,female,15.09
491,female,27.39
491,female,35.67
491,female,17.08
491,female,15.09
491,female,53.9
491,female,127.8
491,female,47.83
491,female,34.1
491,female,34.51
491,female,60.16
491,female,33.55
491,female,38.62
491,female,10.52
491,female,64.65
491,female,17.06
491,female,30.39
491,female,28.92
491,female,25.55
491,female,14.05
491,female,20.47
492,female,64.66
492,female,20.69
492,female,15.29
492,female,58.24
492,female,50.25
492,female,5.94
492,female,17.26
492,female,50.92
492,female,22.74
492,female,70.14
492,female,41.75
492,female,15.8
492,female,0
492,female,9.44
492,female,19.92
492,female,17.34
492,female,57.72
492,female,43.68
492,female,9.41
492,female,0
502,female,39.44
502,female,27.43
502,female,3.67
502,female,49.24
502,female,53.02
502,female,32.53
502,female,21.06
502,female,9.24
502,female,31.66
502,female,56.98
502,female,55.78
502,female,3.11
502,female,41.45
502,female,89.73
502,female,32.41
502,female,20.92
502,female,32.97
502,female,13.87
502,female,32.78
502,female,34.25
505,female,47.69
505,female,25.15
505,female,0
505,female,33.31
505,female,7.16
505,female,31.27
505,female,0
505,female,51.02
505,female,0
505,female,15.28
505,female,23.91
505,female,10.18
505,female,48.82
505,female,8.77
505,female,35.02
505,female,2.02
505,female,44.95
505,female,48.62
505,female,42.18
505,female,39.72
508,female,140.2
508,female,46.09
508,female,172.31
508,female,5.12
508,female,123.05
508,female,11.62
508,female,171.76
508,female,81.95
508,female,128.26
508,female,7.59
508,female,130.63
508,female,45.02
508,female,80.26
508,female,127.51
508,female,22.49
508,female,145.77
508,female,108.46
508,female,5.18
508,female,14.13
508,female,0
509,female,0
509,female,0
509,female,23.19
509,female,0
509,female,15.35
509,female,0
509,female,0
509,female,0
509,female,4.33
509,female,8.91
509,female,64.63
509,female,26.15
509,female,5.18
509,female,44.26
509,female,0
509,female,37.06
509,female,31.74
509,female,0
509,female,35.24
509,female,17.87
513,female,40.9
513,female,30.82
513,female,0.74
513,female,22.34
513,female,23.94
513,female,19.31
513,female,7.48
513,female,13.6
513,female,82.3
513,female,29.96
513,female,20.36
513,female,23.24
513,female,59.05
513,female,28.9
513,female,77.53
513,female,11.87
513,female,25.99
513,female,21.41
513,female,9.62
513,female,48.41
517,female,23.13
517,female,0
517,female,0
517,female,27.96
517,female,0
517,female,127.64
517,female,0
517,female,0
517,female,0
517,female,0
517,female,0
517,female,0
517,female,10.83
517,female,0
517,female,0
517,female,0
517,female,0
517,female,0
517,female,39.22
517,female,0
528,female,14.5
528,female,4.48
528,female,42.66
528,female,26.3
528,female,25.34
528,female,10.35
528,female,41.35
528,female,13.48
528,female,33.06
528,female,27.55
528,female,16.05
528,female,79.07
528,female,7.25
528,female,7.62
528,female,37.96
528,female,6.51
528,female,27.01
528,female,24.66
528,female,12.97
528,female,0
530,female,53.97
530,female,61.47
530,female,11.39
530,female,49.6
530,female,15.21
530,female,21.74
530,female,11.68
530,female,7.12
530,female,12.16
530,female,24.04
530,female,7.73
530,female,19.82
530,female,11.96
530,female,43.76
530,female,34.3
530,female,11.27
530,female,14.21
530,female,12.59
530,female,20.34
530,female,25.98
531,female,69.54
531,female,18.17
531,female,67.15
531,female,21.52
531,female,74.83
531,female,75.53
531,female,41.36
531,female,13.51
531,female,141.62
531,female,85.81
531,female,47.14
531,female,45.06
531,female,25.71
531,female,48.76
531,female,92.05
531,female,52.32
531,female,67.88
531,female,52.46
531,female,53.21
531,female,73.98
535,female,53.11
535,female,41.9
535,female,68.03
535,female,25.81
535,female,36.71
535,female,65.66
535,female,103.68
535,female,76.92
535,female,24.28
535,female,81.82
535,female,71.91
535,female,86.75
535,female,48.37
535,female,64.78
535,female,42.51
535,female,6.17
535,female,130.1
535,female,56.03
535,female,88.48
535,female,36.68
551,female,105.89
551,female,29.2
551,female,56.99
551,female,35.33
551,female,45.11
551,female,11.95
551,female,30.18
551,female,57.88
551,female,11.58
551,female,38.93
551,female,45.45
551,female,3.77
551,female,12.09
551,female,29.74
551,female,11.03
551,female,19.48
551,female,39.3
551,female,39.55
551,female,17.85
551,female,22.78
555,female,41.25
555,female,0
555,female,21.28
555,female,41.96
555,female,16.37
555,female,77.01
555,female,58.3
555,female,7.37
555,female,33.89
555,female,4.9
555,female,0
555,female,45.32
555,female,19.59
555,female,16.74
555,female,29.32
555,female,28.96
555,female,43.6
555,female,3.3
555,female,4.14
555,female,25.96
559,female,46.17
559,female,30.74
559,female,36.23
559,female,25.82
559,female,10.07
559,female,8.23
559,female,27.68
559,female,8.65
559,female,16.02
559,female,23.25
559,female,5.74
559,female,71.31
559,female,50.43
559,female,48.11
559,female,99
559,female,10
559,female,48.01
559,female,29.31
559,female,18.92
559,female,43.81
563,female,15.4
563,female,128.12
563,female,18.39
563,female,114.8
563,female,124.62
563,female,114.26
563,female,106.95
563,female,97.08
563,female,24.25
563,female,39.9
563,female,55.16
563,female,29.74
563,female,51.41
563,female,73.02
563,female,52.04
563,female,4.29
563,female,54.05
563,female,30.33
563,female,45.05
563,female,27.12
566,female,111.6
566,female,99.34
566,female,76.57
566,female,36.68
566,female,27.68
566,female,56.73
566,female,83.03
566,female,35.82
566,female,35.32
566,female,75.68
566,female,13.52
566,female,55.26
566,female,45.89
566,female,40.24
566,female,27.16
566,female,69.41
566,female,18.87
566,female,24.2
566,female,2.09
566,female,42.85
584,female,0
584,female,8.48
584,female,13.92
584,female,16.23
584,female,4.55
584,female,6.85
584,female,166.74
584,female,44.39
584,female,1.46
584,female,6.75
584,female,19.45
584,female,23.72
584,female,4.02
584,female,10.68
584,female,8.24
584,female,6.1
584,female,9.12
584,female,68
584,female,35.26
584,female,29.28
589,female,24.6
589,female,8.51
589,female,42.27
589,female,30.94
589,female,14.19
589,female,138.85
589,female,4.49
589,female,0
589,female,0
589,female,0
589,female,0
589,female,35.79
589,female,0
589,female,49.67
589,female,115.74
589,female,5.7
589,female,4.73
589,female,19.33
589,female,1.06
589,female,10.33
589,female,10.02
589,female,0
589,female,26.71
589,female,18.81
589,female,0
595,female,12.9
595,female,4.86
595,female,17.75
595,female,28.73
595,female,33.36
595,female,15.49
595,female,27.88
595,female,23.87
595,female,8.64
595,female,21.06
595,female,12.72
595,female,1.03
595,female,25.13
595,female,19.79
595,female,132.68
595,female,8.61
595,female,6.97
595,female,61.6
595,female,14.94
595,female,22.14
596,female,40.69
596,female,61.68
596,female,10.56
596,female,55.71
596,female,27.68
596,female,23.9
596,female,54.95
596,female,30.84
596,female,30.15
596,female,24.87
596,female,56.77
596,female,40.89
596,female,21.85
596,female,39.17
596,female,77.99
596,female,20.61
596,female,53.9
596,female,37.94
596,female,54.81
596,female,92.75
630,female,82.09
630,female,58.61
630,female,78.71
630,female,0
630,female,128.41
630,female,64.17
630,female,13.29
630,female,78.95
630,female,70.69
630,female,0
630,female,28.78
630,female,61.05
630,female,161.92
630,female,59.78
630,female,120.11
630,female,143.35
630,female,65.85
630,female,83.54
630,female,83.7
630,female,121.5
634,female,9.54
634,female,89.06
634,female,13.7
634,female,37.54
634,female,44.34
634,female,15.77
634,female,21.08
634,female,14.27
634,female,52.95
634,female,0
634,female,59.88
634,female,20.65
634,female,46.31
634,female,0
634,female,1.97
634,female,17.68
634,female,0
634,female,19.2
634,female,20.64
634,female,0
639,female,0
639,female,17.84
639,female,9.11
639,female,2.11
639,female,36.85
639,female,38.1
639,female,3.65
639,female,15.56
639,female,0
639,female,25.04
639,female,6.66
639,female,41.29
639,female,0
639,female,0
639,female,49.61
639,female,11.41
639,female,43.15
639,female,0
639,female,14.26
639,female,40.76
642,female,20.15
642,female,72.41
642,female,32.78
642,female,73.01
642,female,75.21
642,female,0
642,female,0
642,female,0
642,female,28.04
642,female,113.24
642,female,28.49
642,female,0
642,female,18.71
642,female,86.58
642,female,0
642,female,0
642,female,22.09
642,female,0
642,female,40.77
642,female,32.89
646,female,9.48
646,female,7.67
646,female,115.9
646,female,5.98
646,female,9.04
646,female,16.17
646,female,132.73
646,female,46.17
646,female,20.57
646,female,23.83
646,female,9.42
646,female,3.35
646,female,7.37
646,female,9.49
646,female,13.83
646,female,34.98
646,female,32.7
646,female,40.29
646,female,17.32
646,female,24.3
703,female,48.49
703,female,21.12
703,female,22.88
703,female,54.66
703,female,11.73
703,female,22.62
703,female,17.4
703,female,39.69
703,female,63.22
703,female,62.25
703,female,38.98
703,female,39.05
703,female,8.7
703,female,30.45
703,female,25.59
703,female,52.83
703,female,33.23
703,female,50.67
703,female,22.92
703,female,29.36
705,female,31.97
705,female,62.59
705,female,15.17
705,female,19.76
705,female,0
705,female,2.88
705,female,0
705,female,0
705,female,117.22
705,female,61.49
705,female,35.76
705,female,46.01
705,female,22.42
705,female,0
705,female,26.3
705,female,15.38
705,female,0
705,female,0
705,female,110.22
705,female,9.38
707,female,9.42
707,female,19.12
707,female,2.55
707,female,3.04
707,female,24.9
707,female,51.85
707,female,6.6
707,female,26.12
707,female,8.87
707,female,3.35
707,female,29.36
707,female,11.18
707,female,12.85
707,female,26.97
707,female,13.81
707,female,34.85
707,female,22.09
707,female,2.7
707,female,24.04
707,female,4.2
712,female,16.3
712,female,152.41
712,female,8.37
712,female,29.43
712,female,22.68
712,female,10.23
712,female,16.31
712,female,14.64
712,female,65.31
712,female,2.75
712,female,20.86
712,female,41.17
712,female,52.29
712,female,19.9
712,female,39.78
712,female,22.05
712,female,38.06
712,female,22.54
712,female,26.35
712,female,104.49
714,female,32.46
714,female,57.41
714,female,28.96
714,female,18.24
714,female,44.26
714,female,0
714,female,71.37
714,female,42.01
714,female,30.61
714,female,32.13
714,female,43.4
714,female,34.29
714,female,20.17
714,female,46.4
714,female,51.67
714,female,43.59
714,female,30.36
714,female,51.71
714,female,17.4
714,female,4.54
716,female,75.16
716,female,87.51
716,female,35.04
716,female,47.43
716,female,41.94
716,female,58.64
716,female,42.24
716,female,42.62
716,female,62.03
716,female,19.34
716,female,37.75
716,female,26.68
716,female,33.5
716,female,27.76
716,female,48.42
716,female,23.64
716,female,35.76
716,female,128.68
716,female,14.14
716,female,50.74
721,female,10.7
721,female,26.87
721,female,18.58
721,female,22.41
721,female,27.28
721,female,30.22
721,female,24.89
721,female,13.13
721,female,9.16
721,female,9.63
721,female,29.62
721,female,9.87
721,female,8.03
721,female,23.59
721,female,37.25
721,female,28.69
721,female,14.15
721,female,16.2
721,female,96.28
721,female,43.62
727,female,7.79
727,female,24.26
727,female,21.63
727,female,35.75
727,female,63.62
727,female,105.44
727,female,34.74
727,female,28.38
727,female,17.59
727,female,119.4
727,female,15.97
727,female,3.19
727,female,37.88
727,female,60.59
727,female,31.75
727,female,41.53
727,female,42.55
727,female,40.99
727,female,73.14
727,female,112.99
730,female,86.02
730,female,21.68
730,female,38.18
730,female,41.84
730,female,62.35
730,female,13.18
730,female,29.39
730,female,36.5
730,female,10.55
730,female,30.49
730,female,53.9
730,female,54.68
730,female,30.9
730,female,23.36
730,female,56.43
730,female,37.47
730,female,26.76
730,female,46.11
730,female,18.85
730,female,55.78
732,female,29.36
732,female,15.12
732,female,3.32
732,female,14.23
732,female,1.74
732,female,1.99
732,female,6.59
732,female,0
732,female,13.58
732,female,12.44
732,female,49.07
732,female,6.35
732,female,41.98
732,female,5.58
732,female,4.44
732,female,32.44
732,female,0
732,female,8.44
732,female,5.54
732,female,51.49
737,female,27.35
737,female,10.66
737,female,70.66
737,female,6.12
737,female,98.89
737,female,45.74
737,female,15.08
737,female,0
737,female,10.09
737,female,110.02
737,female,125.19
737,female,2.92
737,female,19.63
737,female,7.12
737,female,39.96
737,female,24.34
737,female,6.85
737,female,14.01
737,female,30.09
737,female,9.53
738,female,17.81
738,female,24.97
738,female,17.34
738,female,32.78
738,female,29.13
738,female,33.93
738,female,24.94
738,female,26.22
738,female,3.21
738,female,17.16
738,female,20.37
738,female,9.22
738,female,11.91
738,female,12.14
738,female,12.13
738,female,19.76
738,female,5.47
738,female,0.76
738,female,15.36
738,female,28.8
748,female,1.32
748,female,66.35
748,female,38.3
748,female,160.54
748,female,47.52
748,female,85.76
748,female,9.47
748,female,15.62
748,female,12.01
748,female,0
748,female,51.15
748,female,103.39
748,female,11.24
748,female,17.25
748,female,24.23
748,female,70.37
748,female,58.58
748,female,68.54
748,female,12.46
748,female,5.93
757,female,24.76
757,female,42.98
757,female,30.15
757,female,15.07
757,female,45.04
757,female,22.88
757,female,33.93
757,female,34.39
757,female,3.71
757,female,46.01
757,female,48.69
757,female,5.37
757,female,34.42
757,female,16.22
757,female,94.98
757,female,24.91
757,female,30.89
757,female,41.56
757,female,25.61
757,female,59.43
757,female,17.29
761,female,21.58
761,female,11.29
761,female,2.09
761,female,21.93
761,female,17.82
761,female,6.82
761,female,9.62
761,female,13.37
761,female,11.51
761,female,9.37
761,female,5.48
761,female,117.71
761,female,0
761,female,3.66
761,female,16.16
761,female,0
761,female,36.98
761,female,12.04
761,female,22.19
761,female,42.36
765,female,112.87
765,female,0
765,female,22.95
765,female,93.5
765,female,31.92
765,female,32.27
765,female,0
765,female,154.16
765,female,83.26
765,female,65.05
765,female,1.44
765,female,0
765,female,21.55
765,female,57.44
765,female,40.01
765,female,126.58
765,female,10.77
765,female,21.01
765,female,99.34
765,female,7.74
774,female,5.64
774,female,18.62
774,female,0
774,female,0
774,female,1.47
774,female,6.81
774,female,15.1
774,female,4.42
774,female,6.59
774,female,10.46
774,female,6.94
774,female,0
774,female,7.08
774,female,3.73
774,female,5.63
774,female,0
774,female,0
774,female,0
774,female,38.34
774,female,3.04
776,female,8.39
776,female,10.8
776,female,50.39
776,female,7.36
776,female,2.59
776,female,12.59
776,female,6.75
776,female,60.83
776,female,17.5
776,female,8.46
776,female,7.77
776,female,5.61
776,female,10.22
776,female,12.7
776,female,14.14
776,female,80.52
776,female,37.49
776,female,4.34
776,female,9.99
783,female,102.1
783,female,84.32
783,female,101.26
783,female,68.24
783,female,150.6
783,female,61.44
783,female,102.1
783,female,0
783,female,10.74
783,female,50.13
783,female,60.61
783,female,0
783,female,50.02
783,female,150.8
783,female,23.69
783,female,107.5
783,female,72.05
783,female,74.57
783,female,0
783,female,0
786,female,83.41
786,female,5.32
786,female,0
786,female,40.86
786,female,13.74
786,female,17.8
786,female,8.54
786,female,11.49
786,female,26.02
786,female,58.79
786,female,141.81
786,female,38.73
786,female,0
786,female,38.58
786,female,79.48
786,female,124.49
786,female,107.21
786,female,13.19
786,female,29.9
786,female,7.51
787,female,0
787,female,40.22
787,female,0
787,female,0
787,female,62.17
787,female,39.74
787,female,71.68
787,female,21.43
787,female,49.13
787,female,19.55
787,female,24.55
787,female,63.78
787,female,63.37
787,female,66.27
787,female,0
787,female,26.66
787,female,1.63
787,female,0
787,female,158.92
787,female,71.21
790,female,81.87
790,female,56.12
790,female,27.5
790,female,114.44
790,female,34.3
790,female,13.79
790,female,65.98
790,female,41.88
790,female,23.74
790,female,137.86
790,female,31.17
790,female,92.48
790,female,132.11
790,female,98.07
790,female,140.91
790,female,29.13
790,female,70.99
790,female,51.11
790,female,43.67
790,female,88.67
796,female,75.72
796,female,47.65
796,female,32.39
796,female,133.08
796,female,74.06
796,female,21.59
796,female,18.18
796,female,49.93
796,female,69.29
796,female,67.93
796,female,32.79
796,female,87.36
796,female,40.39
796,female,156.07
796,female,28.13
796,female,55.7
796,female,6.27
796,female,34.91
796,female,47.98
796,female,121.84
799,female,150.47
799,female,152.63
799,female,87.6
799,female,79.6
799,female,115.23
799,female,55.12
799,female,76.39
799,female,76.24
799,female,82.7
799,female,102.06
799,female,46.77
799,female,76.58
799,female,109.49
799,female,68.28
799,female,73.98
799,female,158.72
799,female,70.9
799,female,58.63
799,female,63.66
799,female,79.66
801,female,0
801,female,18.44
801,female,0
801,female,1.21
801,female,25.83
801,female,1.09
801,female,37.05
801,female,0
801,female,32.95
801,female,45.21
801,female,0
801,female,14.57
801,female,18.24
801,female,95.59
801,female,43.08
801,female,146.63
801,female,84.25
801,female,107.44
801,female,0
801,female,97.46
802,female,14.79
802,female,56.6
802,female,51.73
802,female,9.88
802,female,6.97
802,female,3.28
802,female,15.64
802,female,1.73
802,female,22.93
802,female,3.61
802,female,17.86
802,female,48.66
802,female,15.37
802,female,10.81
802,female,22.9
802,female,17.94
802,female,7.39
802,female,3.46
802,female,14.23
802,female,7.07
804,female,52.96
804,female,0
804,female,98.08
804,female,92.08
804,female,34.51
804,female,56.7
804,female,125.44
804,female,94.84
804,female,82.9
804,female,149.8
804,female,49.14
804,female,60.77
804,female,96.9
804,female,68.56
804,female,51.27
804,female,109.49
804,female,89.68
804,female,159.03
804,female,88.78
804,female,24.7
805,female,70.07
805,female,83.61
805,female,121.61
805,female,140.14
805,female,128.45
805,female,99.81
805,female,139.98
805,female,126.01
805,female,70.27
805,female,80.81
805,female,105.66
805,female,104.77
805,female,154.75
805,female,105.7
805,female,74.8
805,female,79.93
805,female,88.42
805,female,68.45
805,female,140.65
805,female,123.67
808,female,92.8
808,female,6.37
808,female,6.26
808,female,14.81
808,female,31.79
808,female,27.16
808,female,14.55
808,female,68.13
808,female,11
808,female,5.11
808,female,3.3
808,female,5.96
808,female,16.48
808,female,16.04
808,female,6.98
808,female,34.02
808,female,18.07
808,female,10.46
808,female,0
808,female,18.48
810,female,21.94
810,female,17.27
810,female,10.13
810,female,32.98
810,female,68.34
810,female,44.73
810,female,27.51
810,female,12.38
810,female,15.58
810,female,3.18
810,female,31.25
810,female,20.07
810,female,22.62
810,female,42.42
810,female,37.18
810,female,29.94
810,female,4.19
810,female,8.8
810,female,38.89
810,female,31.61
812,female,56.96
812,female,32.24
812,female,53.9
812,female,11.95
812,female,31.51
812,female,0
812,female,19.28
812,female,39.64
812,female,62.27
812,female,53.49
812,female,0
812,female,23.95
812,female,48.7
812,female,59.04
812,female,35.05
812,female,0
812,female,64.09
812,female,135.46
812,female,0
812,female,42.55
818,female,42.59
818,female,149.35
818,female,56.5
818,female,115.56
818,female,121.32
818,female,136.1
818,female,26.27
818,female,114.59
818,female,76.68
818,female,106.41
818,female,92.77
818,female,58.69
818,female,116.09
818,female,140.53
818,female,104.33
818,female,90.5
818,female,119.83
818,female,111.21
818,female,163.2
818,female,161.75
818,female,89.35
819,female,9.78
819,female,16.41
819,female,7.66
819,female,5.21
819,female,36.26
819,female,2.89
819,female,131.9
819,female,3.83
819,female,18.96
819,female,51.55
819,female,8.62
819,female,43.32
819,female,42.34
819,female,13.63
819,female,3.41
819,female,21.6
819,female,22.92
819,female,29.86
819,female,9.74
819,female,1.9
820,female,6.94
820,female,19.31
820,female,14.5
820,female,0
820,female,5.23
820,female,5.62
820,female,16.32
820,female,12.97
820,female,13.81
820,female,2.89
820,female,18.66
820,female,23.33
