Line,Sex,T1_T2,Expt,Vial,Fly,Femur,Tibia,Tarsus,Total,pc_fe,pc_ti,pc_ta
line_399,F,T2,expt_40,vial_3,fly_3,92.3,103.8,110.9,307,30.06514658,33.81107492,36.1237785
line_399,M,T2,expt_40,vial_4,fly_1,91.6,106.1,122.1,319.8,28.64290181,33.17698562,38.18011257
line_399,F,T2,expt_40,vial_1,fly_3,91.3,105.7,111.9,308.9,29.55649077,34.21819359,36.22531564
line_399,M,T2,expt_40,vial_1,fly_1,90.7,103.7,114.8,309.2,29.33376455,33.538163,37.12807245
line_399,M,T2,expt_40,vial_2,fly_1,89.5,103.6,116.5,309.6,28.90826873,33.4625323,37.62919897
line_399,M,T2,expt_40,vial_3,fly_2,89.4,100.5,115.6,305.5,29.26350246,32.89689034,37.8396072
line_399,F,T2,expt_40,vial_2,fly_2,89.3,103,110.2,302.5,29.52066116,34.04958678,36.42975207
line_399,F,T2,expt_40,vial_3,fly_1,89.2,101.6,108.6,299.4,29.79291917,33.93453574,36.27254509
line_399,M,T2,expt_40,vial_4,fly_2,88.7,103,114.3,306,28.98692811,33.66013072,37.35294118
line_399,M,T2,expt_40,vial_4,fly_3,88.6,104.4,115.1,308.1,28.75689711,33.88510224,37.35800065
line_399,M,T2,expt_40,vial_1,fly_2,88.4,103.3,117,308.7,28.63621639,33.46290897,37.90087464
line_399,M,T2,expt_40,vial_1,fly_3,88,102.4,113.4,303.8,28.96642528,33.70638578,37.32718894
line_399,M,T2,expt_40,vial_2,fly_3,87.9,101.2,113.6,302.7,29.03865213,33.43244136,37.52890651
line_399,M,T2,expt_40,vial_2,fly_2,87.3,100.2,113.4,300.9,29.01296112,33.3000997,37.68693918
line_399,M,T2,expt_40,vial_3,fly_1,83.8,95.8,107.6,287.2,29.17827298,33.35654596,37.46518106
line_399,M,T2,expt_40,vial_3,fly_3,83.1,97.6,109.6,290.3,28.62555977,33.6203927,37.75404754
line_405,F,T2,expt_45,vial_3,fly_3,96.8,107.3,115.7,319.8,30.26891807,33.55222014,36.17886179
line_405,F,T2,expt_45,vial_2,fly_1,97.1,108.7,121.2,327,29.6941896,33.24159021,37.06422018
line_405,F,T2,expt_45,vial_2,fly_2,97.2,109.4,118.1,324.7,29.93532492,33.69263936,36.37203573
line_405,F,T2,expt_45,vial_4,fly_1,96.5,110.2,120.4,327.1,29.50168144,33.69000306,36.8083155
line_405,F,T2,expt_45,vial_2,fly_3,96.3,106,115.3,317.6,30.32115869,33.37531486,36.30352645
line_405,F,T2,expt_45,vial_4,fly_3,96,106.2,115.6,317.8,30.20767779,33.41724355,36.37507867
line_405,F,T2,expt_45,vial_3,fly_2,96,107.2,113.6,316.8,30.3030303,33.83838384,35.85858586
line_405,F,T2,expt_45,vial_1,fly_1,96,107.3,112.3,315.6,30.41825095,33.99873257,35.58301648
line_405,F,T2,expt_45,vial_3,fly_1,94.2,107.8,116.4,318.4,29.58542714,33.85678392,36.55778895
line_405,F,T2,expt_45,vial_1,fly_2,94.1,104.5,113.7,312.3,30.13128402,33.46141531,36.40730067
line_405,F,T2,expt_45,vial_1,fly_3,90.2,103.2,105.9,299.3,30.1369863,34.48045439,35.38255931
line_405,M,T2,expt_45,vial_4,fly_3,90.2,103,116.3,309.5,29.14378029,33.27948304,37.57673667
line_405,M,T2,expt_45,vial_1,fly_2,89.6,102.3,112.6,304.5,29.42528736,33.59605911,36.97865353
line_405,M,T2,expt_45,vial_1,fly_3,88.1,99.1,111.7,298.9,29.47474072,33.15490131,37.37035798
line_405,M,T2,expt_45,vial_2,fly_3,88,99.1,112.9,300,29.33333333,33.03333333,37.63333333
line_405,M,T2,expt_45,vial_2,fly_1,88,100.4,111.9,300.3,29.3040293,33.43323343,37.26273726
line_405,F,T2,expt_45,vial_4,fly_2,87.9,98.8,111.3,298,29.4966443,33.15436242,37.34899329
line_405,M,T2,expt_45,vial_3,fly_1,87.8,101.5,115.1,304.4,28.84362681,33.34428384,37.81208936
line_405,M,T2,expt_45,vial_1,fly_1,87.4,100,112.4,299.8,29.15276851,33.35557038,37.49166111
line_405,M,T2,expt_45,vial_3,fly_3,86.5,96.8,110.3,293.6,29.46185286,32.97002725,37.56811989
line_405,M,T2,expt_45,vial_3,fly_2,86.4,98.2,105.9,290.5,29.74182444,33.80378658,36.45438899
line_405,M,T2,expt_45,vial_2,fly_2,84.9,95.8,107,287.7,29.50990615,33.2985749,37.19151894
line_405,M,T2,expt_45,vial_4,fly_2,84.6,94.2,105.8,284.6,29.72593113,33.09908644,37.17498243
line_405,M,T2,expt_45,vial_4,fly_1,83.1,93.4,104.8,281.3,29.54141486,33.20298614,37.25559901
line_406,F,T2,expt_45,vial_1,fly_2,95,105.4,111.3,311.7,30.47802374,33.81456529,35.70741097
line_406,F,T2,expt_45,vial_4,fly_3,96.1,106.9,114.2,317.2,30.296343,33.70113493,36.00252207
line_406,F,T2,expt_45,vial_2,fly_1,99.1,108.8,115.3,323.2,30.66212871,33.66336634,35.67450495
line_406,F,T2,expt_45,vial_4,fly_2,94.4,106.5,113.9,314.8,29.98729352,33.83100381,36.18170267
line_406,F,T2,expt_45,vial_3,fly_1,94.3,104.9,107.4,306.6,30.75668624,34.21395956,35.02935421
line_406,F,T2,expt_45,vial_4,fly_1,94.2,105.3,114.9,314.4,29.96183206,33.49236641,36.54580153
line_406,F,T2,expt_45,vial_3,fly_3,94.1,104.1,108.3,306.5,30.70146819,33.96411093,35.33442088
line_406,F,T2,expt_45,vial_3,fly_2,93.7,105.6,107.7,307,30.52117264,34.39739414,35.08143323
line_406,F,T2,expt_45,vial_1,fly_1,93,106.1,113.2,312.3,29.7790586,33.9737432,36.24719821
line_406,F,T2,expt_45,vial_2,fly_2,92.4,103.9,109.8,306.1,30.18621366,33.94315583,35.87063051
line_406,M,T2,expt_45,vial_3,fly_2,92,102.2,112.6,306.8,29.98696219,33.31160365,36.70143416
line_406,F,T2,expt_45,vial_1,fly_3,91.3,102.7,109.8,303.8,30.05266623,33.80513496,36.14219882
line_406,M,T2,expt_45,vial_4,fly_1,90.9,99.6,109,299.5,30.35058431,33.25542571,36.39398998
line_406,F,T2,expt_45,vial_2,fly_3,90.5,102.7,107.1,300.3,30.13653014,34.1991342,35.66433566
line_406,M,T2,expt_45,vial_2,fly_1,90.3,99.5,109.3,299.1,30.19057172,33.26646607,36.54296222
line_406,M,T2,expt_45,vial_1,fly_3,90.2,99.4,108.5,298.1,30.25830258,33.34451526,36.39718215
line_406,M,T2,expt_45,vial_3,fly_1,90,102,112.3,304.3,29.57607624,33.51955307,36.90437069
line_406,M,T2,expt_45,vial_2,fly_3,89.9,100.9,109,299.8,29.98665777,33.65577051,36.35757171
line_406,M,T2,expt_45,vial_1,fly_1,89.9,100.6,113.1,303.6,29.6113307,33.13570488,37.25296443
line_406,M,T2,expt_45,vial_3,fly_3,88.2,99.2,112.2,299.6,29.43925234,33.11081442,37.44993324
line_406,M,T2,expt_45,vial_2,fly_2,87.7,97.5,111,296.2,29.60837272,32.91694801,37.47467927
line_406,M,T2,expt_45,vial_1,fly_2,87.5,97.1,107.4,292,29.96575343,33.25342466,36.78082192
line_406,M,T2,expt_45,vial_4,fly_3,87,97.4,107.8,292.2,29.77412731,33.33333333,36.89253936
line_406,M,T2,expt_45,vial_4,fly_2,84.8,96.9,105.5,287.2,29.5264624,33.73955432,36.73398329
line_409,F,T2,expt_55,vial_1,fly_1,96.5,107.8,119,323.3,29.84843798,33.34364368,36.80791834
line_409,F,T2,expt_55,vial_2,fly_1,96.9,108.1,117.2,322.2,30.0744879,33.5505897,36.37492241
line_409,F,T2,expt_55,vial_4,fly_2,97,108.6,119.2,324.8,29.86453202,33.43596059,36.69950739
line_409,F,T2,expt_55,vial_4,fly_1,96,108.4,118.6,323,29.72136223,33.56037152,36.71826625
line_409,F,T2,expt_55,vial_3,fly_3,95.3,106,117.9,319.2,29.85588972,33.20802005,36.93609023
line_409,F,T2,expt_55,vial_2,fly_3,95.3,107.3,116.9,319.5,29.82785603,33.58372457,36.58841941
line_409,F,T2,expt_55,vial_3,fly_1,95.1,107.9,115.3,318.3,29.87747408,33.89883758,36.22368834
line_409,F,T2,expt_55,vial_2,fly_2,95.1,106.8,114.5,316.4,30.05689001,33.75474083,36.18836915
line_409,F,T2,expt_55,vial_3,fly_2,94.5,105.3,116.9,316.7,29.83896432,33.24913167,36.91190401
line_409,F,T2,expt_55,vial_1,fly_2,93.7,105.5,117.9,317.1,29.54903816,33.27026175,37.1807001
line_409,M,T2,expt_55,vial_4,fly_1,92.6,104.4,118.9,315.9,29.31307376,33.04843305,37.63849319
line_409,M,T2,expt_55,vial_4,fly_2,92.2,103.4,119.9,315.5,29.22345483,32.77337559,38.00316957
line_409,M,T2,expt_55,vial_4,fly_3,91.8,105.6,120.9,318.3,28.84071631,33.17624882,37.98303487
line_409,M,T2,expt_55,vial_1,fly_1,90.9,102,116.6,309.5,29.36995154,32.95638126,37.67366721
line_409,M,T2,expt_55,vial_2,fly_2,90.2,100,116.8,307,29.38110749,32.5732899,38.04560261
line_409,F,T2,expt_55,vial_1,fly_3,90.1,100.5,110.8,301.4,29.8938288,33.34439283,36.76177837
line_409,M,T2,expt_55,vial_2,fly_3,89.9,101.3,115,306.2,29.35989549,33.08295232,37.55715219
line_409,M,T2,expt_55,vial_1,fly_2,89.3,99.8,117.9,307,29.08794788,32.50814332,38.4039088
line_409,M,T2,expt_55,vial_3,fly_3,89.2,99.7,113.7,302.6,29.47785856,32.94778586,37.57435559
line_409,M,T2,expt_55,vial_3,fly_1,88.9,100.7,115.3,304.9,29.15710069,33.02722204,37.81567727
line_409,F,T2,expt_55,vial_4,fly_3,88.6,100.6,111.3,300.5,29.48419301,33.47753744,37.03826955
line_409,M,T2,expt_55,vial_3,fly_2,88.5,101.3,113.8,303.6,29.15019763,33.36627141,37.48353096
line_409,M,T2,expt_55,vial_1,fly_3,88,99.8,113.2,301,29.2358804,33.15614618,37.60797342
line_409,M,T2,expt_55,vial_2,fly_1,87.6,97.8,114,299.4,29.25851703,32.66533066,38.07615231
line_41,F,T2,expt_55,vial_2,fly_2,97.4,107.5,115.5,320.4,30.39950062,33.55181024,36.04868914
line_41,F,T2,expt_55,vial_4,fly_3,97.4,104.1,115.1,316.6,30.76437145,32.88060644,36.35502211
line_41,F,T2,expt_55,vial_3,fly_2,98,102.1,109.4,309.5,31.66397415,32.98869144,35.34733441
line_41,F,T2,expt_55,vial_4,fly_1,95.8,106.9,115.9,318.6,30.0690521,33.55304457,36.37790333
line_41,F,T2,expt_55,vial_3,fly_3,95.7,106.5,113.5,315.7,30.31358885,33.73455813,35.95185303
line_41,F,T2,expt_55,vial_4,fly_2,95.6,107.6,114.5,317.7,30.09128108,33.86842934,36.04028958
line_41,F,T2,expt_55,vial_1,fly_2,95.1,105.6,117.7,318.4,29.86809045,33.16582915,36.9660804
line_41,M,T2,expt_55,vial_2,fly_1,94.8,101.5,112.7,309,30.67961165,32.84789644,36.47249191
line_41,F,T2,expt_55,vial_1,fly_1,94.7,108.8,117.7,321.2,29.48318805,33.87297634,36.64383562
line_41,F,T2,expt_55,vial_3,fly_1,94.5,110.2,113.2,317.9,29.72632903,34.66498899,35.60868198
line_41,F,T2,expt_55,vial_2,fly_3,94.1,98.7,112.3,305.1,30.84234677,32.35004916,36.80760406
line_41,F,T2,expt_55,vial_1,fly_3,93.9,113,118.4,325.3,28.86566247,34.73716569,36.39717184
line_41,M,T2,expt_55,vial_1,fly_3,91.1,101.8,120,312.9,29.11473314,32.53435602,38.35091083
line_41,M,T2,expt_55,vial_4,fly_3,90.8,98.5,113.4,302.7,29.9966964,32.54046911,37.46283449
line_41,M,T2,expt_55,vial_3,fly_1,90.2,98.8,114.2,303.2,29.74934037,32.58575198,37.66490765
line_41,M,T2,expt_55,vial_1,fly_2,89.5,101.6,114.8,305.9,29.25792743,33.21346845,37.52860412
line_41,M,T2,expt_55,vial_4,fly_1,89.4,95.1,111.1,295.6,30.2435724,32.17185386,37.58457375
line_41,M,T2,expt_55,vial_3,fly_2,89.1,100,117.4,306.5,29.07014682,32.62642741,38.30342578
line_41,M,T2,expt_55,vial_2,fly_2,88.4,92.1,108.7,289.2,30.5670816,31.84647303,37.58644537
line_41,M,T2,expt_55,vial_3,fly_3,88.2,103.4,117.6,309.2,28.52522639,33.44113842,38.03363519
line_41,M,T2,expt_55,vial_1,fly_1,87.8,104.2,117.7,309.7,28.35001615,33.64546335,38.0045205
line_41,M,T2,expt_55,vial_2,fly_3,86.7,94.1,108.1,288.9,30.01038422,32.57182416,37.41779162
line_41,F,T2,expt_55,vial_2,fly_1,86.5,109.2,119.5,315.2,27.4428934,34.64467005,37.91243655
line_41,M,T2,expt_55,vial_4,fly_2,86.4,100.6,114.3,301.3,28.67573847,33.38864919,37.93561235
line_42,F,T2,expt_45,vial_4,fly_2,96,108.2,121,325.2,29.5202952,33.27183272,37.20787208
line_42,F,T2,expt_45,vial_1,fly_2,96.4,107.4,117.9,321.7,29.96580665,33.38514144,36.64905191
line_42,F,T2,expt_45,vial_1,fly_3,98.1,110.9,120.3,329.3,29.79046462,33.67749772,36.53203766
line_42,F,T2,expt_45,vial_3,fly_2,94.9,108.4,119.7,323,29.38080495,33.56037152,37.05882353
line_42,M,T2,expt_45,vial_4,fly_2,93.8,106.9,119,319.7,29.34000626,33.43759775,37.222396
line_42,M,T2,expt_45,vial_4,fly_3,93.4,105.9,119.6,318.9,29.28817811,33.20790216,37.50391972
line_42,F,T2,expt_45,vial_2,fly_2,93.2,104.7,109.9,307.8,30.27940221,34.01559454,35.70500325
line_42,M,T2,expt_45,vial_4,fly_1,93.2,104.4,118.7,316.3,29.46569712,33.00663927,37.52766361
line_42,M,T2,expt_45,vial_1,fly_1,92.8,106.2,118.1,317.1,29.26521602,33.4910123,37.24377168
line_42,F,T2,expt_45,vial_2,fly_1,92.6,104.2,110.9,307.7,30.09424764,33.8641534,36.04159896
line_42,M,T2,expt_45,vial_1,fly_2,92.6,104.2,119.4,316.2,29.28526249,32.95382669,37.76091082
line_42,M,T2,expt_45,vial_3,fly_2,92.4,103.5,117.9,313.8,29.44550669,32.98279159,37.57170172
line_42,F,T2,expt_45,vial_4,fly_1,92.2,103.3,113.9,309.4,29.79961215,33.38720103,36.81318681
line_42,F,T2,expt_45,vial_2,fly_3,92,102.7,115.9,310.6,29.62009015,33.06503542,37.31487444
line_42,F,T2,expt_45,vial_3,fly_3,91.5,101.8,114,307.3,29.77546372,33.12723723,37.09729906
line_42,M,T2,expt_45,vial_3,fly_1,90.3,102.4,118.1,310.8,29.05405405,32.94723295,37.998713
line_42,M,T2,expt_45,vial_3,fly_3,89.6,102.6,116.8,309,28.99676375,33.2038835,37.79935275
line_42,F,T2,expt_45,vial_4,fly_3,88.4,102.3,115.3,306,28.88888889,33.43137255,37.67973856
line_42,M,T2,expt_45,vial_1,fly_3,88.3,100.1,115.3,303.7,29.07474481,32.96015805,37.96509714
line_42,F,T2,expt_45,vial_3,fly_1,88.2,98.7,116.4,303.3,29.08011869,32.54203759,38.37784372
line_42,M,T2,expt_45,vial_2,fly_1,87.8,100.5,116.4,304.7,28.81522809,32.98326223,38.20150968
line_42,M,T2,expt_45,vial_2,fly_3,87.7,101.3,115.6,304.6,28.79185818,33.25673014,37.95141169
line_42,F,T2,expt_45,vial_1,fly_1,85.4,95.6,98,279,30.609319,34.26523298,35.12544803
line_42,M,T2,expt_45,vial_2,fly_2,81.1,93.1,107.6,281.8,28.77927608,33.03761533,38.18310859
line_427,F,T2,expt_40,vial_4,fly_3,99,112.2,123.5,334.7,29.57872722,33.52255751,36.89871527
line_427,F,T2,expt_40,vial_2,fly_1,99.1,113.4,122.4,334.9,29.59092266,33.86085399,36.54822335
line_427,F,T2,expt_40,vial_3,fly_1,102.3,113.5,118.3,334.1,30.61957498,33.97186471,35.40856031
line_427,F,T2,expt_40,vial_2,fly_3,98.9,110,121.9,330.8,29.89721886,33.25272068,36.85006046
line_427,F,T2,expt_40,vial_4,fly_2,98.4,110.2,120.4,329,29.90881459,33.49544073,36.59574468
line_427,F,T2,expt_40,vial_4,fly_1,97.7,111.1,120.1,328.9,29.70507753,33.77926421,36.51565826
line_427,F,T2,expt_40,vial_1,fly_2,97.3,111.7,121.1,330.1,29.47591639,33.83823084,36.68585277
line_427,F,T2,expt_40,vial_1,fly_1,97.2,112.1,119.9,329.2,29.52612394,34.05224787,36.42162819
line_427,F,T2,expt_40,vial_3,fly_3,94.9,105.5,117.3,317.7,29.87094744,33.20742839,36.92162417
line_427,F,T2,expt_40,vial_2,fly_2,94.7,107.2,117.8,319.7,29.62152018,33.53143572,36.8470441
line_427,M,T2,expt_40,vial_2,fly_3,94.5,105.2,120.8,320.5,29.48517941,32.82371295,37.69110764
line_427,M,T2,expt_40,vial_4,fly_2,94.3,105.8,122.2,322.3,29.25845486,32.82655911,37.91498604
line_427,F,T2,expt_40,vial_3,fly_2,94.2,107.6,118.2,320,29.4375,33.625,36.9375
line_427,M,T2,expt_40,vial_4,fly_1,94.1,106.3,121.5,321.9,29.23268096,33.02267785,37.74464119
line_427,M,T2,expt_40,vial_4,fly_3,94,104.3,120.9,319.2,29.44862155,32.6754386,37.87593985
line_427,M,T2,expt_40,vial_3,fly_1,93.5,104.8,119.5,317.8,29.42101951,32.97671492,37.60226558
line_427,M,T2,expt_40,vial_1,fly_3,92.2,103.4,118.5,314.1,29.35370901,32.9194524,37.72683859
line_427,F,T2,expt_40,vial_1,fly_3,92,104.1,113.5,309.6,29.71576227,33.62403101,36.66020672
line_427,M,T2,expt_40,vial_1,fly_2,91.9,103.3,118.3,313.5,29.31419458,32.95055821,37.73524721
line_427,M,T2,expt_40,vial_2,fly_2,91.6,101.7,121,314.3,29.14412981,32.35762011,38.49825008
line_427,M,T2,expt_40,vial_2,fly_1,91.4,102.5,119.6,313.5,29.15470494,32.6953748,38.14992026
line_427,M,T2,expt_40,vial_3,fly_2,90,102.6,116.9,309.5,29.07915994,33.15024233,37.77059774
line_427,M,T2,expt_40,vial_1,fly_1,89.6,102,117.2,308.8,29.01554404,33.03108808,37.95336788
line_427,M,T2,expt_40,vial_3,fly_3,89,99,114.8,302.8,29.39233818,32.69484809,37.91281374
line_437,F,T2,expt_40,vial_4,fly_3,94.9,103.9,112.8,311.6,30.45571245,33.34403081,36.20025674
line_437,F,T2,expt_40,vial_4,fly_1,95.4,106.6,113.6,315.6,30.22813688,33.77693283,35.99493029
line_437,F,T2,expt_40,vial_4,fly_2,96.1,105.4,109.4,310.9,30.91026053,33.90157607,35.1881634
line_437,F,T2,expt_40,vial_1,fly_2,94,103.3,110,307.3,30.58900098,33.61535958,35.79563944
line_437,F,T2,expt_40,vial_1,fly_1,93.9,105.9,114.8,314.6,29.8474253,33.66179275,36.49078195
line_437,F,T2,expt_40,vial_2,fly_1,93.8,105,113.1,311.9,30.07374158,33.6646361,36.26162232
line_437,F,T2,expt_40,vial_1,fly_3,93.1,103.1,111.3,307.5,30.27642276,33.52845529,36.19512195
line_437,F,T2,expt_40,vial_2,fly_3,91.9,101.5,108.9,302.3,30.40026464,33.57591796,36.0238174
line_437,F,T2,expt_40,vial_2,fly_2,91.6,101.7,110.1,303.4,30.19116678,33.52010547,36.28872775
line_437,M,T2,expt_40,vial_2,fly_3,90,101,114.3,305.3,29.47920079,33.08221422,37.438585
line_437,F,T2,expt_40,vial_3,fly_3,89.7,100,106.3,296,30.30405405,33.78378378,35.91216216
line_437,M,T2,expt_40,vial_2,fly_2,89.6,101.2,113.8,304.6,29.41562705,33.2239002,37.36047275
line_437,F,T2,expt_40,vial_3,fly_1,88.9,97.9,106.2,293,30.34129693,33.41296928,36.24573379
line_437,M,T2,expt_40,vial_1,fly_1,88.9,98.4,111.6,298.9,29.74238876,32.92070927,37.33690197
line_437,F,T2,expt_40,vial_3,fly_2,88.8,97.8,104.2,290.8,30.53645117,33.63136176,35.83218707
line_437,M,T2,expt_40,vial_2,fly_1,88.5,100.6,112.3,301.4,29.36297279,33.37757133,37.25945587
line_437,M,T2,expt_40,vial_4,fly_2,88.1,97.9,108.6,294.6,29.90495587,33.23150034,36.86354379
line_437,M,T2,expt_40,vial_4,fly_3,87.4,98.7,111.9,298,29.32885906,33.12080537,37.55033557
line_437,M,T2,expt_40,vial_1,fly_3,87.2,96.6,109.2,293,29.76109215,32.96928328,37.26962457
line_437,M,T2,expt_40,vial_1,fly_2,86.9,96.6,108.7,292.2,29.73990418,33.05954826,37.20054757
line_437,M,T2,expt_40,vial_4,fly_1,85.3,94.9,107.4,287.6,29.65924896,32.99721836,37.34353268
line_437,M,T2,expt_40,vial_3,fly_3,85.2,96,106.6,287.8,29.60389159,33.35649757,37.03961084
line_437,M,T2,expt_40,vial_3,fly_2,84.8,95.6,107.7,288.1,29.43422423,33.1829226,37.38285318
line_437,M,T2,expt_40,vial_3,fly_1,83.3,93.8,104.7,281.8,29.55997161,33.28601845,37.15400994
line_439,F,T2,expt_45,vial_2,fly_3,97.2,109.2,122.5,328.9,29.55305564,33.20158103,37.24536333
line_439,F,T2,expt_45,vial_4,fly_1,97.3,108.3,121.6,327.2,29.73716381,33.09902201,37.16381418
line_439,F,T2,expt_45,vial_2,fly_2,97.6,109.9,118.7,326.2,29.9202943,33.69098712,36.38871858
line_439,F,T2,expt_45,vial_4,fly_2,96.7,107.7,121.1,325.5,29.70814132,33.0875576,37.20430108
line_439,F,T2,expt_45,vial_3,fly_2,96,110.4,117.2,323.6,29.66625464,34.11619283,36.21755253
line_439,F,T2,expt_45,vial_4,fly_3,95.8,109,121.3,326.1,29.37749157,33.42532965,37.19717878
line_439,F,T2,expt_45,vial_1,fly_1,95.6,109,120.9,325.5,29.37019969,33.48694316,37.14285714
line_439,F,T2,expt_45,vial_3,fly_3,93.7,106.1,117.9,317.7,29.49323261,33.3962858,37.11048159
line_439,F,T2,expt_45,vial_1,fly_3,93.6,106.6,121.7,321.9,29.07735322,33.1158745,37.80677229
line_439,F,T2,expt_45,vial_3,fly_1,93.1,106.5,120.8,320.4,29.05742822,33.23970038,37.70287141
line_439,F,T2,expt_45,vial_1,fly_2,93,106.8,117.8,317.6,29.28211587,33.62720403,37.0906801
line_439,F,T2,expt_45,vial_2,fly_1,89.6,99.5,109.8,298.9,29.9765808,33.28872533,36.73469388
line_439,M,T2,expt_45,vial_3,fly_1,88.7,101.8,121,311.5,28.47512039,32.68057785,38.84430177
line_439,M,T2,expt_45,vial_2,fly_3,88.5,102.3,121.1,311.9,28.374479,32.79897403,38.82654697
line_439,M,T2,expt_45,vial_2,fly_1,88.5,101.1,118.1,307.7,28.76178096,32.85667858,38.38154046
line_439,M,T2,expt_45,vial_4,fly_2,87.9,101,118.1,307,28.63192182,32.8990228,38.46905538
line_439,M,T2,expt_45,vial_3,fly_2,87.9,101.2,119.2,308.3,28.5111904,32.82517029,38.66363931
line_439,M,T2,expt_45,vial_1,fly_2,87.7,100,121.3,309,28.38187702,32.36245955,39.25566343
line_439,M,T2,expt_45,vial_1,fly_3,87.6,100,118.2,305.8,28.64617397,32.70111184,38.65271419
line_439,M,T2,expt_45,vial_4,fly_1,87.4,100.5,117.9,305.8,28.58077175,32.8646174,38.55461086
line_439,M,T2,expt_45,vial_2,fly_2,87.2,99.8,120.7,307.7,28.33929152,32.43418915,39.22651934
line_439,M,T2,expt_45,vial_3,fly_3,86.6,99.3,116.4,302.3,28.64703937,32.84816408,38.50479656
line_439,M,T2,expt_45,vial_1,fly_1,86.6,100.5,118.1,305.2,28.37483617,32.92922674,38.69593709
line_439,M,T2,expt_45,vial_4,fly_3,84.9,100.1,117.6,302.6,28.05684071,33.07997356,38.86318572
line_440,F,T2,expt_45,vial_2,fly_3,101.9,116.1,124.5,342.5,29.75182482,33.89781022,36.35036496
line_440,F,T2,expt_45,vial_2,fly_1,103.2,117,124.7,344.9,29.92171644,33.9228762,36.15540736
line_440,F,T2,expt_45,vial_3,fly_3,103.2,115.7,124.5,343.4,30.05241701,33.6924869,36.2550961
line_440,F,T2,expt_45,vial_4,fly_2,100.8,115.3,124.8,340.9,29.5687885,33.82223526,36.60897624
line_440,F,T2,expt_45,vial_1,fly_2,100.5,114.3,122,336.8,29.83966746,33.93705463,36.22327791
line_440,F,T2,expt_45,vial_1,fly_3,99.8,109.8,112.2,321.8,31.01305159,34.12057178,34.86637663
line_440,F,T2,expt_45,vial_4,fly_1,98.9,111.4,119.9,330.2,29.95154452,33.73712901,36.31132647
line_440,F,T2,expt_45,vial_2,fly_2,98.1,110.4,116,324.5,30.23112481,34.02157165,35.74730354
line_440,F,T2,expt_45,vial_1,fly_1,98,109,110.2,317.2,30.89533417,34.36317781,34.74148802
line_440,F,T2,expt_45,vial_3,fly_1,96.7,108.1,111,315.8,30.62064598,34.23052565,35.14882837
line_440,F,T2,expt_45,vial_4,fly_3,95.9,109,119.1,324,29.59876543,33.64197531,36.75925926
line_440,M,T2,expt_45,vial_1,fly_1,95.7,108.6,121.3,325.6,29.39189189,33.35380835,37.25429975
line_440,M,T2,expt_45,vial_1,fly_3,94.5,105.7,114.9,315.1,29.99047921,33.54490638,36.46461441
line_440,F,T2,expt_45,vial_3,fly_2,94.4,102.4,104.9,301.7,31.28936029,33.94100099,34.76963871
line_440,M,T2,expt_45,vial_2,fly_1,94.2,107.6,121.2,323,29.16408669,33.3126935,37.52321981
line_440,M,T2,expt_45,vial_2,fly_3,93.9,107.8,121.2,322.9,29.08021059,33.3849489,37.53484051
line_440,M,T2,expt_45,vial_1,fly_2,92.6,104.2,119.6,316.4,29.26675095,32.93299621,37.80025285
line_440,M,T2,expt_45,vial_2,fly_2,92,105,121.3,318.3,28.90355011,32.98774741,38.10870248
line_440,M,T2,expt_45,vial_3,fly_2,90.7,105.7,123.2,319.6,28.37922403,33.07259074,38.54818523
line_440,M,T2,expt_45,vial_3,fly_3,89.4,103.1,117.6,310.1,28.82940987,33.24733957,37.92325056
line_440,M,T2,expt_45,vial_4,fly_3,87.6,101.2,113.8,302.6,28.94910773,33.44348976,37.60740251
line_440,M,T2,expt_45,vial_4,fly_2,87.5,104.9,116.5,308.9,28.3263192,33.9592101,37.7144707
line_440,M,T2,expt_45,vial_3,fly_1,81.8,94.5,107.8,284.1,28.79267863,33.26293559,37.94438578
line_440,M,T2,expt_45,vial_4,fly_1,73.4,88.5,92.6,254.5,28.84086444,34.7740668,36.38506876
line_45,F,T2,expt_55,vial_4,fly_3,96.9,110.9,121.2,329,29.45288754,33.70820669,36.83890578
line_45,F,T2,expt_55,vial_1,fly_1,97.7,108.8,119.8,326.3,29.94177138,33.34354888,36.71467974
line_45,F,T2,expt_55,vial_2,fly_2,97.8,108.4,118.4,324.6,30.12939002,33.39494763,36.47566235
line_45,F,T2,expt_55,vial_3,fly_3,96.2,106.7,117.7,320.6,30.0062383,33.28134747,36.71241422
line_45,F,T2,expt_55,vial_4,fly_2,96,105.6,119.3,320.9,29.91586164,32.9074478,37.17669056
line_45,F,T2,expt_55,vial_4,fly_1,95.7,106.7,119.1,321.5,29.76671851,33.1881804,37.04510109
line_45,F,T2,expt_55,vial_1,fly_2,95.2,108.4,117.5,321.1,29.64808471,33.7589536,36.59296169
line_45,F,T2,expt_55,vial_3,fly_2,95,106,117.8,318.8,29.79924718,33.24968632,36.9510665
line_45,F,T2,expt_55,vial_3,fly_1,94.8,104.5,117.1,316.4,29.96207333,33.0278129,37.01011378
line_45,F,T2,expt_55,vial_2,fly_3,94.4,105,116.6,316,29.87341772,33.2278481,36.89873418
line_45,F,T2,expt_55,vial_1,fly_3,94.4,107,113.5,314.9,29.97777072,33.97904097,36.04318831
line_45,M,T2,expt_55,vial_2,fly_1,93.8,105.4,119.2,318.4,29.459799,33.10301508,37.43718593
