Line,Sex,T1_T2,Expt,Vial,Fly,Femur,Tibia,Tarsus,Total,pc_fe,pc_ti,pc_ta
line_820,M,T2,expt_40,vial_4,fly_1,82.9,93,104.1,280,29.60714286,33.21428571,37.17857143
line_820,M,T2,expt_40,vial_4,fly_2,82.2,94.5,101.8,278.5,29.51526032,33.93177738,36.5529623
line_820,M,T2,expt_40,vial_1,fly_1,81.6,93.5,103.6,278.7,29.2787944,33.54861859,37.17258701
line_837,F,T2,expt_45,vial_1,fly_3,95.2,104.6,118.5,318.3,29.90889098,32.8620798,37.22902922
line_837,F,T2,expt_45,vial_3,fly_3,95.7,105.6,123.2,324.5,29.49152542,32.54237288,37.9661017
line_837,F,T2,expt_45,vial_1,fly_1,97.4,106.4,116.9,320.7,30.3710633,33.17742438,36.45151232
line_837,F,T2,expt_45,vial_2,fly_3,95.1,109.2,121.1,325.4,29.22556853,33.55869699,37.21573448
line_837,F,T2,expt_45,vial_3,fly_1,94.8,105.3,118.8,318.9,29.72718721,33.01975541,37.25305739
line_837,F,T2,expt_45,vial_2,fly_2,94.2,103.8,117.3,315.3,29.87630828,32.92102759,37.20266413
line_837,F,T2,expt_45,vial_2,fly_1,94.1,107.6,122.7,324.4,29.00739827,33.16892725,37.82367448
line_837,F,T2,expt_45,vial_4,fly_2,93.2,105.5,123.4,322.1,28.93511332,32.75380317,38.31108351
line_837,F,T2,expt_45,vial_4,fly_3,92.6,104.2,114.9,311.7,29.70805262,33.42957972,36.86236766
line_837,F,T2,expt_45,vial_1,fly_2,92.5,103.4,117.6,313.5,29.50558214,32.98245614,37.51196172
line_837,F,T2,expt_45,vial_3,fly_2,92.4,105.1,116.4,313.9,29.43612616,33.48200064,37.08187321
line_837,M,T2,expt_45,vial_2,fly_1,91.1,102.5,119.3,312.9,29.11473314,32.75806967,38.12719719
line_837,M,T2,expt_45,vial_2,fly_2,90.1,99.4,118.5,308,29.25324675,32.27272727,38.47402597
line_837,F,T2,expt_45,vial_4,fly_1,90,101.7,117.4,309.1,29.11679068,32.90197347,37.98123585
line_837,M,T2,expt_45,vial_1,fly_1,89.5,99.9,118.5,307.9,29.06787918,32.44559922,38.4865216
line_837,M,T2,expt_45,vial_2,fly_3,88.8,101.2,118.5,308.5,28.78444084,32.80388979,38.41166937
line_837,M,T2,expt_45,vial_3,fly_3,88.7,101.8,120.1,310.6,28.55763039,32.77527366,38.66709594
line_837,M,T2,expt_45,vial_3,fly_2,87.4,97.5,115.4,300.3,29.1042291,32.46753247,38.42823843
line_837,M,T2,expt_45,vial_1,fly_2,87.4,98,118.1,303.5,28.79736409,32.28995058,38.91268534
line_837,M,T2,expt_45,vial_4,fly_2,87,96,116.8,299.8,29.01934623,32.02134757,38.9593062
line_837,M,T2,expt_45,vial_4,fly_3,86.9,98.5,116.3,301.7,28.80344713,32.64832615,38.54822672
line_837,M,T2,expt_45,vial_3,fly_1,86.6,97.8,117.4,301.8,28.69449967,32.4055666,38.89993373
line_837,M,T2,expt_45,vial_1,fly_3,86.5,97.5,115.3,299.3,28.90076846,32.57601069,38.52322085
line_837,M,T2,expt_45,vial_4,fly_1,80.6,92.9,111.2,284.7,28.31050228,32.63083948,39.05865824
line_85,F,T2,expt_55,vial_2,fly_1,98.5,111.9,118.1,328.5,29.9847793,34.06392694,35.95129376
line_85,F,T2,expt_55,vial_4,fly_1,99.9,114.2,123.2,337.3,29.61755114,33.8571005,36.52534836
line_85,F,T2,expt_55,vial_4,fly_2,101.9,116.4,122.6,340.9,29.89146377,34.14491053,35.9636257
line_85,F,T2,expt_55,vial_4,fly_3,97.8,110.4,120.3,328.5,29.7716895,33.60730594,36.62100457
line_85,M,T2,expt_55,vial_4,fly_2,97.8,107.9,122.1,327.8,29.83526541,32.91641245,37.24832215
line_85,F,T2,expt_55,vial_3,fly_1,97.6,111.5,118.7,327.8,29.77425259,34.01464308,36.21110433
line_85,F,T2,expt_55,vial_2,fly_3,97.5,109.4,117.9,324.8,30.01847291,33.68226601,36.29926108
line_85,F,T2,expt_55,vial_2,fly_2,97,111.3,119.9,328.2,29.5551493,33.91224863,36.53260207
line_85,F,T2,expt_55,vial_1,fly_3,96.9,112.2,118,327.1,29.62396821,34.30143687,36.07459493
line_85,F,T2,expt_55,vial_1,fly_1,96.8,111.5,121.2,329.5,29.37784522,33.83915023,36.78300455
line_85,F,T2,expt_55,vial_1,fly_2,95.6,110.9,117.4,323.9,29.5152825,34.23896264,36.24575486
line_85,F,T2,expt_55,vial_3,fly_3,95,108.6,113.9,317.5,29.92125984,34.20472441,35.87401575
line_85,F,T2,expt_55,vial_3,fly_2,94.5,106.3,115.3,316.1,29.89560266,33.62859855,36.4757988
line_85,M,T2,expt_55,vial_4,fly_1,94.3,104.7,118.7,317.7,29.68209002,32.95561851,37.36229147
line_85,M,T2,expt_55,vial_3,fly_2,93.8,105.2,115.3,314.3,29.844098,33.47120585,36.68469615
line_85,M,T2,expt_55,vial_1,fly_3,93.8,105.9,118,317.7,29.52470885,33.33333333,37.14195782
line_85,M,T2,expt_55,vial_2,fly_2,92.9,103.9,116.1,312.9,29.6899968,33.20549696,37.10450623
line_85,M,T2,expt_55,vial_3,fly_3,92.7,105.9,120.3,318.9,29.06867357,33.20790216,37.72342427
line_85,M,T2,expt_55,vial_2,fly_1,92.1,104.5,116.3,312.9,29.43432407,33.39725152,37.16842442
line_85,M,T2,expt_55,vial_2,fly_3,91.6,103.1,117.3,312,29.35897436,33.0448718,37.59615385
line_85,M,T2,expt_55,vial_3,fly_1,91.4,104.1,117.7,313.2,29.18263091,33.23754789,37.5798212
line_85,M,T2,expt_55,vial_1,fly_1,90.9,102.7,115.7,309.3,29.38894277,33.20400905,37.40704817
line_85,M,T2,expt_55,vial_4,fly_3,90.8,102.6,114.3,307.7,29.50926227,33.3441664,37.14657134
line_85,M,T2,expt_55,vial_1,fly_2,87.4,100.5,110.9,298.8,29.25033467,33.63453815,37.11512718
line_852,F,T2,expt_40,vial_4,fly_2,100.5,114.2,117.8,332.5,30.22556391,34.34586466,35.42857143
line_852,F,T2,expt_40,vial_2,fly_3,100.7,112.6,120.3,333.6,30.18585132,33.7529976,36.06115108
line_852,F,T2,expt_40,vial_2,fly_2,102.3,113.2,121.1,336.6,30.39215686,33.63042187,35.97742127
line_852,F,T2,expt_40,vial_2,fly_1,99.9,111.3,116.3,327.5,30.50381679,33.98473282,35.51145038
line_852,F,T2,expt_40,vial_1,fly_2,99.7,111.1,117.7,328.5,30.3500761,33.82039574,35.82952816
line_852,F,T2,expt_40,vial_1,fly_3,98.5,111.6,118.6,328.7,29.96653483,33.95193185,36.08153331
line_852,F,T2,expt_40,vial_1,fly_1,98.1,110.4,115.6,324.1,30.26843567,34.06356063,35.6680037
line_852,F,T2,expt_40,vial_3,fly_3,96.3,109.2,116.3,321.8,29.92541952,33.93412057,36.14045991
line_852,F,T2,expt_40,vial_4,fly_1,96,108.8,110.2,315,30.47619048,34.53968254,34.98412698
line_852,F,T2,expt_40,vial_4,fly_3,95.9,105.2,112.5,313.6,30.58035714,33.54591837,35.87372449
line_852,F,T2,expt_40,vial_3,fly_2,93.3,105.1,111.1,309.5,30.1453958,33.95799677,35.89660743
line_852,F,T2,expt_40,vial_3,fly_1,93.3,104,105.5,302.8,30.81241744,34.34610304,34.84147952
line_852,M,T2,expt_40,vial_1,fly_3,93.3,103.8,115.8,312.9,29.81783317,33.17353787,37.00862896
line_852,M,T2,expt_40,vial_2,fly_1,92.6,104.5,114.9,312,29.67948718,33.49358974,36.82692308
line_852,M,T2,expt_40,vial_2,fly_2,92.5,104.9,114.5,311.9,29.65694133,33.63257454,36.71048413
line_852,M,T2,expt_40,vial_1,fly_2,92,102.6,112.8,307.4,29.92843201,33.37670787,36.69486012
line_852,M,T2,expt_40,vial_3,fly_2,91.4,103,109,303.4,30.1252472,33.94858273,35.92617007
line_852,M,T2,expt_40,vial_2,fly_3,91.2,103.4,116.3,310.9,29.33419106,33.25828241,37.40752654
line_852,M,T2,expt_40,vial_1,fly_1,91,99.2,112.7,302.9,30.04291846,32.75008254,37.20699901
line_852,M,T2,expt_40,vial_4,fly_1,87.7,100,110.7,298.4,29.39008043,33.51206434,37.09785523
line_852,M,T2,expt_40,vial_4,fly_3,87.2,99.7,110.3,297.2,29.34051144,33.54643338,37.11305518
line_852,M,T2,expt_40,vial_4,fly_2,87,99.2,109.3,295.5,29.44162437,33.57021997,36.98815567
line_852,M,T2,expt_40,vial_3,fly_3,82.9,94.8,106.6,284.3,29.15933873,33.34505804,37.49560324
line_852,M,T2,expt_40,vial_3,fly_1,82.5,94.5,105.9,282.9,29.16224814,33.40402969,37.43372216
line_855,F,T2,expt_45,vial_1,fly_1,98.7,108,117.3,324,30.46296296,33.33333333,36.2037037
line_855,F,T2,expt_45,vial_3,fly_1,99.6,109.3,116.8,325.7,30.58028861,33.55848941,35.86122198
line_855,F,T2,expt_45,vial_1,fly_3,99.9,110.2,117.1,327.2,30.53178484,33.6797066,35.78850856
line_855,F,T2,expt_45,vial_3,fly_3,98.6,108.4,113.1,320.1,30.8028741,33.86441737,35.33270853
line_855,F,T2,expt_45,vial_2,fly_1,98.6,108.5,118,325.1,30.3291295,33.37434636,36.29652415
line_855,F,T2,expt_45,vial_2,fly_3,98.5,109.1,117.3,324.9,30.31702062,33.57956294,36.10341644
line_855,F,T2,expt_45,vial_4,fly_2,98.1,107.2,115.9,321.2,30.54171856,33.37484433,36.08343711
line_855,F,T2,expt_45,vial_4,fly_1,97.4,106.5,114.3,318.2,30.60967945,33.46951603,35.92080453
line_855,M,T2,expt_45,vial_2,fly_1,95,104.5,115.1,314.6,30.19707565,33.21678322,36.58614113
line_855,M,T2,expt_45,vial_3,fly_1,94.8,105,117,316.8,29.92424242,33.14393939,36.93181818
line_855,M,T2,expt_45,vial_2,fly_2,94.3,103.6,115.9,313.8,30.05098789,33.01465902,36.93435309
line_855,F,T2,expt_45,vial_3,fly_2,94.2,103.8,110.3,308.3,30.55465456,33.6685047,35.77684074
line_855,M,T2,expt_45,vial_2,fly_3,93.6,104.6,114.3,312.5,29.952,33.472,36.576
line_855,M,T2,expt_45,vial_1,fly_3,93.4,103.5,114.5,311.4,29.99357739,33.23699422,36.76942839
line_855,M,T2,expt_45,vial_3,fly_3,93.3,103.1,114,310.4,30.05798969,33.21520619,36.72680412
line_855,M,T2,expt_45,vial_4,fly_3,93.1,103.8,114.6,311.5,29.88764045,33.32263242,36.78972713
line_855,M,T2,expt_45,vial_1,fly_1,92.9,102.8,114.9,310.6,29.9098519,33.09723117,36.99291694
line_855,F,T2,expt_45,vial_2,fly_2,92.7,104.7,111.6,309,30,33.88349515,36.11650485
line_855,M,T2,expt_45,vial_3,fly_2,92.2,102.4,114.3,308.9,29.8478472,33.1498867,37.00226611
line_855,F,T2,expt_45,vial_4,fly_3,91.9,102.5,109.3,303.7,30.26012512,33.75041159,35.98946329
line_855,M,T2,expt_45,vial_4,fly_2,91.5,105.2,118.7,315.4,29.01077996,33.35447051,37.63474952
line_855,M,T2,expt_45,vial_1,fly_2,90.1,99.8,111.7,301.6,29.87400531,33.09018568,37.03580902
line_855,M,T2,expt_45,vial_4,fly_1,89.4,100.9,115.4,305.7,29.24435721,33.00621524,37.74942754
line_855,F,T2,expt_45,vial_1,fly_2,86.4,96.4,104.8,287.6,30.04172462,33.51877608,36.43949931
line_857,F,T2,expt_45,vial_2,fly_3,96.3,107.5,116.8,320.6,30.03742982,33.5308796,36.43169058
line_857,F,T2,expt_45,vial_2,fly_2,96.4,109.9,122.3,328.6,29.33657943,33.44491783,37.21850274
line_857,F,T2,expt_45,vial_2,fly_1,98,110.4,119.5,327.9,29.88716072,33.66880146,36.44403782
line_857,F,T2,expt_45,vial_1,fly_1,95.2,108.5,117.8,321.5,29.61119751,33.74805599,36.6407465
line_857,F,T2,expt_45,vial_4,fly_2,93.8,106,122.2,322,29.13043478,32.91925466,37.95031056
line_857,F,T2,expt_45,vial_4,fly_1,93,104.3,118.2,315.5,29.4770206,33.05863708,37.46434231
line_857,F,T2,expt_45,vial_3,fly_1,92.4,106.8,115,314.2,29.40802037,33.99108848,36.60089115
line_857,F,T2,expt_45,vial_3,fly_3,92.3,105.3,116,313.6,29.43239796,33.57780612,36.98979592
line_857,M,T2,expt_45,vial_1,fly_3,92.3,106.5,119.6,318.4,28.98869347,33.44849246,37.56281407
line_857,F,T2,expt_45,vial_3,fly_2,92,103.6,115.5,311.1,29.57248473,33.30118933,37.12632594
line_857,F,T2,expt_45,vial_1,fly_3,91.5,102.6,114,308.1,29.69814995,33.30087634,37.00097371
line_857,M,T2,expt_45,vial_1,fly_2,91.4,104.9,114.1,310.4,29.44587629,33.79510309,36.75902062
line_857,F,T2,expt_45,vial_4,fly_3,91.2,103.5,113,307.7,29.63925902,33.63665908,36.7240819
line_857,M,T2,expt_45,vial_3,fly_1,91.2,105.5,119.3,316,28.86075949,33.38607595,37.75316456
line_857,F,T2,expt_45,vial_1,fly_2,90.9,107.7,113.4,312,29.13461539,34.51923077,36.34615385
line_857,M,T2,expt_45,vial_2,fly_3,90.9,104.7,118.3,313.9,28.95826696,33.35457152,37.68716152
line_857,M,T2,expt_45,vial_4,fly_1,90.6,103.9,116,310.5,29.17874396,33.46215781,37.35909823
line_857,M,T2,expt_45,vial_2,fly_1,90.3,104,119.4,313.7,28.78546382,33.15269366,38.06184253
line_857,M,T2,expt_45,vial_4,fly_2,90,104.1,118.9,313,28.75399361,33.25878594,37.98722045
line_857,M,T2,expt_45,vial_3,fly_2,89.6,104,118.1,311.7,28.74558871,33.36541546,37.88899583
line_857,M,T2,expt_45,vial_3,fly_3,88.8,102.7,116.3,307.8,28.84990253,33.36582196,37.7842755
line_857,M,T2,expt_45,vial_1,fly_1,88,101.4,113.8,303.2,29.0237467,33.44327177,37.53298153
line_857,M,T2,expt_45,vial_4,fly_3,86.7,101.7,120.4,308.8,28.07642487,32.93393782,38.98963731
line_857,M,T2,expt_45,vial_2,fly_2,86.7,99.3,115.3,301.3,28.775307,32.95718553,38.26750747
line_859,F,T2,expt_40,vial_4,fly_1,92.7,102.8,112.4,307.9,30.10717766,33.38746346,36.50535888
line_859,F,T2,expt_40,vial_2,fly_3,93.2,102.5,112.4,308.1,30.24991886,33.26841934,36.4816618
line_859,F,T2,expt_40,vial_2,fly_1,94.1,103,112.3,309.4,30.41370394,33.29023917,36.29605688
line_859,F,T2,expt_40,vial_4,fly_2,92.6,104.2,115.2,312,29.67948718,33.3974359,36.92307692
line_859,F,T2,expt_40,vial_2,fly_2,92.5,101.6,110.1,304.2,30.40762656,33.39907955,36.19329389
line_859,F,T2,expt_40,vial_1,fly_3,90.5,97.8,109.8,298.1,30.35893995,32.80778262,36.83327742
line_859,F,T2,expt_40,vial_1,fly_2,89.6,100.7,110.5,300.8,29.78723404,33.47739362,36.73537234
line_859,F,T2,expt_40,vial_3,fly_3,89.2,98.2,108.1,295.5,30.18612521,33.23181049,36.5820643
line_859,M,T2,expt_40,vial_2,fly_1,89,99.7,112.8,301.5,29.51907131,33.06799337,37.41293532
line_859,M,T2,expt_40,vial_2,fly_2,88.6,99.2,110.6,298.4,29.69168901,33.24396783,37.06434316
line_859,M,T2,expt_40,vial_1,fly_3,88.5,97.8,109.5,295.8,29.9188641,33.06288033,37.01825558
line_859,M,T2,expt_40,vial_2,fly_3,88.3,98.2,113.2,299.7,29.46279613,32.76609943,37.77110444
line_859,F,T2,expt_40,vial_4,fly_3,86.9,96.1,104.9,287.9,30.1840917,33.37964571,36.43626259
line_859,M,T2,expt_40,vial_1,fly_1,86.8,96,109.9,292.7,29.6549368,32.79808678,37.54697643
line_859,M,T2,expt_40,vial_4,fly_3,86.7,94.4,108.6,289.7,29.92751122,32.58543321,37.48705558
line_859,F,T2,expt_40,vial_1,fly_1,85.3,98.3,107.1,290.7,29.34296526,33.81492948,36.84210526
line_859,F,T2,expt_40,vial_3,fly_2,84,94.4,105.2,283.6,29.61918195,33.28631876,37.0944993
line_859,M,T2,expt_40,vial_4,fly_1,83.7,93.9,107.6,285.2,29.34782609,32.92426368,37.72791024
line_859,M,T2,expt_40,vial_3,fly_2,83.5,92,103.2,278.7,29.96053104,33.01040545,37.02906351
line_859,M,T2,expt_40,vial_3,fly_3,82.4,90.6,103.9,276.9,29.75803539,32.71939328,37.52257133
line_859,M,T2,expt_40,vial_4,fly_2,81.4,90,103,274.4,29.66472303,32.79883382,37.53644315
line_859,F,T2,expt_40,vial_3,fly_1,81.1,90,101,272.1,29.80521867,33.07607497,37.11870636
line_859,M,T2,expt_40,vial_1,fly_2,80.9,90.4,103.4,274.7,29.45030943,32.90862759,37.64106298
line_859,M,T2,expt_40,vial_3,fly_1,80.5,90.7,104.8,276,29.16666667,32.86231884,37.97101449
line_861,F,T2,expt_45,vial_3,fly_3,97,106.3,117.3,320.6,30.25577043,33.15658141,36.58764816
line_861,F,T2,expt_45,vial_2,fly_3,97.4,108.2,119.7,325.3,29.94159238,33.26160467,36.79680295
line_861,F,T2,expt_45,vial_1,fly_1,98.4,108.1,117,323.5,30.41731067,33.41576507,36.16692427
line_861,F,T2,expt_45,vial_3,fly_1,96.8,107.5,121.1,325.4,29.74800246,33.03626306,37.21573448
line_861,F,T2,expt_45,vial_2,fly_2,96.3,107.7,120.1,324.1,29.71305153,33.23048442,37.05646405
line_861,F,T2,expt_45,vial_1,fly_3,95.4,105.4,116.4,317.2,30.07566204,33.22824716,36.69609079
line_861,F,T2,expt_45,vial_4,fly_2,94.2,106.3,114.9,315.4,29.86683576,33.70323399,36.42993025
line_861,F,T2,expt_45,vial_3,fly_2,93.4,104.4,112.3,310.1,30.11931635,33.66655917,36.21412448
line_861,M,T2,expt_45,vial_2,fly_3,93.2,102.6,118.9,314.7,29.61550683,32.60247855,37.78201462
line_861,F,T2,expt_45,vial_1,fly_2,92.7,101.1,112.1,305.9,30.30402092,33.05001635,36.64596273
line_861,F,T2,expt_45,vial_2,fly_1,92.4,102.2,114.5,309.1,29.89323843,33.06373342,37.04302815
line_861,F,T2,expt_45,vial_4,fly_1,92.2,103.3,112.4,307.9,29.94478727,33.54985385,36.50535888
line_861,M,T2,expt_45,vial_3,fly_1,91.1,101,118.8,310.9,29.30202638,32.48633001,38.21164362
line_861,M,T2,expt_45,vial_4,fly_3,90.2,101.1,120.8,312.1,28.90099327,32.39346363,38.7055431
line_861,F,T2,expt_45,vial_4,fly_3,90,100.7,109.6,300.3,29.97002997,33.53313353,36.4968365
line_861,M,T2,expt_45,vial_3,fly_2,89.3,98.9,116,304.2,29.35568705,32.51150559,38.13280736
line_861,M,T2,expt_45,vial_1,fly_3,89,98.5,116.1,303.6,29.31488801,32.44400527,38.24110672
line_861,M,T2,expt_45,vial_4,fly_1,88.4,100.2,116.5,305.1,28.97410685,32.84169125,38.1842019
line_861,M,T2,expt_45,vial_2,fly_1,88.3,97.3,113.7,299.3,29.50217173,32.50918811,37.98864016
line_861,M,T2,expt_45,vial_1,fly_1,87.9,98.6,114.7,301.2,29.18326693,32.73572377,38.0810093
line_861,M,T2,expt_45,vial_4,fly_2,86.6,98.2,114.9,299.7,28.89556223,32.76609943,38.33833834
line_861,M,T2,expt_45,vial_2,fly_2,86.4,97.1,113.3,296.8,29.11051213,32.71563342,38.17385445
line_861,M,T2,expt_45,vial_3,fly_3,85.8,94.1,112.4,292.3,29.35340404,32.19295245,38.45364352
line_861,M,T2,expt_45,vial_1,fly_2,85.1,94.4,111.9,291.4,29.20384351,32.39533288,38.40082361
line_879,F,T2,expt_45,vial_3,fly_1,95.7,107.6,110.2,313.5,30.52631579,34.32216906,35.15151515
line_879,F,T2,expt_45,vial_4,fly_3,96.8,108.5,112,317.3,30.50740624,34.19476836,35.2978254
line_879,F,T2,expt_45,vial_4,fly_2,97.4,109.5,114.5,321.4,30.30491599,34.06969508,35.62538892
line_879,F,T2,expt_45,vial_3,fly_2,94.7,107.1,110.6,312.4,30.31370038,34.28297055,35.40332907
line_879,F,T2,expt_45,vial_2,fly_2,94.7,108,111.2,313.9,30.16884358,34.40586174,35.42529468
line_879,F,T2,expt_45,vial_4,fly_1,94.4,108.5,113.6,316.5,29.82622433,34.28120063,35.89257504
line_879,F,T2,expt_45,vial_1,fly_1,94.3,106.3,110.4,311,30.32154341,34.18006431,35.49839228
line_879,F,T2,expt_45,vial_3,fly_3,94.1,103.4,107.5,305,30.85245902,33.90163934,35.24590164
line_879,F,T2,expt_45,vial_2,fly_1,93.1,106.5,111.1,310.7,29.96459607,34.27743804,35.75796588
line_879,M,T2,expt_45,vial_1,fly_2,92.8,104.9,115.2,312.9,29.65803771,33.52508789,36.8168744
line_879,M,T2,expt_45,vial_1,fly_3,92.7,103.2,111.9,307.8,30.11695906,33.52826511,36.35477583
line_879,M,T2,expt_45,vial_1,fly_1,92.4,104.2,111.5,308.1,29.9902629,33.82018825,36.18954885
line_879,M,T2,expt_45,vial_2,fly_3,91.5,106.4,114.7,312.6,29.2706334,34.03710813,36.69225848
line_879,F,T2,expt_45,vial_2,fly_3,91.3,104.8,109.1,305.2,29.91480996,34.33813893,35.74705111
line_879,M,T2,expt_45,vial_4,fly_2,90.8,104.3,112.5,307.6,29.51885566,33.9076723,36.57347204
line_879,M,T2,expt_45,vial_2,fly_2,90.7,102,110.8,303.5,29.88467875,33.60790774,36.50741351
line_879,M,T2,expt_45,vial_4,fly_3,90.2,103.1,109.5,302.8,29.78863937,34.04887715,36.16248349
line_879,M,T2,expt_45,vial_3,fly_2,89.9,101.6,109.4,300.9,29.87703556,33.76537056,36.35759389
line_879,F,T2,expt_45,vial_1,fly_2,88.7,98.8,100.8,288.3,30.76656261,34.26985779,34.96357961
line_879,M,T2,expt_45,vial_3,fly_3,88.7,99.1,108.4,296.2,29.94598244,33.45712357,36.59689399
line_879,M,T2,expt_45,vial_4,fly_1,87.3,102.4,111,300.7,29.03225807,34.05387429,36.91386764
line_879,F,T2,expt_45,vial_1,fly_3,86,95.6,99.1,280.7,30.63769149,34.05771286,35.30459565
line_879,M,T2,expt_45,vial_3,fly_1,85.2,95.9,105.6,286.7,29.71747471,33.44959888,36.8329264
line_879,M,T2,expt_45,vial_2,fly_1,84.9,96.5,107.4,288.8,29.39750693,33.41412742,37.18836565
line_88,F,T2,expt_45,vial_1,fly_2,92.3,101.4,111.9,305.6,30.20287958,33.18062827,36.61649215
line_88,F,T2,expt_45,vial_1,fly_1,92.6,102.1,113.9,308.6,30.00648088,33.08489955,36.90861957
line_88,F,T2,expt_45,vial_4,fly_1,92.9,103.6,112.7,309.2,30.04527814,33.50582148,36.44890039
line_88,F,T2,expt_45,vial_4,fly_2,92.2,104,115.3,311.5,29.59871589,33.38683788,37.01444623
line_88,F,T2,expt_45,vial_2,fly_3,91.2,102.9,112.1,306.2,29.78445461,33.60548661,36.61005879
line_88,F,T2,expt_45,vial_2,fly_2,91.2,101.2,111.2,303.6,30.03952569,33.33333333,36.62714098
line_88,F,T2,expt_45,vial_1,fly_3,90.8,101.1,111.2,303.1,29.95710987,33.35532827,36.68756186
line_88,F,T2,expt_45,vial_2,fly_1,88.9,99.4,111.4,299.7,29.66299633,33.16649983,37.17050384
line_88,F,T2,expt_45,vial_3,fly_1,87.8,97.1,112.6,297.5,29.51260504,32.63865546,37.8487395
line_88,F,T2,expt_45,vial_4,fly_3,87.5,96.7,109.8,294,29.76190476,32.89115646,37.34693878
line_88,M,T2,expt_45,vial_1,fly_1,87.5,98.7,111,297.2,29.44145357,33.20995962,37.34858681
line_88,M,T2,expt_45,vial_1,fly_2,86.6,95.7,113.5,295.8,29.2765382,32.35294118,38.37052062
line_88,M,T2,expt_45,vial_2,fly_3,86,95.8,111.3,293.1,29.34152167,32.68509041,37.97338792
line_88,M,T2,expt_45,vial_1,fly_3,84.6,94.3,107.6,286.5,29.52879581,32.91448517,37.55671902
line_88,F,T2,expt_45,vial_3,fly_2,84.4,97.5,106.1,288,29.30555556,33.85416667,36.84027778
line_88,M,T2,expt_45,vial_4,fly_1,82,93.5,112.1,287.6,28.51182198,32.51043115,38.97774687
line_88,M,T2,expt_45,vial_3,fly_3,82,93.8,107.7,283.5,28.92416226,33.08641975,37.98941799
line_88,F,T2,expt_45,vial_3,fly_3,81.7,87.7,102.4,271.8,30.05886681,32.26637233,37.67476085
line_88,M,T2,expt_45,vial_4,fly_3,80.7,89.8,107.3,277.8,29.04967603,32.32541397,38.62491001
line_88,M,T2,expt_45,vial_2,fly_1,80.6,91.7,109.6,281.9,28.59169918,32.5292657,38.87903512
line_88,M,T2,expt_45,vial_3,fly_2,80.4,90.7,106.7,277.8,28.94168467,32.64938805,38.40892729
line_88,M,T2,expt_45,vial_3,fly_1,79.9,88.1,105.1,273.1,29.25668253,32.2592457,38.48407177
line_88,M,T2,expt_45,vial_4,fly_2,79,89.6,105.4,274,28.83211679,32.70072993,38.46715329
line_88,M,T2,expt_45,vial_2,fly_2,78.5,87.5,106.6,272.6,28.79677183,32.09831255,39.10491563
line_890,F,T2,expt_45,vial_2,fly_3,98.9,108.4,117.3,324.6,30.46826864,33.39494763,36.13678373
line_890,F,T2,expt_45,vial_4,fly_1,98.9,109.7,118.1,326.7,30.27242118,33.57820631,36.14937251
line_890,F,T2,expt_45,vial_2,fly_1,102.9,116.8,124.6,344.3,29.88672669,33.92390357,36.18936974
line_890,F,T2,expt_45,vial_3,fly_1,98.4,107.7,118,324.1,30.36099969,33.23048442,36.40851589
line_890,F,T2,expt_45,vial_2,fly_2,97.8,108.6,117.3,323.7,30.21316033,33.54958295,36.23725672
line_890,F,T2,expt_45,vial_1,fly_2,96.9,105.9,114,316.8,30.58712121,33.4280303,35.98484849
line_890,F,T2,expt_45,vial_4,fly_2,95.9,105.7,115.3,316.9,30.26191228,33.35437046,36.38371726
line_890,F,T2,expt_45,vial_1,fly_1,95.5,105.4,112.7,313.6,30.45280612,33.60969388,35.9375
line_890,M,T2,expt_45,vial_1,fly_3,93.9,102.6,114.9,311.4,30.15414258,32.94797688,36.89788054
line_890,M,T2,expt_45,vial_3,fly_1,93.6,103.7,115.6,312.9,29.91371045,33.14157878,36.94471077
line_890,M,T2,expt_45,vial_2,fly_1,93.6,103.5,116.2,313.3,29.87551867,33.0354293,37.08905203
line_890,F,T2,expt_45,vial_3,fly_2,93.3,102.9,111.3,307.5,30.34146342,33.46341463,36.19512195
line_890,F,T2,expt_45,vial_3,fly_3,92.6,103,110,305.6,30.30104712,33.70418848,35.9947644
line_890,F,T2,expt_45,vial_1,fly_3,92.6,102.2,110,304.8,30.38057743,33.53018373,36.08923885
line_890,M,T2,expt_45,vial_2,fly_3,92.2,103.3,116.4,311.9,29.56075665,33.11958961,37.31965374
line_890,M,T2,expt_45,vial_2,fly_2,92,102.3,114.2,308.5,29.82171799,33.16045381,37.0178282
line_890,F,T2,expt_45,vial_4,fly_3,90.6,100.7,109.1,300.4,30.15978695,33.52197071,36.31824234
line_890,M,T2,expt_45,vial_1,fly_1,90.4,99,110.6,300,30.13333333,33,36.86666667
line_890,M,T2,expt_45,vial_4,fly_3,89.6,101.8,117.3,308.7,29.02494331,32.97700032,37.99805637
line_890,M,T2,expt_45,vial_3,fly_3,89.5,98.4,113.3,301.2,29.71447543,32.66932271,37.61620186
line_890,M,T2,expt_45,vial_4,fly_1,88.8,98.5,112.6,299.9,29.60986996,32.84428143,37.54584862
line_890,M,T2,expt_45,vial_4,fly_2,88.5,97.9,108.6,295,30,33.18644068,36.81355932
line_890,M,T2,expt_45,vial_1,fly_2,88.5,98.6,111.3,298.4,29.65817694,33.04289544,37.29892761
line_890,M,T2,expt_45,vial_3,fly_2,86.7,94.9,109.5,291.1,29.78357953,32.60048093,37.61593954
