Trait,R_diff,sd,2.5%,97.5%,Trait_Sex
FBgn0039244,0.08503770000000001,0.12761121955002228,-0.16627996499999997,0.3345974,Female
FBgn0039246,0.158451655,0.12665543988253777,-0.09868887224999999,0.39550222749999997,Female
FBgn0039249,0.13233565,0.12812080197984513,-0.12616009025,0.38011344999999974,Female
FBgn0039250,-0.012715,0.12549702577672997,-0.25933780749999996,0.23257021,Female
FBgn0039251,-0.028694800000000003,0.12321220996197257,-0.26604357500000003,0.21536820249999994,Female
FBgn0039252,-0.0758831,0.12212667673640176,-0.31467287499999996,0.1580084549999999,Female
FBgn0039254,-0.0747769,0.125028905100289,-0.31541901999999994,0.17686158749999997,Female
FBgn0039257,-0.059158800000000004,0.12614090574777717,-0.29957305,0.19357624249999997,Female
FBgn0039258,0.15617949999999997,0.12295141553917036,-0.0864797665,0.39628475,Female
FBgn0039259,-0.08702565000000001,0.12666296400341384,-0.3382792925,0.16237780999999993,Female
FBgn0039260,-0.09628735,0.1325949776026479,-0.3533125,0.1700690124999999,Female
FBgn0039261,-0.05454295,0.1261612813006625,-0.30011212750000005,0.19033389749999996,Female
FBgn0039264,-0.0856542985,0.12639712561478542,-0.3369094275,0.15990005749999966,Female
FBgn0039265,0.02374115,0.13191788938783197,-0.2346477175,0.28467342999999995,Female
FBgn0039266,0.24745040000000001,0.12652478095689448,-0.008261767500000001,0.48830444999999995,Female
FBgn0039269,0.003945095000000002,0.12507541776876155,-0.24158847499999994,0.2529527974999998,Female
FBgn0039270,-0.10126964999999999,0.1283258755404189,-0.35005724999999993,0.15278402999999985,Female
FBgn0039271,0.08186955,0.12540432619710734,-0.16567749999999998,0.3313491424999999,Female
FBgn0039272,0.005417849999999998,0.128227904895184,-0.24990103500000002,0.2522778774999999,Female
FBgn0039273,-0.3337795,0.12718170049850824,-0.57456705,-0.07718309750000009,Female
FBgn0039274,-0.10357060000000001,0.1267443801700204,-0.350707775,0.14018170499999985,Female
FBgn0039277,0.040595900000000004,0.1269719984746283,-0.20673606,0.2893516375,Female
FBgn0039280,0.085479425,0.1253243362842642,-0.16316066972499998,0.3259994,Female
FBgn0039282,0.11394294999999999,0.128333431639966,-0.13768669749999998,0.3660196724999999,Female
FBgn0039283,0.0709533,0.12908051435913823,-0.18119311,0.32916444999999983,Female
FBgn0039286,-0.11824055,0.1291191583142556,-0.37338991725,0.12959407499999998,Female
FBgn0039288,-0.039959055,0.12223091090524858,-0.27556522725000004,0.20300009999999993,Female
FBgn0039290,0.13270920000000003,0.12865023979242388,-0.11920541500000001,0.3828222249999999,Female
FBgn0039291,-0.05851010000000001,0.12699313577195176,-0.3031747125,0.19312316999999982,Female
FBgn0039293,-0.16204035,0.1231689227483141,-0.39862365,0.08150658124999996,Female
FBgn0039294,0.041862949999999996,0.12658507756630025,-0.20663298,0.28651450500000003,Female
FBgn0039296,0.049913815,0.1257237889442721,-0.19960639950000003,0.2934403924999999,Female
FBgn0039297,0.07300895000000002,0.12483670556640798,-0.1753470025,0.31223595000000004,Female
FBgn0039298,0.14456894999999997,0.12366239090378,-0.09724501249999999,0.3865822249999999,Female
FBgn0039299,0.0831084,0.12391274606374214,-0.16327418249999998,0.32011245499999996,Female
FBgn0039300,0.0275728,0.12360632803488336,-0.214375985,0.2626352675,Female
FBgn0039301,-0.05508445000000001,0.1283490724190833,-0.30368835875,0.19732801749999973,Female
FBgn0039302,-0.11913969999999999,0.1252131946254901,-0.36519372499999997,0.12828863999999987,Female
FBgn0039303,-0.008596799999999998,0.12398359167438447,-0.25280265300000004,0.23420109749999968,Female
FBgn0039304,-0.0587028,0.12636134673954197,-0.3078288025,0.1891887849999997,Female
FBgn0039305,-0.26921660000000003,0.12392999406231787,-0.505418375,-0.018279967500000056,Female
FBgn0039306,-0.16454613,0.12789170722669185,-0.40951339999999997,0.09315412124999997,Female
FBgn0039307,0.083881575,0.12514023242601982,-0.15998904,0.3299798499999999,Female
FBgn0039308,-0.020925799999999998,0.12818777933343872,-0.2724420425,0.22964640149999996,Female
FBgn0039310,0.1053249,0.1250151708543356,-0.13812069675,0.347009275,Female
FBgn0039311,0.0848921,0.12858595092144395,-0.177390845,0.328720955,Female
FBgn0039312,0.16169159,0.12749578822132618,-0.09242666324999999,0.40609627499999984,Female
FBgn0039313,0.12381555,0.1252500021668445,-0.114948625,0.3720475999999999,Female
FBgn0039315,-0.07670365,0.12249113808548792,-0.3099966025,0.16821253749999993,Female
FBgn0039316,-0.028526998550000002,0.130786537970102,-0.29374106749999995,0.2264625774999999,Female
FBgn0039319,0.04519605,0.12305201553395606,-0.19174639999999998,0.28697999249999995,Female
FBgn0039321,0.024362489999999994,0.12244046237488113,-0.21524853249999998,0.2618546824999997,Female
FBgn0039323,-0.12049059999999999,0.12230392717639155,-0.3529347625,0.11791517499999993,Female
FBgn0039324,0.07768250000000002,0.12454305135348824,-0.165649305,0.3160587749999999,Female
FBgn0039325,0.15585705,0.12658413837494742,-0.0959101725,0.39766025,Female
FBgn0039326,0.011183950000000005,0.12303056721522145,-0.22651731675,0.25162185249999997,Female
FBgn0039328,0.077106385,0.12650121123975547,-0.1746947975,0.32376767999999995,Female
FBgn0039329,0.07839189,0.12327124731770063,-0.16210638399999996,0.3137398074999999,Female
FBgn0039331,-0.025837449999999998,0.12971373089776644,-0.28357129999999997,0.23143363249999999,Female
FBgn0039332,0.030235599999999998,0.13383119861012596,-0.237804515,0.29022372999999996,Female
FBgn0039335,-0.0398034,0.12258233190718104,-0.28293105025000004,0.20195931249999957,Female
FBgn0039336,-0.10278119,0.1242653878632569,-0.3440298225,0.1352038274999995,Female
