Trait,R_overall,sd,2.5%,97.5%,Trait_Sex
FBgn0004622,-0.024825125000000003,0.06457743113856385,-0.1482326175,0.10343092499999985,Female
FBgn0004623,0.00868675,0.06308831150176818,-0.11587650875,0.12946136249999998,Female
FBgn0004635,-0.071126475,0.062146370897062875,-0.18828981250000001,0.05141164874999997,Female
FBgn0004636,0.12093957500000001,0.0637937039722075,-0.006956966749999992,0.24284178749999996,Female
FBgn0004638,0.097184875,0.06381743728938878,-0.031080226249999992,0.21650848749999996,Female
FBgn0004643,-0.055114625,0.06195210678395121,-0.17823811875,0.06575659999999985,Female
FBgn0004644,0.0319367,0.06297954720501793,-0.09073927499999998,0.15535854999999998,Female
FBgn0004646,0.06539555000000001,0.06397864120324022,-0.0618962175,0.18629294250000003,Female
FBgn0004647,-4.735499999999962e-4,0.06285156810881175,-0.1257100975,0.12206125524999992,Female
FBgn0004648,0.0030433749999999975,0.06331436921295815,-0.11985201999999999,0.12752009625,Female
FBgn0004649,-0.068284875,0.06133006291554354,-0.18760450625,0.05309715374999997,Female
FBgn0004650,-0.006281892500000001,0.062475962932786226,-0.126103593375,0.11655473249999998,Female
FBgn0004652,-0.08724504999999999,0.06323729267270178,-0.21263827499999996,0.037450673749999996,Female
FBgn0004654,-0.1094291,0.06247696618944085,-0.22673001250000002,0.01597244874999996,Female
FBgn0004655,0.043025375,0.06243598538902894,-0.079429995,0.16520028749999996,Female
FBgn0004657,-0.04714855,0.06404262667232792,-0.17188123125,0.07920293249999998,Female
FBgn0004666,-0.024864299999999995,0.06460591265032163,-0.15049648875,0.10191016999999998,Female
FBgn0004687,-0.021015175000000004,0.0616993924184457,-0.1409002225,0.10215875624999995,Female
FBgn0004698,0.018462199999999998,0.06308530966130678,-0.10589830125000001,0.14257649875,Female
FBgn0004777,0.013817000000000003,0.0634675467200908,-0.1128680225,0.13784897499999996,Female
FBgn0004778,0.08524670000000001,0.06284061435221243,-0.03966212625,0.2071423125,Female
FBgn0004779,0.081762875,0.06229799086484791,-0.04102747016249999,0.20142694999999972,Female
FBgn0004780,-0.026825750000000002,0.06389797789440711,-0.15124237875,0.09723524799999994,Female
FBgn0004781,0.021339749999999998,0.06590193130782036,-0.109335981375,0.15109185087499996,Female
FBgn0004782,-0.18031350000000002,0.062020647876539534,-0.3011264875,-0.05642625875,Female
FBgn0004783,-0.0950825575,0.06346543940755045,-0.2195677,0.030646089999999977,Female
FBgn0004784,-0.124401525,0.0649120926387154,-0.2479551375,0.0033941374999999436,Female
FBgn0004795,0.0561816,0.06245732381413324,-0.068035635,0.17639076249999996,Female
FBgn0004797,-0.07374813,0.06206525476237114,-0.192198725,0.04901704874999999,Female
FBgn0004811,-0.021121249999999998,0.06326758812914056,-0.14402057499999998,0.10422274124999992,Female
FBgn0004828,-0.0298571675,0.06295292088339274,-0.149674,0.09130615374999991,Female
FBgn0004832,-0.0218225,0.06579227058588032,-0.14895450825,0.10703136499999996,Female
FBgn0004837,0.088722,0.06178615689581636,-0.03542055399999999,0.20658435,Female
FBgn0004838,-0.0348982375,0.06228963520348203,-0.15730307125,0.08910411499999993,Female
FBgn0004839,-0.02286638275,0.062328768661739094,-0.14185240875000002,0.09897049374999997,Female
FBgn0004841,-0.057671324999999996,0.062289945845574166,-0.180434456375,0.06374081374999999,Female
FBgn0004842,0.031098725,0.06373604325840516,-0.0938423675,0.159085225,Female
FBgn0004852,-0.0678552775,0.06012963862768067,-0.18528694624999997,0.048516935000000004,Female
FBgn0004854,0.0153054,0.06489335598213937,-0.11229693762500001,0.14158354124999997,Female
FBgn0004855,0.092385125,0.06214500353168363,-0.031861962875,0.21005241249999992,Female
FBgn0004856,0.0072949,0.06311829131750725,-0.11735405375,0.1310195275,Female
FBgn0004858,-0.023654225,0.0621040984661556,-0.14737014125,0.0959668175,Female
FBgn0004859,-0.0530740475,0.06283806731587,-0.17346106875,0.07008891749999996,Female
FBgn0004860,0.06020315,0.06472033100619631,-0.068631096625,0.1838555625,Female
FBgn0004861,0.0147874125,0.06578951471732918,-0.11248228908749999,0.14260350999999996,Female
FBgn0004862,0.021839875,0.06387546044568684,-0.10161353874999998,0.14761085499999999,Female
FBgn0004863,0.03369305,0.0624843080211435,-0.08766585699999999,0.15326697874999992,Female
FBgn0004864,0.0361428,0.0634100165180075,-0.09541320774999999,0.1579490125,Female
FBgn0004865,-0.1300985925,0.0626272603651794,-0.2535943875,-0.00845867250000005,Female
FBgn0004867,-0.05157175,0.06366602821648379,-0.1794475325,0.07390068249999979,Female
FBgn0004868,-0.06431095,0.06280516176281406,-0.1872943875,0.059005222124999986,Female
FBgn0004870,-0.006922449999999998,0.06209305739836339,-0.1281006375,0.11572852374999996,Female
FBgn0004872,0.008031174999999996,0.06305943157342528,-0.11521043875,0.13021227499999993,Female
FBgn0004875,0.030343947500000003,0.0619871392356015,-0.0932322225,0.15232306249999997,Female
FBgn0004876,-0.0578386,0.06346888761369189,-0.18089485000000002,0.06854203249999997,Female
FBgn0004878,-0.06507525,0.06311499683799164,-0.18657634874999998,0.05947166374999999,Female
FBgn0004880,0.0306642,0.062475314070338066,-0.08979791875,0.1526798591424999,Female
FBgn0004882,-0.1003807875,0.06276132864262357,-0.22369692875,0.022863714999999913,Female
FBgn0004885,-0.0634965,0.061330704004778205,-0.18570744499999997,0.0549485887499999,Female
FBgn0004888,-0.037909744999999995,0.06241082037183785,-0.16225027499999997,0.08177135999999999,Female
FBgn0004889,0.077882425,0.061225978257330484,-0.04551013375,0.1964201125,Female
FBgn0004892,-0.015429715,0.06349164270054207,-0.13803482749999998,0.11183801499999999,Female
FBgn0004893,0.050804812500000004,0.0643061828942162,-0.07538868500000001,0.17654264999999997,Female
FBgn0004895,0.078160275,0.0639786226235754,-0.04932514375,0.2029821625,Female
FBgn0004896,-0.09835885,0.06437863805240623,-0.22272678750000002,0.029785466249999882,Female
FBgn0004897,0.08388364749999999,0.06274305392634333,-0.041379742500000004,0.2042116875,Female
FBgn0004898,0.0526782775,0.06399609598914519,-0.072409565,0.17841905125,Female
FBgn0004901,-0.0095569,0.06265083056593232,-0.13191641625,0.11000400875,Female
FBgn0004903,-0.004402925,0.06481705089331685,-0.13192589375,0.12212555250000001,Female
FBgn0004907,0.004147567499999999,0.06504139791345034,-0.12418234125,0.13311329625000004,Female
FBgn0004908,-0.0163620625,0.06318349811977347,-0.13884646874999998,0.10791877999999998,Female
FBgn0004910,-0.0558762525,0.0630270611503646,-0.176054525,0.06963016999999996,Female
FBgn0004911,0.1080043625,0.0630358638497753,-0.015832028874999998,0.22833703749999998,Female
FBgn0004913,0.024570375,0.064910836477753,-0.10544523500000001,0.15070859999999997,Female
FBgn0004914,0.025237125,0.06302301665592434,-0.0994591,0.14766377124999996,Female
FBgn0004915,-0.079250075,0.06223976371719892,-0.20136284999999998,0.04351998749999995,Female
FBgn0004919,0.033857025,0.06384341194197782,-0.092842555,0.15636377499999993,Female
FBgn0004921,0.08245287500000001,0.06161462466609686,-0.04133533875,0.20253977874999998,Female
FBgn0004924,0.007832225000000005,0.06160249743080157,-0.1123181,0.12593587374999998,Female
FBgn0004926,-0.029772874999999997,0.06191530615922701,-0.15106915875,0.08721036999999995,Female
FBgn0004956,-0.009962512499999998,0.06615453044392534,-0.1405584625,0.11969040999999996,Female
FBgn0004957,0.09491527500000001,0.06392216592898026,-0.03500962262500001,0.216264775,Female
FBgn0004959,-0.00487745,0.06464801272450732,-0.131325705,0.12276679499999994,Female
FBgn0005198,-0.03393360250000001,0.06554796941379118,-0.16298291874999998,0.09205719849999994,Female
FBgn0005278,-0.099359575,0.062165670772030765,-0.2186625175,0.02344658624999994,Female
FBgn0005322,-0.07542485,0.06357425317806643,-0.1995301375,0.051771871624999966,Female
FBgn0005355,-0.05810895,0.06408531177293131,-0.17933064999999998,0.07261722624999997,Female
FBgn0005386,0.004234400000000001,0.0638319703095918,-0.11970530750000001,0.12937923124999992,Female
FBgn0005390,-0.013839725000000004,0.06266715398158476,-0.13813020874999998,0.10785518375,Female
FBgn0005391,0.004388875,0.0616247348442885,-0.11541546874999999,0.12302168874999998,Female
FBgn0005411,-0.008923175,0.06284344162395575,-0.12966614999999998,0.11659406200000001,Female
FBgn0005427,0.04430568,0.0620527507989338,-0.07432242749999998,0.16908490499999973,Female
FBgn0005533,-0.06524105999999999,0.06421313158894179,-0.190704825,0.061871656249999955,Female
FBgn0005536,0.026271574999999995,0.06214548600760347,-0.09358678125,0.14397407374999988,Female
FBgn0005558,0.023860099999999995,0.06540559191254065,-0.1027055,0.1522313475,Female
FBgn0005561,0.01238538875,0.06425455950553753,-0.113547979125,0.13829306124999982,Female
FBgn0005564,-0.04299407499999999,0.0635082285190824,-0.16728895,0.08326600749999988,Female
FBgn0005585,-0.10937677500000001,0.06243313321782798,-0.23202501249999996,0.013020874249999962,Female
FBgn0005586,-0.1011929,0.06332962874537834,-0.22366567499999998,0.02463041499999994,Female
FBgn0005590,0.0307567725,0.06257402220979891,-0.08867666874999999,0.15095490999999991,Female
FBgn0005593,-0.0453609175,0.06384025774744471,-0.16889630125,0.08162641124999996,Female
FBgn0005596,0.027024299999999994,0.06341828667152662,-0.09478202124999997,0.1531479975,Female
FBgn0005612,-0.0753816575,0.062348182155132395,-0.1989104,0.04726843912499994,Female
FBgn0005613,-0.013153549999999996,0.06287038307859136,-0.137562174125,0.11021613374999997,Female
FBgn0005614,-0.055159912500000005,0.06425847641331787,-0.18148113000000002,0.06895271549999997,Female
FBgn0005616,0.008447722499999998,0.06192678702011084,-0.11298974685,0.13070023874999992,Female
FBgn0005617,0.005574352499999999,0.06238030312119069,-0.12061101350000002,0.12696306500000001,Female
FBgn0005619,-0.02170445,0.06334607296979325,-0.14778559374999997,0.10332167499999986,Female
FBgn0005624,0.0523507,0.06334430558373835,-0.0711347775,0.17596749999999994,Female
FBgn0005626,-0.10685465,0.06330931553498698,-0.230480325,0.01905714749999998,Female
FBgn0005631,0.017236975,0.05988046854385235,-0.09792441625,0.1362236825,Female
FBgn0005632,-0.030287607499999997,0.06275524044736591,-0.15275503750000002,0.09354347499999995,Female
FBgn0005633,0.07677998325,0.061649379053578375,-0.045598127499999995,0.19647502499999997,Female
FBgn0005636,0.010876074999999997,0.06480103951251041,-0.11712417125,0.13718494875,Female
FBgn0005638,0.061407815000000004,0.06347349640375292,-0.0657805821125,0.18499933749999997,Female
FBgn0005640,0.054934575,0.06372221411450459,-0.070640727125,0.17804392375,Female
FBgn0005642,-0.04191285,0.0634305549787934,-0.162774725,0.08355227499999993,Female
FBgn0005648,-0.063574425,0.06298415418438633,-0.1857731375,0.05926937874999983,Female
FBgn0005649,0.06647687499999999,0.06336337729266682,-0.060098911750000004,0.18757714999999997,Female
FBgn0005655,-0.017066750000000002,0.06306800908808109,-0.13794058874999998,0.10839199249999996,Female
FBgn0005658,-0.09914377499999999,0.06386226338266485,-0.22099665,0.029562063749999964,Female
FBgn0005659,-0.04097991,0.06425508775876206,-0.16591794999999998,0.08301884874999996,Female
FBgn0005660,0.046629124999999993,0.06354452029265988,-0.07995146676249999,0.16866632499999987,Female
FBgn0005664,-0.0026163999999999944,0.06160055193287542,-0.125710618625,0.11668616499999998,Female
FBgn0005666,0.023372000000000004,0.0637981360562907,-0.10395643874999998,0.14860680874999993,Female
FBgn0005670,0.034140174999999995,0.06231068409369524,-0.09217224124999998,0.15407008749999998,Female
FBgn0005671,0.0851558,0.06355909611965607,-0.04236038874999999,0.20951331249999997,Female
FBgn0005672,0.010306745,0.06339323071692275,-0.11537833749999998,0.13281658375,Female
FBgn0005674,0.006405744999999999,0.06388944184189481,-0.12170159625,0.13119705249999994,Female
FBgn0005677,0.038538287500000004,0.06297377631013143,-0.08666722249999999,0.16039108124999976,Female
FBgn0005683,0.052980865,0.06473009624633323,-0.07729464500000001,0.17419348624999997,Female
FBgn0005694,0.08016732499999998,0.06252515997614219,-0.043530101249999995,0.19884426249999995,Female
FBgn0005695,-0.046219382499999996,0.06294032548594058,-0.1698859725,0.07674030249999994,Female
FBgn0005696,-0.050861724999999997,0.06306998778870711,-0.1750945625,0.07388767699999997,Female
FBgn0005771,0.018398875000000002,0.06289675225092489,-0.10355514625,0.14271849499999995,Female
FBgn0005775,0.035663375,0.06273869740274639,-0.08816394875,0.1560912037499998,Female
FBgn0005777,0.008549524999999999,0.06312128151278038,-0.11881794187499999,0.13198831499999988,Female
FBgn0005778,0.011079775,0.06380617017689388,-0.11585340625,0.13373711749999997,Female
FBgn0005779,-0.068339325,0.06405268675126805,-0.19282508749999996,0.055544658749999955,Female
FBgn0008635,-0.08483669500000002,0.06393832513829158,-0.2086953125,0.04433734412499995,Female
FBgn0008636,0.0609507,0.06392066918979884,-0.06631220749999998,0.18417686124999985,Female
FBgn0008646,-0.001314875,0.06467915173351796,-0.12738982125,0.12662863999999996,Female
FBgn0008651,-0.0338108775,0.06311135722352919,-0.15656751749999998,0.08821537124999998,Female
FBgn0010014,0.010695399999999997,0.0629241173720488,-0.1129426725,0.13148829875,Female
FBgn0010015,0.0248524175,0.06422983769808178,-0.10047867875,0.14989091999999987,Female
FBgn0010019,0.10900745,0.06203532682982451,-0.014369392374999998,0.2277751875,Female
FBgn0010038,-0.078417275,0.06705727354228531,-0.20888905,0.054959352124999965,Female
FBgn0010039,0.051634875,0.06399971679850891,-0.07544464249999999,0.1748291249999999,Female
FBgn0010040,0.0296415,0.061870876659840014,-0.09399482499999999,0.14842444874999997,Female
