DGRP_lines,Experiment,Hour_of_death,Censor
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_913,Experiment_1,48,0
line_911,Experiment_1,48,0
line_911,Experiment_1,48,0
line_911,Experiment_1,48,0
line_911,Experiment_1,48,0
line_911,Experiment_1,48,0
line_911,Experiment_1,48,0
line_911,Experiment_1,48,0
line_911,Experiment_1,48,0
line_908,Experiment_1,11,1
line_908,Experiment_1,48,1
line_908,Experiment_1,48,1
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_908,Experiment_1,48,0
line_907,Experiment_1,2.5,1
line_907,Experiment_1,2.5,1
line_907,Experiment_1,2.5,1
line_907,Experiment_1,5,1
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_907,Experiment_1,48,0
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,2.5,1
line_900,Experiment_1,5,1
line_900,Experiment_1,5,1
line_900,Experiment_1,5,1
line_900,Experiment_1,5,1
line_900,Experiment_1,5,1
line_900,Experiment_1,5,1
line_897,Experiment_1,2.5,1
line_897,Experiment_1,2.5,1
line_897,Experiment_1,2.5,1
line_897,Experiment_1,2.5,1
line_897,Experiment_1,2.5,1
line_897,Experiment_1,2.5,1
line_897,Experiment_1,2.5,1
line_897,Experiment_1,2.5,1
line_897,Experiment_1,2.5,1
line_897,Experiment_1,2.5,1
line_897,Experiment_1,2.5,1
line_894,Experiment_1,2.5,1
line_894,Experiment_1,2.5,1
line_894,Experiment_1,2.5,1
line_894,Experiment_1,2.5,1
line_894,Experiment_1,2.5,1
line_894,Experiment_1,2.5,1
line_894,Experiment_1,2.5,1
line_894,Experiment_1,2.5,1
line_894,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,2.5,1
line_892,Experiment_1,5,1
line_890,Experiment_1,2.5,1
line_890,Experiment_1,2.5,1
line_890,Experiment_1,2.5,1
line_890,Experiment_1,2.5,1
line_890,Experiment_1,2.5,1
line_890,Experiment_1,2.5,1
line_890,Experiment_1,2.5,1
line_890,Experiment_1,2.5,1
line_890,Experiment_1,2.5,1
line_890,Experiment_1,5,1
line_890,Experiment_1,5,1
line_890,Experiment_1,5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_887,Experiment_1,2.5,1
line_884,Experiment_1,5,1
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_884,Experiment_1,48,0
line_882,Experiment_1,5,1
line_882,Experiment_1,11,1
line_882,Experiment_1,11,1
line_882,Experiment_1,11,1
line_882,Experiment_1,11,1
line_882,Experiment_1,11,1
line_882,Experiment_1,11,1
line_882,Experiment_1,11,1
line_882,Experiment_1,11,1
line_882,Experiment_1,11,1
line_882,Experiment_1,11,1
line_882,Experiment_1,24,1
line_882,Experiment_1,48,0
line_882,Experiment_1,48,0
line_882,Experiment_1,48,0
line_882,Experiment_1,48,0
line_879,Experiment_1,48,0
line_879,Experiment_1,48,0
line_879,Experiment_1,48,0
line_879,Experiment_1,48,0
line_879,Experiment_1,48,0
line_879,Experiment_1,48,0
line_879,Experiment_1,48,0
line_879,Experiment_1,48,0
line_879,Experiment_1,48,0
line_879,Experiment_1,48,0
line_879,Experiment_1,48,0
line_879,Experiment_1,48,0
line_861,Experiment_1,24,1
line_861,Experiment_1,48,0
line_861,Experiment_1,48,0
line_861,Experiment_1,48,0
line_861,Experiment_1,48,0
line_861,Experiment_1,48,0
line_861,Experiment_1,48,0
line_861,Experiment_1,48,0
line_861,Experiment_1,48,0
line_861,Experiment_1,48,0
line_859,Experiment_1,2.5,1
line_859,Experiment_1,2.5,1
line_859,Experiment_1,2.5,1
line_859,Experiment_1,2.5,1
line_859,Experiment_1,2.5,1
line_859,Experiment_1,2.5,1
line_859,Experiment_1,5,1
line_859,Experiment_1,5,1
line_859,Experiment_1,5,1
line_859,Experiment_1,5,1
line_859,Experiment_1,5,1
line_859,Experiment_1,5,1
line_859,Experiment_1,5,1
line_859,Experiment_1,5,1
line_857,Experiment_1,2.5,1
line_857,Experiment_1,2.5,1
line_857,Experiment_1,2.5,1
line_857,Experiment_1,2.5,1
line_857,Experiment_1,2.5,1
line_857,Experiment_1,2.5,1
line_857,Experiment_1,2.5,1
line_857,Experiment_1,2.5,1
line_855,Experiment_1,48,0
line_855,Experiment_1,48,0
line_855,Experiment_1,48,0
line_855,Experiment_1,48,0
line_855,Experiment_1,48,0
line_855,Experiment_1,48,0
line_855,Experiment_1,48,0
line_855,Experiment_1,48,0
line_853,Experiment_1,5,1
line_853,Experiment_1,5,1
line_853,Experiment_1,5,1
line_853,Experiment_1,5,1
line_853,Experiment_1,5,1
line_853,Experiment_1,5,1
line_853,Experiment_1,5,1
line_853,Experiment_1,11,1
line_853,Experiment_1,11,1
line_853,Experiment_1,11,1
line_853,Experiment_1,11,1
line_853,Experiment_1,11,1
line_853,Experiment_1,11,1
line_850,Experiment_1,11,1
line_850,Experiment_1,11,1
line_850,Experiment_1,11,1
line_850,Experiment_1,11,1
line_850,Experiment_1,11,1
line_850,Experiment_1,11,1
line_850,Experiment_1,11,1
line_850,Experiment_1,24,1
line_850,Experiment_1,24,1
line_850,Experiment_1,24,1
line_850,Experiment_1,48,1
line_850,Experiment_1,48,0
line_850,Experiment_1,48,0
line_850,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_843,Experiment_1,48,0
line_832,Experiment_1,2.5,1
line_832,Experiment_1,2.5,1
line_832,Experiment_1,2.5,1
line_832,Experiment_1,5,1
line_832,Experiment_1,5,1
line_832,Experiment_1,5,1
line_832,Experiment_1,5,1
line_832,Experiment_1,5,1
line_832,Experiment_1,5,1
line_832,Experiment_1,5,1
line_832,Experiment_1,5,1
line_832,Experiment_1,5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_822,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_821,Experiment_1,2.5,1
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_820,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_818,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_812,Experiment_1,48,0
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,2.5,1
line_810,Experiment_1,5,1
line_808,Experiment_1,24,1
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_808,Experiment_1,48,0
line_805,Experiment_1,5,1
line_805,Experiment_1,5,1
line_805,Experiment_1,5,1
line_805,Experiment_1,11,1
line_805,Experiment_1,11,1
line_805,Experiment_1,11,1
line_804,Experiment_1,2.5,1
line_804,Experiment_1,2.5,1
line_804,Experiment_1,5,1
line_804,Experiment_1,5,1
line_804,Experiment_1,5,1
line_804,Experiment_1,5,1
line_802,Experiment_1,11,1
line_802,Experiment_1,11,1
line_802,Experiment_1,24,1
line_802,Experiment_1,24,1
line_802,Experiment_1,48,0
line_802,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_801,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_799,Experiment_1,48,0
line_796,Experiment_1,48,0
line_796,Experiment_1,48,0
line_796,Experiment_1,48,0
line_796,Experiment_1,48,0
line_796,Experiment_1,48,0
line_796,Experiment_1,48,0
line_796,Experiment_1,48,0
line_796,Experiment_1,48,0
line_796,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_790,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_787,Experiment_1,48,0
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_786,Experiment_1,2.5,1
line_783,Experiment_1,5,1
line_783,Experiment_1,5,1
line_783,Experiment_1,5,1
line_783,Experiment_1,5,1
line_783,Experiment_1,5,1
line_783,Experiment_1,5,1
line_783,Experiment_1,11,1
line_783,Experiment_1,11,1
line_783,Experiment_1,11,1
line_783,Experiment_1,24,1
line_783,Experiment_1,48,0
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_776,Experiment_1,2.5,1
line_774,Experiment_1,2.5,1
line_774,Experiment_1,2.5,1
line_774,Experiment_1,2.5,1
line_774,Experiment_1,2.5,1
line_774,Experiment_1,2.5,1
line_774,Experiment_1,2.5,1
line_774,Experiment_1,2.5,1
line_774,Experiment_1,2.5,1
line_774,Experiment_1,5,1
line_774,Experiment_1,5,1
line_774,Experiment_1,5,1
line_774,Experiment_1,5,1
line_774,Experiment_1,11,1
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_765,Experiment_1,48,0
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,2.5,1
line_761,Experiment_1,5,1
line_757,Experiment_1,2.5,1
line_757,Experiment_1,11,1
line_757,Experiment_1,24,1
line_757,Experiment_1,24,1
line_757,Experiment_1,48,1
line_757,Experiment_1,48,0
line_757,Experiment_1,48,0
line_757,Experiment_1,48,0
line_757,Experiment_1,48,0
line_757,Experiment_1,48,0
line_757,Experiment_1,48,0
line_757,Experiment_1,48,0
line_757,Experiment_1,48,0
line_757,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_748,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_738,Experiment_1,48,0
line_737,Experiment_1,48,0
line_737,Experiment_1,48,0
line_737,Experiment_1,48,0
line_737,Experiment_1,48,0
line_737,Experiment_1,48,0
line_737,Experiment_1,48,0
line_737,Experiment_1,48,0
line_737,Experiment_1,48,0
line_732,Experiment_1,2.5,1
line_732,Experiment_1,2.5,1
line_732,Experiment_1,2.5,1
line_732,Experiment_1,11,1
line_732,Experiment_1,24,1
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_732,Experiment_1,48,0
line_730,Experiment_1,5,1
line_730,Experiment_1,5,1
line_730,Experiment_1,5,1
line_730,Experiment_1,5,1
line_730,Experiment_1,5,1
line_730,Experiment_1,5,1
line_730,Experiment_1,5,1
line_730,Experiment_1,5,1
line_730,Experiment_1,11,1
line_730,Experiment_1,11,1
line_730,Experiment_1,11,1
line_730,Experiment_1,11,1
line_730,Experiment_1,11,1
line_730,Experiment_1,11,1
line_730,Experiment_1,11,1
line_727,Experiment_1,2.5,1
line_727,Experiment_1,2.5,1
line_727,Experiment_1,2.5,1
line_727,Experiment_1,2.5,1
line_727,Experiment_1,2.5,1
line_727,Experiment_1,2.5,1
line_727,Experiment_1,2.5,1
line_727,Experiment_1,2.5,1
line_727,Experiment_1,2.5,1
line_727,Experiment_1,2.5,1
line_727,Experiment_1,5,1
line_716,Experiment_1,2.5,1
line_716,Experiment_1,2.5,1
line_716,Experiment_1,2.5,1
line_716,Experiment_1,2.5,1
line_716,Experiment_1,2.5,1
line_716,Experiment_1,5,1
line_716,Experiment_1,5,1
line_716,Experiment_1,5,1
line_716,Experiment_1,5,1
line_714,Experiment_1,2.5,1
line_714,Experiment_1,2.5,1
line_714,Experiment_1,2.5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,5,1
line_714,Experiment_1,11,1
line_714,Experiment_1,11,1
line_714,Experiment_1,11,1
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_712,Experiment_1,48,0
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,5,1
line_707,Experiment_1,11,1
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_705,Experiment_1,48,0
line_703,Experiment_1,5,1
line_703,Experiment_1,5,1
line_703,Experiment_1,5,1
line_703,Experiment_1,5,1
line_703,Experiment_1,5,1
line_703,Experiment_1,5,1
line_703,Experiment_1,5,1
line_703,Experiment_1,5,1
line_703,Experiment_1,11,1
line_703,Experiment_1,11,1
line_703,Experiment_1,11,1
line_703,Experiment_1,11,1
line_703,Experiment_1,11,1
line_703,Experiment_1,24,1
line_703,Experiment_1,48,1
line_703,Experiment_1,48,0
line_703,Experiment_1,48,0
line_703,Experiment_1,48,0
line_703,Experiment_1,48,0
line_630,Experiment_1,2.5,1
line_630,Experiment_1,2.5,1
line_630,Experiment_1,2.5,1
line_630,Experiment_1,2.5,1
line_630,Experiment_1,2.5,1
line_630,Experiment_1,2.5,1
line_630,Experiment_1,2.5,1
line_630,Experiment_1,5,1
line_627,Experiment_1,48,1
line_627,Experiment_1,48,0
line_627,Experiment_1,48,0
line_627,Experiment_1,48,0
line_627,Experiment_1,48,0
line_627,Experiment_1,48,0
line_627,Experiment_1,48,0
line_627,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_595,Experiment_1,48,0
line_589,Experiment_1,2.5,1
line_589,Experiment_1,11,1
line_589,Experiment_1,24,1
line_589,Experiment_1,24,1
line_589,Experiment_1,24,1
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_589,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_584,Experiment_1,48,0
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_566,Experiment_1,2.5,1
line_563,Experiment_1,2.5,1
line_563,Experiment_1,2.5,1
line_563,Experiment_1,2.5,1
line_563,Experiment_1,2.5,1
line_563,Experiment_1,2.5,1
line_563,Experiment_1,2.5,1
line_563,Experiment_1,2.5,1
line_563,Experiment_1,2.5,1
